Mr.	NP	Mr.
.	SENT	.
""""	''	""""
""""	``	""""
We	PP	we
'll	MD	will
have	VH	have
the	DT	the
fellow	JJ	fellow
round	NN	round
here	RB	here
making	VVG	make
a	DT	a
row	NN	row
and	CC	and
breaking	VVG	break
the	DT	the
furniture	NN	furniture
.	SENT	.
""""	''	""""
""""	``	""""
No	UH	No
,	,	,
no	UH	no
;	:	;
you	PP	you
'll	MD	will
see	VV	see
the	DT	the
letter	NN	letter
---	NN	---
nothing	NN	nothing
contentious	JJ	contentious
,	,	,
I	PP	I
assure	VVP	assure
you	PP	you
.	SENT	.
""""	''	""""
""""	``	""""
Well	UH	Well
,	,	,
that	WDT	that
is	VBZ	be
my	PP$	my
chair	NN	chair
and	CC	and
desk	NN	desk
.	SENT	.
You	PP	you
'll	MD	will
find	VV	find
paper	NN	paper
there	RB	there
.	SENT	.
I	PP	I
'd	MD	will
like	VV	like
to	TO	to
censor	VV	censor
it	PP	it
before	IN	before
it	PP	it
goes	VVZ	go
.	SENT	.
""""	''	""""
It	PP	it
took	VVD	take
some	DT	some
doing	VVG	do
,	,	,
but	CC	but
I	PP	I
flatter	VVP	flatter
myself	PP	myself
that	IN/that	that
it	PP	it
was	VBD	be
n't	RB	n't
such	JJ	such
a	DT	a
bad	JJ	bad
job	NN	job
when	WRB	when
it	PP	it
was	VBD	be
finished	VVN	finish
.	SENT	.
I	PP	I
read	VVP	read
it	PP	it
aloud	JJ	aloud
to	TO	to
the	DT	the
critical	JJ	critical
bacteriologist	NN	bacteriologist
with	IN	with
some	DT	some
pride	NN	pride
in	IN	in
my	PP$	my
handiwork	NN	handiwork
.	SENT	.
""""	''	""""
DEAR	RB	dear
PROFESSOR	NP	Professor
CHALLENGER	NP	Challenger
,	,	,
""""	''	""""
it	PP	it
said	VVD	say
,	,	,
""""	``	""""
As	IN	as
a	DT	a
humble	JJ	humble
student	NN	student
of	IN	of
Nature	NP	Nature
,	,	,
I	PP	I
have	VHP	have
always	RB	always
taken	VVN	take
the	DT	the
most	RBS	most
profound	JJ	profound
interest	NN	interest
in	IN	in
your	PP$	your
speculations	NNS	speculation
as	RB	as
to	TO	to
the	DT	the
differences	NNS	difference
between	IN	between
Darwin	NP	Darwin
and	CC	and
Weissmann	NP	Weissmann
.	SENT	.
I	PP	I
have	VHP	have
recently	RB	recently
had	VHN	have
occasion	NN	occasion
to	TO	to
refresh	VV	refresh
my	PP$	my
memory	NN	memory
by	IN	by
re-reading	JJ	re-reading
---	NN	---
---	NN	---
""""	''	""""
""""	''	""""
You	PP	you
infernal	JJ	infernal
liar	NN	liar
!	SENT	!
""""	''	""""
murmured	VVD	murmur
Tarp	NP	Tarp
Henry	NP	Henry
.	SENT	.
---	NNS	---
""""	``	""""
by	IN	by
re-reading	NN	re-reading
your	PP$	your
masterly	JJ	masterly
address	NN	address
at	IN	at
Vienna	NP	Vienna
.	SENT	.
That	DT	that
lucid	JJ	lucid
and	CC	and
admirable	JJ	admirable
statement	NN	statement
seems	VVZ	seem
to	TO	to
be	VB	be
the	DT	the
last	JJ	last
word	NN	word
in	IN	in
the	DT	the
matter	NN	matter
.	SENT	.
There	EX	there
is	VBZ	be
one	CD	one
sentence	NN	sentence
in	IN	in
it	PP	it
,	,	,
however	RB	however
---	NN	---
namely	RB	namely
:	:	:
'	''	'
I	PP	I
protest	VVP	protest
strongly	RB	strongly
against	IN	against
the	DT	the
insufferable	JJ	insufferable
and	CC	and
entirely	RB	entirely
dogmatic	JJ	dogmatic
assertion	NN	assertion
that	IN/that	that
each	DT	each
separate	JJ	separate
id	NN	id
is	VBZ	be
a	DT	a
microcosm	NN	microcosm
possessed	VVN	possess
of	IN	of
an	DT	an
historical	JJ	historical
architecture	NN	architecture
elaborated	VVD	elaborate
slowly	RB	slowly
through	IN	through
the	DT	the
series	NN	series
of	IN	of
generations	NNS	generation
.	SENT	.
'	''	'
Have	VH	have
you	PP	you
no	DT	no
desire	NN	desire
,	,	,
in	IN	in
view	NN	view
of	IN	of
later	JJR	late
research	NN	research
,	,	,
to	TO	to
modify	VV	modify
this	DT	this
statement	NN	statement
?	SENT	?
Do	VV	do
you	PP	you
not	RB	not
think	VVP	think
that	IN/that	that
it	PP	it
is	VBZ	be
over-accentuated	JJ	over-accentuated
?	SENT	?
With	IN	with
your	PP$	your
permission	NN	permission
,	,	,
I	PP	I
would	MD	would
ask	VV	ask
the	DT	the
favor	NN	favor
of	IN	of
an	DT	an
interview	NN	interview
,	,	,
as	IN	as
I	PP	I
feel	VVP	feel
strongly	RB	strongly
upon	IN	upon
the	DT	the
subject	NN	subject
,	,	,
and	CC	and
have	VH	have
certain	JJ	certain
suggestions	NNS	suggestion
which	WDT	which
I	PP	I
could	MD	could
only	RB	only
elaborate	VV	elaborate
in	IN	in
a	DT	a
personal	JJ	personal
conversation	NN	conversation
.	SENT	.
With	IN	with
your	PP$	your
consent	NN	consent
,	,	,
I	PP	I
trust	VVP	trust
to	TO	to
have	VH	have
the	DT	the
honor	NN	honor
of	IN	of
calling	VVG	call
at	IN	at
eleven	NN	eleven
o'clock	RB	o'clock
the	DT	the
day	NN	day
after	IN	after
to-morrow	NN	to-morrow
(	(	(
Wednesday	NP	Wednesday
)	)	)
morning	NN	morning
.	SENT	.
""""	``	""""
I	PP	I
remain	VVP	remain
,	,	,
Sir	NP	Sir
,	,	,
with	IN	with
assurances	NNS	assurance
of	IN	of
profound	JJ	profound
respect	NN	respect
,	,	,
yours	PP$	yours
very	RB	very
truly	RB	truly
,	,	,
EDWARD	NP	Edward
D	NP	D
.	SENT	.
MALONE	NP	Malone
.	SENT	.
""""	''	""""
""""	``	""""
How	WRB	How
's	VBZ	be
that	RB	that
?	SENT	?
""""	''	""""
I	PP	I
asked	VVD	ask
,	,	,
triumphantly	RB	triumphantly
.	SENT	.
""""	''	""""
Well	RB	well
if	IN	if
your	PP$	your
conscience	NN	conscience
can	MD	can
stand	VV	stand
it	PP	it
---	NN	---
---	NN	---
""""	''	""""
""""	''	""""
It	PP	it
has	VHZ	have
never	RB	never
failed	VVN	fail
me	PP	me
yet	RB	yet
.	SENT	.
""""	''	""""
""""	''	""""
But	CC	but
what	WP	what
do	VVP	do
you	PP	you
mean	VVP	mean
to	TO	to
do	VV	do
?	SENT	?
""""	''	""""
""""	''	""""
To	TO	To
get	VV	get
there	RB	there
.	SENT	.
Once	RB	once
I	PP	I
am	VBP	be
in	IN	in
his	PP$	his
room	NN	room
I	PP	I
may	MD	may
see	VV	see
some	DT	some
opening	NN	opening
.	SENT	.
I	PP	I
may	MD	may
even	RB	even
go	VV	go
the	DT	the
length	NN	length
of	IN	of
open	JJ	open
confession	NN	confession
.	SENT	.
If	IN	if
he	PP	he
is	VBZ	be
a	DT	a
sportsman	NN	sportsman
he	PP	he
will	MD	will
be	VB	be
tickled	VVN	tickle
.	SENT	.
""""	''	""""
""""	``	""""
Tickled	VVN	tickle
,	,	,
indeed	RB	indeed
!	SENT	!
He	PP	he
's	VBZ	be
much	RB	much
more	RBR	more
likely	JJ	likely
to	TO	to
do	VV	do
the	DT	the
tickling	VVG	tickle
.	SENT	.
Chain	NN	chain
mail	NN	mail
,	,	,
or	CC	or
an	DT	an
American	JJ	American
football	NN	football
suit	NN	suit
---	NN	---
that	WDT	that
is	VBZ	be
what	WP	what
you	PP	you
'll	MD	will
want	VV	want
.	SENT	.
Well	RB	well
,	,	,
good-bye	JJ	good-bye
.	SENT	.
I	PP	I
will	MD	will
have	VH	have
the	DT	the
answer	NN	answer
for	IN	for
you	PP	you
here	RB	here
on	IN	on
Wednesday	NP	Wednesday
morning	NN	morning
---	NN	---
if	IN	if
he	PP	he
ever	RB	ever
deigns	VVZ	deign
to	TO	to
answer	VV	answer
you	PP	you
.	SENT	.
He	PP	he
is	VBZ	be
a	DT	a
violent	JJ	violent
,	,	,
dangerous	JJ	dangerous
,	,	,
cantankerous	JJ	cantankerous
character	NN	character
,	,	,
hated	VVN	hate
by	IN	by
everyone	NN	everyone
who	WP	who
comes	VVZ	come
across	IN	across
him	PP	him
,	,	,
and	CC	and
the	DT	the
butt	NN	butt
of	IN	of
the	DT	the
students	NNS	student
,	,	,
so	RB	so
far	RB	far
as	IN	as
they	PP	they
dare	VVP	dare
take	VV	take
a	DT	a
liberty	NN	liberty
with	IN	with
him	PP	him
.	SENT	.
Perhaps	RB	perhaps
it	PP	it
would	MD	would
be	VB	be
best	JJS	good
for	IN	for
you	PP	you
if	IN	if
you	PP	you
never	RB	never
heard	VVD	hear
from	IN	from
the	DT	the
fellow	NN	fellow
at	IN	at
all	DT	all
.	SENT	.
""""	``	""""
My	PP$	my
friend	NN	friend
's	POS	's
fear	NN	fear
or	CC	or
hope	NN	hope
was	VBD	be
not	RB	not
destined	VVN	destine
to	TO	to
be	VB	be
realized	VVN	realize
.	SENT	.
When	WRB	when
I	PP	I
called	VVD	call
on	IN	on
Wednesday	NP	Wednesday
there	EX	there
was	VBD	be
a	DT	a
letter	NN	letter
with	IN	with
the	DT	the
West	NP	West
Kensington	NP	Kensington
postmark	NN	postmark
upon	IN	upon
it	PP	it
,	,	,
and	CC	and
my	PP$	my
name	NN	name
scrawled	VVN	scrawl
across	IN	across
the	DT	the
envelope	NN	envelope
in	IN	in
a	DT	a
handwriting	NN	handwriting
which	WDT	which
looked	VVD	look
like	IN	like
a	DT	a
barbed-wire	NN	barbed-wire
railing	NN	railing
.	SENT	.
The	DT	the
contents	NNS	content
were	VBD	be
as	RB	as
follows	VVZ	follow
:	:	:
---	NN	---
""""	``	""""
ENMORE	NP	ENMORE
PARK	NP	Park
,	,	,
W	NP	W
.	SENT	.
""""	``	""""
SIR	NN	sir
,	,	,
---	NN	---
I	PP	I
have	VHP	have
duly	RB	duly
received	VVN	receive
your	PP$	your
note	NN	note
,	,	,
in	IN	in
which	WDT	which
you	PP	you
claim	VVP	claim
to	TO	to
endorse	VV	endorse
my	PP$	my
views	NNS	view
,	,	,
although	IN	although
I	PP	I
am	VBP	be
not	RB	not
aware	JJ	aware
that	IN/that	that
they	PP	they
are	VBP	be
dependent	JJ	dependent
upon	IN	upon
endorsement	NN	endorsement
either	CC	either
from	IN	from
you	PP	you
or	CC	or
anyone	NN	anyone
else	RB	else
.	SENT	.
You	PP	you
have	VHP	have
ventured	VVN	venture
to	TO	to
use	VV	use
the	DT	the
word	NN	word
'	POS	'
speculation	NN	speculation
'	''	'
with	IN	with
regard	NN	regard
to	TO	to
my	PP$	my
statement	NN	statement
upon	IN	upon
the	DT	the
subject	NN	subject
of	IN	of
Darwinism	NP	Darwinism
,	,	,
and	CC	and
I	PP	I
would	MD	would
call	VV	call
your	PP$	your
attention	NN	attention
to	TO	to
the	DT	the
fact	NN	fact
that	IN/that	that
such	PDT	such
a	DT	a
word	NN	word
in	IN	in
such	PDT	such
a	DT	a
connection	NN	connection
is	VBZ	be
offensive	JJ	offensive
to	TO	to
a	DT	a
degree	NN	degree
.	SENT	.
The	DT	the
context	NN	context
convinces	VVZ	convince
me	PP	me
,	,	,
however	RB	however
,	,	,
that	IN/that	that
you	PP	you
have	VHP	have
sinned	VVN	sin
rather	RB	rather
through	IN	through
ignorance	NN	ignorance
and	CC	and
tactlessness	NN	tactlessness
than	IN	than
through	IN	through
malice	NN	malice
,	,	,
so	RB	so
I	PP	I
am	VBP	be
content	JJ	content
to	TO	to
pass	VV	pass
the	DT	the
matter	NN	matter
by	IN	by
.	SENT	.
You	PP	you
quote	VVP	quote
an	DT	an
isolated	JJ	isolated
sentence	NN	sentence
from	IN	from
my	PP$	my
lecture	NN	lecture
,	,	,
and	CC	and
appear	VVP	appear
to	TO	to
have	VH	have
some	DT	some
difficulty	NN	difficulty
in	IN	in
understanding	VVG	understand
it	PP	it
.	SENT	.
I	PP	I
should	MD	should
have	VH	have
thought	VVN	think
that	IN/that	that
only	RB	only
a	DT	a
sub-human	NN	sub-human
intelligence	NN	intelligence
could	MD	could
have	VH	have
failed	VVN	fail
to	TO	to
grasp	VV	grasp
the	DT	the
point	NN	point
,	,	,
but	CC	but
if	IN	if
it	PP	it
really	RB	really
needs	VVZ	need
amplification	NN	amplification
I	PP	I
shall	MD	shall
consent	VV	consent
to	TO	to
see	VV	see
you	PP	you
at	IN	at
the	DT	the
hour	NN	hour
named	VVN	name
,	,	,
though	IN	though
visits	NNS	visit
and	CC	and
visitors	NNS	visitor
of	IN	of
every	DT	every
sort	NN	sort
are	VBP	be
exceeding	VVG	exceed
distasteful	JJ	distasteful
to	TO	to
me	PP	me
.	SENT	.
As	IN	as
to	TO	to
your	PP$	your
suggestion	NN	suggestion
that	IN/that	that
I	PP	I
may	MD	may
modify	VV	modify
my	PP$	my
opinion	NN	opinion
,	,	,
I	PP	I
would	MD	would
have	VH	have
you	PP	you
know	VVP	know
that	IN/that	that
it	PP	it
is	VBZ	be
not	RB	not
my	PP$	my
habit	NN	habit
to	TO	to
do	VV	do
so	RB	so
after	IN	after
a	DT	a
deliberate	JJ	deliberate
expression	NN	expression
of	IN	of
my	PP$	my
mature	JJ	mature
views	NNS	view
.	SENT	.
You	PP	you
will	MD	will
kindly	RB	kindly
show	VV	show
the	DT	the
envelope	NN	envelope
of	IN	of
this	DT	this
letter	NN	letter
to	TO	to
my	PP$	my
man	NN	man
,	,	,
Austin	NP	Austin
,	,	,
when	WRB	when
you	PP	you
call	VVP	call
,	,	,
as	IN	as
he	PP	he
has	VHZ	have
to	TO	to
take	VV	take
every	DT	every
precaution	NN	precaution
to	TO	to
shield	VV	shield
me	PP	me
from	IN	from
the	DT	the
intrusive	JJ	intrusive
rascals	NNS	rascal
who	WP	who
call	VVP	call
themselves	PP	themselves
'	''	'
journalists	NNS	journalist
.	SENT	.
'	''	'
""""	``	""""
Yours	PP$	yours
faithfully	RB	faithfully
,	,	,
""""	''	""""
GEORGE	NP	George
EDWARD	NP	Edward
CHALLENGER	NP	Challenger
.	SENT	.
""""	``	""""
This	DT	this
was	VBD	be
the	DT	the
letter	NN	letter
that	IN/that	that
I	PP	I
read	VVP	read
aloud	RB	aloud
to	TO	to
Tarp	NP	Tarp
Henry	NP	Henry
,	,	,
who	WP	who
had	VHD	have
come	VVN	come
down	RB	down
early	JJ	early
to	TO	to
hear	VV	hear
the	DT	the
result	NN	result
of	IN	of
my	PP$	my
venture	NN	venture
.	SENT	.
His	PP$	his
only	JJ	only
remark	NN	remark
was	VBD	be
,	,	,
""""	``	""""
there	EX	there
is	VBZ	be
some	DT	some
new	JJ	new
stuff	NN	stuff
,	,	,
cuticura	NN	cuticura
or	CC	or
something	NN	something
,	,	,
which	WDT	which
is	VBZ	be
better	JJR	good
than	IN	than
arnica	NN	arnica
.	SENT	.
""""	``	""""
Some	DT	some
people	NNS	people
have	VHP	have
such	JJ	such
extraordinary	JJ	extraordinary
notions	NNS	notion
of	IN	of
humor	NN	humor
.	SENT	.
It	PP	it
was	VBD	be
nearly	RB	nearly
half-past	JJ	half-past
ten	NN	ten
before	IN	before
I	PP	I
had	VHD	have
received	VVN	receive
my	PP$	my
message	NN	message
,	,	,
but	CC	but
a	DT	a
taxicab	NN	taxicab
took	VVD	take
me	PP	me
round	NN	round
in	IN	in
good	JJ	good
time	NN	time
for	IN	for
my	PP$	my
appointment	NN	appointment
.	SENT	.
It	PP	it
was	VBD	be
an	DT	an
imposing	JJ	imposing
porticoed	JJ	porticoed
house	NN	house
at	IN	at
which	WDT	which
we	PP	we
stopped	VVD	stop
,	,	,
and	CC	and
the	DT	the
heavily-curtained	JJ	heavily-curtained
windows	NNS	window
gave	VVD	give
every	DT	every
indication	NN	indication
of	IN	of
wealth	NN	wealth
upon	IN	upon
the	DT	the
part	NN	part
of	IN	of
this	DT	this
formidable	JJ	formidable
Professor	NP	Professor
.	SENT	.
The	DT	the
door	NN	door
was	VBD	be
opened	VVN	open
by	IN	by
an	DT	an
odd	JJ	odd
,	,	,
swarthy	JJ	swarthy
,	,	,
dried-up	JJ	dried-up
person	NN	person
of	IN	of
uncertain	JJ	uncertain
age	NN	age
,	,	,
with	IN	with
a	DT	a
dark	JJ	dark
pilot	NN	pilot
jacket	NN	jacket
and	CC	and
brown	JJ	brown
leather	NN	leather
gaiters	NNS	gaiter
.	SENT	.
I	PP	I
found	VVD	find
afterwards	RB	afterwards
that	IN/that	that
he	PP	he
was	VBD	be
the	DT	the
chauffeur	NN	chauffeur
,	,	,
who	WP	who
filled	VVD	fill
the	DT	the
gaps	NNS	gap
left	VVN	leave
by	IN	by
a	DT	a
succession	NN	succession
of	IN	of
fugitive	JJ	fugitive
butlers	NNS	butler
.	SENT	.
He	PP	he
looked	VVD	look
me	PP	me
up	RP	up
and	CC	and
down	RP	down
with	IN	with
a	DT	a
searching	VVG	search
light	JJ	light
blue	JJ	blue
eye	NN	eye
.	SENT	.
""""	''	""""
Expected	VVN	expect
?	SENT	?
""""	''	""""
he	PP	he
asked	VVD	ask
.	SENT	.
""""	''	""""
An	DT	an
appointment	NN	appointment
.	SENT	.
""""	''	""""
""""	''	""""
Got	VVD	get
your	PP$	your
letter	NN	letter
?	SENT	?
""""	''	""""
I	PP	I
produced	VVD	produce
the	DT	the
envelope	NN	envelope
.	SENT	.
""""	''	""""
Right	RB	right
!	SENT	!
""""	''	""""
He	PP	he
seemed	VVD	seem
to	TO	to
be	VB	be
a	DT	a
person	NN	person
of	IN	of
few	JJ	few
words	NNS	word
.	SENT	.
Following	VVG	follow
him	PP	him
down	RP	down
the	DT	the
passage	NN	passage
I	PP	I
was	VBD	be
suddenly	RB	suddenly
interrupted	VVN	interrupt
by	IN	by
a	DT	a
small	JJ	small
woman	NN	woman
,	,	,
who	WP	who
stepped	VVD	step
out	RP	out
from	IN	from
what	WP	what
proved	VVD	prove
to	TO	to
be	VB	be
the	DT	the
dining-room	NN	dining-room
door	NN	door
.	SENT	.
She	PP	she
was	VBD	be
a	DT	a
bright	JJ	bright
,	,	,
vivacious	JJ	vivacious
,	,	,
dark-eyed	JJ	dark-eyed
lady	NN	lady
,	,	,
more	RBR	more
French	JJ	French
than	IN	than
English	NP	English
in	IN	in
her	PP$	her
type	NN	type
.	SENT	.
""""	''	""""
One	CD	One
moment	NN	moment
,	,	,
""""	''	""""
she	PP	she
said	VVD	say
.	SENT	.
""""	``	""""
You	PP	you
can	MD	can
wait	VV	wait
,	,	,
Austin	NP	Austin
.	SENT	.
Step	NN	step
in	IN	in
here	RB	here
,	,	,
sir	NN	sir
.	SENT	.
May	MD	May
I	PP	I
ask	VV	ask
if	IN	if
you	PP	you
have	VHP	have
met	VVN	meet
my	PP$	my
husband	NN	husband
before	RB	before
?	SENT	?
""""	''	""""
""""	``	""""
No	UH	No
,	,	,
madam	NN	madam
,	,	,
I	PP	I
have	VHP	have
not	RB	not
had	VHN	have
the	DT	the
honor	NN	honor
.	SENT	.
""""	''	""""
""""	``	""""
Then	RB	then
I	PP	I
apologize	VV	apologize
to	TO	to
you	PP	you
in	IN	in
advance	NN	advance
.	SENT	.
I	PP	I
must	MD	must
tell	VV	tell
you	PP	you
that	IN/that	that
he	PP	he
is	VBZ	be
a	DT	a
perfectly	RB	perfectly
impossible	JJ	impossible
person	NN	person
---	NN	---
absolutely	RB	absolutely
impossible	JJ	impossible
.	SENT	.
If	IN	if
you	PP	you
are	VBP	be
forewarned	VVN	forewarn
you	PP	you
will	MD	will
be	VB	be
the	DT	the
more	RBR	more
ready	JJ	ready
to	TO	to
make	VV	make
allowances	NNS	allowance
.	SENT	.
""""	''	""""
""""	``	""""
It	PP	it
is	VBZ	be
most	RBS	most
considerate	JJ	considerate
of	IN	of
you	PP	you
,	,	,
madam	NN	madam
.	SENT	.
""""	''	""""
""""	``	""""
Get	VV	get
quickly	RB	quickly
out	RB	out
of	IN	of
the	DT	the
room	NN	room
if	IN	if
he	PP	he
seems	VVZ	seem
inclined	VVN	incline
to	TO	to
be	VB	be
violent	JJ	violent
.	SENT	.
Do	VVP	do
n't	RB	n't
wait	VV	wait
to	TO	to
argue	VV	argue
with	IN	with
him	PP	him
.	SENT	.
Several	JJ	several
people	NNS	people
have	VHP	have
been	VBN	be
injured	VVN	injure
through	IN	through
doing	VVG	do
that	DT	that
.	SENT	.
Afterwards	RB	afterwards
there	EX	there
is	VBZ	be
a	DT	a
public	JJ	public
scandal	NN	scandal
and	CC	and
it	PP	it
reflects	VVZ	reflect
upon	IN	upon
me	PP	me
and	CC	and
all	DT	all
of	IN	of
us	PP	us
.	SENT	.
I	PP	I
suppose	VVP	suppose
it	PP	it
was	VBD	be
n't	RB	n't
about	IN	about
South	NP	South
America	NP	America
you	PP	you
wanted	VVD	want
to	TO	to
see	VV	see
him	PP	him
?	SENT	?
""""	``	""""
I	PP	I
could	MD	could
not	RB	not
lie	VV	lie
to	TO	to
a	DT	a
lady	NN	lady
.	SENT	.
""""	``	""""
Dear	RB	dear
me	PP	me
!	SENT	!
That	DT	that
is	VBZ	be
his	PP$	his
most	RBS	most
dangerous	JJ	dangerous
subject	NN	subject
.	SENT	.
You	PP	you
wo	MD	wo
n't	RB	n't
believe	VV	believe
a	DT	a
word	NN	word
he	PP	he
says	VVZ	say
---	JJ	---
I	PP	I
'm	VBP	be
sure	JJ	sure
I	PP	I
do	VVP	do
not	RB	not
wonder	VV	wonder
.	SENT	.
But	CC	but
do	VVP	do
not	RB	not
tell	VV	tell
him	PP	him
so	RB	so
,	,	,
for	IN	for
it	PP	it
makes	VVZ	make
him	PP	him
very	RB	very
violent	JJ	violent
.	SENT	.
Pretend	JJ	pretend
to	TO	to
believe	VV	believe
him	PP	him
,	,	,
and	CC	and
you	PP	you
may	MD	may
get	VV	get
through	IN	through
all	DT	all
right	NN	right
.	SENT	.
Remember	VV	remember
he	PP	he
believes	VVZ	believe
it	PP	it
himself	PP	himself
.	SENT	.
Of	IN	of
that	IN/that	that
you	PP	you
may	MD	may
be	VB	be
assured	VVN	assure
.	SENT	.
A	DT	a
more	RBR	more
honest	JJ	honest
man	NN	man
never	RB	never
lived	VVD	live
.	SENT	.
Do	VVP	do
n't	RB	n't
wait	VV	wait
any	DT	any
longer	RBR	longer
or	CC	or
he	PP	he
may	MD	may
suspect	VV	suspect
.	SENT	.
If	IN	if
you	PP	you
find	VVP	find
him	PP	him
dangerous	JJ	dangerous
---	NN	---
really	RB	really
dangerous	JJ	dangerous
---	NNS	---
ring	VVP	ring
the	DT	the
bell	NN	bell
and	CC	and
hold	VV	hold
him	PP	him
off	RP	off
until	IN	until
I	PP	I
come	VVP	come
.	SENT	.
Even	RB	even
at	IN	at
his	PP$	his
worst	JJS	bad
I	PP	I
can	MD	can
usually	RB	usually
control	VV	control
him	PP	him
.	SENT	.
""""	''	""""
With	IN	with
these	DT	these
encouraging	JJ	encouraging
words	NNS	word
the	DT	the
lady	NN	lady
handed	VVD	hand
me	PP	me
over	RP	over
to	TO	to
the	DT	the
taciturn	JJ	taciturn
Austin	NP	Austin
,	,	,
who	WP	who
had	VHD	have
waited	VVN	wait
like	IN	like
a	DT	a
bronze	JJ	bronze
statue	NN	statue
of	IN	of
discretion	NN	discretion
during	IN	during
our	PP$	our
short	JJ	short
interview	NN	interview
,	,	,
and	CC	and
I	PP	I
was	VBD	be
conducted	VVN	conduct
to	TO	to
the	DT	the
end	NN	end
of	IN	of
the	DT	the
passage	NN	passage
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
tap	NN	tap
at	IN	at
a	DT	a
door	NN	door
,	,	,
a	DT	a
bull	NN	bull
's	POS	's
bellow	NN	bellow
from	IN	from
within	IN	within
,	,	,
and	CC	and
I	PP	I
was	VBD	be
face	NN	face
to	TO	to
face	VV	face
with	IN	with
the	DT	the
Professor	NP	Professor
.	SENT	.
He	PP	he
sat	VVD	sit
in	IN	in
a	DT	a
rotating	VVG	rotate
chair	NN	chair
behind	IN	behind
a	DT	a
broad	JJ	broad
table	NN	table
,	,	,
which	WDT	which
was	VBD	be
covered	VVN	cover
with	IN	with
books	NNS	book
,	,	,
maps	NNS	map
,	,	,
and	CC	and
diagrams	NNS	diagram
.	SENT	.
As	IN	as
I	PP	I
entered	VVD	enter
,	,	,
his	PP$	his
seat	NN	seat
spun	VVD	spin
round	NN	round
to	TO	to
face	VV	face
me	PP	me
.	SENT	.
His	PP$	his
appearance	NN	appearance
made	VVD	make
me	PP	me
gasp	VV	gasp
.	SENT	.
I	PP	I
was	VBD	be
prepared	VVN	prepare
for	IN	for
something	NN	something
strange	JJ	strange
,	,	,
but	CC	but
not	RB	not
for	IN	for
so	RB	so
overpowering	VVG	overpower
a	DT	a
personality	NN	personality
as	IN	as
this	DT	this
.	SENT	.
It	PP	it
was	VBD	be
his	PP$	his
size	NN	size
which	WDT	which
took	VVD	take
one	CD	one
's	POS	's
breath	NN	breath
away	IN	away
---	NN	---
his	PP$	his
size	NN	size
and	CC	and
his	PP$	his
imposing	JJ	imposing
presence	NN	presence
.	SENT	.
His	PP$	his
head	NN	head
was	VBD	be
enormous	JJ	enormous
,	,	,
the	DT	the
largest	JJS	large
I	PP	I
have	VHP	have
ever	RB	ever
seen	VVN	see
upon	IN	upon
a	DT	a
human	NN	human
being	VBG	be
.	SENT	.
I	PP	I
am	VBP	be
sure	JJ	sure
that	IN/that	that
his	PP$	his
top-hat	NN	top-hat
,	,	,
had	VHD	have
I	PP	I
ever	RB	ever
ventured	VVD	venture
to	TO	to
don	VV	don
it	PP	it
,	,	,
would	MD	would
have	VH	have
slipped	VVN	slip
over	IN	over
me	PP	me
entirely	RB	entirely
and	CC	and
rested	VVD	rest
on	IN	on
my	PP$	my
shoulders	NNS	shoulder
.	SENT	.
He	PP	he
had	VHD	have
the	DT	the
face	NN	face
and	CC	and
beard	VV	beard
which	WDT	which
I	PP	I
associate	VVP	associate
with	IN	with
an	DT	an
Assyrian	JJ	Assyrian
bull	NN	bull
;	:	;
the	DT	the
former	JJ	former
florid	JJ	florid
,	,	,
the	DT	the
latter	NN	latter
so	RB	so
black	JJ	black
as	IN	as
almost	RB	almost
to	TO	to
have	VH	have
a	DT	a
suspicion	NN	suspicion
of	IN	of
blue	JJ	blue
,	,	,
spade-shaped	JJ	spade-shaped
and	CC	and
rippling	VVG	ripple
down	RP	down
over	IN	over
his	PP$	his
chest	NN	chest
.	SENT	.
The	DT	the
hair	NN	hair
was	VBD	be
peculiar	JJ	peculiar
,	,	,
plastered	VVN	plaster
down	RP	down
in	IN	in
front	NN	front
in	IN	in
a	DT	a
long	JJ	long
,	,	,
curving	VVG	curve
wisp	NN	wisp
over	IN	over
his	PP$	his
massive	JJ	massive
forehead	NN	forehead
.	SENT	.
The	DT	the
eyes	NNS	eye
were	VBD	be
blue-gray	NN	blue-gray
under	IN	under
great	JJ	great
black	JJ	black
tufts	NNS	tuft
,	,	,
very	RB	very
clear	JJ	clear
,	,	,
very	RB	very
critical	JJ	critical
,	,	,
and	CC	and
very	RB	very
masterful	JJ	masterful
.	SENT	.
A	DT	a
huge	JJ	huge
spread	NN	spread
of	IN	of
shoulders	NNS	shoulder
and	CC	and
a	DT	a
chest	NN	chest
like	IN	like
a	DT	a
barrel	NN	barrel
were	VBD	be
the	DT	the
other	JJ	other
parts	NNS	part
of	IN	of
him	PP	him
which	WDT	which
appeared	VVD	appear
above	IN	above
the	DT	the
table	NN	table
,	,	,
save	VV	save
for	IN	for
two	CD	two
enormous	JJ	enormous
hands	NNS	hand
covered	VVN	cover
with	IN	with
long	JJ	long
black	JJ	black
hair	NN	hair
.	SENT	.
This	DT	this
and	CC	and
a	DT	a
bellowing	VVG	bellow
,	,	,
roaring	VVG	roar
,	,	,
rumbling	VVG	rumble
voice	NN	voice
made	VVD	make
up	RP	up
my	PP$	my
first	JJ	first
impression	NN	impression
of	IN	of
the	DT	the
notorious	JJ	notorious
Professor	NP	Professor
