Après	Vvc	Après
deux	Nc	DEUX
jours	Nc	JOUR|JOURS
peut-être	Rg	PEUT-ÊTRE
à	S	À
le	Pp	IL
garder	Vvn	GARDER
:	Fw	:
L'	Da	LE
intérêt	Nc	INTÉRÊT
de	S	DE
l'	Da	LE
état	Nc	ÉTAT
vous	Pp	VOUS
doit	Vvc	DEVOIR
seul	Ag	SEUL
regarder	Vvn	REGARDER
.	Fs	.
Prenez	Vvc	PRENDRE
-en	Vvc	-en
aujourd'hui	Rg	AUJOURD'HUI
la	Da	LE
marque	Nc	MARQUE
la	Da	LE
plus	Rg	PLUS
haute	Ag	HAUT
;	Fw	;
Mais	Vvc	Mais
gardez	Vvc	GARDER
-vous	Nc	-vous
aussi	Rg	AUSSI
d'	S	DE
oublier	Vvn	OUBLIER
votre	Ds	VOTRE
faute	Nc	FAUTE
;	Fw	;
Et	Vvc	Et
comme	Cs	COMME
elle	Pp	IL
fait	Vvc	FAIRE
brèche	Nc	BRÈCHE
au	S+Da	À+LE
pouvoir	Nc	POUVOIR
souverain	Ag	SOUVERAIN
,	Fw	,
Pour	Nc	POUR
la	Da	LE
bien	Rg	BIEN
réparer	Vvn	RÉPARER
,	Fw	,
retournez	Vvc	RETOURNER
dès	S	DÈS
demain	Rg	DEMAIN
.	Fs	.
Remettez	Vvc	REMETTRE
en	S	EN
éclat	Nc	ÉCLAT
la	Da	LE
puissance	Nc	PUISSANCE
absolue	Ag	ABSOLU
:	Fw	:
Attendez	Vvc	ATTENDRE
-la	Vvc	-la
de	S	DE
moi	Pp	JE
comme	Cs	COMME
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
reçue	Ge	RECEVOIR
,	Fw	,
Inviolable	Ag	INVIOLABLE
,	Fw	,
entière	Ag	ENTIER
;	Fw	;
et	Cc	ET
n'	Rp	NE
autorisez	Vvc	AUTORISER
pas	Rg	PAS
De	Ge	De
plus	Rg	PLUS
méchants	Ag	MÉCHANT
que	Cs	QUE
vous	Pp	VOUS
à	S	À
la	Pp	IL
mettre	Vvn	METTRE
plus	Rg	PLUS
bas	Ag	BAS
.	Fs	.
Le	Da	LE
peuple	Nc	PEUPLE
qui	Pr	QUI
vous	Pp	VOUS
voit	Vvc	VOIR
,	Fw	,
la	Da	LE
cour	Nc	COUR
qui	Pr	QUI
vous	Pp	VOUS
contemple	Vvc	CONTEMPLER
,	Fw	,
Vous	Nc	Vous
désobéiraient	Vvc	DÉSOBÉIR
sur	S	SUR
votre	Ds	VOTRE
propre	Ag	PROPRE
exemple	Nc	EXEMPLE
:	Fw	:
Donnez	Vvc	DONNER
-leur	Nc	-leur
-en	Vvc	-en
un	Dn	UN
autre	Pi	AUTRE
,	Fw	,
et	Cc	ET
montrez	Vvc	MONTRER
à	S	À
leurs	Ds	LEUR
yeux	Nc	OEIL|YEUX
Que	Vvc	Que
nos	Ds	NOTRE
premiers	Ag	PREMIER
sujets	Nc	SUJET
obéissent	Vvc	OBÉIR
le	Da	LE
mieux	Nc	MIEUX
.	Fs	.
J'	Pp	JE
obéirai	Vvc	OBÉIR
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
et	Cc	ET
plus	Rg	PLUS
tôt	Rg	TÔT
qu'	Cs	QUE
on	Pp	ON
ne	Rp	NE
pense	Vvc	PENSER
;	Fw	;
Mais	Vvc	Mais
je	Pp	JE
demande	Vvc	DEMANDER
un	Dn	UN
prix	Nc	PRIX
de	S	DE
mon	Ds	MON
obéissance	Nc	OBÉISSANCE
.	Fs	.
La	Da	LE
reine	Nc	REINE|ROI
d'	S	DE
Arménie	Nc	Arménie
est	Vuc	ÊTRE
due	Ge	DEVOIR
à	S	À
ses	Ds	SON
états	Nc	ÉTAT|ÉTATS
,	Fw	,
Et	Vvc	Et
j'	Pp	JE
en	Pp	EN
vois	Vvc	ALLER|VOIR
les	Da	LE
chemins	Nc	CHEMIN
ouverts	Ge	OUVRIR
par	S	PAR
nos	Ds	NOTRE
combats	Nc	COMBAT
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
temps	Nc	TEMPS
qu'	Cs	QUE
en	S	EN
son	Ds	SON
ciel	Nc	CIEL
cet	Dd	CE
astre	Nc	ASTRE|ÂTRE
aille	Vvc	AILLER|ALLER
reluire	Vvn	RELUIRE
:	Fw	:
De	S	DE
grâce	Nc	GRÂCE
,	Fw	,
accordez	Vvc	ACCORDER
-moi	Vvc	-moi
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
l'	Pp	IL
y	Pp	Y
conduire	Vvn	CONDUIRE
.	Fs	.
Il	Pp	IL
n'	Rp	NE
appartient	Vvc	APPARTENIR
qu'	Rg	QUE
à	S	À
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
cet	Dd	CE
illustre	Ag	ILLUSTRE
emploi	Nc	EMPLOI
Demande	Vvc	DEMANDER
un	Dn	UN
roi	Nc	ROI
lui-même	Pp	LUI-MÊME
,	Fw	,
ou	Cc	OU
l'	Da	LE
héritier	Nc	HÉRITIER
d'	S	DE
un	Dn	UN
roi	Nc	ROI
;	Fw	;
Mais	Vvc	Mais
pour	S	POUR
la	Pp	IL
renvoyer	Vvn	RENVOYER
jusqu'	S	JUSQUE
en	S	EN
son	Ds	SON
Arménie	Nc	Arménie
,	Fw	,
Vous	Nc	Vous
savez	Vvc	SAVOIR
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
faut	Vvc	FAILLIR|FALLOIR
quelque	Di	QUELQUE
cérémonie	Nc	CÉRÉMONIE
:	Fw	:
Tandis	Vvc	Tandis
que	Cs	QUE
je	Pp	JE
ferai	Vvc	FAIRE|FERRER
préparer	Vvn	PRÉPARER
son	Ds	SON
départ	Nc	DÉPART
,	Fw	,
Vous	Nc	Vous
irez	Vvc	ALLER
dans	S	DANS
mon	Ds	MON
camp	Nc	CAMP
l'	Pp	IL
attendre	Vvn	ATTENDRE
de	S	DE
ma	Ds	MON
part	Nc	PART
.	Fs	.
Elle	Pp	IL
est	Vuc	ÊTRE
prête	Ag	PRÊT
à	S	À
partir	Vvn	PARTIR
sans	S	SANS
plus	Rg	PLUS
grand	Ag	GRAND
équipage	Nc	ÉQUIPAGE
.	Fs	.
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
garde	Nc	GARDE
à	S	À
son	Ds	SON
rang	Nc	RANG
de	S	DE
faire	Vvn	FAIRE
un	Dn	UN
tel	Ag	TEL
outrage	Nc	OUTRAGE
.	Fs	.
Mais	Cc	MAIS
l'	Da	LE
ambassadeur	Nc	AMBASSADEUR
entre	S	ENTRE
,	Fw	,
il	Pp	IL
le	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
écouter	Vvn	ÉCOUTER
;	Fw	;
Puis	Vvc	POUVOIR
nous	Pp	NOUS
verrons	Vvc	VOIR
quel	Dt	QUEL
ordre	Nc	ORDRE
on	Pp	ON
y	Pp	Y
doit	Vvc	DEVOIR
apporter	Vvn	APPORTER
.	Fs	.
Sur	S	SUR
le	Da	LE
point	Nc	POINT
de	S	DE
partir	Vvn	PARTIR
,	Fw	,
Rome	Vvc	Rome
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
me	Pp	JE
mande	Vvc	MANDER
Que	Vvc	Que
je	Pp	JE
vous	Pp	VOUS
fasse	Vvc	FAIRE
encore	Rg	ENCORE
pour	S	POUR
elle	Pp	IL
une	Dn	UN
demande	Nc	DEMANDE|DEMANDÉ
.	Fs	.
Elle	Pp	IL
a	Vuc	AVOIR
nourri	Ge	NOURRIR
vingt	Nc	VINGT
ans	Nc	AN
un	Dn	UN
prince	Nc	PRINCE
votre	Ds	VOTRE
fils	Nc	FIL|FILS
;	Fw	;
Et	Vvc	Et
vous	Pp	VOUS
pouvez	Vvc	POUVOIR
juger	Vvn	JUGER
les	Da	LE
soins	Nc	SOIN
qu'	Pr	QUE
elle	Pp	IL
en	Pp	EN
a	Vuc	AVOIR
pris	Ge	PRENDRE
Par	Nc	PAR
les	Da	LE
hautes	Ag	HAUT
vertus	Nc	VERTU
et	Cc	ET
les	Da	LE
illustres	Ag	ILLUSTRE
marques	Nc	MARQUE
Qui	Ag	Qui
font	Vvc	FAIRE
briller	Vvn	BRILLER
en	S	EN
lui	Pp	IL
le	Da	LE
sang	Nc	SANG
de	S	DE
vos	Ds	VOTRE
monarques	Nc	MONARQUE
.	Fs	.
Surtout	Rg	SURTOUT
il	Pp	IL
est	Vuc	ÊTRE
instruit	Ge	INSTRUIRE
en	S	EN
l'	Da	LE
art	Nc	ART
de	S	DE
bien	Rg	BIEN
régner	Vvn	RÉGNER
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
à	S	À
vous	Pp	VOUS
de	S	DE
le	Pp	IL
croire	Vvn	CROIRE
,	Fw	,
et	Cc	ET
de	S	DE
le	Pp	IL
témoigner	Vvn	TÉMOIGNER
.	Fs	.
Si	Cs	SI
vous	Pp	VOUS
faites	Vvc	FAIRE
état	Nc	ÉTAT
de	S	DE
cette	Dd	CE
nourriture	Nc	NOURRITURE
,	Fw	,
Donnez	Vvc	DONNER
ordre	Nc	ORDRE
qu'	Pr	QUE
il	Pp	IL
règne	Vvc	RÉGNER
:	Fw	:
elle	Pp	IL
vous	Pp	VOUS
en	Pp	EN
conjure	Vvc	CONJURER
;	Fw	;
Et	Vvc	Et
vous	Pp	VOUS
offenseriez	Vvc	OFFENSER
l'	Da	LE
estime	Nc	ESTIME
qu'	Pr	QUE
elle	Pp	IL
en	Pp	EN
fait	Vvc	FAIRE
Si	Vvc	Si
vous	Pp	VOUS
le	Pp	IL
laissiez	Vvc	LAISSER
vivre	Vvn	VIVRE
et	Cc	ET
mourir	Vvn	MOURIR
en	S	EN
sujet	Nc	SUJET
.	Fs	.
Faites	Vvc	FAIRE
donc	Rg	DONC
aujourd'hui	Rg	AUJOURD'HUI
que	Cs	QUE
je	Pp	JE
lui	Pp	IL
puisse	Vvc	POUVOIR
dire	Vvn	DIRE
Où	Vvc	Où
vous	Pp	VOUS
lui	Pp	IL
destinez	Vvc	DESTINER
un	Dn	UN
souverain	Ag	SOUVERAIN
empire	Nc	EMPIRE
.	Fs	.
Les	Da	LE
soins	Nc	SOIN
qu'	Pr	QUE
ont	Vuc	AVOIR
pris	Ge	PRENDRE
de	S	DE
lui	Pp	IL
le	Da	LE
peuple	Nc	PEUPLE
et	Cc	ET
le	Da	LE
sénat	Nc	SÉNAT
Ne	Ag	Ne
trouveront	Vvc	TROUVER
en	S	EN
moi	Pp	JE
jamais	Rg	JAMAIS
un	Dn	UN
père	Nc	PÈRE
ingrat	Ag	INGRAT
:	Fw	:
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
pour	S	POUR
régner	Vvn	RÉGNER
il	Pp	IL
en	Pp	EN
a	Vuc	AVOIR
les	Da	LE
mérites	Nc	MÉRITE
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
en	Pp	EN
veux	Vvc	VOULOIR
point	Rg	POINT
douter	Vvn	DOUTER
après	S	APRÈS
ce	Pd	CE
que	Pr	QUE
vous	Pp	VOUS
dites	Vvc	DIRE
;	Fw	;
Mais	Vvc	Mais
vous	Pp	VOUS
voyez	Vvc	VOIR
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
le	Da	LE
prince	Nc	PRINCE
son	Ds	SON
aîné	Nc	AÎNÉ
,	Fw	,
Dont	Vvc	Dont
le	Da	LE
bras	Nc	BRAS
généreux	Ag	GÉNÉREUX
trois	Vvc	TRAIRE
fois	Nc	FOI|FOIS
m'	Pp	JE
a	Vuc	AVOIR
couronné	Ge	COURONNER
;	Fw	;
Il	Vvc	Il
ne	Rp	NE
fait	Vvc	FAIRE
que	Rg	QUE
sortir	Vvn	SORTIR
encore	Rg	ENCORE
d'	S	DE
une	Dn	UN
victoire	Nc	VICTOIRE
;	Fw	;
Et	Vvc	Et
pour	S	POUR
tant	Rg	TANT
de	S	DE
hauts	Ag	HAUT
faits	Nc	FAIT
je	Pp	JE
lui	Pp	IL
dois	Vvc	DEVOIR
quelque	Di	QUELQUE
gloire	Nc	GLOIRE
:	Fw	:
Souffrez	Vvc	SOUFFRIR
qu'	Cs	QUE
il	Pp	IL
ait	Vuc	AVOIR
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
répondre	Vvn	RÉPONDRE
pour	S	POUR
moi	Pp	JE
.	Fs	.
Seigneur	Nc	SEIGNEUR
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
à	S	À
vous	Pp	VOUS
seul	Ag	SEUL
de	S	DE
faire	Vvn	FAIRE
Attale	Vvc	Attale
roi	Nc	ROI
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
votre	Ds	VOTRE
intérêt	Nc	INTÉRÊT
seul	Ag	SEUL
que	Pr	QUE
sa	Ds	SON
demande	Nc	DEMANDE|DEMANDÉ
touche	Vvc	TOUCHER
.	Fs	.
Le	Da	LE
vôtre	As#Ps	VÔTRE
toutefois	Rg	TOUTEFOIS
m'	Pp	JE
ouvrira	Vvc	OUVRIR
seul	Ag	SEUL
la	Da	LE
bouche	Nc	BOUCHE
.	Fs	.
De	S	DE
quoi	Pr	QUE|QUOI
se	Pp	IL
mêle	Vvc	MÊLER
Rome	Vvc	Rome
,	Fw	,
et	Cc	ET
d'	S	DE
où	Pr	OÙ
prend	Vvc	PRENDRE
le	Da	LE
sénat	Nc	SÉNAT
,	Fw	,
Vous	Nc	Vous
vivant	Ga	VIVRE
,	Fw	,
vous	Pp	VOUS
régnant	Ga	RÉGNER
,	Fw	,
ce	Dd	CE
droit	Nc	DROIT
sur	S	SUR
votre	Ds	VOTRE
état	Nc	ÉTAT
?	Fs	?
Vivez	Vvc	VIVRE
,	Fw	,
régnez	Vvc	RÉGNER
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
jusqu'	S	JUSQUE
à	S	À
la	Da	LE
sépulture	Nc	SÉPULTURE
,	Fw	,
Et	Vvc	Et
laissez	Vvc	LAISSER
faire	Vvn	FAIRE
après	S	APRÈS
,	Fw	,
ou	Cc	OU
Rome	Vvc	Rome
,	Fw	,
ou	Cc	OU
la	Da	LE
nature	Nc	NATURE
.	Fs	.
Pour	S	POUR
de	Dn	UN
pareils	Ag	PAREIL
amis	Nc	AMI
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
se	Pp	IL
faire	Vvn	FAIRE
effort	Nc	EFFORT
.	Fs	.
Qui	Pt	QUI
partage	Vvc	PARTAGER
vos	Ds	VOTRE
biens	Nc	BIEN
aspire	Vvc	ASPIRER
à	S	À
votre	Ds	VOTRE
mort	Nc	MORT
;	Fw	;
Et	Vvc	Et
de	S	DE
pareils	Ag	PAREIL
amis	Nc	AMI
,	Fw	,
en	S	EN
bonne	Ag	BON
politique	Nc	POLITIQUE
...	Fs	...
Ah	Vvc	Ah
!	Fs	!
Ne	Rp	NE
me	Pp	JE
brouillez	Vvc	BROUILLER
point	Rg	POINT
avec	S	AVEC
la	Da	LE
république	Nc	RÉPUBLIQUE
:	Fw	:
Portez	Vvc	PORTER
plus	Rg	PLUS
de	S	DE
respect	Nc	RESPECT
à	S	À
de	Dn	UN
tels	Ag	TEL
alliés	Nc	ALLIÉ
.	Fs	.
Je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
voir	Vvn	VOIR
sous	S	SOUS
eux	Pp	EUX
les	Da	LE
rois	Nc	ROI
humiliés	Ge	HUMILIER
;	Fw	;
Et	Vvc	Et
quel	Dt	QUEL
que	Pr	QUE
soit	Vuc	ÊTRE
ce	Dd	CE
fils	Nc	FIL|FILS
que	Pr	QUE
Rome	Vvc	Rome
vous	Pp	VOUS
renvoie	Vvc	RENVOYER
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
je	Pp	JE
lui	Pp	IL
rendrais	Vvc	RENDRE
son	Ds	SON
présent	Nc	PRÉSENT
avec	S	AVEC
joie	Nc	JOIE
.	Fs	.
S'	Pp	SE
il	Pp	IL
est	Vuc	ÊTRE
si	Rg	SI
bien	Rg	BIEN
instruit	Ge	INSTRUIRE
en	S	EN
l'	Da	LE
art	Nc	ART
de	S	DE
commander	Vvn	COMMANDER
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
un	Dn	UN
rare	Ag	RARE
trésor	Nc	TRÉSOR
qu'	Pr	QUE
elle	Pp	IL
devrait	Vvc	DEVOIR
garder	Vvn	GARDER
,	Fw	,
Et	Vvc	Et
conserver	Vvn	CONSERVER
chez	S	CHEZ
soi	Pp	IL
sa	Ds	SON
chère	Ag	CHER
nourriture	Nc	NOURRITURE
,	Fw	,
Ou	Vvc	Ou
pour	S	POUR
le	Da	LE
consulat	Nc	CONSULAT
,	Fw	,
ou	Cc	OU
pour	S	POUR
la	Da	LE
dictature	Nc	DICTATURE
.	Fs	.
Seigneur	Nc	SEIGNEUR
,	Fw	,
dans	S	DANS
ce	Dd	CE
discours	Nc	DISCOURS
qui	Pr	QUI
nous	Pp	NOUS
traite	Vvc	TRAITER
si	Rg	SI
mal	Rg	MAL
,	Fw	,
Vous	Nc	Vous
voyez	Vvc	VOIR
un	Dn	UN
effet	Nc	EFFET
des	S+Da	DE+LE|DE+LES
leçons	Nc	LEÇON
d'	S	DE
Annibal	Nc	Annibal
;	Fw	;
Ce	Vvc	Ce
perfide	Ag	PERFIDE
ennemi	Nc	ENNEMI
de	S	DE
la	Da	LE
grandeur	Nc	GRANDEUR
romaine	Ag	ROMAIN
N'	Vvc	N'
en	Pp	EN
a	Vuc	AVOIR
mis	Ge	METTRE
en	S	EN
son	Ds	SON
coeur	Nc	CUR
que	Pr	QUE
mépris	Nc	MÉPRIS
et	Cc	ET
que	Cs	QUE
haine	Nc	HAINE
.	Fs	.
Non	Rg	NON
,	Fw	,
mais	Cc	MAIS
il	Pp	IL
m'	Pp	JE
a	Vuc	AVOIR
surtout	Rg	SURTOUT
laissé	Ge	LAISSER
ferme	Vvc	FERMER
en	S	EN
ce	Dd	CE
point	Nc	POINT
,	Fw	,
D'	Vvc	D'
estimer	Vvn	ESTIMER
beaucoup	Rg	BEAUCOUP
Rome	Vvc	Rome
,	Fw	,
et	Cc	ET
ne	Rp	NE
la	Pp	IL
craindre	Vvn	CRAINDRE
point	Rg	POINT
.	Fs	.
On	Pp	ON
me	Pp	JE
croit	Vvc	CROIRE|CROÎTRE
son	Ds	SON
disciple	Nc	DISCIPLE
,	Fw	,
et	Cc	ET
je	Pp	JE
le	Pp	IL
tiens	Vvc	TENIR
à	S	À
gloire	Nc	GLOIRE
;	Fw	;
Et	Vvc	Et
quand	Cs	QUAND
Flaminius	Nc	Flaminius
attaque	Vvc	ATTAQUER
sa	Ds	SON
mémoire	Nc	MÉMOIRE
,	Fw	,
Il	Vvc	Il
doit	Vvc	DEVOIR
savoir	Vvn	SAVOIR
qu'	Cs	QUE
un	Dn	UN
jour	Nc	JOUR
il	Pp	IL
me	Pp	JE
fera	Vvc	FAIRE|FERRER
raison	Nc	RAISON
D'	Vvc	D'
avoir	Vun	AVOIR
réduit	Vvc	RÉDUIRE
mon	Ds	MON
maître	Nc	MAÎTRE
au	S+Da	À+LE
secours	Nc	SECOURS
du	S+Da	DE+LE
poison	Nc	POISON
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
oublier	Vvn	OUBLIER
jamais	Rg	JAMAIS
qu'	Cs	QUE
autrefois	Rg	AUTREFOIS
ce	Dd	CE
grand	Ag	GRAND
homme	Nc	HOMME
Commença	Vvc	Commença
par	S	PAR
son	Ds	SON
père	Nc	PÈRE
à	S	À
triompher	Vvn	TRIOMPHER
de	S	DE
Rome	Nc	Rome
.	Fs	.
Ah	I	AH
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
trop	Rg	TROP
m'	Pp	JE
outrager	Vvn	OUTRAGER
!	Fs	!
N'	Rp	NE
outragez	Vvc	OUTRAGER
plus	Rg	PLUS
les	Da	LE
morts	Nc	MORT
.	Fs	.
Et	Cc	ET
vous	Pp	VOUS
,	Fw	,
ne	Rp	NE
cherchez	Vvc	CHERCHER
point	Rg	POINT
à	S	À
former	Vvn	FORMER
de	S	DE
discords	Nc	discords
:	Fw	:
Parlez	Vvc	PARLER
,	Fw	,
et	Cc	ET
nettement	Rg	NETTEMENT
,	Fw	,
sur	S	SUR
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
propose	Vvc	PROPOSER
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
S'	Pp	SE
il	Pp	IL
est	Vuc	ÊTRE
besoin	Nc	BESOIN
de	S	DE
répondre	Vvn	RÉPONDRE
autre	Ag	AUTRE
chose	Nc	CHOSE
,	Fw	,
Attale	Vvc	Attale
doit	Vvc	DEVOIR
régner	Vvn	RÉGNER
,	Fw	,
Rome	Vvc	Rome
l'	Pp	IL
a	Vuc	AVOIR
résolu	Ge	RÉSOUDRE
;	Fw	;
Et	Vvc	Et
puisqu'elle	Cs	puisqu'elle
a	Vuc	AVOIR
partout	Rg	PARTOUT
un	Dn	UN
pouvoir	Nc	POUVOIR
absolu	Ag	ABSOLU
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
aux	S+Da	À+LES
rois	Nc	ROI
d'	S	DE
obéir	Vvn	OBÉIR
alors	Rg	ALORS
qu'	Cs	QUE
elle	Pp	IL
commande	Vvc	COMMANDER
.	Fs	.
Attale	Np	µATTALE
a	Vuc	AVOIR
le	Da	LE
coeur	Nc	CUR
grand	Ag	GRAND
,	Fw	,
l'	Da	LE
esprit	Nc	ESPRIT
grand	Ag	GRAND
,	Fw	,
l'	Da	LE
âme	Nc	ÂME
grande	Ag	GRAND
,	Fw	,
Et	Vvc	Et
toutes	Di	TOUT
les	Da	LE
grandeurs	Nc	GRANDEUR
dont	Pr	DONT
se	Pp	IL
fait	Vvc	FAIRE
un	Dn	UN
grand	Ag	GRAND
roi	Nc	ROI
;	Fw	;
Mais	Vvc	Mais
c'	Pd	CE
est	Vuc	ÊTRE
trop	Rg	TROP
que	Rg	QUE
d'	S	DE
en	Pp	EN
croire	Vvn	CROIRE
un	Dn	UN
Romain	Ag	ROMAIN
sur	S	SUR
sa	Ds	SON
foi	Nc	FOI
.	Fs	.
Par	S	PAR
quelque	Di	QUELQUE
grand	Ag	GRAND
effet	Nc	EFFET
voyons	Vvc	VOIR
s'	Cs	SI
il	Pp	IL
en	Pp	EN
est	Vuc	ÊTRE
digne	Ag	DIGNE
,	Fw	,
S'	Vvc	S'
il	Pp	IL
a	Vuc	AVOIR
cette	Dd	CE
vertu	Nc	VERTU
,	Fw	,
cette	Dd	CE
valeur	Nc	VALEUR
insigne	Nc	INSIGNE
:	Fw	:
Donnez	Vvc	DONNER
-lui	Nc	-lui
votre	Ds	VOTRE
armée	Nc	ARMÉE
,	Fw	,
et	Cc	ET
voyons	Vvc	VOIR
ces	Dd	CE
grands	Ag	GRAND
coups	Nc	COUP
;	Fw	;
Qu'	Vvc	Qu'
il	Pp	IL
en	Pp	EN
fasse	Vvc	FAIRE
pour	S	POUR
lui	Pp	IL
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
pour	S	POUR
vous	Pp	VOUS
;	Fw	;
Qu'	Vvc	Qu'
il	Pp	IL
règne	Vvc	RÉGNER
avec	S	AVEC
éclat	Nc	ÉCLAT
sur	S	SUR
sa	Ds	SON
propre	Ag	PROPRE
conquête	Nc	CONQUÊTE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
de	S	DE
sa	Ds	SON
victoire	Nc	VICTOIRE
il	Pp	IL
couronne	Vvc	COURONNER
sa	Ds	SON
tête	Nc	TÊTE
.	Fs	.
Je	Pp	JE
lui	Pp	IL
prête	Vvc	PRÊTER
mon	Ds	MON
bras	Nc	BRAS
,	Fw	,
et	Cc	ET
veux	Vvc	VOULOIR
dès	S	DÈS
maintenant	Rg	MAINTENANT
,	Fw	,
S'	Vvc	S'
il	Pp	IL
daigne	Vvc	DAIGNER
s'	Cs	SI
en	S	EN
servir	Vvn	SERVIR
,	Fw	,
être	Vun	ÊTRE
son	Ds	SON
lieutenant	Nc	LIEUTENANT
.	Fs	.
L'	Da	LE
exemple	Nc	EXEMPLE
des	S+Da	DE+LE|DE+LES
Romains	Nc	ROMAIN
m'	Pp	JE
autorise	Vvc	AUTORISER
à	S	À
le	Pp	IL
faire	Vvn	FAIRE
:	Fw	:
Le	Da	LE
fameux	Ag	FAMEUX
Scipion	Nc	Scipion
le	Pp	IL
fut	Vuc	ÊTRE
bien	Rg	BIEN
de	S	DE
son	Ds	SON
frère	Nc	FRÈRE
;	Fw	;
Et	Vvc	Et
lorsqu'	Cs	LORSQUE
Antiochus	Nc	Antiochus
fut	Vuc	ÊTRE
par	S	PAR
eux	Pp	EUX
détrôné	Ge	DÉTRÔNER
,	Fw	,
Sous	Vvc	Sous
les	Da	LE
lois	Nc	LOI
du	S+Da	DE+LE
plus	Rg	PLUS
jeune	Ag	JEUNE
on	Pp	ON
vit	Vvc	VIVRE|VOIR
marcher	Vvn	MARCHER
l'	Da	LE
aîné	Nc	AÎNÉ
.	Fs	.
Les	Da	LE
bords	Nc	BORD
de	S	DE
l'	Pp	IL
Hellespont	Vvc	Hellespont
,	Fw	,
ceux	Pd	CELUI
de	S	DE
la	Da	LE
mer	Nc	MER
Égée	Nc	Égée
,	Fw	,
Les	Vvc	Les
restes	Nc	RESTE
de	S	DE
l'	Da	LE
Asie	Nc	Asie
à	S	À
nos	Ds	NOTRE
côtés	Nc	CÔTÉ
rangée	Ge	RANGER
,	Fw	,
Offrent	Vvc	OFFRIR
une	Dn	UN
matière	Nc	MATIÈRE
à	S	À
son	Ds	SON
ambition	Nc	AMBITION
...	Fs	...
Rome	Vvc	Rome
prend	Vvc	PRENDRE
tout	Di	TOUT
ce	Dd	CE
reste	Nc	RESTE
en	S	EN
sa	Ds	SON
protection	Nc	PROTECTION
;	Fw	;
Et	Vvc	Et
vous	Pp	VOUS
n'	Rp	NE
y	Pp	Y
pouvez	Vvc	POUVOIR
plus	Rg	PLUS
étendre	Vvn	ÉTENDRE
vos	Ds	VOTRE
conquêtes	Nc	CONQUÊTE
,	Fw	,
Sans	Vvc	Sans
attirer	Vvn	ATTIRER
sur	S	SUR
vous	Pp	VOUS
d'	Dn	UN
effroyables	Ag	EFFROYABLE
tempêtes	Nc	TEMPÊTE
.	Fs	.
J'	Pp	JE
ignore	Vvc	IGNORER
sur	S	SUR
ce	Dd	CE
point	Nc	POINT
les	Da	LE
volontés	Nc	VOLONTÉ
du	S+Da	DE+LE
roi	Nc	ROI
;	Fw	;
Mais	Vvc	Mais
peut-être	Rg	PEUT-ÊTRE
qu'	Cs	QUE
un	Dn	UN
jour	Nc	JOUR
je	Pp	JE
dépendrai	Vvc	DÉPENDRE
de	S	DE
moi	Pp	JE
,	Fw	,
Et	Vvc	Et
nous	Pp	NOUS
verrons	Vvc	VOIR
alors	Rg	ALORS
l'	Da	LE
effet	Nc	EFFET
de	S	DE
ces	Dd	CE
menaces	Nc	MENACE
.	Fs	.
Vous	Pp	VOUS
pouvez	Vvc	POUVOIR
cependant	Rg	CEPENDANT
faire	Vvn	FAIRE
munir	Vvn	MUNIR
ces	Dd	CE
places	Nc	PLACE|PLACÉ
,	Fw	,
Préparer	Vvn	Préparer
un	Dn	UN
obstacle	Nc	OBSTACLE
à	S	À
mes	Ds	MON
nouveaux	Ag	NOUVEAU
desseins	Nc	DESSEIN
,	Fw	,
Disposer	Nc	DISPOSER
de	S	DE
bonne	Ag	BON
heure	Nc	HEURE|HURE
un	Dn	UN
secours	Nc	SECOURS
de	S	DE
Romains	Nc	ROMAIN
;	Fw	;
