Viens	Vvc	VENIR
?	Fs	?
Témoins	Vvc	Témoins
de	S	DE
nos	Ds	NOTRE
plaisirs	Nc	PLAISIR
plaindront	Vvc	PLAINDRE
-ils	Vvn	-ils
nos	Ds	NOTRE
misères	Nc	MISÈRE
?	Fs	?
Croiront	Vvc	CROIRE
-ils	Vvn	-ils
mes	Ds	MON
périls	Nc	PÉRIL
,	Fw	,
et	Cc	ET
vos	Ds	VOTRE
larmes	Nc	LARME
sincères	Ag	SINCÈRE
?	Fs	?
Songez	Vvc	SONGER
,	Fw	,
sans	S	SANS
me	Pp	JE
flatter	Vvn	FLATTER
du	S+Da	DE+LE
sort	Nc	SORT
de	S	DE
Soliman	Nc	Soliman
,	Fw	,
Au	Vvc	Au
meurtre	Nc	MEURTRE
tout	Rg	TOUT
récent	Ag	RÉCENT
du	S+Da	DE+LE
malheureux	Ag	MALHEUREUX
Osman	Nc	Osman
.	Fs	.
Dans	S	DANS
leur	Ds	LEUR
rébellion	Nc	RÉBELLION
les	Da	LE
chefs	Nc	CHEF
des	S+Da	DE+LE|DE+LES
janissaires	Nc	JANISSAIRE
Cherchant	Ga	CHERCHER
à	S	À
colorer	Vvn	COLORER
leurs	Ds	LEUR
desseins	Nc	DESSEIN
sanguinaires	Ag	SANGUINAIRE
,	Fw	,
Se	Vvc	Se
crurent	Vvc	CROIRE|CROÎTRE
à	S	À
sa	Ds	SON
perte	Nc	PERTE
assez	Rg	ASSEZ
autorisés	Ge	AUTORISER
Par	Nc	PAR
le	Da	LE
fatal	Ag	FATAL
hymen	Nc	HYMEN
que	Pr	QUE
vous	Pp	VOUS
me	Pp	JE
proposez	Vvc	PROPOSER
.	Fs	.
Que	Cs	QUE
vous	Pp	VOUS
dirai	Vvc	DIRE
-je	Vvn	-je
enfin	Rg	ENFIN
?	Fs	?
Maître	Nc	Maître
de	S	DE
leur	Ds	LEUR
suffrage	Nc	SUFFRAGE
,	Fw	,
Peut-être	Vvc	Peut-être
avec	S	AVEC
le	Da	LE
temps	Nc	TEMPS
j'	Pp	JE
oserai	Vvc	OSER
davantage	Rg	DAVANTAGE
.	Fs	.
Ne	Rp	NE
précipitons	Vvc	PRÉCIPITER
rien	Pi	RIEN
.	Fs	.
Et	Cc	ET
daignez	Vvc	DAIGNER
commencer	Vvn	COMMENCER
À	Nc	À
me	Pp	JE
mettre	Vvn	METTRE
en	S	EN
état	Nc	ÉTAT
de	S	DE
vous	Pp	VOUS
récompenser	Vvn	RÉCOMPENSER
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
entends	Vvc	ENTENDRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
.	Fs	.
Je	Pp	JE
vois	Vvc	ALLER|VOIR
mon	Ds	MON
imprudence	Nc	IMPRUDENCE
.	Fs	.
Je	Pp	JE
vois	Vvc	ALLER|VOIR
que	Cs	QUE
rien	Pi	RIEN
n'	Rp	NE
échappe	Vvc	ÉCHAPPER
a	S	À
votre	Ds	VOTRE
prévoyance	Nc	PRÉVOYANCE
.	Fs	.
Vous	Pp	VOUS
avez	Vuc	AVOIR
pressenti	Ge	PRESSENTIR
jusqu'	S	JUSQUE
au	S+Da	À+LE
moindre	Ag	MOINDRE
danger	Nc	DANGER
Ou	Vvc	Ou
mon	Ds	MON
amour	Nc	AMOUR
trop	Rg	TROP
prompt	Ag	PROMPT
vous	Pp	VOUS
allait	Vvc	ALLER
engager	Vvn	ENGAGER
.	Fs	.
Pour	S	POUR
vous	Pp	VOUS
,	Fw	,
pour	S	POUR
votre	Ds	VOTRE
honneur	Nc	HONNEUR
vous	Pp	VOUS
en	Pp	EN
craignez	Vvc	CRAINDRE
les	Da	LE
suites	Nc	SUITE
,	Fw	,
Et	Vvc	Et
je	Pp	JE
le	Pp	IL
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
puisque	Cs	PUISQUE
vous	Pp	VOUS
me	Pp	JE
le	Pp	IL
dites	Vvc	DIRE
.	Fs	.
Mais	Cc	MAIS
avez	Vuc	AVOIR
-vous	Nc	-vous
prévu	Ge	PRÉVOIR
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
ne	Rp	NE
m'	Pp	JE
épousez	Vvc	ÉPOUSER
,	Fw	,
Les	Vvc	Les
périls	Nc	PÉRIL
plus	Rg	PLUS
certains	Di	CERTAIN
ou	Pr	OÙ
vous	Pp	VOUS
vous	Pp	VOUS
exposez	Vvc	EXPOSER
?	Fs	?
Songez	Vvc	SONGER
-vous	Nc	-vous
que	Cs	QUE
sans	S	SANS
moi	Pp	JE
tout	Di	TOUT
vous	Pp	VOUS
devient	Vvc	DEVENIR|DÉVIER
contraire	Ag	CONTRAIRE
,	Fw	,
Que	Vvc	Que
c'	Pd	CE
est	Vuc	ÊTRE
a	S	À
moi	Pp	JE
surtout	Rg	SURTOUT
qu'	Cs	QUE
il	Pp	IL
importe	Vvc	IMPORTER
de	S	DE
plaire	Vvn	PLAIRE
?	Fs	?
Songez	Vvc	SONGER
-vous	Nc	-vous
que	Pr	QUE
je	Pp	JE
tiens	Vvc	TENIR
les	Da	LE
portes	Nc	PORTE|PORTÉ
du	S+Da	DE+LE
palais	Nc	PALAIS
,	Fw	,
Que	Vvc	Que
je	Pp	JE
puis	Cs	PUIS
vous	Pp	VOUS
l'	Pp	IL
ouvrir	Vvn	OUVRIR
,	Fw	,
ou	Cc	OU
fermer	Vvn	FERMER
pour	S	POUR
jamais	Rg	JAMAIS
,	Fw	,
Que	Vvc	Que
j'	Pp	JE
ai	Vuc	AVOIR
sur	S	SUR
votre	Ds	VOTRE
vie	Nc	VIE
un	Dn	UN
empire	Nc	EMPIRE
supreme	Ag	SUPRÊME
,	Fw	,
Que	Vvc	Que
vous	Pp	VOUS
ne	Rp	NE
respirez	Vvc	RESPIRER
qu'	Rg	QUE
autant	Rg	AUTANT
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
aime	Vvc	AIMER
?	Fs	?
Et	Cc	ET
sans	S	SANS
ce	Dd	CE
même	Ag	MÊME
amour	Nc	AMOUR
qu'	Pr	QUE
offensent	Vvc	OFFENSER
vos	Ds	VOTRE
refus	Nc	REFUS
,	Fw	,
Songez	Vvc	SONGER
-vous	Nc	-vous
,	Fw	,
en	S	EN
un	Dn	UN
mot	Nc	MOT
,	Fw	,
que	Cs	QUE
vous	Pp	VOUS
ne	Rp	NE
seriez	Vuc	ÊTRE
plus	Rg	PLUS
?	Fs	?
Oui	Rg	OUI
,	Fw	,
je	Pp	JE
tiens	Vvc	TENIR
tout	Rg	TOUT
de	S	DE
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
j'	Pp	JE
avais	Vuc	AVOIR
lieu	Nc	LIEU
de	S	DE
croire	Vvn	CROIRE
,	Fw	,
Que	Vvc	Que
c'	Pd	CE
était	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
-même	Vvc	-même
une	Dn	UN
assez	Rg	ASSEZ
grande	Ag	GRAND
gloire	Nc	GLOIRE
,	Fw	,
En	Vvc	En
voyant	Ga	VOIR
devant	S	DEVANT
moi	Pp	JE
tout	Di	TOUT
l'	Da	LE
empire	Nc	EMPIRE
a	Vuc	AVOIR
genoux	Nc	GENOU
,	Fw	,
De	Vvc	De
m'	Pp	JE
entendre	Vvn	ENTENDRE
avouer	Vvn	AVOUER
que	Cs	QUE
je	Pp	JE
tiens	Vvc	TENIR
tout	Rg	TOUT
de	S	DE
vous	Pp	VOUS
.	Fs	.
Je	Pp	JE
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
défends	Vvc	DÉFENDRE
point	Rg	POINT
.	Fs	.
Ma	Ds	MON
bouche	Nc	BOUCHE
le	Pp	IL
confesse	Vvc	CONFESSER
,	Fw	,
Et	Vvc	Et
mon	Ds	MON
respect	Nc	RESPECT
saura	Vvc	SAURER|SAVOIR
le	Pp	IL
confirmer	Vvn	CONFIRMER
sans	S	SANS
cesse	Nc	CESSE
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
dois	Vvc	DEVOIR
tout	Di	TOUT
mon	Ds	MON
sang	Nc	SANG
.	Fs	.
Ma	Ds	MON
vie	Nc	VIE
est	Vuc	ÊTRE
votre	Ds	VOTRE
bien	Nc	BIEN
.	Fs	.
Mais	Cc	MAIS
enfin	Rg	ENFIN
voulez	Vvc	VOULOIR
-vous	Nc	-vous
...	Fs	...
Non	Vvc	Non
,	Fw	,
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
plus	Rg	PLUS
rien	Pi	RIEN
.	Fs	.
Ne	Rp	NE
m'	Pp	JE
importune	Vvc	IMPORTUNER
plus	Rg	PLUS
de	S	DE
tes	Ds	TON
raisons	Nc	RAISON
forcées	Ge	FORCER
.	Fs	.
Je	Pp	JE
vois	Vvc	ALLER|VOIR
combien	Rg	COMBIEN
tes	Ds	TON
vœux	Nc	vœux
sont	Vuc	ÊTRE
loin	Rg	LOIN
de	S	DE
mes	Ds	MON
pensées	Nc	PENSÉE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
te	Pp	TU
presse	Vvc	PRESSER
plus	Rg	PLUS
,	Fw	,
ingrat	Ag	INGRAT
,	Fw	,
d'	S	DE
y	Pp	Y
consentir	Vvn	CONSENTIR
.	Fs	.
Rentre	Nc	RENTRÉ
dans	S	DANS
le	Da	LE
néant	Nc	NÉANT
dont	Pr	DONT
je	Pp	JE
t'	Pp	TU
ai	Vuc	AVOIR
fait	Ge	FAIRE
sortir	Vvn	SORTIR
.	Fs	.
Car	Cc	CAR
enfin	Rg	ENFIN
qui	Pr	QUI
m'	Pp	JE
arrête	Vvc	ARRÊTER
?	Fs	?
Et	Cc	ET
quelle	Dt	QUEL
autre	Ag	AUTRE
assurance	Nc	ASSURANCE
Demanderais	Vvc	DEMANDER
-je	Ag	-je
encor	Nc	encor
de	S	DE
son	Ds	SON
indifférence	Nc	INDIFFÉRENCE
?	Fs	?
L'	Da	LE
ingrat	Nc	INGRAT
est-il	Ag	est-il
touché	Ge	TOUCHER
de	S	DE
mes	Ds	MON
empressements	Nc	EMPRESSEMENT
?	Fs	?
L'	Da	LE
amour	Nc	AMOUR
même	Ag	MÊME
entre-t-il	Vvc	entre-t-il
dans	S	DANS
ses	Ds	SON
raisonnements	Nc	RAISONNEMENT
?	Fs	?
Ah	I	AH
!	Fs	!
Je	Pp	JE
vois	Vvc	ALLER|VOIR
tes	Ds	TON
desseins	Nc	DESSEIN
.	Fs	.
Tu	Pp	TU
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
quoi	Pr	QUE|QUOI
que	Cs	QUE
je	Pp	JE
fasse	Vvc	FAIRE
,	Fw	,
Que	Vvc	Que
mes	Ds	MON
propres	Ag	PROPRE
périls	Nc	PÉRIL
t'	Pp	TU
assurent	Vvc	ASSURER
de	S	DE
ta	Ds	TON
grâce	Nc	GRÂCE
,	Fw	,
Qu'	Vvc	Qu'
engagée	Ge	ENGAGER
avec	S	AVEC
toi	Pp	TU
par	S	PAR
de	Dn	UN
si	Rg	SI
forts	Ag	FORT
liens	Nc	LIEN
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
puis	Vvc	POUVOIR
séparer	Vvn	SÉPARER
tes	Ds	TON
intérêts	Nc	INTÉRÊT
des	S+Da	DE+LE|DE+LES
miens	Ps	MIEN
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
m'	Pp	JE
assure	Vvc	ASSURER
encore	Rg	ENCORE
aux	S+Da	À+LES
bontés	Nc	BONTÉ
de	S	DE
ton	Ds	TON
frère	Nc	FRÈRE
.	Fs	.
Il	Pp	IL
m'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
tu	Pp	TU
le	Pp	IL
sais	Vvc	SAVOIR
.	Fs	.
Et	Cc	ET
malgré	S	MALGRÉ
sa	Ds	SON
colère	Nc	COLÈRE
Dans	Vvc	Dans
ton	Ds	TON
perfide	Ag	PERFIDE
sang	Nc	SANG
je	Pp	JE
puis	Vvc	POUVOIR
tout	Rg	TOUT
expier	Vvn	EXPIER
,	Fw	,
Et	Vvc	Et
ta	Ds	TON
mort	Nc	MORT
suffira	Vvc	SUFFIRE
pour	S	POUR
me	Pp	JE
justifier	Vvn	JUSTIFIER
.	Fs	.
N'	Rp	NE
en	Pp	EN
doute	Vvc	DOUTER
point	Rg	POINT
,	Fw	,
j'	Pp	JE
y	Pp	Y
cours	Vvc	COURIR
,	Fw	,
et	Cc	ET
dès	S	DÈS
ce	Dd	CE
moment	Nc	MOMENT
même	Ag	MÊME
.	Fs	.
Bajazet	Nc	Bajazet
,	Fw	,
écoutez	Vvc	ÉCOUTER
,	Fw	,
je	Pp	JE
sens	Vvc	SENTIR
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
aime	Vvc	AIMER
.	Fs	.
Vous	Pp	VOUS
vous	Pp	VOUS
perdez	Vvc	PERDRE
.	Fs	.
Gardez	Vvc	GARDER
de	S	DE
me	Pp	JE
laisser	Vvn	LAISSER
sortir	Vvn	SORTIR
.	Fs	.
Le	Da	LE
chemin	Nc	CHEMIN
est	Vuc	ÊTRE
encore	Rg	ENCORE
ouvert	Ge	OUVRIR
au	S+Da	À+LE
repentir	Nc	REPENTIR
.	Fs	.
Ne	Rp	NE
désespérez	Vvc	DÉSESPÉRER
point	Rg	POINT
une	Dn	UN
amante	Nc	AMANT
en	S	EN
furie	Nc	FURIE
.	Fs	.
S'	Cs	SI
il	Pp	IL
m'	Pp	JE
échappait	Vvc	ÉCHAPPER
un	Dn	UN
mot	Nc	MOT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
fait	Ge	FAIRE
de	S	DE
votre	Ds	VOTRE
vie	Nc	VIE
.	Fs	.
Vous	Pp	VOUS
pouvez	Vvc	POUVOIR
me	Pp	JE
l'	Pp	IL
ôter	Vvn	ÔTER
,	Fw	,
elle	Pp	IL
est	Vuc	ÊTRE
entre	S	ENTRE
vos	Ds	VOTRE
mains	Nc	MAIN
.	Fs	.
Peut-être	Vvc	Peut-être
que	Cs	QUE
ma	Ds	MON
mort	Nc	MORT
,	Fw	,
utile	Ag	UTILE
a	Vuc	AVOIR
vos	Ds	VOTRE
desseins	Nc	DESSEIN
,	Fw	,
De	Vvc	De
l'	Da	LE
heureux	Ag	HEUREUX
Amurat	Vvc	AMURER
obtenant	Ga	OBTENIR
votre	Ds	VOTRE
grâce	Nc	GRÂCE
,	Fw	,
Vous	Nc	Vous
rendra	Vvc	RENDRE
dans	S	DANS
son	Ds	SON
cœur	Nc	cœur
votre	Ds	VOTRE
première	Ag	PREMIER
place	Nc	PLACE|PLACÉ
.	Fs	.
Dans	S	DANS
son	Ds	SON
cœur	Nc	cœur
?	Fs	?
Ah	I	AH
!	Fs	!
Crois	Vvc	CROIRE|CROÎTRE
-tu	Vvn	-tu
,	Fw	,
quand	Cs	QUAND
il	Pp	IL
le	Pp	IL
voudrait	Vvc	VOULOIR
bien	Rg	BIEN
,	Fw	,
Que	Vvc	Que
si	Cs	SI
je	Pp	JE
perds	Vvc	PERDRE
l'	Da	LE
espoir	Nc	ESPOIR
de	S	DE
régner	Vvn	RÉGNER
dans	S	DANS
le	Da	LE
tien	Ps	TIEN
,	Fw	,
D'	Nc	D'
une	Dn	UN
si	Rg	SI
douce	Ag	DOUX
erreur	Nc	ERREUR
si	Rg	SI
longtemps	Rg	LONGTEMPS
possédée	Ge	POSSÉDER
,	Fw	,
Je	Vvc	Je
puisse	Vvc	POUVOIR
désormais	Rg	DÉSORMAIS
souffrir	Vvn	SOUFFRIR
une	Dn	UN
autre	Ag	AUTRE
idée	Nc	IDÉE
,	Fw	,
Ni	Vvc	Ni
que	Cs	QUE
je	Pp	JE
vive	Vvc	VIVRE
enfin	Rg	ENFIN
,	Fw	,
si	Cs	SI
je	Pp	JE
ne	Rp	NE
vis	Vvc	VIVRE|VOIR
pour	S	POUR
toi	Pp	TU
?	Fs	?
Je	Pp	JE
te	Pp	TU
donne	Vvc	DONNER
,	Fw	,
cruel	Ag	CRUEL
,	Fw	,
des	S+Da	DE+LE|DE+LES
armes	Nc	ARME|ARMÉ
contre	S	CONTRE
moi	Pp	JE
,	Fw	,
Sans	Vvc	Sans
doute	Nc	DOUTE
,	Fw	,
et	Cc	ET
je	Pp	JE
devrais	Vvc	DEVOIR
retenir	Vvn	RETENIR
ma	Ds	MON
faiblesse	Nc	FAIBLESSE
.	Fs	.
Tu	Pp	TU
vas	Vvc	ALLER
en	S	EN
triompher	Vvn	TRIOMPHER
.	Fs	.
Oui	Rg	OUI
,	Fw	,
je	Pp	JE
te	Pp	TU
le	Pp	IL
confesse	Vvc	CONFESSER
,	Fw	,
J'	Vvc	J'
affectais	Vvc	AFFECTER
à	S	À
tes	Ds	TON
yeux	Nc	OEIL|YEUX
une	Dn	UN
fausse	Ag	FAUX
fierté	Nc	FIERTÉ
.	Fs	.
De	S	DE
toi	Pp	TU
dépend	Vvc	DÉPENDRE
ma	Ds	MON
joie	Nc	JOIE
et	Cc	ET
ma	Ds	MON
félicité	Nc	FÉLICITÉ
.	Fs	.
De	S	DE
ma	Ds	MON
sanglante	Ag	SANGLANT
mort	Nc	MORT
ta	Ds	TON
mort	Nc	MORT
sera	Vuc	ÊTRE
suivie	Ge	SUIVRE
.	Fs	.
Quel	Dt	QUEL
fruit	Nc	FRUIT
de	S	DE
tant	Rg	TANT
de	S	DE
soins	Nc	SOIN
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
pris	Ge	PRENDRE
pour	S	POUR
ta	Ds	TON
vie	Nc	VIE
?	Fs	?
Tu	Pp	TU
soupires	Vvc	SOUPIRER
enfin	Rg	ENFIN
,	Fw	,
et	Cc	ET
sembles	Vvc	SEMBLER
te	Pp	TU
troubler	Vvn	TROUBLER
.	Fs	.
Achève	Vvc	Achève
,	Fw	,
parle	Vvc	PARLER
.	Fs	.
Ô	Vvc	Ô
ciel	Nc	CIEL
!	Fs	!
Que	Pt	QUE
ne	Rp	NE
puis	Vvc	POUVOIR
-je	Vvn	-je
parler	Vvn	PARLER
!	Fs	!
Quoi	Pt	QUE|QUOI
donc	Rg	DONC
!	Fs	!
Que	Pt	QUE
dites	Vvc	DIRE
-vous	Nc	-vous
?	Fs	?
Et	Cc	ET
que	Pr	QUE
viens	Vvc	VENIR
-je	Nc	-je
d'	S	DE
entendre	Vvn	ENTENDRE
?	Fs	?
Vous	Pp	VOUS
avez	Vuc	AVOIR
des	Dn	UN
secrets	Nc	SECRET
que	Pr	QUE
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
apprendre	Vvn	APPRENDRE
!	Fs	!
Quoi	Pt	QUE|QUOI
!	Fs	!
De	S	DE
vos	Ds	VOTRE
sentiments	Nc	SENTIMENT
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
m'	Pp	JE
éclaircir	Vvn	ÉCLAIRCIR
?	Fs	?
Madame	Nc	MADAME
,	Fw	,
encore	Rg	ENCORE
un	Dn	UN
coup	Nc	COUP
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
à	S	À
vous	Pp	VOUS
de	S	DE
choisir	Vvn	CHOISIR
.	Fs	.
Daignez	Vvc	DAIGNER
m'	Pp	JE
ouvrir	Vvn	OUVRIR
au	S+Da	À+LE
trône	Nc	TRÔNE
un	Dn	UN
chemin	Nc	CHEMIN
légitime	Ag	LÉGITIME
,	Fw	,
Ou	Vvc	Ou
bien	Rg	BIEN
,	Fw	,
me	Pp	JE
voila	Vvc	VOILER
prêt	Ag	PRÊT
,	Fw	,
prenez	Vvc	PRENDRE
votre	Ds	VOTRE
victime	Nc	VICTIME
.	Fs	.
Ah	I	AH
!	Fs	!
C'	Pd	CE
en	Pp	EN
est	Vuc	ÊTRE
trop	Rg	TROP
enfin	Rg	ENFIN
,	Fw	,
tu	Pp	TU
seras	Vuc	ÊTRE
satisfait	Ge	SATISFAIRE
.	Fs	.
Hola	I	HOLA
,	Fw	,
gardes	Nc	GARDE|GARDES
,	Fw	,
qu'	Cs	QUE
on	Pp	ON
vienne	Vvc	VENIR
.	Fs	.
Acomat	Vvc	Acomat
,	Fw	,
c'	Pd	CE
en	Pp	EN
est	Vuc	ÊTRE
fait	Ge	FAIRE
.	Fs	.
Vous	Pp	VOUS
pouvez	Vvc	POUVOIR
retourner	Vvn	RETOURNER
,	Fw	,
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
rien	Pi	RIEN
à	S	À
vous	Pp	VOUS
dire	Vvn	DIRE
.	Fs	.
Du	S+Da	DE+LE
sultan	Nc	SULTAN
Amurat	Vvc	AMURER
je	Pp	JE
reconnais	Vvc	RECONNAÎTRE
l'	Da	LE
empire	Nc	EMPIRE
.	Fs	.
Sortez	Vvc	SORTIR
.	Fs	.
Que	Cs	QUE
le	Da	LE
sérail	Nc	SÉRAIL
soit	Vuc	ÊTRE
désormais	Rg	DÉSORMAIS
fermé	Ge	FERMER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
tout	Pi	TOUT
rentre	Vvc	RENTRER
ici	Rg	ICI
dans	S	DANS
l'	Da	LE
ordre	Nc	ORDRE
accoutumé	Ge	ACCOUTUMER
.	Fs	.
Seigneur	Nc	SEIGNEUR
,	Fw	,
qu'	Pr	QUE
ai	Vuc	AVOIR
-je	Ge	-je
entendu	Ge	ENTENDRE
?	Fs	?
Quelle	Dt	QUEL
surprise	Nc	SURPRISE
extrême	Ag	EXTRÊME
!	Fs	!
Qu'	Pt	QUE
allez	Vvc	ALLER
-vous	Nc	-vous
devenir	Vvn	DEVENIR
?	Fs	?
Que	Pt	QUE
deviens	Vvc	DEVENIR
-je	Nc	-je
moi-même	Pp	LUI-MÊME
?	Fs	?
D'	S	DE
où	Pr	OÙ
naît	Vvc	NAÎTRE
ce	Dd	CE
changement	Nc	CHANGEMENT
?	Fs	?
Qui	Pt	QUI
dois	Vvc	DEVOIR
-je	Nc	-je
en	S	EN
accuser	Vvn	ACCUSER
?	Fs	?
Ô	Vvc	Ô
ciel	Nc	CIEL
!	Fs	!
Il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
point	Rg	POINT
ici	Rg	ICI
vous	Pp	VOUS
abuser	Vvn	ABUSER
.	Fs	.
Roxane	Vvc	Roxane
est	Vuc	ÊTRE
offensée	Ge	OFFENSER
et	Cc	ET
court	Rg	COURT
a	S	À
la	Da	LE
vengeance	Nc	VENGEANCE
.	Fs	.
Un	Dn	UN
obstacle	Nc	OBSTACLE
éternel	Ag	ÉTERNEL
rompt	Vvc	ROMPRE
notre	Ds	NOTRE
intelligence	Nc	INTELLIGENCE
.	Fs	.
Vizir	Nc	VIZIR
,	Fw	,
songez	Vvc	SONGER
à	S	À
vous	Pp	VOUS
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
en	S	EN
averti	Ge	AVERTIR
,	Fw	,
Et	Vvc	Et
sans	S	SANS
compter	Vvn	COMPTER
sur	S	SUR
moi	Pp	JE
prenez	Vvc	PRENDRE
votre	Ds	VOTRE
parti	Nc	PARTI
.	Fs	.
Quoi	Pt	QUE|QUOI
?	Fs	?
Vous	Pp	VOUS
et	Cc	ET
vos	Ds	VOTRE
amis	Nc	AMI
cherchez	Vvc	CHERCHER
quelque	Di	QUELQUE
retraite	Nc	RETRAITE|RETRAITÉ
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
dans	S	DANS
quels	Dt	QUEL
périls	Nc	PÉRIL
mon	Ds	MON
amitié	Nc	AMITIÉ
vous	Pp	VOUS
jette	Vvc	JETER
,	Fw	,
Et	Vvc	Et
j'	Pp	JE
espérais	Vvc	ESPÉRER
un	Dn	UN
jour	Nc	JOUR
vous	Pp	VOUS
mieux	Rg	MIEUX
récompenser	Vvn	RÉCOMPENSER
.	Fs	.
Mais	Cc	MAIS
c'	Pd	CE
en	Pp	EN
est	Vuc	ÊTRE
fait	Ge	FAIRE
,	Fw	,
vous	Pp	VOUS
dis	Vvc	DIRE
-je	Nc	-je
,	Fw	,
il	Pp	IL
n'	Rp	NE
y	Pp	Y
faut	Vvc	FAILLIR|FALLOIR
plus	Rg	PLUS
penser	Vvn	PENSER
.	Fs	.
Et	Cc	ET
quel	Dt	QUEL
est	Vuc	ÊTRE
donc	Rg	DONC
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
cet	Dd	CE
obstacle	Nc	OBSTACLE
invincible	Ag	INVINCIBLE
?	Fs	?
Tantôt	Vvc	Tantôt
dans	S	DANS
le	Da	LE
sérail	Nc	SÉRAIL
j'	Pp	JE
ai	Vuc	AVOIR
laissé	Ge	LAISSER
tout	Di	TOUT
paisible	Ag	PAISIBLE
.	Fs	.
Quelle	Dt	QUEL
fureur	Nc	FUREUR
saisit	Vvc	SAISIR
votre	Ds	VOTRE
esprit	Nc	ESPRIT
et	Cc	ET
le	Da	LE
sien	Ps	SIEN
?	Fs	?
Elle	Pp	IL
veut	Vvc	VOULOIR
,	Fw	,
Acomat	Vvc	Acomat
,	Fw	,
que	Cs	QUE
je	Pp	JE
l'	Pp	IL
épouse	Vvc	ÉPOUSER
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
?	Fs	?
L'	Da	LE
usage	Nc	USAGE
des	S+Da	DE+LE|DE+LES
sultans	Nc	SULTAN
à	S	À
ses	Ds	SON
vœux	Nc	vœux
est	Vuc	ÊTRE
contraire	Ag	CONTRAIRE
.	Fs	.
Mais	Cc	MAIS
cet	Dd	CE
usage	Nc	USAGE
enfin	Rg	ENFIN
,	Fw	,
est	Vuc	ÊTRE
-ce	Vvc	-ce
une	Dn	UN
loi	Nc	LOI
sévère	Ag	SÉVÈRE
Qu'	Vvc	Qu'
aux	S+Da	À+LES
dépens	Nc	DÉPENS
de	S	DE
vos	Ds	VOTRE
jours	Nc	JOUR|JOURS
vous	Pp	VOUS
deviez	Vvc	DEVOIR|DÉVIER
observer	Vvn	OBSERVER
?	Fs	?
La	Da	LE
plus	Rg	PLUS
sainte	Ag	SAINT
des	S+Da	DE+LE|DE+LES
lois	Nc	LOI
,	Fw	,
ah	I	AH
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
de	S	DE
vous	Pp	VOUS
sauver	Vvn	SAUVER
,	Fw	,
Et	Vvc	Et
d'	S	DE
arracher	Vvn	ARRACHER
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
d'	S	DE
une	Dn	UN
mort	Nc	MORT
manifeste	Ag	MANIFESTE
Le	Vvc	Le
sang	Nc	SANG
des	S+Da	DE+LE|DE+LES
Ottomans	Nc	OTTOMAN
dont	Pr	DONT
vous	Pp	VOUS
faites	Vvc	FAIRE
le	Da	LE
reste	Nc	RESTE
.	Fs	.
Ce	Dd	CE
reste	Nc	RESTE
malheureux	Ag	MALHEUREUX
serait	Vuc	ÊTRE
trop	Rg	TROP
acheté	Ge	ACHETER
,	Fw	,
S'	Vvc	S'
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
le	Pp	IL
conserver	Vvn	CONSERVER
par	S	PAR
une	Dn	UN
lâcheté	Nc	LÂCHETÉ
.	Fs	.
Et	Cc	ET
pourquoi	Rt	POURQUOI
vous	Pp	VOUS
en	Pp	EN
faire	Vvn	FAIRE
une	Dn	UN
image	Nc	IMAGE
si	Rg	SI
noire	Ag	NOIR
?	Fs	?
L'	Da	LE
hymen	Nc	HYMEN
de	S	DE
Soliman	Nc	Soliman
ternit-il	Vvc	ternit-il
sa	Ds	SON
mémoire	Nc	MÉMOIRE
?	Fs	?
Cependant	Rg	CEPENDANT
Soliman	Nc	Soliman
n'	Rp	NE
était	Vuc	ÊTRE
point	Rg	POINT
menacé	Ge	MENACER
Des	Vvc	Des
