Donne	Vvc	DONNER
d'	S	DE
Hippalque	Nc	Hippalque
a	Vuc	AVOIR
caché	Ge	CACHER
jusqu'	S	JUSQUE
ici	Rg	ICI
Ce	Ag	Ce
rival	Nc	RIVAL
,	Fw	,
dont	Pr	DONT
enfin	Rg	ENFIN
il	Pp	IL
doit	Vvc	DEVOIR
être	Vun	ÊTRE
éclairci	Ge	ÉCLAIRCIR
.	Fs	.
Il	Pp	IL
ne	Rp	NE
vous	Pp	VOUS
croit	Vvc	CROIRE|CROÎTRE
qu'	Cs	QUE
Hippalque	Vvc	Hippalque
,	Fw	,
et	Cc	ET
de	S	DE
votre	Ds	VOTRE
poursuite	Nc	POURSUITE
...	Fs	...
Vous	Nc	Vous
sûtes	Vvc	SAVOIR
mon	Ds	MON
départ	Nc	DÉPART
,	Fw	,
apprenez	Vvc	APPRENDRE
-en	Vvn	-en
la	Da	LE
suite	Nc	SUITE
.	Fs	.
Désespéré	Vvc	Désespéré
de	S	DE
voir	Vvn	VOIR
qu'	Cs	QUE
Aymon	Nc	Aymon
trop	Rg	TROP
rigoureux	Ag	RIGOUREUX
,	Fw	,
Éloignant	Nc	Éloignant
Bradamante	Ga	Bradamante
,	Fw	,
eût	Vuc	AVOIR
dédaigné	Ge	DÉDAIGNER
mes	Ds	MON
voeux	Nc	VU
,	Fw	,
Je	Vvc	Je
regarde	Vvc	REGARDER
Léon	Nc	Léon
comme	S	COMME
auteur	Nc	AUTEUR
de	S	DE
l'	Da	LE
outrage	Nc	OUTRAGE
,	Fw	,
Et	Vvc	Et
le	Da	LE
coeur	Nc	CUR
tout	Rg	TOUT
rempli	Ge	REMPLIR
de	S	DE
ma	Ds	MON
jalouse	Ag	JALOUX
rage	Nc	RAGE
,	Fw	,
Je	Vvc	Je
pars	Nc	PAR|PART
,	Fw	,
et	Cc	ET
dans	S	DANS
la	Da	LE
Grèce	Nc	Grèce
où	Pr	OÙ
l'	Pp	IL
on	Pp	ON
me	Pp	JE
voit	Vvc	VOIR
voler	Vvn	VOLER
,	Fw	,
À	Nc	À
mon	Ds	MON
espoir	Nc	ESPOIR
trahi	Ge	TRAHIR
je	Pp	JE
cherche	Vvc	CHERCHER
à	S	À
l'	Pp	IL
immoler	Vvn	IMMOLER
.	Fs	.
J'	Pp	JE
approche	Vvc	APPROCHER
de	S	DE
Belgrade	Nc	Belgrade
,	Fw	,
et	Cc	ET
j'	Pp	JE
y	Pp	Y
vois	Vvc	ALLER|VOIR
deux	Nc	DEUX
armées	Nc	ARMÉE
,	Fw	,
D'	Nc	D'
une	Dn	UN
ardeur	Nc	ARDEUR
inégale	Ag	INÉGAL|INÉGALÉ
au	S+Da	À+LE
combat	Nc	COMBAT
animées	Ge	ANIMER
.	Fs	.
Les	Da	LE
Bulgares	Nc	BULGARE
rompus	Ge	ROMPRE
commençaient	Vvc	COMMENCER
à	S	À
plier	Vvn	PLIER
,	Fw	,
Plus	Vvc	PLAIRE
d'	S	DE
ordres	Nc	ORDRE
que	Cs	QUE
la	Da	LE
peur	Nc	PEUR
ne	Rp	NE
leur	Pp	LEUR
fît	Vvc	FAIRE
oublier	Vvn	OUBLIER
.	Fs	.
Léon	Nc	Léon
qui	Pr	QUI
s'	Pp	SE
assurait	Vvc	ASSURER
déjà	Rg	DÉJÀ
de	S	DE
la	Da	LE
victoire	Nc	VICTOIRE
Par	Nc	PAR
la	Da	LE
mort	Nc	MORT
de	S	DE
leur	Ds	LEUR
Roi	Nc	ROI
s'	Pp	SE
était	Vuc	ÊTRE
couvert	Ge	COUVRIR
de	S	DE
gloire	Nc	GLOIRE
Et	Vvc	Et
d'	S	DE
un	Dn	UN
si	Rg	SI
rude	Ag	RUDE
coup	Nc	COUP
ces	Dd	CE
Peuples	Nc	PEUPLE
étonnés	Ge	ÉTONNER
Au	Vvc	Au
désordre	Nc	DÉSORDRE
,	Fw	,
à	S	À
l'	Da	LE
effroi	Nc	EFFROI
s'	Pp	SE
étaient	Vuc	ÊTRE
abandonnés	Ge	ABANDONNER
,	Fw	,
Tout	Vvc	Tout
parlait	Vvc	PARLER
du	S+Da	DE+LE
vainqueur	Nc	VAINQUEUR
.	Fs	.
La	Da	LE
fureur	Nc	FUREUR
dans	S	DANS
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
À	Nc	À
ce	Dd	CE
nom	Nc	NOM
odieux	Ag	ODIEUX
,	Fw	,
et	Cc	ET
s'	Pp	SE
excite	Vvc	EXCITER
et	Cc	ET
s'	Pp	SE
enflamme	Vvc	ENFLAMMER
,	Fw	,
Je	Vvc	Je
plains	Vvc	PLAINDRE
ses	Ds	SON
ennemis	Nc	ENNEMI
,	Fw	,
et	Cc	ET
pour	S	POUR
les	Pp	ILS
dérober	Vvn	DÉROBER
Au	Vvc	Au
bras	Nc	BRAS
victorieux	Ag	VICTORIEUX
qui	Pr	QUI
les	Pp	ILS
fait	Vvc	FAIRE
succomber	Vvn	SUCCOMBER
,	Fw	,
J'	Vvc	J'
embrasse	Vvc	EMBRASSER
leur	Ds	LEUR
parti	Nc	PARTI
,	Fw	,
les	Pp	ILS
presse	Vvc	PRESSER
,	Fw	,
exhorte	Vvc	EXHORTER
,	Fw	,
anime	Vvc	ANIMER
,	Fw	,
Verse	Vvc	VERSER
du	S+Da	DE+LE
sang	Nc	SANG
partout	Rg	PARTOUT
,	Fw	,
joins	Vvc	JOINDRE
victime	Nc	VICTIME
à	S	À
victime	Nc	VICTIME
,	Fw	,
Et	Vvc	Et
dans	S	DANS
chaque	Di	CHAQUE
ennemi	Nc	ENNEMI
croyant	Ga	CROIRE
voir	Vvn	VOIR
mon	Ds	MON
rival	Nc	RIVAL
,	Fw	,
Rends	Vvc	RENDRE
aux	S+Da	À+LES
plus	Rg	PLUS
fiers	Ag	FIER
d'	S	DE
entre	S	ENTRE
eux	Pp	EUX
mon	Ds	MON
désespoir	Nc	DÉSESPOIR
fatal	Ag	FATAL
.	Fs	.
J'	Pp	JE
intimide	Vvc	INTIMIDER
les	Da	LE
Grecs	Nc	GREC
,	Fw	,
remplis	Vvc	REMPLIR
leur	Ds	LEUR
Camp	Nc	CAMP
d'	S	DE
alarmes	Nc	ALARME
;	Fw	;
Et	Vvc	Et
découvrant	Ga	DÉCOUVRIR
un	Dn	UN
Chef	Nc	CHEF
que	Pr	QUE
distinguent	Vvc	DISTINGUER
ses	Ds	SON
armes	Nc	ARME|ARMÉ
,	Fw	,
Je	Vvc	Je
le	Pp	IL
prends	Vvc	PRENDRE
pour	S	POUR
Léon	Nc	Léon
,	Fw	,
le	Pp	IL
suis	Vuc	ÊTRE
de	S	DE
rang	Nc	RANG
en	S	EN
rang	Nc	RANG
,	Fw	,
Le	Vvc	Le
renverse	Nc	RENVERSE
,	Fw	,
et	Cc	ET
le	Pp	IL
laisse	Vvc	LAISSER
expirer	Vvn	EXPIRER
dans	S	DANS
son	Ds	SON
sang	Nc	SANG
.	Fs	.
Les	Da	LE
Bulgares	Nc	BULGARE
bientôt	Rg	BIENTÔT
ont	Vuc	AVOIR
l'	Da	LE
entier	Ag	ENTIER
avantage	Nc	AVANTAGE
,	Fw	,
Tout	Vvc	Tout
leur	Pp	LEUR
cède	Vvc	CÉDER
,	Fw	,
et	Cc	ET
la	Da	LE
nuit	Nc	NUIT
fait	Vvc	FAIRE
cesser	Vvn	CESSER
le	Da	LE
carnage	Nc	CARNAGE
.	Fs	.
Cependant	Rg	CEPENDANT
la	Da	LE
fureur	Nc	FUREUR
dont	Pr	DONT
j'	Pp	JE
étais	Vuc	ÊTRE
occupé	Ge	OCCUPER
M'	Vvc	M'
ayant	Ga	AVOIR
poussé	Ge	POUSSER
trop	Rg	TROP
loin	Rg	LOIN
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
enveloppé	Ge	ENVELOPPER
.	Fs	.
Par	S	PAR
un	Dn	UN
gros	Nc	GROS
d'	S	DE
ennemis	Nc	ENNEMI
qui	Pr	QUI
contre	S	CONTRE
moi	Pp	JE
s'	Pp	SE
unissent	Vvc	UNIR
,	Fw	,
Pressé	Vvc	Pressé
de	S	DE
toutes	Di	TOUT
parts	Nc	PART
,	Fw	,
je	Pp	JE
cède	Vvc	CÉDER
,	Fw	,
ils	Pp	ILS
me	Pp	JE
saisissent	Vvc	SAISIR
,	Fw	,
Me	Vvc	Me
mènent	Vvc	MENER
en	S	EN
triomphe	Nc	TRIOMPHE
,	Fw	,
et	Cc	ET
rendent	Vvc	RENDRE
Constantin	Ag	Constantin
,	Fw	,
Lorsqu'	Vvc	Lorsqu'
il	Pp	IL
l'	Pp	IL
attend	Vvc	ATTENDRE
le	Da	LE
moins	Nc	MOINS
,	Fw	,
maître	Nc	MAÎTRE
de	S	DE
mon	Ds	MON
destin	Nc	DESTIN
.	Fs	.
Il	Pp	IL
veut	Vvc	VOULOIR
savoir	Vvn	SAVOIR
mon	Ds	MON
nom	Nc	NOM
;	Fw	;
après	S	APRÈS
un	Dn	UN
long	Ag	LONG
silence	Nc	SILENCE
Je	Ag	Je
prends	Vvc	PRENDRE
celui	Pd	CELUI
d'	S	DE
Hippalque	Nc	Hippalque
,	Fw	,
et	Cc	ET
cache	Vvc	CACHER
ma	Ds	MON
naissance	Nc	NAISSANCE
.	Fs	.
Léon	Nc	Léon
vient	Vvc	VENIR
.	Fs	.
Cet	Dd	CE
objet	Nc	OBJET
me	Pp	JE
rempli	Ge	REMPLIR
de	S	DE
fureur	Nc	FUREUR
,	Fw	,
Et	Vvc	Et
l'	Da	LE
entendant	Ga	ENTENDRE
pour	S	POUR
moi	Pp	JE
conjurer	Vvn	CONJURER
l'	Da	LE
Empereur	Nc	EMPEREUR
,	Fw	,
Demander	Vvc	Demander
qu'	Cs	QUE
on	Pp	ON
me	Pp	JE
traite	Vvc	TRAITER
en	S	EN
Guerrier	Nc	GUERRIER
magnanime	Ag	MAGNANIME
,	Fw	,
Je	Vvc	Je
réponds	Vvc	RÉPONDRE
fièrement	Rg	FIÈREMENT
à	S	À
ces	Dd	CE
marques	Nc	MARQUE
d'	S	DE
estime	Nc	ESTIME
.	Fs	.
Du	S+Da	DE+LE
Palais	Vvc	Palais
,	Fw	,
qui	Pr	QUI
m'	Pp	JE
était	Vuc	ÊTRE
pour	S	POUR
prison	Nc	PRISON
destiné	Ge	DESTINER
,	Fw	,
Dans	Vvc	Dans
un	Dn	UN
cachot	Nc	CACHOT
obscur	Ag	OBSCUR
je	Pp	JE
suis	Vuc	ÊTRE
bientôt	Rg	BIENTÔT
mené	Ge	MENER
.	Fs	.
Point	Rg	POINT
de	S	DE
grâce	Nc	GRÂCE
pour	S	POUR
moi	Pp	JE
,	Fw	,
quoique	Cs	QUOIQUE
Léon	Nc	Léon
l'	Pp	IL
implore	Vvc	IMPLORER
.	Fs	.
J'	Pp	JE
avais	Vuc	AVOIR
versé	Ge	VERSER
le	Da	LE
sang	Nc	SANG
d'	S	DE
un	Dn	UN
Fils	Nc	FIL|FILS
de	S	DE
Théodore	Nc	Théodore
.	Fs	.
De	S	DE
Constantin	Nc	Constantin
son	Ds	SON
frère	Nc	FRÈRE
elle	Pp	IL
obtient	Vvc	OBTENIR
aisément	Rg	AISÉMENT
Qu'	Nc	Qu'
on	Pp	ON
immole	Vvc	IMMOLER
ma	Ds	MON
vie	Nc	VIE
à	S	À
son	Ds	SON
ressentiment	Nc	RESSENTIMENT
.	Fs	.
Ah	I	AH
,	Fw	,
que	Cs	QUE
m'	Pp	JE
apprenez	Vvc	APPRENDRE
-vous	Nc	-vous
?	Fs	?
La	Da	LE
mort	Nc	MORT
la	Da	LE
plus	Rg	PLUS
cruelle	Ag	CRUEL
Pour	Nc	POUR
remplir	Vvn	REMPLIR
sa	Ds	SON
fureur	Nc	FUREUR
à	S	À
peine	Nc	PEINE
suffit-elle	Vvc	suffit-elle
.	Fs	.
Sa	Ds	SON
vengeance	Nc	VENGEANCE
médite	Vvc	MÉDITER
un	Dn	UN
supplice	Nc	SUPPLICE
nouveau	Ag	NOUVEAU
,	Fw	,
Et	Vvc	Et
j'	Pp	JE
attendais	Vvc	ATTENDRE
la	Da	LE
main	Nc	MAIN
d'	S	DE
un	Dn	UN
infâme	Ag	INFÂME
bourreau	Nc	BOURREAU
,	Fw	,
Quand	Nc	Quand
un	Dn	UN
Libérateur	Nc	Libérateur
,	Fw	,
qu'	Cs	QUE
à	S	À
ma	Ds	MON
défense	Nc	DÉFENSE
anime	Vvc	ANIMER
D'	Rg	D'
une	Dn	UN
honteuse	Ag	HONTEUX
mort	Nc	MORT
l'	Da	LE
arrêt	Nc	ARRÊT
illégitime	Ag	ILLÉGITIME
,	Fw	,
Vient	Vvc	VENIR
la	Da	LE
nuit	Nc	NUIT
me	Pp	JE
tirer	Vvn	TIRER
de	S	DE
cet	Dd	CE
affreux	Ag	AFFREUX
séjour	Nc	SÉJOUR
,	Fw	,
Où	Vvc	Où
jamais	Rg	JAMAIS
le	Da	LE
Soleil	Nc	SOLEIL
ne	Rp	NE
fit	Vvc	FAIRE
entrer	Vvn	ENTRER
le	Da	LE
jour	Nc	JOUR
.	Fs	.
Le	Pp	IL
croirez	Vvc	CROIRE
-vous	Nc	-vous
,	Fw	,
ma	Ds	MON
soeur	Nc	SUR
?	Fs	?
C'	Pd	CE
était	Vuc	ÊTRE
Léon	Nc	Léon
lui-même	Pp	LUI-MÊME
,	Fw	,
Qui	Vvc	Qui
me	Pp	JE
veut	Vvc	VOULOIR
pour	S	POUR
ami	Nc	AMI
,	Fw	,
demande	Vvc	DEMANDER
que	Cs	QUE
je	Pp	JE
l'	Pp	IL
aime	Vvc	AIMER
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
dans	S	DANS
un	Dn	UN
Vaisseau	Nc	VAISSEAU
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
faisait	Vvc	FAIRE
tenir	Vvn	TENIR
prêt	Ag	PRÊT
,	Fw	,
Met	Vvc	METTRE
ma	Ds	MON
vie	Nc	VIE
à	S	À
couvert	Ge	COUVRIR
d'	S	DE
un	Dn	UN
si	Rg	SI
funeste	Ag	FUNESTE
arrêt	Nc	ARRÊT
.	Fs	.
Qu'	Cs	QUE
un	Dn	UN
bienfait	Nc	BIENFAIT
aux	S+Da	À+LES
grands	Ag	GRAND
coeurs	Nc	CUR
est	Vuc	ÊTRE
un	Dn	UN
sensible	Ag	SENSIBLE
charme	Nc	CHARME
!	Fs	!
Je	Pp	JE
veux	Vvc	VOULOIR
perdre	Vvn	PERDRE
Léon	Nc	Léon
,	Fw	,
sa	Ds	SON
vertu	Nc	VERTU
me	Pp	JE
désarme	Vvc	DÉSARMER
.	Fs	.
S'	Pp	SE
il	Pp	IL
est	Vuc	ÊTRE
jamais	Rg	JAMAIS
au	S+Da	À+LE
Trône	Nc	Trône
,	Fw	,
il	Pp	IL
m'	Pp	JE
en	Pp	EN
donne	Vvc	DONNER
sa	Ds	SON
foi	Nc	FOI
,	Fw	,
L'	Vvc	L'
Empire	Nc	EMPIRE
est	Vuc	ÊTRE
moins	Rg	MOINS
à	S	À
lui	Pp	IL
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
doit	Vvc	DEVOIR
être	Vun	ÊTRE
à	S	À
moi	Pp	JE
.	Fs	.
Et	Cc	ET
l'	Da	LE
appui	Nc	APPUI
de	S	DE
mon	Ds	MON
bras	Nc	BRAS
,	Fw	,
dont	Pr	DONT
la	Da	LE
valeur	Nc	VALEUR
l'	Pp	IL
étonne	Vvc	ÉTONNER
,	Fw	,
Lui	Nc	Lui
tiendra	Vvc	TENIR
toujours	Rg	TOUJOURS
lieu	Nc	LIEU
de	S	DE
plus	Rg	PLUS
d'	S	DE
une	Dn	UN
couronne	Nc	COURONNE
.	Fs	.
Je	Pp	JE
m'	Pp	JE
embarque	Vvc	EMBARQUER
,	Fw	,
et	Cc	ET
trouvant	Ga	TROUVER
un	Dn	UN
malheur	Nc	MALHEUR
sans	S	SANS
égal	Ag	ÉGAL
À	Nc	À
n'	Rp	NE
être	Vun	ÊTRE
plus	Rg	PLUS
en	S	EN
droit	Nc	DROIT
de	S	DE
haïr	Vvn	HAÏR
mon	Ds	MON
rival	Nc	RIVAL
,	Fw	,
Confus	Ag	CONFUS
,	Fw	,
irrésolu	Ag	IRRÉSOLU
,	Fw	,
je	Pp	JE
prends	Vvc	PRENDRE
diverses	Ag	DIVERS
routes	Nc	ROUTE
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
en	Pp	EN
choisis	Vvc	CHOISIR
aucune	Di	AUCUN
,	Fw	,
et	Cc	ET
les	Pp	ILS
suis	Vuc	ÊTRE
presque	Rg	PRESQUE
toutes	Pi	TOUT
,	Fw	,
Tant	Vvc	Tant
qu'	Cs	QUE
enfin	Rg	ENFIN
las	Ag	LAS
d'	S	DE
errer	Vvn	ERRER
,	Fw	,
après	S	APRÈS
mille	Nc	MILLE
dangers	Nc	DANGER
,	Fw	,
Je	Vvc	Je
descends	Vvc	DESCENDRE
inconnu	Ag	INCONNU
sur	S	SUR
des	Dn	UN
bords	Nc	BORD
étrangers	Ag	ÉTRANGER
.	Fs	.
Je	Pp	JE
n'	Rp	NE
y	Pp	Y
suis	Vuc	ÊTRE
pas	Rg	PAS
longtemps	Rg	LONGTEMPS
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
me	Pp	JE
fait	Vvc	FAIRE
entendre	Vvn	ENTENDRE
Quel	Vvc	Quel
généreux	Ag	GÉNÉREUX
parti	Nc	PARTI
Bradamante	Ag	Bradamante
a	Vuc	AVOIR
su	Ge	SAVOIR
prendre	Vvn	PRENDRE
.	Fs	.
Son	Ds	SON
défi	Nc	DÉFI
me	Pp	JE
console	Vvc	CONSOLER
autant	Rg	AUTANT
qu'	Cs	QUE
il	Pp	IL
me	Pp	JE
surprend	Vvc	SURPRENDRE
,	Fw	,
Je	Vvc	Je
cède	Vvc	CÉDER
plein	Ag	PLEIN
de	S	DE
joie	Nc	JOIE
à	S	À
l'	Da	LE
espoir	Nc	ESPOIR
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
rend	Vvc	RENDRE
,	Fw	,
Reviens	Vvc	REVENIR
soudain	Rg	SOUDAIN
en	S	EN
France	Nc	France
,	Fw	,
et	Cc	ET
ma	Ds	MON
surprise	Nc	SURPRISE
augmente	Vvc	AUGMENTER
,	Fw	,
Quand	Nc	Quand
je	Pp	JE
sais	Vvc	SAVOIR
que	Cs	QUE
Léon	Nc	Léon
y	Pp	Y
combat	Nc	COMBAT
Bradamante	Ga	Bradamante
.	Fs	.
Je	Pp	JE
le	Pp	IL
croyais	Vvc	CROIRE
en	S	EN
Grèce	Nc	Grèce
,	Fw	,
où	Pr	OÙ
je	Pp	JE
l'	Pp	IL
avais	Vuc	AVOIR
laissé	Ge	LAISSER
.	Fs	.
L'	Da	LE
amour	Nc	AMOUR
en	S	EN
ce	Dd	CE
combat	Nc	COMBAT
est	Vuc	ÊTRE
juge	Nc	JUGE
intéressé	Ge	INTÉRESSER
.	Fs	.
N'	Rp	NE
appréhendez	Vvc	APPRÉHENDER
-vous	Nc	-vous
point	Rg	POINT
qu'	Cs	QUE
il	Pp	IL
ose	Vvc	OSER
la	Pp	IL
contraindre	Vvn	CONTRAINDRE
...	Fs	...
Un	Vvc	Un
Amant	Ga	Amant
bien	Rg	BIEN
touché	Ge	TOUCHER
peut-il	Rg	peut-il
aimer	Vvn	AIMER
sans	S	SANS
craindre	Vvn	CRAINDRE
?	Fs	?
Bradamante	Ga	Bradamante
vaincra	Vvc	VAINCRE
;	Fw	;
je	Pp	JE
connais	Vvc	CONNAÎTRE
sa	Ds	SON
valeur	Nc	VALEUR
,	Fw	,
Mais	Vvc	Mais
la	Pp	IL
voir	Vvn	VOIR
exposée	Ge	EXPOSER
est	Vuc	ÊTRE
toujours	Rg	TOUJOURS
un	Dn	UN
malheur	Nc	MALHEUR
.	Fs	.
Léon	Nc	Léon
est	Vuc	ÊTRE
un	Dn	UN
guerrier	Nc	GUERRIER
,	Fw	,
qui	Pr	QUI
fameux	Ag	FAMEUX
,	Fw	,
redoutable	Ag	REDOUTABLE
,	Fw	,
Avant	Ga	Avant
que	Cs	QUE
de	S	DE
céder	Vvn	CÉDER
,	Fw	,
sera	Vuc	ÊTRE
de	S	DE
tout	Di	TOUT
capable	Ag	CAPABLE
.	Fs	.
Son	Ds	SON
amour	Nc	AMOUR
sans	S	SANS
espoir	Nc	ESPOIR
,	Fw	,
s'	Cs	SI
il	Pp	IL
ne	Rp	NE
triomphe	Vvc	TRIOMPHER
pas	Rg	PAS
,	Fw	,
En	Vvc	En
dépit	Nc	DÉPIT
de	S	DE
lui-même	Pp	LUI-MÊME
animera	Vvc	ANIMER
son	Ds	SON
bras	Nc	BRAS
.	Fs	.
Ce	Pd	CE
qui	Pr	QUI
peut	Vvc	POUVOIR
arriver	Vvn	ARRIVER
me	Pp	JE
gêne	Vvc	GÊNER
,	Fw	,
m'	Pp	JE
épouvante	Vvc	ÉPOUVANTER
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
S'	Cs	SI
il	Pp	IL
en	Pp	EN
coûtait	Vvc	COÛTER
du	S+Da	DE+LE
sang	Nc	SANG
à	S	À
Bradamante	Ga	Bradamante
!	Fs	!
Léon	Nc	Léon
peut	Vvc	POUVOIR
la	Pp	IL
blesser	Vvn	BLESSER
sans	S	SANS
en	Pp	EN
être	Vun	ÊTRE
vainqueur	Nc	VAINQUEUR
.	Fs	.
Ah	I	AH
,	Fw	,
craignez	Vvc	CRAINDRE
bien	Rg	BIEN
plutôt	Rg	PLUTÔT
les	Da	LE
blessures	Nc	BLESSURE
du	S+Da	DE+LE
coeur	Nc	CUR
.	Fs	.
En	S	EN
faveur	Nc	FAVEUR
de	S	DE
Léon	Nc	Léon
qui	Pr	QUI
cherchait	Vvc	CHERCHER
à	S	À
lui	Pp	IL
plaire	Vvn	PLAIRE
,	Fw	,
Depuis	Vvc	Depuis
un	Dn	UN
mois	Nc	MOI|MOIS
entier	Ag	ENTIER
le	Da	LE
combat	Nc	COMBAT
se	Pp	IL
diffère	Vvc	DIFFÉRER
.	Fs	.
Elle	Pp	IL
a	Vuc	AVOIR
souffert	Ge	SOUFFRIR
ses	Ds	SON
soins	Nc	SOIN
,	Fw	,
l'	Pp	IL
a	Vuc	AVOIR
toujours	Rg	TOUJOURS
écouté	Ge	ÉCOUTER
.	Fs	.
Moi	Pp	JE
,	Fw	,
prendre	Vvn	PRENDRE
aucun	Di	AUCUN
soupçon	Nc	SOUPÇON
de	S	DE
sa	Ds	SON
fidélité	Nc	FIDÉLITÉ
!	Fs	!
Après	Vvc	Après
ce	Pd	CE
qu'	Pr	QUE
elle	Pp	IL
a	Vuc	AVOIR
fait	Ge	FAIRE
,	Fw	,
ce	Pd	CE
qu'	Pr	QUE
elle	Pp	IL
fait	Vvc	FAIRE
encore	Rg	ENCORE
,	Fw	,
Constante	Ga	Constante
,	Fw	,
généreuse	Ag	GÉNÉREUX
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
l'	Pp	IL
adore	Vvc	ADORER
.	Fs	.
Toujours	Rg	TOUJOURS
également	Rg	ÉGALEMENT
sa	Ds	SON
flamme	Nc	FLAMME
se	Pp	IL
soutient	Vvc	SOUTENIR
,	Fw	,
L'	Vvc	L'
absence	Nc	ABSENCE
ni	Cc	NI
le	Da	LE
temps	Nc	TEMPS
...	Fs	...
Je	Vvc	Je
l'	Pp	IL
aperçois	Vvc	APERCEVOIR
qui	Pr	QUI
vient	Vvc	VENIR
,	Fw	,
Parlez	Vvc	PARLER
-lui	Nc	-lui
,	Fw	,
mais	Cc	MAIS
songez	Vvc	SONGER
qu'	Cs	QUE
en	Pp	EN
cédant	Ga	CÉDER
la	Da	LE
victoire	Nc	VICTOIRE
,	Fw	,
Elle	Vvc	Elle
s'	Pp	SE
assure	Vvc	ASSURER
un	Dn	UN
trône	Nc	TRÔNE
,	Fw	,
et	Cc	ET
tremblez	Vvc	TREMBLER
pour	S	POUR
sa	Ds	SON
gloire	Nc	GLOIRE
.	Fs	.
Que	Cs	QUE
vous	Pp	VOUS
disait	Vvc	DIRE
Marphise	Vvc	Marphise
?	Fs	?
Elle	Pp	IL
semble	Vvc	SEMBLER
douter	Vvn	DOUTER
Qu'	Vvc	Qu'
à	S	À
l'	Da	LE
éclat	Nc	ÉCLAT
des	S+Da	DE+LE|DE+LES
grandeurs	Nc	GRANDEUR
je	Pp	JE
veuille	Vvc	VOULOIR
résister	Vvn	RÉSISTER
.	Fs	.
Le	Da	LE
Trône	Nc	Trône
où	Pr	OÙ
de	S	DE
Léon	Nc	Léon
l'	Da	LE
hymen	Nc	HYMEN
peut	Vvc	POUVOIR
me	Pp	JE
conduire	Vvn	CONDUIRE
,	Fw	,
En	Vvc	En
faveur	Nc	FAVEUR
de	S	DE
sa	Ds	SON
flamme	Nc	FLAMME
a	Vuc	AVOIR
de	S	DE
quoi	Pr	QUE|QUOI
me	Pp	JE
séduire	Vvn	SÉDUIRE
?	Fs	?
À	Vvc	À
défendre	Vvn	DÉFENDRE
vos	Ds	VOTRE
droits	Nc	DROIT|DROITS
je	Pp	JE
puis	Vvc	POUVOIR
manquer	Vvn	MANQUER
de	S	DE
coeur	Nc	CUR
,	Fw	,
Trahir	Vvn	TRAHIR
votre	Ds	VOTRE
tendresse	Nc	TENDRESSE
,	Fw	,
et	Cc	ET
souffrir	Vvn	SOUFFRIR
un	Dn	UN
vainqueur	Nc	VAINQUEUR
?	Fs	?
Pardonnez	Vvc	PARDONNER
-lui	Nc	-lui
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
un	Dn	UN
soupçon	Nc	SOUPÇON
téméraire	Ag	TÉMÉRAIRE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
soeur	Nc	SUR
sensible	Ag	SENSIBLE
aux	S+Da	À+LES
intérêts	Nc	INTÉRÊT
d'	S	DE
un	Dn	UN
frère	Nc	FRÈRE
.	Fs	.
Elle	Pp	IL
sait	Vvc	SAVOIR
,	Fw	,
connaissant	Ga	CONNAÎTRE
l'	Da	LE
excès	Nc	EXCÈS
de	S	DE
mon	Ds	MON
amour	Nc	AMOUR
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
si	Cs	SI
je	Pp	JE
vous	Pp	VOUS
perds	Vvc	PERDRE
,	Fw	,
que	Cs	QUE
je	Pp	JE
perde	Vvc	PERDRE
le	Da	LE
jour	Nc	JOUR
.	Fs	.
Abandonnez	Vvc	ABANDONNER
Roger	Vvn	Roger
,	Fw	,
je	Pp	JE
renonce	Vvc	RENONCER
à	S	À
la	Da	LE
vie	Nc	VIE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
combattrais	Vvc	COMBATTRE
pas	Rg	PAS
si	Cs	SI
j'	Pp	JE
avais	Vuc	AVOIR
cette	Dd	CE
envie	Nc	ENVIE
.	Fs	.
Ce	Pd	CE
fut	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
garder	Vvn	GARDER
et	Cc	ET
mon	Ds	MON
coeur	Nc	CUR
et	Cc	ET
ma	Ds	MON
main	Nc	MAIN
Que	Vvc	Que
d'	S	DE
un	Dn	UN
fameux	Ag	FAMEUX
défi	Nc	DÉFI
je	Pp	JE
formai	Vvc	FORMER
le	Da	LE
dessein	Nc	DESSEIN
.	Fs	.
Du	S+Da	DE+LE
titre	Nc	TITRE
d'	S	DE
infidèle	Nc	INFIDÈLE
il	Pp	IL
m'	Pp	JE
épargne	Vvc	ÉPARGNER
la	Da	LE
honte	Nc	HONTE
.	Fs	.
Combattant	Nc	COMBATTANT
,	Fw	,
je	Pp	JE
