Pourquoi	Rt	POURQUOI
de	S	DE
nos	Ds	NOTRE
fers	Nc	FER|FERS
sa	Ds	SON
première	Ag	PREMIER
victoire	Nc	VICTOIRE
,	Fw	,
Nous	Vvc	Nous
attendions	Vvc	ATTENDRE
en	S	EN
pleurs	Nc	PLEUR
le	Da	LE
destin	Nc	DESTIN
des	S+Da	DE+LE|DE+LES
Vaincus	Nc	VAINCU
,	Fw	,
Lors	Nc	LORD
qu'	Pr	QUE
on	Pp	ON
nous	Pp	NOUS
annonça	Vvc	ANNONCER
la	Da	LE
mort	Nc	MORT
de	S	DE
Darius	Nc	Darius
:	Fw	:
De	S	DE
cent	Nc	CENT
cris	Nc	CRI
douloureux	Ag	DOULOUREUX
nos	Ds	NOTRE
tentes	Nc	TENTE
retentirent	Vvc	RETENTIR
,	Fw	,
Les	Vvc	Les
vaincus	Ge	VAINCRE
,	Fw	,
les	Da	LE
vainqueurs	Nc	VAINQUEUR
,	Fw	,
comme	Cs	COMME
nous	Pp	NOUS
en	Pp	EN
gémirent	Vvc	GÉMIR
;	Fw	;
Ma	Vvc	Ma
mère	Nc	MÈRE
évanouie	Ge	ÉVANOUIR
,	Fw	,
avec	S	AVEC
Syfigambis	Nc	Syfigambis
,	Fw	,
Nous	Vvc	Nous
faisait	Vvc	FAIRE
redoubler	Vvn	REDOUBLER
nos	Ds	NOTRE
sanglots	Nc	SANGLOT
et	Cc	ET
nos	Ds	NOTRE
cris	Nc	CRI
,	Fw	,
Nous	Vvc	Nous
étions	Vuc	ÊTRE
à	S	À
leurs	Ds	LEUR
pieds	Nc	PIED
dans	S	DANS
ces	Dd	CE
tristes	Ag	TRISTE
alarmes	Nc	ALARME
,	Fw	,
Et	Vvc	Et
pour	S	POUR
les	Pp	ILS
secourir	Vvn	SECOURIR
nous	Pp	NOUS
n'	Rp	NE
avions	Vuc	AVOIR
que	Rg	QUE
nos	Ds	NOTRE
larmes	Nc	LARME
.	Fs	.
Alexandre	Nc	Alexandre
touché	Ge	TOUCHER
que	Cs	QUE
par	S	PAR
un	Dn	UN
faux	Ag	FAUX
rapport	Nc	RAPPORT
Nous	Ag	Nous
étions	Vuc	ÊTRE
alarmés	Ge	ALARMER
pour	S	POUR
cette	Dd	CE
feinte	Nc	FEINTE
mort	Ge	MOURIR
,	Fw	,
Voulut	Vvc	VOULOIR
sécher	Vvn	SÉCHER
les	Da	LE
pleurs	Nc	PLEUR
qu'	Pr	QUE
il	Pp	IL
nous	Pp	NOUS
faisait	Vvc	FAIRE
répandre	Vvn	RÉPANDRE
;	Fw	;
Léonatus	Nc	Léonatus
entra	Vvc	ENTRER
de	S	DE
la	Da	LE
part	Nc	PART
d'	S	DE
Alexandre	Nc	Alexandre
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
Prince	Nc	PRINCE
attendri	Ge	ATTENDRIR
de	S	DE
nos	Ds	NOTRE
vives	Ag	VIF
douleurs	Nc	DOULEUR
D'	Nc	D'
un	Dn	UN
seul	Ag	SEUL
mot	Nc	MOT
arrêta	Vvc	ARRÊTER
la	Da	LE
source	Nc	SOURCE
de	S	DE
nos	Ds	NOTRE
pleurs	Nc	PLEUR
.	Fs	.
Ciel	Nc	CIEL
!	Fs	!
Avec	S	AVEC
quelle	Dt	QUEL
grâce	Nc	GRÂCE
il	Pp	IL
aborda	Vvc	ABORDER
ma	Ds	MON
mère	Nc	MÈRE
Lorsqu'	Vvc	Lorsqu'
il	Pp	IL
nous	Pp	NOUS
détrompa	Vvc	DÉTROMPER
de	S	DE
la	Da	LE
mort	Nc	MORT
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
!	Fs	!
Que	Cs	QUE
son	Ds	SON
air	Nc	AIR
était	Vuc	ÊTRE
libre	Ag	LIBRE
et	Cc	ET
rempli	Ge	REMPLIR
de	S	DE
grandeur	Nc	GRANDEUR
!	Fs	!
Et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
me	Pp	JE
parût	Vvc	PARAÎTRE
propre	Ag	PROPRE
à	S	À
consoler	Vvn	CONSOLER
un	Dn	UN
coeur	Nc	CUR
!	Fs	!
Je	Pp	JE
ne	Rp	NE
sais	Vvc	SAVOIR
si	Rg	SI
déjà	Rg	DÉJÀ
pour	S	POUR
mon	Ds	MON
père	Nc	PÈRE
attendrie	Ge	ATTENDRIR
Lorsque	Vvc	Lorsque
Léonatus	Nc	Léonatus
m'	Pp	JE
assurait	Vvc	ASSURER
de	S	DE
sa	Ds	SON
vie	Nc	VIE
,	Fw	,
Mon	Nc	Mon
coeur	Nc	CUR
sans	S	SANS
y	Pp	Y
penser	Vvn	PENSER
,	Fw	,
par	S	PAR
un	Dn	UN
juste	Ag	JUSTE
retour	Nc	RETOUR
,	Fw	,
Fit	Vvc	FAIRE
servir	Vvn	SERVIR
l'	Da	LE
amitié	Nc	AMITIÉ
de	S	DE
passage	Nc	PASSAGE
à	S	À
l'	Da	LE
amour	Nc	AMOUR
:	Fw	:
Enfin	Rg	ENFIN
dans	S	DANS
cet	Dd	CE
instant	Nc	INSTANT
je	Pp	JE
ne	Rp	NE
pus	Vvc	POUVOIR
me	Pp	JE
défendre	Vvn	DÉFENDRE
De	Vvc	De
sentir	Vvn	SENTIR
pour	S	POUR
ce	Dd	CE
Prince	Nc	PRINCE
un	Dn	UN
mouvement	Nc	MOUVEMENT
trop	Rg	TROP
tendre	Ag	TENDRE
;	Fw	;
Et	Vvc	Et
soit	Vuc	ÊTRE
que	Rg	QUE
le	Da	LE
Destin	Nc	DESTIN
ou	Cc	OU
l'	Da	LE
Amour	Nc	AMOUR
le	Pp	IL
voulut	Vvc	VOULOIR
,	Fw	,
Il	Vvc	Il
me	Pp	JE
vit	Vvc	VIVRE|VOIR
,	Fw	,
je	Pp	JE
lui	Pp	IL
plus	Rg	PLUS
,	Fw	,
je	Pp	JE
le	Pp	IL
vis	Vvc	VIVRE|VOIR
,	Fw	,
il	Pp	IL
me	Pp	JE
plût	Vvc	PLAIRE|PLEUVOIR
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
depuis	S	DEPUIS
,	Fw	,
malgré	S	MALGRÉ
ce	Dd	CE
coeur	Nc	CUR
si	Rg	SI
tendre	Ag	TENDRE
,	Fw	,
Léonatus	Nc	Léonatus
vous	Pp	VOUS
vit	Vvc	VIVRE|VOIR
l'	Da	LE
épouse	Nc	ÉPOUSE|ÉPOUX
d'	S	DE
Alexandre	Nc	Alexandre
,	Fw	,
Et	Vvc	Et
cet	Dd	CE
illustre	Ag	ILLUSTRE
nom	Nc	NOM
qui	Pr	QUI
vous	Pp	VOUS
couvre	Vvc	COUVRIR
d'	S	DE
éclat	Nc	ÉCLAT
...	Fs	...
Il	Vvc	Il
fallut	Vvc	FALLOIR
obéir	Vvn	OBÉIR
en	S	EN
victime	Nc	VICTIME
d'	S	DE
État	Nc	État
!	Fs	!
Léonatus	Nc	Léonatus
rempli	Ge	REMPLIR
d'	S	DE
une	Dn	UN
douleur	Nc	DOULEUR
extrême	Ag	EXTRÊME
,	Fw	,
Désespéré	Vvc	Désespéré
,	Fw	,
tremblant	Ag	TREMBLANT
;	Fw	;
vint	Vvc	VENIR
m'	Pp	JE
annoncer	Vvn	ANNONCER
lui-même	Pp	LUI-MÊME
Qu'	Vvc	Qu'
Alexandre	Vvn	Alexandre
dans	S	DANS
peu	Rg	PEU
me	Pp	JE
devait	Vvc	DEVOIR
épouser	Vvn	ÉPOUSER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
il	Pp	IL
l'	Pp	IL
avait	Vuc	AVOIR
chargé	Ge	CHARGER
de	S	DE
me	Pp	JE
le	Pp	IL
proposer	Vvn	PROPOSER
.	Fs	.
Juge	Nc	JUGE
de	S	DE
sa	Ds	SON
douleur	Nc	DOULEUR
,	Fw	,
Cléone	Vvc	Cléone
,	Fw	,
et	Cc	ET
de	S	DE
la	Da	LE
mienne	Ps	MIEN
,	Fw	,
Ma	Vvc	Ma
flamme	Nc	FLAMME
était	Vuc	ÊTRE
déjà	Rg	DÉJÀ
presque	Rg	PRESQUE
égale	Ag	ÉGAL
à	S	À
la	Da	LE
sienne	Ps	SIEN
,	Fw	,
Et	Vvc	Et
dans	S	DANS
ce	Dd	CE
dur	Ag	DUR
moment	Nc	MOMENT
,	Fw	,
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
le	Pp	IL
celer	Vvn	CELER
,	Fw	,
Je	Vvc	Je
voulus	Vvc	VOULOIR
lui	Pp	IL
répondre	Vvn	RÉPONDRE
,	Fw	,
et	Cc	ET
ne	Rp	NE
sus	Vvc	SAVOIR
lui	Pp	IL
parler	Vvn	PARLER
;	Fw	;
Mais	Vvc	Mais
tous	Di	TOUT
deux	Nc	DEUX
de	S	DE
concert	Nc	CONCERT
dans	S	DANS
ces	Dd	CE
vives	Ag	VIF
alarmes	Nc	ALARME
,	Fw	,
Nous	Vvc	Nous
laissâmes	Vvc	LAISSER
parler	Vvn	PARLER
nos	Ds	NOTRE
soupirs	Nc	SOUPIR
et	Cc	ET
nos	Ds	NOTRE
larmes	Nc	LARME
.	Fs	.
Je	Pp	JE
voyais	Vvc	VOIR
à	S	À
regret	Nc	REGRET
ce	Pd	CE
Prince	Vvc	Prince
mon	Ds	MON
amant	Nc	AMANT
,	Fw	,
Lui-même	Vvc	Lui-même
à	S	À
ma	Ds	MON
grandeur	Nc	GRANDEUR
s'	Pp	SE
immoler	Vvn	IMMOLER
tendrement	Rg	TENDREMENT
;	Fw	;
Alexandre	Nc	Alexandre
vainqueur	Nc	VAINQUEUR
,	Fw	,
quoiqu'il	Cs	quoiqu'il
fit	Vvc	FAIRE
pour	S	POUR
me	Pp	JE
plaire	Vvn	PLAIRE
,	Fw	,
Ne	Vvc	Ne
m'	Pp	JE
en	Pp	EN
parût	Vvc	PARAÎTRE
pas	Rg	PAS
moins	Rg	MOINS
le	Da	LE
vainqueur	Nc	VAINQUEUR
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
;	Fw	;
Ravisseur	Nc	RAVISSEUR
de	S	DE
nos	Ds	NOTRE
biens	Nc	BIEN
,	Fw	,
maître	Nc	MAÎTRE
de	S	DE
nos	Ds	NOTRE
États	Nc	États
,	Fw	,
J'	Vvc	J'
admirais	Vvc	ADMIRER
ce	Dd	CE
héros	Nc	HÉROS
,	Fw	,
mais	Cc	MAIS
je	Pp	JE
ne	Rp	NE
l'	Pp	IL
aimais	Vvc	AIMER
pas	Rg	PAS
,	Fw	,
Il	Vvc	Il
fallut	Vvc	FALLOIR
obéir	Vvn	OBÉIR
cependant	Rg	CEPENDANT
,	Fw	,
et	Cc	ET
mon	Ds	MON
âme	Nc	ÂME
Par	Nc	PAR
un	Dn	UN
triste	Ag	TRISTE
devoir	Nc	DEVOIR
sut	Vvc	SAVOIR
combattre	Vvn	COMBATTRE
ma	Ds	MON
flamme	Nc	FLAMME
,	Fw	,
Et	Vvc	Et
de	S	DE
Léonatus	Nc	Léonatus
effaçant	Ga	EFFACER
tous	Di	TOUT
les	Da	LE
traits	Nc	TRAIT|TRAITS
,	Fw	,
Lui	Vvc	Lui
dire	Vvn	DIRE
en	S	EN
soupirant	Ga	SOUPIRER
un	Dn	UN
adieu	Nc	ADIEU
pour	S	POUR
jamais	Rg	JAMAIS
.	Fs	.
Depuis	S	DEPUIS
,	Fw	,
grâces	Nc	GRÂCE
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
mon	Ds	MON
coeur	Nc	CUR
pour	S	POUR
lui	Pp	IL
moins	Rg	MOINS
tendre	Ag	TENDRE
,	Fw	,
A	Vvc	A
soutenu	Ge	SOUTENIR
le	Da	LE
nom	Nc	NOM
d'	S	DE
épouse	Nc	ÉPOUSE|ÉPOUX
d'	S	DE
Alexandre	Nc	Alexandre
;	Fw	;
Une	Vvc	Une
vertu	Nc	VERTU
sévère	Ag	SÉVÈRE
,	Fw	,
un	Dn	UN
austère	Ag	AUSTÈRE
devoir	Nc	DEVOIR
,	Fw	,
M'	Vvc	M'
ont	Vuc	AVOIR
cent	Nc	CENT
fois	Nc	FOI|FOIS
arrachée	Ge	ARRACHER
au	S+Da	À+LE
plaisir	Nc	PLAISIR
de	S	DE
le	Pp	IL
voir	Vvn	VOIR
;	Fw	;
Loin	Nc	Loin
de	S	DE
lui	Pp	IL
je	Pp	JE
tâchais	Vvc	TÂCHER
d'	S	DE
étouffer	Vvn	ÉTOUFFER
ma	Ds	MON
tendresse	Nc	TENDRESSE
;	Fw	;
Je	Vvc	Je
l'	Pp	IL
évitais	Vvc	ÉVITER
hélas	Vvc	HÉLER
!	Fs	!
Et	Cc	ET
le	Pp	IL
trouvais	Vvc	TROUVER
sans	S	SANS
cesse	Nc	CESSE
.	Fs	.
Le	Da	LE
Roi	Nc	ROI
qui	Pr	QUI
lui	Pp	IL
donnait	Vvc	DONNER
comme	Cs	COMME
à	S	À
son	Ds	SON
favori	Nc	FAVORI
,	Fw	,
Le	Vvc	Le
rang	Nc	RANG
d'	S	DE
Éphestion	Nc	Éphestion
qu'	Pr	QUE
il	Pp	IL
avait	Vuc	AVOIR
tant	Rg	TANT
chéri	Ge	CHÉRIR
,	Fw	,
Vit	Vvc	VIVRE|VOIR
que	Cs	QUE
Léonatus	Nc	Léonatus
me	Pp	JE
faisait	Vvc	FAIRE
de	S	DE
la	Da	LE
peine	Nc	PEINE
,	Fw	,
Et	Vvc	Et
me	Pp	JE
crut	Vvc	CROIRE|CROÎTRE
pour	S	POUR
ce	Dd	CE
Prince	Nc	PRINCE
une	Dn	UN
secrète	Ag	SECRET
haine	Nc	HAINE
,	Fw	,
Et	Vvc	Et
souvent	Rg	SOUVENT
malgré	S	MALGRÉ
lui	Pp	IL
l'	Pp	IL
amenant	Ga	AMENER
devant	S	DEVANT
moi	Pp	JE
.	Fs	.
M'	Pp	JE
arrachait	Vvc	ARRACHER
des	Dn	UN
soupirs	Nc	SOUPIR
qu'	Pr	QUE
il	Pp	IL
volait	Vvc	VOLER
à	S	À
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Souvent	Vvc	Souvent
il	Pp	IL
me	Pp	JE
priait	Vvc	PRIER
dans	S	DANS
sa	Ds	SON
tendresse	Nc	TENDRESSE
extrême	Ag	EXTRÊME
D'	Vvc	D'
aimer	Vvn	AIMER
Léonatus	Nc	Léonatus
comme	Cs	COMME
il	Pp	IL
l'	Pp	IL
aimait	Vvc	AIMER
lui	Pp	IL
-même	Vvc	-même
.	Fs	.
Moi	Pp	JE
,	Fw	,
qui	Pr	QUI
dans	S	DANS
cet	Dd	CE
instant	Nc	INSTANT
eus	Vuc	AVOIR
voulu	Ge	VOULOIR
le	Da	LE
haïr	Nc	HAÏR
,	Fw	,
Cléone	Vvc	Cléone
,	Fw	,
je	Pp	JE
tremblais	Vvc	TREMBLER
de	S	DE
lui	Pp	IL
trop	Rg	TROP
obéir	Vvn	OBÉIR
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
Prince	Nc	PRINCE
confus	Ag	CONFUS
de	S	DE
bontés	Nc	BONTÉ
de	S	DE
son	Ds	SON
Maître	Nc	Maître
,	Fw	,
M'	Vvc	M'
évitait	Vvc	ÉVITER
aussitôt	Rg	AUSSITÔT
qu'	Cs	QUE
il	Pp	IL
me	Pp	JE
voyait	Vvc	VOIR
paraître	Vvn	PARAÎTRE
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
à	S	À
présent	Nc	PRÉSENT
qu'	Pr	QUE
Alexandre	Nc	Alexandre
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
;	Fw	;
Vous	Nc	Vous
pouvez	Vvc	POUVOIR
sans	S	SANS
scrupule	Nc	SCRUPULE
aimer	Vvn	AIMER
Léonatus	Nc	Léonatus
;	Fw	;
Un	Vvc	Un
Prince	Vvc	Prince
de	S	DE
son	Ds	SON
sang	Nc	SANG
peut	Vvc	POUVOIR
après	S	APRÈS
lui	Pp	IL
prétende	Vvc	PRÉTENDRE
...	Fs	...
Je	Vvc	Je
puis	Vvc	POUVOIR
,	Fw	,
sans	S	SANS
offenser	Vvn	OFFENSER
les	Da	LE
mânes	Nc	MÂNE
d'	S	DE
Alexandre	Nc	Alexandre
,	Fw	,
Ranimer	Nc	RANIMER
aujourd'hui	Rg	AUJOURD'HUI
dans	S	DANS
mon	Ds	MON
coeur	Nc	CUR
abattu	Ge	ABATTRE
Un	Vvc	Un
amour	Nc	AMOUR
immolé	Ge	IMMOLER
longtemps	Rg	LONGTEMPS
à	S	À
ma	Ds	MON
vertu	Nc	VERTU
,	Fw	,
Mais	Vvc	Mais
Roxane	Nc	Roxane
a	Vuc	AVOIR
trouvé	Ge	TROUVER
Léonatus	Nc	Léonatus
aimable	Ag	AIMABLE
,	Fw	,
Et	Vvc	Et
ma	Ds	MON
flamme	Nc	FLAMME
à	S	À
ses	Ds	SON
yeux	Nc	OEIL|YEUX
me	Pp	JE
va	Vvc	ALLER
rendre	Vvn	RENDRE
coupable	Ag	COUPABLE
;	Fw	;
Cléone	Vvc	Cléone
,	Fw	,
elle	Pp	IL
peut	Vvc	POUVOIR
tout	Pi	TOUT
,	Fw	,
les	Da	LE
Macédoniens	Nc	Macédoniens
Prennent	Vvc	PRENDRE
ses	Ds	SON
intérêts	Nc	INTÉRÊT
,	Fw	,
et	Cc	ET
négligent	Vvc	NÉGLIGER
les	Da	LE
miens	Ps	MIEN
.	Fs	.
Le	Da	LE
seul	Ag	SEUL
Léonatus	Nc	Léonatus
,	Fw	,
qui	Pr	QUI
veut	Vvc	VOULOIR
briser	Vvn	BRISER
ma	Ds	MON
chaîne	Nc	CHAÎNE
,	Fw	,
Redouble	Vvc	REDOUBLER
de	S	DE
Roxane	Nc	Roxane
et	Cc	ET
la	Da	LE
l'	Da	LE
amour	Nc	AMOUR
et	Cc	ET
la	Da	LE
haine	Nc	HAINE
,	Fw	,
Et	Vvc	Et
la	Da	LE
force	Nc	FORCE|FORCÉ
à	S	À
la	Da	LE
main	Nc	MAIN
,	Fw	,
pour	S	POUR
me	Pp	JE
tirer	Vvn	TIRER
des	Dn	UN
fers	Nc	FER|FERS
,	Fw	,
Veut	Vvc	VOULOIR
contre	S	CONTRE
Perdiccas	Vvc	Perdiccas
armer	Vvn	ARMER
tout	Di	TOUT
l'	Da	LE
Univers	Nc	UNIVERS
.	Fs	.
Je	Pp	JE
tremble	Vvc	TREMBLER
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
expose	Vvc	EXPOSER
une	Pi	UN
si	Rg	SI
chère	Ag	CHER
tête	Nc	TÊTE
À	Nc	À
cent	Nc	CENT
périls	Nc	PÉRIL
affreux	Ag	AFFREUX
où	Pr	OÙ
sa	Ds	SON
valeur	Nc	VALEUR
s'	Pp	SE
apprête	Vvc	APPRÊTER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
pour	S	POUR
me	Pp	JE
venger	Vvn	VENGER
,	Fw	,
ou	Cc	OU
pour	S	POUR
me	Pp	JE
conquérir	Vvn	CONQUÉRIR
;	Fw	;
Ce	Vvc	Ce
héros	Nc	HÉROS
ne	Rp	NE
se	Pp	IL
mette	Vvc	METTRE
en	S	EN
danger	Nc	DANGER
de	S	DE
périr	Vvn	PÉRIR
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
Cassander	Vvc	Cassander
vient	Vvc	VENIR
à	S	À
nous	Pp	NOUS
.	Fs	.
Ah	I	AH
!	Fs	!
Cléone	Vvc	Cléone
,	Fw	,
Que	Vvc	Que
veut-il	Vvn	veut-il
?	Fs	?
Je	Pp	JE
le	Pp	IL
vois	Vvc	ALLER|VOIR
,	Fw	,
mon	Ds	MON
abord	Nc	ABORD
vous	Pp	VOUS
étonne	Vvc	ÉTONNER
,	Fw	,
Mais	Vvc	Mais
je	Pp	JE
viens	Vvc	VENIR
vous	Pp	VOUS
apprendre	Vvn	APPRENDRE
un	Dn	UN
projet	Nc	PROJET
important	Ag	IMPORTANT
.	Fs	.
Quoi	Pt	QUE|QUOI
donc	Rg	DONC
?	Fs	?
Léonatus	Nc	Léonatus
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
vous	Pp	VOUS
attend	Vvc	ATTENDRE
,	Fw	,
Un	Vvc	Un
semblable	Ag	SEMBLABLE
intérêt	Nc	INTÉRÊT
nous	Pp	NOUS
unit	Vvc	UNIR
l'	Da	LE
un	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
Il	Vvc	Il
m'	Pp	JE
a	Vuc	AVOIR
dit	Ge	DIRE
son	Ds	SON
secret	Nc	SECRET
,	Fw	,
et	Cc	ET
je	Pp	JE
connais	Vvc	CONNAÎTRE
le	Da	LE
vôtre	As#Ps	VÔTRE
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
faut	Vvc	FAILLIR|FALLOIR
aujourd'hui	Rg	AUJOURD'HUI
rendre	Vvn	RENDRE
la	Da	LE
liberté	Nc	LIBERTÉ
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
faire	Vvn	FAIRE
savoir	Vvn	SAVOIR
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
concerté	Ge	CONCERTER
.	Fs	.
Avec	S	AVEC
Léonatus	Nc	Léonatus
qu'	Pr	QUE
allez	Vvc	ALLER
-vous	Nc	-vous
entreprendre	Vvn	ENTREPRENDRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
?	Fs	?
Dans	S	DANS
Babylone	Nc	Babylone
il	Pp	IL
doit	Vvc	DEVOIR
bientôt	Rg	BIENTÔT
se	Pp	IL
rendre	Vvn	RENDRE
,	Fw	,
J'	Vvc	J'
appuierai	Vvc	APPUYER
ses	Ds	SON
desseins	Nc	DESSEIN
,	Fw	,
et	Cc	ET
malgré	S	MALGRÉ
Perdiccas	Nc	Perdiccas
Dont	Vvc	Dont
j'	Pp	JE
ai	Vuc	AVOIR
depuis	S	DEPUIS
longtemps	Rg	LONGTEMPS
gagné	Ge	GAGNER
tous	Di	TOUT
les	Da	LE
Soldats	Nc	SOLDAT
,	Fw	,
Qui	Vvc	Qui
suivant	Ga	SUIVRE
autrefois	Rg	AUTREFOIS
Antipater	Vvn	Antipater
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Tous	Nc	TOUX
dévoués	Ge	DÉVOUER
à	S	À
moi	Pp	JE
,	Fw	,
m'	Pp	JE
ont	Vuc	AVOIR
promis	Ge	PROMETTRE
de	S	DE
tout	Pi	TOUT
faire	Vvn	FAIRE
.	Fs	.
Je	Pp	JE
ferai	Vvc	FAIRE|FERRER
relever	Vvn	RELEVER
la	Da	LE
Garde	Nc	GARDE
,	Fw	,
et	Cc	ET
dans	S	DANS
ce	Dd	CE
temps	Nc	TEMPS
Arbate	Nc	Arbate
qui	Pr	QUI
commande	Vvc	COMMANDER
à	S	À
tous	Di	TOUT
les	Da	LE
Habitants	Nc	HABITANT
,	Fw	,
Doit	Vvc	DEVOIR
à	S	À
Léonatus	Nc	Léonatus
faire	Vvn	FAIRE
ouvrir	Vvn	OUVRIR
une	Dn	UN
Porte	Nc	PORTE|PORTÉ
,	Fw	,
Vous	Vvc	Vous
conduire	Vvn	CONDUIRE
en	S	EN
secret	Nc	SECRET
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
servir	Vvn	SERVIR
d'	S	DE
Escorte	Nc	ESCORTE
;	Fw	;
Votre	Nc	Votre
Garde	Ag	Garde
est	Vuc	ÊTRE
à	S	À
moi	Pp	JE
,	Fw	,
mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
amuser	Vvn	AMUSER
Roxane	Vvc	Roxane
et	Cc	ET
Perdiccas	Vvc	Perdiccas
,	Fw	,
et	Cc	ET
contre	S	CONTRE
eux	Pp	EUX
tout	Pi	TOUT
oser	Vvn	OSER
.	Fs	.
Pour	S	POUR
mieux	Rg	MIEUX
les	Da	LE
éblouir	Nc	ÉBLOUIR
,	Fw	,
je	Pp	JE
connais	Vvc	CONNAÎTRE
l'	Da	LE
art	Nc	ART
de	S	DE
feindre	Vvn	FEINDRE
,	Fw	,
Je	Vvc	Je
les	Pp	ILS
flatte	Vvc	FLATTER
tous	Di	TOUT
deux	Nc	DEUX
,	Fw	,
et	Cc	ET
je	Pp	JE
sais	Vvc	SAVOIR
me	Pp	JE
contraindre	Vvn	CONTRAINDRE
,	Fw	,
Mais	Vvc	Mais
ils	Pp	ILS
pourront	Vvc	POUVOIR
connaître	Vvn	CONNAÎTRE
avant	S	AVANT
la	Da	LE
fin	Nc	FIN
du	S+Da	DE+LE
jour	Nc	JOUR
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
que	Cs	QUE
je	Pp	JE
sers	Vvc	SERVIR
ma	Ds	MON
haine	Nc	HAINE
et	Cc	ET
votre	Ds	VOTRE
amour	Nc	AMOUR
.	Fs	.
Ne	Rp	NE
vous	Pp	VOUS
étonnez	Vvc	ÉTONNER
pas	Rg	PAS
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
de	S	DE
ma	Ds	MON
surprise	Nc	SURPRISE
,	Fw	,
Cassander	Vvc	Cassander
est	Vuc	ÊTRE
l'	Da	LE
auteur	Nc	AUTEUR
d'	S	DE
une	Dn	UN
telle	Ag	TEL
entreprise	Nc	ENTREPRISE
,	Fw	,
Un	Vvc	Un
amant	Nc	AMANT
de	S	DE
Roxane	Nc	Roxane
!	Fs	!
Un	Dn	UN
amant	Nc	AMANT
outragé	Ge	OUTRAGER
,	Fw	,
Oui	Vvc	Oui
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
un	Dn	UN
amant	Nc	AMANT
qui	Pr	QUI
veut	Vvc	VOULOIR
être	Vun	ÊTRE
vengé	Ge	VENGER
;	Fw	;
Ses	Vvc	Ses
mépris	Nc	MÉPRIS
(	Fw	(
devant	S	DEVANT
vous	Pp	VOUS
j'	Pp	JE
avouerai	Vvc	AVOUER
ma	Ds	MON
faiblesse	Nc	FAIBLESSE
)	Fw	)
Loin	Nc	Loin
d'	S	DE
éteindre	Vvn	ÉTEINDRE
mes	Ds	MON
feux	Nc	FEU|FEUX
,	Fw	,
augmentent	Vvc	AUGMENTER
ma	Ds	MON
tendresse	Nc	TENDRESSE
;	Fw	;
J'	Vvc	J'
en	Pp	EN
soupire	Vvc	SOUPIRER
de	S	DE
rage	Nc	RAGE
,	Fw	,
et	Cc	ET
vois	Vvc	ALLER|VOIR
Léonatus	Nc	Léonatus
Me	Vvc	Me
dérober	Vvn	DÉROBER
un	Dn	UN
coeur	Nc	CUR
l'	Da	LE
objet	Nc	OBJET
de	S	DE
ses	Ds	SON
refus	Nc	REFUS
,	Fw	,
Et	Vvc	Et
nous	Pp	NOUS
n'	Rp	NE
ignorons	Vvc	IGNORER
pas	Rg	PAS
qu'	Cs	QUE
en	S	EN
ce	Dd	CE
désordre	Nc	DÉSORDRE
extrême	Ag	EXTRÊME
Il	Vvc	Il
vous	Pp	VOUS
aime	Vvc	AIMER
,	Fw	,
il	Pp	IL
la	Pp	IL
hait	Vvc	HAÏR
,	Fw	,
elle	Pp	IL
me	Pp	JE
hait	Vvc	HAÏR
,	Fw	,
je	Pp	JE
l'	Pp	IL
aime	Vvc	AIMER
;	Fw	;
Ainsi	Vvc	Ainsi
pour	S	POUR
me	Pp	JE
venger	Vvn	VENGER
et	Cc	ET
pour	S	POUR
mieux	Rg	MIEUX
l'	Pp	IL
obtenir	Vvn	OBTENIR
,	Fw	,
Avec	Vvc	Avec
Léonatus	Nc	Léonatus
je	Pp	JE
saurai	Vvc	SAURER|SAVOIR
vous	Pp	VOUS
unir	Vvn	UNIR
