Arrêtons	Vvc	Arrêtons
mis	Ge	METTRE
même	Rg	MÊME
à	S	À
ce	Dd	CE
prix	Nc	PRIX
mon	Ds	MON
amitié	Nc	AMITIÉ
secrète	Ag	SECRET
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
voulu	Ge	VOULOIR
que	Cs	QUE
des	Dn	UN
coeurs	Nc	CUR
vous	Pp	VOUS
fussiez	Vuc	ÊTRE
l'	Da	LE
interprète	Nc	INTERPRÈTE
,	Fw	,
Qu'	Vvc	Qu'
au	S+Da	À+LE
travers	Nc	TRAVERS
des	S+Da	DE+LE|DE+LES
flatteurs	Nc	FLATTEUR
votre	Ds	VOTRE
sincérité	Nc	SINCÉRITÉ
Fît	Vvc	Fît
toujours	Rg	TOUJOURS
jusqu'	S	JUSQUE
à	S	À
moi	Pp	JE
passer	Vvn	PASSER
la	Da	LE
vérité	Nc	VÉRITÉ
.	Fs	.
Parlez	Vvc	PARLER
donc	Rg	DONC
.	Fs	.
Que	Pt	QUE
faut-il	Vvc	faut-il
que	Cs	QUE
Bérénice	Nc	Bérénice
espère	Vvc	ESPÉRER
?	Fs	?
Rome	Vvc	Rome
lui	Pp	IL
sera-t-elle	Vvc	sera-t-elle
indulgente	Ag	INDULGENT
,	Fw	,
ou	Cc	OU
sévère	Ag	SÉVÈRE
?	Fs	?
Dois	Vvc	DEVOIR
-je	Vvc	-je
croire	Vvn	CROIRE
qu'	Rg	QUE
assise	Ge	ASSEOIR
au	S+Da	À+LE
trône	Nc	TRÔNE
des	S+Da	DE+LE|DE+LES
Césars	Nc	Césars
Une	Vvc	Une
si	Rg	SI
belle	Ag	BEAU
reine	Nc	REINE|ROI
offensât	Vvc	OFFENSER
ses	Ds	SON
regards	Nc	REGARD
?	Fs	?
N'	Rp	NE
en	Pp	EN
doutez	Vvc	DOUTER
point	Rg	POINT
,	Fw	,
Seigneur	Nc	SEIGNEUR
.	Fs	.
Soit	Vuc	ÊTRE
raison	Nc	RAISON
,	Fw	,
soit	Vuc	ÊTRE
caprice	Nc	CAPRICE
,	Fw	,
Rome	Vvc	Rome
ne	Rp	NE
l'	Pp	IL
attend	Vvc	ATTENDRE
point	Rg	POINT
pour	S	POUR
son	Ds	SON
impératrice	Nc	EMPEREUR
.	Fs	.
On	Pp	ON
sait	Vvc	SAVOIR
qu'	Cs	QUE
elle	Pp	IL
est	Vuc	ÊTRE
charmante	Ag	CHARMANT
.	Fs	.
Et	Cc	ET
de	S	DE
si	Rg	SI
belles	Ag	BEAU
mains	Nc	MAIN
Semblent	Vvc	SEMBLER
vous	Pp	VOUS
demander	Vvn	DEMANDER
l'	Da	LE
empire	Nc	EMPIRE
des	S+Da	DE+LE|DE+LES
humains	Nc	HUMAINS
.	Fs	.
Elle	Pp	IL
a	Vuc	AVOIR
même	Ag	MÊME
,	Fw	,
dit	Vvc	DIRE
-on	Nc	-on
,	Fw	,
le	Da	LE
coeur	Nc	CUR
d'	S	DE
une	Dn	UN
Romaine	Nc	ROMAIN|ROMAINE
.	Fs	.
Elle	Pp	IL
a	Vuc	AVOIR
mille	Nc	MILLE
vertus	Nc	VERTU
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
elle	Pp	IL
est	Vuc	ÊTRE
reine	Nc	REINE|ROI
.	Fs	.
Rome	Vvc	Rome
,	Fw	,
par	S	PAR
une	Dn	UN
loi	Nc	LOI
,	Fw	,
qui	Pr	QUI
ne	Rp	NE
se	Pp	IL
peut	Vvc	POUVOIR
changer	Vvn	CHANGER
,	Fw	,
N'	Vvc	N'
admet	Vvc	ADMETTRE
avec	S	AVEC
son	Ds	SON
sang	Nc	SANG
aucun	Di	AUCUN
sang	Nc	SANG
étranger	Ag	ÉTRANGER
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
reconnaît	Vvc	RECONNAÎTRE
point	Rg	POINT
les	Da	LE
fruits	Nc	FRUIT
illégitimes	Ag	ILLÉGITIME
,	Fw	,
Qui	Vvc	Qui
naissent	Vvc	NAÎTRE
d'	S	DE
un	Dn	UN
hymen	Nc	HYMEN
contraire	Ag	CONTRAIRE
à	S	À
ses	Ds	SON
maximes	Nc	MAXIME
.	Fs	.
D'ailleurs	Nc	D'ailleurs
,	Fw	,
vous	Pp	VOUS
le	Pp	IL
savez	Vvc	SAVOIR
,	Fw	,
en	S	EN
bannissant	Ga	BANNIR
ses	Ds	SON
rois	Nc	ROI
,	Fw	,
Rome	Vvc	Rome
à	S	À
ce	Dd	CE
nom	Nc	NOM
si	Rg	SI
noble	Ag	NOBLE
,	Fw	,
et	Cc	ET
si	Rg	SI
saint	Ag	SAINT
autrefois	Rg	AUTREFOIS
,	Fw	,
Attacha	Vvc	ATTACHER
pour	S	POUR
jamais	Rg	JAMAIS
une	Dn	UN
haine	Nc	HAINE
puissante	Ag	PUISSANT
;	Fw	;
Et	Vvc	Et
quoique	Cs	QUOIQUE
à	S	À
ses	Ds	SON
Césars	Nc	Césars
fidèle	Ag	FIDÈLE
,	Fw	,
obéissante	Ga	OBÉIR
,	Fw	,
Cette	Vvc	Cette
haine	Nc	HAINE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
reste	Nc	RESTE
de	S	DE
sa	Ds	SON
fierté	Nc	FIERTÉ
,	Fw	,
Survit	Vvc	SURVIVRE
dans	S	DANS
tous	Di	TOUT
les	Da	LE
coeurs	Nc	CUR
après	S	APRÈS
la	Da	LE
liberté	Nc	LIBERTÉ
.	Fs	.
Jules	Nc	JULES
,	Fw	,
qui	Pr	QUI
le	Da	LE
premier	Nc	PREMIER
la	Pp	IL
soumit	Vvc	SOUMETTRE
à	S	À
ses	Ds	SON
armes	Nc	ARME|ARMÉ
,	Fw	,
Qui	Vvc	Qui
fit	Vvc	FAIRE
taire	Vvn	TAIRE
les	Da	LE
lois	Nc	LOI
dans	S	DANS
le	Da	LE
bruit	Nc	BRUIT
des	S+Da	DE+LE|DE+LES
alarmes	Nc	ALARME
,	Fw	,
Brûla	Vvc	Brûla
pour	S	POUR
Cléopâtre	Nc	Cléopâtre
,	Fw	,
et	Cc	ET
sans	S	SANS
se	Pp	IL
déclarer	Vvn	DÉCLARER
,	Fw	,
Seule	Vvc	Seule
dans	S	DANS
l'	Pp	IL
Orient	Vvc	Orient
la	Pp	IL
laissa	Vvc	LAISSER
soupirer	Vvn	SOUPIRER
.	Fs	.
Antoine	Nc	Antoine
qui	Pr	QUI
l'	Pp	IL
aima	Vvc	AIMER
jusqu'	S	JUSQUE
à	S	À
l'	Da	LE
idolâtrie	Nc	IDOLÂTRIE
,	Fw	,
Oublia	Vvc	OUBLIER
dans	S	DANS
son	Ds	SON
sein	Nc	SEIN
sa	Ds	SON
gloire	Nc	GLOIRE
et	Cc	ET
sa	Ds	SON
patrie	Nc	PATRIE
,	Fw	,
Sans	Vvc	Sans
oser	Vvn	OSER
toutefois	Rg	TOUTEFOIS
se	Pp	IL
nommer	Vvn	NOMMER
son	Ds	SON
époux	Nc	ÉPOUX
.	Fs	.
Rome	Vvc	Rome
l'	Pp	IL
alla	Vvc	ALLER
chercher	Vvn	CHERCHER
jusques	Nc	jusques
à	S	À
ses	Ds	SON
genoux	Nc	GENOU
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
désarma	Vvc	DÉSARMER
point	Rg	POINT
sa	Ds	SON
fureur	Nc	FUREUR
vengeresse	Nc	VENGEUR
,	Fw	,
Qu'	Vvc	Qu'
elle	Pp	IL
n'	Rp	NE
eût	Vuc	AVOIR
accablé	Ge	ACCABLER
l'	Da	LE
amant	Nc	AMANT
et	Cc	ET
la	Da	LE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
.	Fs	.
Depuis	S	DEPUIS
ce	Dd	CE
temps	Nc	TEMPS
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
Caligula	Vvc	Caligula
,	Fw	,
Néron	Nc	Néron
,	Fw	,
Monstres	Vvc	MONTRER
,	Fw	,
dont	Pr	DONT
à	S	À
regret	Nc	REGRET
je	Pp	JE
cite	Vvc	CITER
ici	Rg	ICI
le	Da	LE
nom	Nc	NOM
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
ne	Rp	NE
conservant	Ga	CONSERVER
que	Cs	QUE
la	Da	LE
figure	Nc	FIGURE|FIGURÉ
d'	S	DE
homme	Nc	HOMME
,	Fw	,
Foulèrent	Vvc	Foulèrent
à	S	À
leurs	Ds	LEUR
pieds	Nc	PIED
toutes	Di	TOUT
les	Da	LE
lois	Nc	LOI
de	S	DE
Rome	Nc	Rome
,	Fw	,
Ont	Vvc	Ont
craint	Vvc	CRAINDRE
cette	Dd	CE
loi	Nc	LOI
seule	Ag	SEUL
,	Fw	,
et	Cc	ET
n'	Rp	NE
ont	Vuc	AVOIR
point	Rg	POINT
à	S	À
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
Allumé	Vvc	Allumé
le	Da	LE
flambeau	Nc	FLAMBEAU
d'	S	DE
un	Dn	UN
hymen	Nc	HYMEN
odieux	Ag	ODIEUX
.	Fs	.
Vous	Pp	VOUS
m'	Pp	JE
avez	Vuc	AVOIR
commandé	Ge	COMMANDER
surtout	Rg	SURTOUT
d'	S	DE
être	Vun	ÊTRE
sincère	Ag	SINCÈRE
.	Fs	.
De	S	DE
l'	Da	LE
affranchi	Nc	AFFRANCHI
Pallas	Vvc	Pallas
nous	Pp	NOUS
avons	Vuc	AVOIR
vu	Ge	VOIR
le	Da	LE
frère	Nc	FRÈRE
,	Fw	,
Des	Vvc	Des
fers	Nc	FER|FERS
de	S	DE
Claudius	Nc	Claudius
Félix	Nc	Félix
encor	Nc	encor
flétri	Ge	FLÉTRIR
,	Fw	,
De	Vvc	De
deux	Nc	DEUX
reines	Nc	REINE|ROI
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
devenir	Vvn	DEVENIR
le	Da	LE
mari	Nc	MARI
;	Fw	;
Et	Vvc	Et
s'	Cs	SI
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
jusqu'	S	JUSQUE
au	S+Da	À+LE
bout	Nc	BOUT
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
obéisse	Vvc	OBÉIR
,	Fw	,
Ces	Vvc	Ces
deux	Nc	DEUX
reines	Nc	REINE|ROI
étaient	Vuc	ÊTRE
du	Dp	DU
sang	Nc	SANG
de	S	DE
Bérénice	Nc	Bérénice
.	Fs	.
Et	Cc	ET
vous	Pp	VOUS
croiriez	Vvc	CROIRE
pouvoir	Vvn	POUVOIR
,	Fw	,
sans	S	SANS
blesser	Vvn	BLESSER
nos	Ds	NOTRE
regards	Nc	REGARD
,	Fw	,
Faire	Vvc	Faire
entrer	Vvn	ENTRER
une	Dn	UN
reine	Nc	REINE|ROI
au	S+Da	À+LE
lit	Nc	LIT
de	S	DE
nos	Ds	NOTRE
Césars	Nc	Césars
,	Fw	,
Tandis	Vvc	Tandis
que	Cs	QUE
l'	Pp	IL
Orient	Vvc	Orient
dans	S	DANS
le	Da	LE
lit	Nc	LIT
de	S	DE
ses	Ds	SON
reines	Nc	REINE|ROI
Voit	Vvc	VOIR
passer	Vvn	PASSER
un	Dn	UN
esclave	Nc	ESCLAVE
au	S+Da	À+LE
sortir	Vvn	SORTIR
de	S	DE
nos	Ds	NOTRE
chaînes	Nc	CHAÎNE
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
ce	Pd	CE
que	Pr	QUE
les	Da	LE
Romains	Nc	ROMAIN
pensent	Vvc	PENSER
de	S	DE
votre	Ds	VOTRE
amour	Nc	AMOUR
.	Fs	.
Et	Cc	ET
je	Pp	JE
ne	Rp	NE
réponds	Vvc	RÉPONDRE
pas	Rg	PAS
avant	S	AVANT
la	Da	LE
fin	Nc	FIN
du	S+Da	DE+LE
jour	Nc	JOUR
Que	Vvc	Que
le	Da	LE
Sénat	Nc	Sénat
chargé	Ge	CHARGER
des	S+Da	DE+LE|DE+LES
voeux	Nc	VU
de	S	DE
tout	Di	TOUT
l'	Da	LE
empire	Nc	EMPIRE
,	Fw	,
Ne	Vvc	Ne
vous	Pp	VOUS
redise	Vvc	REDIRE
ici	Rg	ICI
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
viens	Vvc	VENIR
de	S	DE
dire	Vvn	DIRE
:	Fw	:
Et	Cc	ET
que	Pr	QUE
Rome	Vvc	Rome
avec	S	AVEC
lui	Pp	IL
tombant	Ga	TOMBER
à	S	À
vos	Ds	VOTRE
genoux	Nc	GENOU
,	Fw	,
Ne	Vvc	Ne
vous	Pp	VOUS
demande	Vvc	DEMANDER
un	Dn	UN
choix	Nc	CHOIX
digne	Ag	DIGNE
d'	S	DE
elle	Pp	IL
et	Cc	ET
de	S	DE
vous	Pp	VOUS
.	Fs	.
Vous	Pp	VOUS
pouvez	Vvc	POUVOIR
préparer	Vvn	PRÉPARER
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
votre	Ds	VOTRE
réponse	Nc	RÉPONSE
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
À	Vvc	À
quel	Dt	QUEL
amour	Nc	AMOUR
on	Pp	ON
veut	Vvc	VOULOIR
que	Cs	QUE
je	Pp	JE
renonce	Vvc	RENONCER
!	Fs	!
Cet	Dd	CE
amour	Nc	AMOUR
est	Vuc	ÊTRE
ardent	Ag	ARDENT
,	Fw	,
il	Pp	IL
le	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
confesser	Vvn	CONFESSER
.	Fs	.
Plus	Rg	PLUS
ardent	Ag	ARDENT
mille	Nc	MILLE
fois	Nc	FOI|FOIS
que	Pr	QUE
tu	Pp	TU
ne	Rp	NE
peux	Vvc	POUVOIR
penser	Vvn	PENSER
,	Fw	,
Paulin	Vvc	Paulin
.	Fs	.
Je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
fait	Ge	FAIRE
un	Dn	UN
plaisir	Nc	PLAISIR
nécessaire	Ag	NÉCESSAIRE
De	Vvc	De
la	Pp	IL
voir	Vvn	VOIR
chaque	Di	CHAQUE
jour	Nc	JOUR
,	Fw	,
de	S	DE
l'	Pp	IL
aimer	Vvn	AIMER
,	Fw	,
de	S	DE
lui	Pp	IL
plaire	Vvn	PLAIRE
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
plus	Rg	PLUS
.	Fs	.
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
rien	Pi	RIEN
de	S	DE
secret	Nc	SECRET
à	S	À
tes	Ds	TON
yeux	Nc	OEIL|YEUX
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
pour	S	POUR
elle	Pp	IL
cent	Nc	CENT
fois	Nc	FOI|FOIS
rendu	Ge	RENDRE
grâces	Nc	GRÂCE
aux	S+Da	À+LES
dieux	Nc	DIEU|DIEUX
,	Fw	,
D'	Vvc	D'
avoir	Vun	AVOIR
choisi	Ge	CHOISIR
mon	Ds	MON
père	Nc	PÈRE
au	S+Da	À+LE
fond	Nc	FOND
de	S	DE
l'	Da	LE
Idumée	Nc	Idumée
,	Fw	,
D'	Vvc	D'
avoir	Vun	AVOIR
rangé	Ge	RANGER
sous	S	SOUS
lui	Pp	IL
l'	Pp	IL
Orient	Vvc	Orient
et	Cc	ET
l'	Da	LE
armée	Nc	ARMÉE
,	Fw	,
Et	Vvc	Et
soulevant	Ga	SOULEVER
encor	Nc	encor
le	Da	LE
reste	Nc	RESTE
des	S+Da	DE+LE|DE+LES
humains	Nc	HUMAINS
,	Fw	,
Remis	Vvc	REMETTRE
Rome	Nc	Rome
sanglante	Ga	SANGLER
en	S	EN
ses	Ds	SON
paisibles	Ag	PAISIBLE
mains	Nc	MAIN
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
même	Rg	MÊME
souhaité	Ge	SOUHAITER
la	Da	LE
place	Nc	PLACE|PLACÉ
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Moi	Vvc	Moi
,	Fw	,
Paulin	Vvc	Paulin
,	Fw	,
qui	Pr	QUI
cent	Nc	CENT
fois	Nc	FOI|FOIS
,	Fw	,
si	Cs	SI
le	Da	LE
sort	Nc	SORT
moins	Rg	MOINS
sévère	Ag	SÉVÈRE
Eût	Vvc	Eût
voulu	Ge	VOULOIR
de	S	DE
sa	Ds	SON
vie	Nc	VIE
étendre	Vvn	ÉTENDRE
les	Da	LE
liens	Nc	LIEN
,	Fw	,
Aurais	Vvc	Aurais
donné	Ge	DONNER
mes	Ds	MON
jours	Nc	JOUR|JOURS
pour	S	POUR
prolonger	Vvn	PROLONGER
les	Da	LE
siens	Ps	SIEN
.	Fs	.
Tout	Di	TOUT
cela	Pd	CELA
(	Fw	(
qu'	Cs	QUE
un	Dn	UN
amant	Nc	AMANT
sait	Vvc	SAVOIR
mal	Rg	MAL
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
désire	Vvc	DÉSIRER
!	Fs	!
)	Fw	)
Dans	Vvc	Dans
l'	Da	LE
espoir	Nc	ESPOIR
d'	S	DE
élever	Vvn	ÉLEVER
Bérénice	Nc	Bérénice
à	S	À
l'	Da	LE
empire	Nc	EMPIRE
,	Fw	,
De	Vvc	De
reconnaître	Vvn	RECONNAÎTRE
un	Dn	UN
jour	Nc	JOUR
son	Ds	SON
amour	Nc	AMOUR
et	Cc	ET
sa	Ds	SON
foi	Nc	FOI
,	Fw	,
Et	Vvc	Et
de	S	DE
voir	Vvn	VOIR
à	S	À
ses	Ds	SON
pieds	Nc	PIED
tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
avec	S	AVEC
moi	Pp	JE
.	Fs	.
Malgré	Vvc	Malgré
tout	Di	TOUT
mon	Ds	MON
amour	Nc	AMOUR
Paulin	Vvc	Paulin
,	Fw	,
et	Cc	ET
tous	Di	TOUT
ses	Ds	SON
charmes	Nc	CHARME
,	Fw	,
Après	Vvc	Après
mille	Nc	MILLE
serments	Nc	SERMENT
appuyés	Ge	APPUYER
de	S	DE
mes	Ds	MON
larmes	Nc	LARME
,	Fw	,
Maintenant	Ga	MAINTENIR
que	Cs	QUE
je	Pp	JE
puis	Vvc	POUVOIR
couronner	Vvn	COURONNER
tant	Rg	TANT
d'	S	DE
attraits	Nc	ATTRAIT
,	Fw	,
Maintenant	Ga	MAINTENIR
que	Cs	QUE
je	Pp	JE
l'	Pp	IL
aime	Vvc	AIMER
encor	Nc	encor
plus	Rg	PLUS
que	Cs	QUE
jamais	Rg	JAMAIS
,	Fw	,
Lorsqu'	Vvc	Lorsqu'
un	Dn	UN
heureux	Ag	HEUREUX
hymen	Nc	HYMEN
joignant	Ga	JOINDRE
nos	Ds	NOTRE
destinées	Nc	DESTINÉE
Peut	Vvc	POUVOIR
payer	Vvn	PAYER
en	S	EN
un	Dn	UN
jour	Nc	JOUR
les	Da	LE
voeux	Nc	VU
de	S	DE
cinq	Nc	CINQ
années	Nc	ANNÉE
;	Fw	;
Je	Vvc	Je
vais	Vvc	ALLER
,	Fw	,
Paulin	Vvc	Paulin
...	Fs	...
Ô	Nc	Ô
ciel	Nc	CIEL
?	Fs	?
puis	Vvc	POUVOIR
-je	Vvc	-je
le	Pp	IL
déclarer	Vvn	DÉCLARER
?	Fs	?
Quoi	Pt	QUE|QUOI
,	Fw	,
Seigneur	Nc	SEIGNEUR
?	Fs	?
Pour	S	POUR
jamais	Rg	JAMAIS
je	Pp	JE
vais	Vvc	ALLER
m'	Pp	JE
en	S	EN
séparer	Vvn	SÉPARER
.	Fs	.
Mon	Ds	MON
coeur	Nc	CUR
en	S	EN
ce	Dd	CE
moment	Nc	MOMENT
ne	Rp	NE
vient	Vvc	VENIR
pas	Rg	PAS
de	S	DE
se	Pp	IL
rendre	Vvn	RENDRE
,	Fw	,
Si	Vvc	Si
je	Pp	JE
t'	Pp	TU
ai	Vuc	AVOIR
fait	Ge	FAIRE
parler	Vvn	PARLER
,	Fw	,
si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
voulu	Ge	VOULOIR
t'	Pp	TU
entendre	Vvn	ENTENDRE
,	Fw	,
Je	Vvc	Je
voulais	Vvc	VOULOIR
que	Cs	QUE
ton	Ds	TON
zèle	Nc	ZÈLE
achevât	Vvc	ACHEVER
en	S	EN
secret	Nc	SECRET
De	Vvc	De
confondre	Vvn	CONFONDRE
un	Dn	UN
amour	Nc	AMOUR
qui	Pr	QUI
se	Pp	IL
tait	Vvc	TAIRE
à	S	À
regret	Nc	REGRET
.	Fs	.
Bérénice	Nc	Bérénice
a	Vuc	AVOIR
longtemps	Rg	LONGTEMPS
balancé	Ge	BALANCER
la	Da	LE
victoire	Nc	VICTOIRE
.	Fs	.
Et	Cc	ET
si	Cs	SI
je	Pp	JE
penche	Vvc	PENCHER
enfin	Rg	ENFIN
du	S+Da	DE+LE
côté	Nc	CÔTÉ
de	S	DE
ma	Ds	MON
gloire	Nc	GLOIRE
,	Fw	,
Crois	Vvc	CROIRE|CROÎTRE
qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
en	Pp	EN
a	Vuc	AVOIR
coûté	Ge	COÛTER
,	Fw	,
pour	S	POUR
vaincre	Vvn	VAINCRE
tant	Rg	TANT
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
Des	Vvc	Des
combats	Nc	COMBAT
dont	Pr	DONT
mon	Ds	MON
coeur	Nc	CUR
saignera	Vvc	SAIGNER
plus	Rg	PLUS
d'	S	DE
un	Dn	UN
jour	Nc	JOUR
.	Fs	.
J'	Pp	JE
aimais	Vvc	AIMER
,	Fw	,
je	Pp	JE
soupirais	Vvc	SOUPIRER
dans	S	DANS
une	Dn	UN
paix	Nc	PAIX
profonde	Ag	PROFOND
,	Fw	,
Un	Vvc	Un
autre	Pi	AUTRE
était	Vuc	ÊTRE
chargé	Ge	CHARGER
de	S	DE
l'	Da	LE
empire	Nc	EMPIRE
du	S+Da	DE+LE
monde	Nc	MONDE
;	Fw	;
Maître	Nc	Maître
de	S	DE
mon	Ds	MON
destin	Nc	DESTIN
,	Fw	,
libre	Ag	LIBRE
dans	S	DANS
mes	Ds	MON
soupirs	Nc	SOUPIR
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
rendais	Vvc	RENDRE
qu'	Rg	QUE
à	S	À
moi	Pp	JE
compte	Vvc	COMPTER
de	S	DE
mes	Ds	MON
désirs	Nc	DÉSIR
.	Fs	.
Mais	Cc	MAIS
à	S	À
peine	Nc	PEINE
le	Da	LE
ciel	Nc	CIEL
eut	Vuc	AVOIR
rappelé	Ge	RAPPELER
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Dès	Vvc	Dès
que	Cs	QUE
ma	Ds	MON
triste	Ag	TRISTE
main	Nc	MAIN
eut	Vuc	AVOIR
fermé	Ge	FERMER
sa	Ds	SON
paupière	Nc	PAUPIÈRE
,	Fw	,
De	Vvc	De
mon	Ds	MON
aimable	Ag	AIMABLE
erreur	Nc	ERREUR
je	Pp	JE
fus	Vuc	ÊTRE
désabusé	Ge	DÉSABUSER
,	Fw	,
Je	Vvc	Je
sentis	Ge	SENTIR
le	Da	LE
fardeau	Nc	FARDEAU
qui	Pr	QUI
m'	Pp	JE
était	Vuc	ÊTRE
imposé	Ge	IMPOSER
.	Fs	.
Je	Pp	JE
connus	Vvc	CONNAÎTRE
que	Rg	QUE
bientôt	Rg	BIENTÔT
loin	Rg	LOIN
d'	S	DE
être	Vun	ÊTRE
à	S	À
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
Il	Vvc	Il
fallait	Vvc	FALLOIR
,	Fw	,
cher	Ag	CHER
Paulin	Vvc	Paulin
,	Fw	,
renoncer	Vvn	RENONCER
à	S	À
moi-même	Pp	LUI-MÊME
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
le	Da	LE
choix	Nc	CHOIX
des	S+Da	DE+LE|DE+LES
dieux	Nc	DIEU|DIEUX
,	Fw	,
contraire	Nc	CONTRAIRE
à	S	À
mes	Ds	MON
amours	Nc	AMOUR
,	Fw	,
Livrait	Vvc	LIVRER
à	S	À
l'	Da	LE
univers	Nc	UNIVERS
le	Da	LE
reste	Nc	RESTE
de	S	DE
mes	Ds	MON
jours	Nc	JOUR|JOURS
.	Fs	.
Rome	Vvc	Rome
observe	Vvc	OBSERVER
aujourd'hui	Rg	AUJOURD'HUI
ma	Ds	MON
conduite	Nc	CONDUITE
nouvelle	Ag	NOUVEAU
.	Fs	.
Quelle	Dt	QUEL
honte	Nc	HONTE
pour	S	POUR
moi	Pp	JE
?	Fs	?
Quel	Dt	QUEL
présage	Nc	PRÉSAGE
pour	S	POUR
elle	Pp	IL
,	Fw	,
Si	Vvc	Si
dès	S	DÈS
le	Da	LE
premier	Nc	PREMIER
pas	Rg	PAS
renversant	Ga	RENVERSER
tous	Di	TOUT
ses	Ds	SON
droits	Nc	DROIT|DROITS
,	Fw	,
Je	Vvc	Je
fondais	Vvc	FONDER|FONDRE
mon	Ds	MON
bonheur	Nc	BONHEUR
sur	S	SUR
le	Da	LE
débris	Nc	DÉBRIS
des	S+Da	DE+LE|DE+LES
lois	Nc	LOI
?	Fs	?
Résolu	Vvc	Résolu
d'	S	DE
accomplir	Vvn	ACCOMPLIR
ce	Dd	CE
cruel	Ag	CRUEL
sacrifice	Nc	SACRIFICE
,	Fw	,
J'	Vvc	J'
y	Pp	Y
voulus	Vvc	VOULOIR
préparer	Vvn	PRÉPARER
la	Da	LE
triste	Ag	TRISTE
Bérénice	Nc	Bérénice
.	Fs	.
Mais	Cc	MAIS
par	S	PAR
où	Pr	OÙ
commencer	Vvn	COMMENCER
?	Fs	?
Vingt	Nc	VINGT
fois	Nc	FOI|FOIS
depuis	S	DEPUIS
huit	Nc	HUIT
jours	Nc	JOUR|JOURS
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
voulu	Ge	VOULOIR
devant	S	DEVANT
elle	Pp	IL
en	S	EN
ouvrir	Vvn	OUVRIR
le	Da	LE
discours	Nc	DISCOURS
,	Fw	,
Et	Vvc	Et
dès	S	DÈS
le	Da	LE
premier	Ag	PREMIER
mot	Nc	MOT
ma	Ds	MON
langue	Nc	LANGUE
embarrassée	Ge	EMBARRASSER
Dans	Vvc	Dans
ma	Ds	MON
bouche	Nc	BOUCHE
vingt	Nc	VINGT
fois	Nc	FOI|FOIS
a	Vuc	AVOIR
demeuré	Ge	DEMEURER
glacée	Ge	GLACER
.	Fs	.
J'	Pp	JE
espérais	Vvc	ESPÉRER
que	Cs	QUE
du	S+Da	DE+LE
moins	Nc	MOINS
mon	Ds	MON
trouble	Nc	TROUBLE
et	Cc	ET
ma	Ds	MON
douleur	Nc	DOULEUR
Lui	Nc	Lui
ferait	Vvc	FAIRE|FERRER
pressentir	Vvn	PRESSENTIR
notre	Ds	NOTRE
commun	Ag	COMMUN
malheur	Nc	MALHEUR
.	Fs	.
Mais	Cc	MAIS
sans	S	SANS
me	Pp	JE
soupçonner	Vvn	SOUPÇONNER
,	Fw	,
sensible	Ag	SENSIBLE
à	S	À
mes	Ds	MON
alarmes	Nc	ALARME
,	Fw	,
Elle	Vvc	Elle
m'	Pp	JE
offre	Vvc	OFFRIR
sa	Ds	SON
main	Nc	MAIN
pour	S	POUR
essuyer	Vvn	ESSUYER
mes	Ds	MON
larmes	Nc	LARME
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
prévoit	Vvc	PRÉVOIR
rien	Pi	RIEN
moins	Rg	MOINS
dans	S	DANS
cette	Dd	CE
obscurité	Nc	OBSCURITÉ
Que	Vvc	Que
la	Da	LE
fin	Nc	FIN
d'	S	DE
un	Dn	UN
amour	Nc	AMOUR
,	Fw	,
