Cesse	Vvc	CESSER
dont	Pr	DONT
votre	Ds	VOTRE
âme	Nc	ÂME
est	Vuc	ÊTRE
saisie	Ge	SAISIR
Croyez	Vvc	CROIRE
-vous	Nc	-vous
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
éclaire	Vvc	ÉCLAIRER
assez	Rg	ASSEZ
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
Pour	Ag	Pour
percer	Vvn	PERCER
les	Da	LE
replis	Nc	REPLI
d'	S	DE
un	Dn	UN
cour	Nc	COUR
ambitieux	Ag	AMBITIEUX
?	Fs	?
Vous	Pp	VOUS
savez	Vvc	SAVOIR
les	Da	LE
projets	Nc	PROJET
que	Cs	QUE
votre	Ds	VOTRE
amant	Nc	AMANT
médite	Vvc	MÉDITER
:	Fw	:
En	Pp	EN
pénétrez	Vvc	PÉNÉTRER
-vous	Nc	-vous
bien	Rg	BIEN
le	Da	LE
détail	Nc	DÉTAIL
et	Cc	ET
la	Da	LE
suite	Nc	SUITE
?	Fs	?
Un	Dn	UN
homme	Nc	HOMME
tel	Ag	TEL
que	Pr	QUE
lui	Pp	IL
doit-il	Nc	doit-il
à	S	À
découvert	Nc	DÉCOUVERT
Se	Vvc	Se
montrer	Vvn	MONTRER
sans	S	SANS
prudence	Nc	PRUDENCE
au	S+Da	À+LE
grand	Ag	GRAND
jour	Nc	JOUR
qui	Pr	QUI
le	Pp	IL
perd	Vvc	PERDRE
?	Fs	?
Peut-il	Vvc	Peut-il
porter	Vvn	PORTER
trop	Rg	TROP
loin	Rg	LOIN
l'	Da	LE
artifice	Nc	ARTIFICE
et	Cc	ET
la	Da	LE
feinte	Nc	FEINTE
?	Fs	?
Non	Rg	NON
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
son	Ds	SON
cour	Nc	COUR
ne	Rp	NE
soit	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
labyrinthe	Nc	LABYRINTHE
,	Fw	,
Que	Vvc	Que
l'	Da	LE
amour	Nc	AMOUR
même	Ag	MÊME
en	S	EN
vain	Ag	VAIN
y	Pp	Y
cherche	Vvc	CHERCHER
des	Dn	UN
secrets	Nc	SECRET
Que	Vvc	Que
pour	S	POUR
lui	Pp	IL
la	Da	LE
raison	Nc	RAISON
et	Cc	ET
l'	Da	LE
honneur	Nc	HONNEUR
n'	Rp	NE
ont	Vuc	AVOIR
point	Rg	POINT
faits	Ge	FAIRE
.	Fs	.
L'	Da	LE
usage	Nc	USAGE
qu'	Pr	QUE
aujourd'hui	Rg	AUJOURD'HUI
vous	Pp	VOUS
avez	Vuc	AVOIR
osé	Ge	OSER
faire	Vvn	FAIRE
Des	Nc	DÉ|DÉS
secrets	Ag	SECRET
dont	Pr	DONT
l'	Da	LE
amour	Nc	AMOUR
vous	Pp	VOUS
fit	Vvc	FAIRE
dépositaire	Nc	DÉPOSITAIRE
Ne	Vvc	Ne
vous	Pp	VOUS
prouve	Vvc	PROUVER
que	Rg	QUE
trop	Rg	TROP
,	Fw	,
malgré	S	MALGRÉ
votre	Ds	VOTRE
dépit	Nc	DÉPIT
,	Fw	,
Pour	Nc	POUR
peu	Rg	PEU
qu'	Cs	QUE
il	Pp	IL
ait	Vuc	AVOIR
parlé	Ge	PARLER
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
en	Pp	EN
a	Vuc	AVOIR
que	Rg	QUE
trop	Rg	TROP
dit	Ge	DIRE
.	Fs	.
L'	Da	LE
impétueux	Ag	IMPÉTUEUX
Caton	Nc	Caton
murmure	Vvc	MURMURER
,	Fw	,
tonne	Nc	TONNE
,	Fw	,
éclate	Vvc	ÉCLATER
,	Fw	,
Trouble	Vvc	TROUBLER
tout	Rg	TOUT
pour	S	POUR
servir	Vvn	SERVIR
un	Dn	UN
consul	Nc	CONSUL
qui	Pr	QUI
le	Pp	IL
flatte	Vvc	FLATTER
:	Fw	:
Devenu	Ge	DEVENIR
du	S+Da	DE+LE
sénat	Nc	SÉNAT
et	Cc	ET
l'	Da	LE
idole	Nc	IDOLE
et	Cc	ET
l'	Da	LE
espoir	Nc	ESPOIR
,	Fw	,
Cicéron	Nc	Cicéron
est	Vuc	ÊTRE
armé	Ge	ARMER
du	S+Da	DE+LE
souverain	Ag	SOUVERAIN
pouvoir	Nc	POUVOIR
:	Fw	:
Le	Da	LE
sénat	Nc	SÉNAT
,	Fw	,
qui	Pr	QUI
sur	S	SUR
lui	Pp	IL
redoute	Vvc	REDOUTER
une	Dn	UN
entreprise	Nc	ENTREPRISE
,	Fw	,
Pour	Nc	POUR
mettre	Vvn	METTRE
son	Ds	SON
héros	Nc	HÉROS
à	S	À
couvert	Ge	COUVRIR
de	S	DE
surprise	Nc	SURPRISE
,	Fw	,
De	Vvc	De
l'	Da	LE
ordre	Nc	ORDRE
équestre	Ag	ÉQUESTRE
entier	Ag	ENTIER
le	Pp	IL
fait	Vvc	FAIRE
accompagner	Vvn	ACCOMPAGNER
;	Fw	;
Puisqu'on	Nc	Puisqu'on
ne	Rp	NE
peut	Vvc	POUVOIR
le	Pp	IL
perdre	Vvn	PERDRE
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
donc	Rg	DONC
le	Da	LE
gagner	Vvn	GAGNER
:	Fw	:
Pour	S	POUR
le	Pp	IL
faire	Vvn	FAIRE
périr	Vvn	PÉRIR
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
la	Da	LE
force	Nc	FORCE|FORCÉ
ouverte	Ge	OUVRIR
;	Fw	;
Mais	Vvc	Mais
ce	Pd	CE
serait	Vuc	ÊTRE
sans	S	SANS
fruit	Nc	FRUIT
travailler	Vvn	TRAVAILLER
à	S	À
sa	Ds	SON
perte	Nc	PERTE
.	Fs	.
Un	Dn	UN
hymen	Nc	HYMEN
prétendu	Ge	PRÉTENDRE
peut	Vvc	POUVOIR
calmer	Vvn	CALMER
ses	Ds	SON
frayeurs	Nc	FRAYEUR
,	Fw	,
Et	Vvc	Et
cet	Dd	CE
hymen	Nc	HYMEN
devient	Vvc	DEVENIR|DÉVIER
l'	Da	LE
objet	Nc	OBJET
de	S	DE
vos	Ds	VOTRE
fureurs	Nc	FUREUR
!	Fs	!
Plus	Rg	PLUS
de	S	DE
raison	Nc	RAISON
alors	Rg	ALORS
;	Fw	;
et	Cc	ET
la	Da	LE
fière	Ag	FIER
Fulvie	Nc	Fulvie
Expose	Vvc	EXPOSER
un	Dn	UN
nom	Nc	NOM
célèbre	Ag	CÉLÈBRE
au	S+Da	À+LE
mépris	Nc	MÉPRIS
de	S	DE
Tullie	Nc	Tullie
,	Fw	,
Se	Vvc	Se
couvre	Vvc	COUVRIR
sans	S	SANS
rougir	Vvn	ROUGIR
d'	S	DE
un	Dn	UN
vil	Ag	VIL
déguisement	Nc	DÉGUISEMENT
!	Fs	!
Pourquoi	Rt	POURQUOI
ce	Dd	CE
déshonneur	Nc	DÉSHONNEUR
?	Fs	?
Pour	S	POUR
perdre	Vvn	PERDRE
son	Ds	SON
amant	Nc	AMANT
.	Fs	.
Ah	I	AH
,	Fw	,
Madame	Nc	MADAME
!	Fs	!
Ce	Dd	CE
cour	Nc	COUR
,	Fw	,
dont	Pr	DONT
j'	Pp	JE
ai	Vuc	AVOIR
plaint	Vvc	PLAINDRE
la	Da	LE
tendresse	Nc	TENDRESSE
,	Fw	,
De	Vvc	De
l'	Da	LE
habit	Nc	HABIT
qui	Pr	QUI
vous	Pp	VOUS
cache	Vvc	CACHER
a-t-il	V	AVOIR
pris	Ge	PRENDRE
la	Da	LE
bassesse	Nc	BASSESSE
?	Fs	?
Dans	S	DANS
quel	Dt	QUEL
sein	Nc	SEIN
déposer	Vvn	DÉPOSER
des	Dn	UN
secrets	Nc	SECRET
dangereux	Ag	DANGEREUX
,	Fw	,
Si	Vvc	Si
le	Da	LE
cour	Nc	COUR
d'	S	DE
une	Dn	UN
amante	Nc	AMANT
est	Vuc	ÊTRE
un	Dn	UN
écueil	Nc	ÉCUEIL
pour	S	POUR
eux	Pp	EUX
?	Fs	?
Vit	Vvc	VIVRE|VOIR
-on	Nc	-on
jamais	Rg	JAMAIS
l'	Da	LE
amour	Nc	AMOUR
dans	S	DANS
sa	Ds	SON
plus	Rg	PLUS
noire	Ag	NOIR
ivresse	Nc	IVRESSE
Emprunter	Nc	EMPRUNTER
du	S+Da	DE+LE
dépit	Nc	DÉPIT
une	Dn	UN
langue	Nc	LANGUE
traîtresse	Nc	TRAÎTRE
?	Fs	?
Qui	Pt	QUI
donc	Rg	DONC
ai	Vuc	AVOIR
-je	Ge	-je
trahi	Ge	TRAHIR
,	Fw	,
ministre	Nc	MINISTRE
ambitieux	Ag	AMBITIEUX
?	Fs	?
Et	Cc	ET
quelle	Dt	QUEL
foi	Nc	FOI
doit	Vvc	DEVOIR
-on	Nc	-on
à	S	À
des	Dn	UN
séditieux	Nc	SÉDITIEUX
?	Fs	?
La	Pp	IL
garder	Vvn	GARDER
aux	S+Da	À+LES
méchants	Nc	MÉCHANT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
partager	Vvn	PARTAGER
leurs	Ds	LEUR
crimes	Nc	CRIME
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
vois	Vvc	ALLER|VOIR
que	Cs	QUE
Probus	Nc	Probus
connaît	Vvc	CONNAÎTRE
peu	Rg	PEU
ces	Dd	CE
maximes	Nc	MAXIME
;	Fw	;
Et	Vvc	Et
je	Pp	JE
sais	Vvc	SAVOIR
,	Fw	,
quand	Cs	QUAND
la	Da	LE
haine	Nc	HAINE
enflamme	Vvc	ENFLAMMER
vos	Ds	VOTRE
pareils	Ag	PAREIL
,	Fw	,
Jusqu'	S	JUSQUE
où	Pr	OÙ
va	Vvc	ALLER
la	Da	LE
noirceur	Nc	NOIRCEUR
de	S	DE
leurs	Ds	LEUR
lâches	Ag	LÂCHE
conseils	Nc	CONSEIL
,	Fw	,
Surtout	Vvc	Surtout
dès	S	DÈS
qu'	Cs	QUE
il	Pp	IL
s'	Pp	SE
agit	Vvc	AGIR
de	S	DE
venger	Vvn	VENGER
leurs	Ds	LEUR
injures	Nc	INJURE
.	Fs	.
César	Nc	César
est	Vuc	ÊTRE
désigné	Ge	DÉSIGNER
souverain	Ag	SOUVERAIN
des	S+Da	DE+LE|DE+LES
augures	Nc	AUGURE
;	Fw	;
Cicéron	Nc	Cicéron
a	Vuc	AVOIR
brigué	Ge	BRIGUER
pour	S	POUR
ce	Dd	CE
rival	Nc	RIVAL
heureux	Ag	HEUREUX
,	Fw	,
Et	Vvc	Et
le	Da	LE
place	Nc	PLACE|PLACÉ
en	S	EN
un	Dn	UN
rang	Nc	RANG
dont	Pr	DONT
on	Pp	ON
flattait	Vvc	FLATTER
vos	Ds	VOTRE
voux	Nc	voux
;	Fw	;
Catilina	Vvc	Catilina
d'ailleurs	Nc	d'ailleurs
vous	Pp	VOUS
était	Vuc	ÊTRE
favorable	Ag	FAVORABLE
.	Fs	.
Le	Da	LE
moyen	Nc	MOYEN
qu'	Cs	QUE
à	S	À
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
je	Pp	JE
ne	Rp	NE
sois	Vuc	ÊTRE
point	Rg	POINT
coupable	Ag	COUPABLE
,	Fw	,
Moi	Vvc	Moi
qui	Pr	QUI
viens	Vvc	VENIR
de	S	DE
sauver	Vvn	SAUVER
un	Dn	UN
consul	Nc	CONSUL
odieux	Ag	ODIEUX
,	Fw	,
Qui	Vvc	Qui
s'	Pp	SE
est	Vuc	ÊTRE
osé	Ge	OSER
jouer	Vvn	JOUER
d'	S	DE
un	Dn	UN
ministre	Nc	MINISTRE
des	S+Da	DE+LE|DE+LES
dieux	Nc	DIEU|DIEUX
;	Fw	;
Qui	Vvc	Qui
,	Fw	,
de	S	DE
sa	Ds	SON
dignité	Nc	DIGNITÉ
dépositaire	Nc	DÉPOSITAIRE
habile	Ag	HABILE
,	Fw	,
Plein	Nc	PLEIN
de	S	DE
faste	Nc	FASTE
aux	S+Da	À+LES
autels	Nc	AUTEL
,	Fw	,
et	Cc	ET
près	Rg	PRÈS
des	Dn	UN
grands	Nc	GRAND
servile	Ag	SERVILE
,	Fw	,
Sur	Nc	Sur
l'	Da	LE
espoir	Nc	ESPOIR
de	S	DE
leurs	Ds	LEUR
dons	Nc	DON
mesure	Vvc	MESURER
sa	Ds	SON
ferveur	Nc	FERVEUR
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
adore	Vvc	ADORER
en	S	EN
effet	Nc	EFFET
que	Cs	QUE
la	Da	LE
seule	Ag	SEUL
faveur	Nc	FAVEUR
!	Fs	!
Mon	Ds	MON
devoir	Nc	DEVOIR
m'	Pp	JE
ordonnait	Vvc	ORDONNER
de	S	DE
sauver	Vvn	SAUVER
la	Da	LE
patrie	Nc	PATRIE
:	Fw	:
Imitez-le	Vvc	Imitez-le
,	Fw	,
ou	Cc	OU
gardez	Vvc	GARDER
vos	Ds	VOTRE
conseils	Nc	CONSEIL
pour	S	POUR
Tullie	Nc	Tullie
.	Fs	.
Croyez	Vvc	CROIRE
-moi	Vvc	-moi
,	Fw	,
terminez	Vvc	TERMINER
d'	S	DE
imprudentes	Ag	IMPRUDENT
leçons	Nc	LEÇON
Qui	Vvc	Qui
ne	Rp	NE
font	Vvc	FAIRE
qu'	Rg	QUE
irriter	Vvn	IRRITER
ma	Ds	MON
haine	Nc	HAINE
et	Cc	ET
mes	Ds	MON
soupçons	Nc	SOUPÇON
:	Fw	:
Cessez	Vvc	CESSER
de	S	DE
me	Pp	JE
flatter	Vvn	FLATTER
qu'	Cs	QUE
on	Pp	ON
peut	Vvc	POUVOIR
m'	Pp	JE
aimer	Vvn	AIMER
encore	Rg	ENCORE
;	Fw	;
J'	Vvc	J'
ai	Vuc	AVOIR
trop	Rg	TROP
vu	Ge	VOIR
la	Da	LE
beauté	Nc	BEAUTÉ
que	Cs	QUE
l'	Da	LE
infidèle	Ag	INFIDÈLE
adore	Nc	ADORÉ
:	Fw	:
Mes	Ds	MON
yeux	Nc	OEIL|YEUX
avant	S	AVANT
ce	Dd	CE
jour	Nc	JOUR
ne	Rp	NE
la	Pp	IL
connaissaient	Vvc	CONNAÎTRE
pas	Rg	PAS
;	Fw	;
Mais	Vvc	Mais
vous	Pp	VOUS
me	Pp	JE
payerez	Vvc	PAYER
ses	Ds	SON
funestes	Ag	FUNESTE
appas	Nc	APPAS
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
vous	Pp	VOUS
qui	Pr	QUI
leur	Pp	LEUR
gagnez	Vvc	GAGNER
sur	S	SUR
moi	Pp	JE
la	Da	LE
préférence	Nc	PRÉFÉRENCE
;	Fw	;
Moi	Vvc	Moi
que	Cs	QUE
déshonorait	Vvc	DÉSHONORER
la	Da	LE
seule	Ag	SEUL
concurrence	Nc	CONCURRENCE
.	Fs	.
Pourquoi	Rt	POURQUOI
de	S	DE
cet	Dd	CE
hymen	Nc	HYMEN
m'	Pp	JE
a-t	Ag	a-t
-on	Nc	-on
fait	Ge	FAIRE
un	Dn	UN
secret	Nc	SECRET
?	Fs	?
Et	Cc	ET
pourquoi	Rt	POURQUOI
,	Fw	,
s'	Cs	SI
il	Pp	IL
est	Vuc	ÊTRE
feint	Ge	FEINDRE
,	Fw	,
m'	Pp	JE
en	Pp	EN
cacher	Vvn	CACHER
le	Da	LE
projet	Nc	PROJET
?	Fs	?
Traître	Nc	Traître
,	Fw	,
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
vous	Pp	VOUS
qui	Pr	QUI
deviez	Vvc	DEVOIR|DÉVIER
me	Pp	JE
l'	Pp	IL
apprendre	Vvn	APPRENDRE
;	Fw	;
Mais	Vvc	Mais
on	Pp	ON
croit	Vvc	CROIRE|CROÎTRE
n'	Rp	NE
avoir	Vun	AVOIR
rien	Pi	RIEN
à	S	À
craindre	Vvn	CRAINDRE
d'	S	DE
un	Dn	UN
cour	Nc	COUR
tendre	Ag	TENDRE
:	Fw	:
Sachez	Vvc	SAVOIR
que	Cs	QUE
d'	S	DE
un	Dn	UN
secret	Nc	SECRET
à	S	À
demi	Nc	DEMI
confié	Ge	CONFIER
,	Fw	,
Dès	Vvc	Dès
qu'	Cs	QUE
on	Pp	ON
peut	Vvc	POUVOIR
une	Dn	UN
fois	Nc	FOI|FOIS
percer	Vvn	PERCER
l'	Da	LE
autre	Ag	AUTRE
moitié	Nc	MOITIÉ
,	Fw	,
On	Vvc	On
est	Vuc	ÊTRE
toujours	Rg	TOUJOURS
en	S	EN
droit	Nc	DROIT
d'	S	DE
en	Pp	EN
trahir	Vvn	TRAHIR
le	Da	LE
mystère	Nc	MYSTÈRE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
on	Pp	ON
ne	Rp	NE
doit	Vvc	DEVOIR
plus	Rg	PLUS
rien	Pi	RIEN
à	S	À
qui	Pr	QUI
nous	Pp	NOUS
l'	Pp	IL
ose	Vvc	OSER
faire	Vvn	FAIRE
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Perdez	Vvc	PERDRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
un	Dn	UN
homme	Nc	HOMME
généreux	Ag	GÉNÉREUX
Qui	Vvc	Qui
veut	Vvc	VOULOIR
briser	Vvn	BRISER
les	Da	LE
fers	Nc	FER|FERS
de	S	DE
tant	Rg	TANT
de	S	DE
malheureux	Ag	MALHEUREUX
;	Fw	;
Vengez	Vvc	VENGER
votre	Ds	VOTRE
beauté	Nc	BEAUTÉ
d'	S	DE
un	Dn	UN
amant	Nc	AMANT
infidèle	Ag	INFIDÈLE
,	Fw	,
Et	Vvc	Et
votre	Ds	VOTRE
orgueil	Nc	ORGUEIL
blessé	Ge	BLESSER
des	S+Da	DE+LE|DE+LES
projets	Nc	PROJET
qu'	Pr	QUE
il	Pp	IL
vous	Pp	VOUS
cèle	Vvc	CELER
;	Fw	;
D'	Nc	D'
un	Dn	UN
long	Ag	LONG
embrasement	Nc	EMBRASEMENT
devenez	Vvc	DEVENIR
le	Da	LE
flambeau	Nc	FLAMBEAU
,	Fw	,
Et	Vvc	Et
nous	Pp	NOUS
ouvrez	Vvc	OUVRER|OUVRIR
à	S	À
tous	Di	TOUT
les	Da	LE
portes	Nc	PORTE|PORTÉ
du	S+Da	DE+LE
tombeau	Nc	TOMBEAU
.	Fs	.
Mais	Cc	MAIS
Catilina	Vvc	Catilina
vient	Vvc	VENIR
;	Fw	;
évitez	Vvc	ÉVITER
sa	Ds	SON
présence	Nc	PRÉSENCE
,	Fw	,
Ou	Vvc	Ou
du	S+Da	DE+LE
moins	Nc	MOINS
gardez	Vvc	GARDER
-vous	Nc	-vous
d'	S	DE
irriter	Vvn	IRRITER
sa	Ds	SON
vengeance	Nc	VENGEANCE
.	Fs	.
Probus	Nc	Probus
,	Fw	,
où	Pr	OÙ
sommes-nous	Vvc	sommes-nous
?	Fs	?
Et	Cc	ET
qu'	Pr	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
je	Pp	JE
vois	Vvc	ALLER|VOIR
?	Fs	?
Quel	Dt	QUEL
opprobre	Nc	OPPROBRE
pour	S	POUR
Rome	Nc	Rome
!	Fs	!
Et	Cc	ET
quel	Dt	QUEL
affront	Nc	AFFRONT
pour	S	POUR
moi	Pp	JE
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
du	S+Da	DE+LE
sénat	Nc	SÉNAT
,	Fw	,
aux	S+Da	À+LES
miens	Ps	MIEN
,	Fw	,
qu'	Cs	QUE
une	Dn	UN
romaine	Ag	ROMAIN
,	Fw	,
Au	Vvc	Au
mépris	Nc	MÉPRIS
des	S+Da	DE+LE|DE+LES
devoirs	Nc	DEVOIR
où	Pr	OÙ
son	Ds	SON
sexe	Nc	SEXE
l'	Da	LE
enchaîne	Nc	ENCHAÎNÉ
,	Fw	,
Sous	Vvc	Sous
un	Dn	UN
déguisement	Nc	DÉGUISEMENT
fait	Ge	FAIRE
pour	S	POUR
de	Dn	UN
vils	Ag	VIL
humains	Nc	HUMAINS
,	Fw	,
S'	Vvc	S'
en	Pp	EN
va	Vvc	ALLER
déshonorer	Vvn	DÉSHONORER
le	Da	LE
premier	Nc	PREMIER
des	S+Da	DE+LE|DE+LES
romains	Nc	ROMAIN
,	Fw	,
De	Vvc	De
ses	Ds	SON
folles	Ag	FOU
erreurs	Nc	ERREUR
le	Pp	IL
rendre	Vvn	RENDRE
la	Da	LE
victime	Nc	VICTIME
,	Fw	,
Sans	Vvc	Sans
daigner	Vvn	DAIGNER
seulement	Rg	SEULEMENT
s'	Pp	SE
éclaircir	Vvn	ÉCLAIRCIR
de	S	DE
son	Ds	SON
crime	Nc	CRIME
!	Fs	!
Et	Cc	ET
,	Fw	,
lorsque	Cs	LORSQUE
tout	Pi	TOUT
conspire	Vvc	CONSPIRER
à	S	À
me	Pp	JE
justifier	Vvn	JUSTIFIER
,	Fw	,
Sa	Vvc	Sa
jalouse	Ag	JALOUX
fureur	Nc	FUREUR
veut	Vvc	VOULOIR
me	Pp	JE
sacrifier	Vvn	SACRIFIER
!	Fs	!
Eh	I	EH
!	Fs	!
Quel	Dt	QUEL
était	Vuc	ÊTRE
le	Da	LE
but	Nc	BUT
où	Pr	OÙ
ma	Ds	MON
valeur	Nc	VALEUR
aspire	Vvc	ASPIRER
?	Fs	?
Pour	S	POUR
qui	Pr	QUI
voulais	Vvc	VOULOIR
-je	Vvc	-je
ici	Rg	ICI
conquérir	Vvn	CONQUÉRIR
un	Dn	UN
empire	Nc	EMPIRE
?	Fs	?
Est	Vuc	ÊTRE
-ce	Vvc	-ce
pour	S	POUR
Cicéron	Nc	Cicéron
,	Fw	,
l'	Da	LE
objet	Nc	OBJET
de	S	DE
mon	Ds	MON
courroux	Nc	COURROUX
,	Fw	,
Lui	Pd	Lui
que	Pr	QUE
je	Pp	JE
voudrais	Vvc	VOULOIR
voir	Vvn	VOIR
expirer	Vvn	EXPIRER
sous	S	SOUS
mes	Ds	MON
coups	Nc	COUP
?	Fs	?
Non	Rg	NON
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
pour	S	POUR
une	Dn	UN
ingrate	Ag	INGRAT
à	S	À
qui	Pr	QUI
je	Pp	JE
sacrifie	Vvc	SACRIFIER
Ma	Ag	Ma
gloire	Nc	GLOIRE
,	Fw	,
mon	Ds	MON
devoir	Nc	DEVOIR
,	Fw	,
et	Cc	ET
le	Da	LE
soin	Nc	SOIN
de	S	DE
ma	Ds	MON
vie	Nc	VIE
.	Fs	.
Poursuis	Vvc	POURSUIVRE
,	Fw	,
Catilina	Vvc	Catilina
:	Fw	:
le	Da	LE
reproche	Nc	REPROCHE
sied	Vvc	SEOIR
bien	Rg	BIEN
À	Nc	À
des	S+Da	DE+LE|DE+LES
cours	Nc	COUR|COURS|COURT
innocents	Ag	INNOCENT
et	Cc	ET
purs	Ag	PUR
comme	S	COMME
le	Da	LE
tien	Ps	TIEN
;	Fw	;
Mais	Vvc	Mais
dans	S	DANS
l'	Da	LE
art	Nc	ART
de	S	DE
tromper	Vvn	TROMPER
,	Fw	,
ta	Ds	TON
science	Nc	SCIENCE
suprême	Ag	SUPRÊME
,	Fw	,
Tu	Vvc	Tu
m'	Pp	JE
en	Pp	EN
as	Vuc	AVOIR
trop	Rg	TROP
appris	Ge	APPRENDRE
pour	S	POUR
me	Pp	JE
tromper	Vvn	TROMPER
moi	Pp	JE
-même	Vvc	-même
.	Fs	.
Va	Vvc	ALLER
,	Fw	,
cesse	Vvc	CESSER
d'	S	DE
éclater	Vvn	ÉCLATER
sur	S	SUR
mon	Ds	MON
déguisement	Nc	DÉGUISEMENT
;	Fw	;
Tout	Vvc	Tout
,	Fw	,
jusqu'	S	JUSQUE
à	S	À
ton	Ds	TON
courroux	Nc	COURROUX
,	Fw	,
est	Vuc	ÊTRE
faux	Ag	FAUX
en	S	EN
ce	Dd	CE
moment	Nc	MOMENT
.	Fs	.
Égorge	Vvc	Égorge
Cicéron	Nc	Cicéron
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
de	S	DE
sa	Ds	SON
famille	Nc	FAMILLE
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
t'	Pp	TU
en	Pp	EN
croirai	Vvc	CROIRE
pas	Rg	PAS
moins	Rg	MOINS
épris	Ge	ÉPRENDRE
de	S	DE
sa	Ds	SON
fille	Nc	FILLE
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
d'	S	DE
aujourd'hui	Rg	AUJOURD'HUI
que	Cs	QUE
tu	Pp	TU
sais	Vvc	SAVOIR
allier	Vvn	ALLIER
La	Vvc	La
vertu	Nc	VERTU
,	Fw	,
les	Da	LE
forfaits	Nc	FORFAIT
,	Fw	,
l'	Da	LE
amant	Nc	AMANT
,	Fw	,
le	Da	LE
meurtrier	Nc	MEURTRIER
;	Fw	;
Et	Vvc	Et
Tullie	Vvc	Tullie
à	S	À
tes	Ds	TON
yeux	Nc	OEIL|YEUX
fût-elle	Vuc	fût-elle
encor	Nc	encor
plus	Rg	PLUS
chère	Ag	CHER
,	Fw	,
Rien	Vvc	Rien
ne	Rp	NE
garantirait	Vvc	GARANTIR
la	Da	LE
tête	Nc	TÊTE
de	S	DE
son	Ds	SON
père	Nc	PÈRE
.	Fs	.
Mais	Cc	MAIS
de	S	DE
quoi	Pr	QUE|QUOI
te	Pp	TU
plains	Vvc	PLAINDRE
-tu	Vvn	-tu
?	Fs	?
Quel	Dt	QUEL
est	Vuc	ÊTRE
mon	Ds	MON
attentat	Nc	ATTENTAT
?	Fs	?
Est	Vuc	ÊTRE
-ce	Ge	-ce
moi	Pp	JE
qui	Pr	QUI
prétends	Vvc	PRÉTENDRE
t'	Pp	TU
accuser	Vvn	ACCUSER
au	S+Da	À+LE
sénat	Nc	SÉNAT
?	Fs	?
De	S	DE
l'	Da	LE
espoir	Nc	ESPOIR
d'	S	DE
être	Vun	ÊTRE
à	S	À
toi	Pp	TU
ma	Ds	MON
tendresse	Nc	TENDRESSE
enivrée	Ge	ENIVRER
À	Nc	À
tes	Ds	TON
lâches	Ag	LÂCHE
complots	Nc	COMPLOT
ne	Rp	NE
m'	Pp	JE
a	Vuc	AVOIR
que	Rg	QUE
trop	Rg	TROP
livrée	Ge	LIVRER
.	Fs	.
Songe	Vvc	SONGER
que	Cs	QUE
tu	Pp	TU
me	Pp	JE
dois	Vvc	DEVOIR
et	Cc	ET
César	Nc	César
et	Cc	ET
Crassus	Vvc	Crassus
,	Fw	,
Les	Vvc	Les
enfants	Nc	ENFANT
de	S	DE
Sylla	Vvc	Sylla
,	Fw	,
Cépion	Nc	Cépion
,	Fw	,
Lentulus	Vvc	Lentulus
.	Fs	.
Cruel	Ag	CRUEL
!	Fs	!
J'	Pp	JE
aurais	Vuc	AVOIR
voulu	Ge	VOULOIR
que	Cs	QUE
tout	Pi	TOUT
ce	Pd	CE
qui	Pr	QUI
respire	Vvc	RESPIRER
Eût	Vvc	Eût
été	Ge	ÊTRE
comme	Cs	COMME
moi	Pp	JE
soumis	Vvc	SOUMETTRE
à	S	À
ton	Ds	TON
empire	Nc	EMPIRE
;	Fw	;
Mais	Vvc	Mais
tandis	Nc	tandis
que	Cs	QUE
pour	S	POUR
toi	Pp	TU
je	Pp	JE
séduisais	Vvc	SÉDUIRE
les	Da	LE
cours	Nc	COUR|COURS|COURT
,	Fw	,
Tu	Vvc	Tu
préparais	Vvc	PRÉPARER
au	S+Da	À+LE
mien	Ps	MIEN
le	Da	LE
comble	Nc	COMBLE
