Impatients	Ag	IMPATIENT
Que	Vvc	Que
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
elles	Pp	ILS
ont	Vuc	AVOIR
est	Vuc	ÊTRE
au-dessous	Rg	AU-DESSOUS
de	S	DE
vous	Pp	VOUS
.	Fs	.
Votre	Ds	VOTRE
Rome	Nc	Rome
autrefois	Rg	AUTREFOIS
vous	Pp	VOUS
donna	Vvc	DONNER
la	Da	LE
naissance	Nc	NAISSANCE
,	Fw	,
Vous	Nc	Vous
lui	Pp	IL
voulez	Vvc	VOULOIR
donner	Vvn	DONNER
votre	Ds	VOTRE
toute-puissance	Nc	TOUTE-PUISSANCE
;	Fw	;
Et	Vvc	Et
Cinna	Vvc	Cinna
vous	Pp	VOUS
impute	Vvc	IMPUTER
à	S	À
crime	Nc	CRIME
capital	Ag	CAPITAL
,	Fw	,
La	Vvc	La
libéralité	Nc	LIBÉRALITÉ
vers	S	VERS
le	Da	LE
pays	Nc	PAYS
natal	Ag	NATAL
!	Fs	!
Il	Pp	IL
appelle	Vvc	APPELER
remords	Nc	REMORD
l'	Da	LE
amour	Nc	AMOUR
de	S	DE
la	Da	LE
patrie	Nc	PATRIE
!	Fs	!
Par	S	PAR
la	Da	LE
haute	Ag	HAUT
vertu	Nc	VERTU
la	Da	LE
gloire	Nc	GLOIRE
est	Vuc	ÊTRE
donc	Rg	DONC
flétrie	Ge	FLÉTRIR
,	Fw	,
Et	Vvc	Et
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
objet	Nc	OBJET
digne	Ag	DIGNE
de	S	DE
nos	Ds	NOTRE
mépris	Nc	MÉPRIS
,	Fw	,
Si	Vvc	Si
de	S	DE
ses	Ds	SON
plus	Rg	PLUS
hauts	Ag	HAUT
faits	Nc	FAIT
l'	Da	LE
infamie	Nc	INFAMIE
est	Vuc	ÊTRE
le	Da	LE
prix	Nc	PRIX
.	Fs	.
Je	Pp	JE
veux	Vvc	VOULOIR
bien	Rg	BIEN
avouer	Vvn	AVOUER
qu'	Cs	QUE
une	Dn	UN
action	Nc	ACTION
si	Rg	SI
belle	Ag	BEAU
Donne	Vvc	DONNER
à	S	À
Rome	Vvc	Rome
bien	Rg	BIEN
plus	Rg	PLUS
que	Cs	QUE
vous	Pp	VOUS
ne	Rp	NE
tenez	Vvc	TENIR
d'	S	DE
elle	Pp	IL
,	Fw	,
Mais	Vvc	Mais
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
un	Dn	UN
crime	Nc	CRIME
indigne	Ag	INDIGNE
de	S	DE
pardon	Nc	PARDON
Quand	Ag	Quand
la	Da	LE
reconnaissance	Nc	RECONNAISSANCE
est	Vuc	ÊTRE
au-dessus	Rg	AU-DESSUS
du	S+Da	DE+LE
don	Nc	DON
.	Fs	.
Suivez	Vvc	SUIVRE
,	Fw	,
suivez	Vvc	SUIVRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
le	Da	LE
ciel	Nc	CIEL
qui	Pr	QUI
vous	Pp	VOUS
inspire	Vvc	INSPIRER
,	Fw	,
Votre	Nc	Votre
gloire	Nc	GLOIRE
redouble	Vvc	REDOUBLER
à	S	À
mépriser	Vvn	MÉPRISER
l'	Da	LE
Empire	Nc	EMPIRE
Et	Vvc	Et
vous	Pp	VOUS
serez	Vuc	ÊTRE
fameux	Ag	FAMEUX
chez	S	CHEZ
la	Da	LE
postérité	Nc	POSTÉRITÉ
Moins	Vvc	Moins
pour	S	POUR
l'	Pp	IL
avoir	Vun	AVOIR
conquis	Ge	CONQUÉRIR
,	Fw	,
que	Cs	QUE
pour	S	POUR
l'	Pp	IL
avoir	Vun	AVOIR
quitté	Ge	QUITTER
.	Fs	.
Le	Da	LE
bonheur	Nc	BONHEUR
peut	Vvc	POUVOIR
conduire	Vvn	CONDUIRE
à	S	À
la	Da	LE
grandeur	Nc	GRANDEUR
suprême	Ag	SUPRÊME
,	Fw	,
Mais	Vvc	Mais
pour	S	POUR
y	Pp	Y
renoncer	Vvn	RENONCER
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
la	Da	LE
vertu	Nc	VERTU
même	Ag	MÊME
,	Fw	,
Et	Vvc	Et
peu	Rg	PEU
de	S	DE
généreux	Nc	GÉNÉREUX
vont	Vvc	ALLER
jusqu'	S	JUSQUE
à	S	À
dédaigner	Vvn	DÉDAIGNER
Après	Vvc	Après
un	Dn	UN
sceptre	Nc	SCEPTRE
acquis	Nc	ACQUIS|ACQUIT
,	Fw	,
la	Da	LE
douceur	Nc	DOUCEUR
de	S	DE
régner	Vvn	RÉGNER
.	Fs	.
Considérez	Vvc	Considérez
d'ailleurs	Nc	d'ailleurs
que	Pr	QUE
vous	Pp	VOUS
régnez	Vvc	RÉGNER
dans	S	DANS
Rome	Nc	Rome
,	Fw	,
Où	Vvc	Où
de	S	DE
quelque	Di	QUELQUE
façon	Nc	FAÇON
que	Cs	QUE
votre	Ds	VOTRE
Cour	Nc	COUR
vous	Pp	VOUS
nomme	Vvc	NOMMER
,	Fw	,
On	Vvc	On
hait	Vvc	HAÏR
la	Da	LE
Monarchie	Nc	MONARCHIE
,	Fw	,
et	Cc	ET
le	Da	LE
nom	Nc	NOM
d'	S	DE
Empereur	Nc	EMPEREUR
Cachant	Ga	CACHER
celui	Pd	CELUI
de	S	DE
Roi	Nc	ROI
ne	Rp	NE
fait	Vvc	FAIRE
pas	Rg	PAS
moins	Rg	MOINS
d'	S	DE
horreur	Nc	HORREUR
.	Fs	.
Ils	Pp	ILS
passent	Vvc	PASSER
pour	S	POUR
tyran	Nc	TYRAN
quiconque	Pi	QUICONQUE
s'	Pp	SE
y	Pp	Y
fait	Vvc	FAIRE
maître	Nc	MAÎTRE
,	Fw	,
Qui	Vvc	Qui
le	Pp	IL
sert	Vvc	SERVIR
pour	S	POUR
esclave	Nc	ESCLAVE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
l'	Pp	IL
aime	Vvc	AIMER
pour	S	POUR
traître	Nc	TRAÎTRE
,	Fw	,
Qui	Vvc	Qui
le	Pp	IL
souffre	Vvc	SOUFFRIR
a	S	À
le	Da	LE
cœur	Nc	cœur
lâche	Ag	LÂCHE
,	Fw	,
mol	Ag	MOU
,	Fw	,
abattu	Ge	ABATTRE
,	Fw	,
Et	Vvc	Et
pour	S	POUR
s'	Pp	SE
en	S	EN
affranchir	Vvn	AFFRANCHIR
tout	Rg	TOUT
s'	Pp	SE
appelle	Vvc	APPELER
vertu	Nc	VERTU
.	Fs	.
Vous	Pp	VOUS
en	Pp	EN
avez	Vuc	AVOIR
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
des	S+Da	DE+LE|DE+LES
preuves	Nc	PREUVE
trop	Rg	TROP
certaines	Ag	CERTAIN
,	Fw	,
On	Vvc	On
a	Vuc	AVOIR
fait	Ge	FAIRE
contre	S	CONTRE
vous	Pp	VOUS
dix	Nc	DIX
entreprises	Ge	ENTREPRENDRE
vaines	Ag	VAIN
,	Fw	,
Peut-être	Vvc	Peut-être
que	Cs	QUE
l'	Da	LE
onzième	Nc	ONZIÈME
est	Vuc	ÊTRE
prête	Ag	PRÊT
d'	S	DE
éclater	Vvn	ÉCLATER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
ce	Dd	CE
mouvement	Nc	MOUVEMENT
qui	Pr	QUI
vous	Pp	VOUS
vient	Vvc	VENIR
agiter	Vvn	AGITER
N'	Nc	N'
est	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
avis	Nc	AVIS
secret	Ag	SECRET
que	Pr	QUE
le	Da	LE
ciel	Nc	CIEL
vous	Pp	VOUS
envoie	Vvc	ENVOYER
,	Fw	,
Qui	Vvc	Qui
pour	S	POUR
vous	Pp	VOUS
conserver	Vvn	CONSERVER
n'	Rp	NE
a	Vuc	AVOIR
plus	Rg	PLUS
que	Cs	QUE
cette	Dd	CE
voie	Nc	VOIE
.	Fs	.
Ne	Rp	NE
vous	Pp	VOUS
exposez	Vvc	EXPOSER
plus	Rg	PLUS
à	S	À
ces	Dd	CE
fameux	Ag	FAMEUX
revers	Nc	REVERS
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
beau	Ag	BEAU
de	S	DE
mourir	Vvn	MOURIR
maître	Nc	MAÎTRE
de	S	DE
l'	Da	LE
univers	Nc	UNIVERS
,	Fw	,
Mais	Vvc	Mais
la	Da	LE
plus	Rg	PLUS
belle	Ag	BEAU
mort	Nc	MORT
souille	Vvc	SOUILLER
notre	Ds	NOTRE
mémoire	Nc	MÉMOIRE
Quand	Ag	Quand
nous	Pp	NOUS
avons	Vuc	AVOIR
pu	Ge	POUVOIR
vivre	Vvn	VIVRE
avecque	Vvc	avecque
plus	Rg	PLUS
de	S	DE
gloire	Nc	GLOIRE
.	Fs	.
Si	Cs	SI
l'	Da	LE
amour	Nc	AMOUR
du	S+Da	DE+LE
pays	Nc	PAYS
doit	Vvc	DEVOIR
ici	Rg	ICI
prévaloir	Vvn	PRÉVALOIR
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
son	Ds	SON
bien	Nc	BIEN
seulement	Rg	SEULEMENT
que	Cs	QUE
vous	Pp	VOUS
devez	Vvc	DEVOIR
vouloir	Vvn	VOULOIR
,	Fw	,
Et	Vvc	Et
cette	Dd	CE
liberté	Nc	LIBERTÉ
,	Fw	,
qui	Pr	QUI
lui	Pp	IL
semble	Vvc	SEMBLER
si	Rg	SI
chère	Ag	CHER
,	Fw	,
N'	Vvc	N'
est	Vuc	ÊTRE
pour	S	POUR
Rome	Nc	Rome
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
qu'	Cs	QUE
un	Dn	UN
bien	Rg	BIEN
imaginaire	Ag	IMAGINAIRE
,	Fw	,
Plus	Vvc	PLAIRE
nuisible	Ag	NUISIBLE
qu'	Rg	QUE
utile	Ag	UTILE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
n'	Rp	NE
approche	Vvc	APPROCHER
pas	Rg	PAS
De	Vvc	De
celui	Pd	CELUI
qu'	Pr	QUE
un	Dn	UN
bon	Ag	BON
prince	Nc	PRINCE
apporte	Vvc	APPORTER
à	S	À
ses	Ds	SON
États	Nc	États
.	Fs	.
Avec	S	AVEC
ordre	Nc	ORDRE
et	Cc	ET
raison	Nc	RAISON
les	Da	LE
honneurs	Nc	HONNEUR
il	Pp	IL
dispense	Vvc	DISPENSER
,	Fw	,
Avec	Vvc	Avec
jugement	Nc	JUGEMENT
punit	Vvc	PUNIR
et	Cc	ET
récompense	Vvc	RÉCOMPENSER
,	Fw	,
Ne	Vvc	Ne
précipiter	Vvn	PRÉCIPITER
rien	Pi	RIEN
de	S	DE
peur	Nc	PEUR
d'	S	DE
un	Dn	UN
successeur	Nc	SUCCESSEUR
,	Fw	,
Et	Vvc	Et
dispose	Vvc	DISPOSER
de	S	DE
tout	Pi	TOUT
en	S	EN
juste	Ag	JUSTE
possesseur	Nc	POSSESSEUR
,	Fw	,
Mais	Vvc	Mais
quand	Cs	QUAND
le	Da	LE
peuple	Nc	PEUPLE
est	Vuc	ÊTRE
maître	Nc	MAÎTRE
,	Fw	,
on	Pp	ON
n'	Rp	NE
agit	Vvc	AGIR
qu'	Rg	QUE
en	S	EN
tumulte	Nc	TUMULTE
,	Fw	,
La	Vvc	La
voix	Nc	VOIX
de	S	DE
la	Da	LE
raison	Nc	RAISON
jamais	Rg	JAMAIS
ne	Rp	NE
se	Pp	IL
consulte	Vvc	CONSULTER
,	Fw	,
Les	Vvc	Les
honneurs	Nc	HONNEUR
sont	Vuc	ÊTRE
vendus	Ge	VENDRE
aux	S+Da	À+LES
plus	Rg	PLUS
ambitieux	Ag	AMBITIEUX
,	Fw	,
Les	Vvc	Les
Magistrats	Nc	MAGISTRAT
donnés	Ge	DONNER
aux	S+Da	À+LES
plus	Rg	PLUS
séditieux	Nc	SÉDITIEUX
,	Fw	,
Ces	Vvc	Ces
petits	Ag	PETIT
souverains	Nc	SOUVERAIN
qu'	Pr	QUE
il	Pp	IL
fait	Vvc	FAIRE
pour	S	POUR
une	Dn	UN
année	Nc	ANNÉE
,	Fw	,
Voyant	Ga	VOIR
d'	S	DE
un	Dn	UN
temps	Nc	TEMPS
si	Rg	SI
court	Rg	COURT
leur	Ds	LEUR
puissance	Nc	PUISSANCE
bornée	Ge	BORNER
,	Fw	,
Des	Vvc	Des
plus	Rg	PLUS
heureux	Ag	HEUREUX
desseins	Nc	DESSEIN
font	Vvc	FAIRE
avorter	Vvn	AVORTER
le	Da	LE
fruit	Nc	FRUIT
,	Fw	,
De	Vvc	De
peur	Nc	PEUR
de	S	DE
le	Pp	IL
laisser	Vvn	LAISSER
à	S	À
celui	Pd	CELUI
qui	Pr	QUI
les	Pp	ILS
suit	Vvc	SUIVRE
:	Fw	:
Comme	Cs	COMME
ils	Pp	ILS
ont	Vuc	AVOIR
peu	Rg	PEU
de	S	DE
part	Nc	PART
au	S+Da	À+LE
bien	Nc	BIEN
dont	Pr	DONT
ils	Pp	ILS
ordonnent	Vvc	ORDONNER
,	Fw	,
Dans	Vvc	Dans
le	Da	LE
champ	Nc	CHAMP|CHAMPAGNE
d'	S	DE
autrui	Pi	AUTRUI
largement	Rg	LARGEMENT
ils	Pp	ILS
moissonnent	Vvc	MOISSONNER
,	Fw	,
Assurés	Vvc	Assurés
que	Cs	QUE
chacun	Pi	CHACUN
leur	Pp	LEUR
pardonne	Vvc	PARDONNER
aisément	Rg	AISÉMENT
,	Fw	,
Espérant	Ga	Espérant
à	S	À
son	Ds	SON
tour	Nc	TOUR
un	Dn	UN
pareil	Nc	PAREIL
traitement	Nc	TRAITEMENT
:	Fw	:
Le	Da	LE
pire	Nc	PIRE
des	S+Da	DE+LE|DE+LES
États	Nc	États
est	Vuc	ÊTRE
l'	Da	LE
État	Nc	État
populaire	Ag	POPULAIRE
.	Fs	.
Et	Cc	ET
toutefois	Rg	TOUTEFOIS
le	Da	LE
seul	Ag	SEUL
qui	Pr	QUI
dans	S	DANS
Rome	Nc	Rome
peut	Vvc	POUVOIR
plaire	Vvn	PLAIRE
,	Fw	,
Cette	Vvc	Cette
haine	Nc	HAINE
des	S+Da	DE+LE|DE+LES
rois	Nc	ROI
que	Cs	QUE
depuis	S	DEPUIS
cinq	Nc	CINQ
cents	Nc	CENT
ans	Nc	AN
Avec	Vvc	Avec
le	Da	LE
premier	Ag	PREMIER
lait	Nc	LAIT
sucent	Vvc	SUCER
tous	Di	TOUT
ses	Ds	SON
enfants	Nc	ENFANT
Pour	Ag	Pour
l'	Pp	IL
arracher	Vvn	ARRACHER
des	Dn	UN
cœurs	Nc	cœurs
est	Vuc	ÊTRE
trop	Rg	TROP
enracinée	Ge	ENRACINER
.	Fs	.
Oui	Rg	OUI
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
dans	S	DANS
son	Ds	SON
mal	Nc	MAL
Rome	Ag	Rome
est	Vuc	ÊTRE
trop	Rg	TROP
obstinée	Ge	OBSTINER
,	Fw	,
Son	Nc	SON
peuple	Nc	PEUPLE
qui	Pr	QUI
s'	Pp	SE
y	Pp	Y
plaît	Vvc	PLAIRE
en	Pp	EN
fuit	Vvc	FUIR
la	Da	LE
guérison	Nc	GUÉRISON
,	Fw	,
Sa	Vvc	Sa
coutume	Nc	COUTUME
l'	Pp	IL
emporte	Vvc	EMPORTER
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
la	Da	LE
raison	Nc	RAISON
;	Fw	;
Et	Vvc	Et
cette	Dd	CE
vieille	Ag	VIEUX
erreur	Nc	ERREUR
que	Pr	QUE
Cinna	Vvc	Cinna
veut	Vvc	VOULOIR
abattre	Vvn	ABATTRE
Est	Vvc	Est
une	Dn	UN
heureuse	Ag	HEUREUX
erreur	Nc	ERREUR
dont	Pr	DONT
il	Pp	IL
est	Vuc	ÊTRE
idolâtre	Ag	IDOLÂTRE
,	Fw	,
Par	Nc	PAR
qui	Pr	QUI
le	Da	LE
monde	Nc	MONDE
entier	Ag	ENTIER
rangé	Ge	RANGER
dessous	S	DESSOUS
ses	Ds	SON
lois	Nc	LOI
L'	Ag	L'
a	Vuc	AVOIR
vu	Ge	VOIR
cent	Nc	CENT
fois	Nc	FOI|FOIS
marcher	Vvn	MARCHER
sur	S	SUR
la	Da	LE
tête	Nc	TÊTE
des	S+Da	DE+LE|DE+LES
rois	Nc	ROI
,	Fw	,
Son	Nc	SON
épargne	Vvc	ÉPARGNER
s'	Pp	SE
enfler	Vvn	ENFLER
du	S+Da	DE+LE
sac	Nc	SAC
de	S	DE
leurs	Ds	LEUR
provinces	Nc	PROVINCE
,	Fw	,
Que	Vvc	Que
lui	Pp	IL
pouvaient	Vvc	POUVOIR
de	S	DE
plus	Rg	PLUS
donner	Vvn	DONNER
les	Da	LE
meilleurs	Ag	MEILLEUR
princes	Nc	PRINCE
?	Fs	?
J'	Pp	JE
ose	Vvc	OSER
dire	Vvn	DIRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
que	Cs	QUE
par	S	PAR
tous	Di	TOUT
les	Da	LE
climats	Nc	CLIMAT
Ne	Ag	Ne
sont	Vuc	ÊTRE
pas	Rg	PAS
bien	Rg	BIEN
reçus	Ge	RECEVOIR
toutes	Di	TOUT
sortes	Nc	SORTE
d'	S	DE
États	Nc	États
,	Fw	,
Chaque	Vvc	Chaque
peuple	Nc	PEUPLE
a	Vuc	AVOIR
le	Da	LE
sien	Ps	SIEN
conforme	Vvc	CONFORMER
à	S	À
sa	Ds	SON
nature	Nc	NATURE
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
changer	Vvn	CHANGER
sans	S	SANS
lui	Pp	IL
faire	Vvn	FAIRE
une	Dn	UN
injure	Nc	INJURE
,	Fw	,
Telle	Nc	Telle
est	Vuc	ÊTRE
la	Da	LE
loi	Nc	LOI
du	S+Da	DE+LE
Ciel	Nc	CIEL
,	Fw	,
dont	Pr	DONT
la	Da	LE
sage	Ag	SAGE
équité	Nc	ÉQUITÉ
Sème	Vvc	Sème
dans	S	DANS
l'	Da	LE
Univers	Nc	UNIVERS
cette	Dd	CE
diversité	Nc	DIVERSITÉ
:	Fw	:
Les	Da	LE
Macédoniens	Nc	Macédoniens
aiment	Vvc	AIMER
le	Da	LE
monarchique	Ag	MONARCHIQUE
,	Fw	,
Et	Vvc	Et
le	Da	LE
reste	Nc	RESTE
des	S+Da	DE+LE|DE+LES
Grecs	Nc	GREC
la	Da	LE
liberté	Nc	LIBERTÉ
publique	Ag	PUBLIC
,	Fw	,
Les	Vvc	Les
Parthes	Nc	PARTHE
,	Fw	,
les	Da	LE
Persans	Nc	PERSAN
veulent	Vvc	VOULOIR
des	Dn	UN
souverains	Nc	SOUVERAIN
,	Fw	,
Et	Vvc	Et
le	Da	LE
seul	Ag	SEUL
Consulat	Nc	CONSULAT
est	Vuc	ÊTRE
bon	Ag	BON
pour	S	POUR
les	Da	LE
Romains	Nc	ROMAIN
.	Fs	.
S'	Pp	SE
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
que	Cs	QUE
du	S+Da	DE+LE
ciel	Nc	CIEL
la	Da	LE
prudence	Nc	PRUDENCE
infinie	Ag	INFINI
Départ	Vvc	Départ
à	S	À
chaque	Di	CHAQUE
peuple	Nc	PEUPLE
un	Dn	UN
différent	Ag	DIFFÉRENT
génie	Nc	GÉNIE
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
certain	Ag	CERTAIN
aussi	Rg	AUSSI
que	Cs	QUE
cet	Dd	CE
ordre	Nc	ORDRE
des	S+Da	DE+LE|DE+LES
cieux	Nc	CIEL|CIEUX
Change	Vvc	CHANGER
selon	S	SELON
les	Da	LE
temps	Nc	TEMPS
comme	Cs	COMME
selon	S	SELON
les	Da	LE
lieux	Nc	LIEU|LIEUX
.	Fs	.
Rome	Vvc	Rome
a	Vuc	AVOIR
reçu	Ge	RECEVOIR
des	S+Da	DE+LE|DE+LES
rois	Nc	ROI
ses	Ds	SON
murs	Nc	MUR|MURS
et	Cc	ET
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
Elle	Vvc	Elle
tient	Vvc	TENIR
des	Dn	UN
consuls	Nc	CONSUL
sa	Ds	SON
gloire	Nc	GLOIRE
et	Cc	ET
sa	Ds	SON
puissance	Nc	PUISSANCE
,	Fw	,
Et	Vvc	Et
reçoit	Vvc	RECEVOIR
maintenant	Rg	MAINTENANT
de	S	DE
vos	Ds	VOTRE
rares	Ag	RARE
bontés	Nc	BONTÉ
Le	Vvc	Le
comble	Ag	COMBLE
souverain	Nc	SOUVERAIN
de	S	DE
ses	Ds	SON
prospérités	Nc	PROSPÉRITÉ
.	Fs	.
Sous	S	SOUS
vous	Pp	VOUS
l'	Da	LE
État	Nc	État
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
en	S	EN
pillage	Nc	PILLAGE
aux	S+Da	À+LES
armées	Nc	ARMÉE
,	Fw	,
Les	Vvc	Les
portes	Nc	PORTE|PORTÉ
de	S	DE
Janus	Vvc	Janus
par	S	PAR
vos	Ds	VOTRE
mains	Nc	MAIN
sont	Vuc	ÊTRE
fermées	Ge	FERMER
,	Fw	,
Ce	Vvc	Ce
que	Cs	QUE
sous	S	SOUS
ses	Ds	SON
consuls	Nc	CONSUL
n'	Rp	NE
ont	Vuc	AVOIR
pu	Ge	POUVOIR
faire	Vvn	FAIRE
que	Cs	QUE
deux	Nc	DEUX
fois	Nc	FOI|FOIS
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
a	Vuc	AVOIR
fait	Ge	FAIRE
avant	S	AVANT
eux	Pp	EUX
le	Da	LE
second	Nc	SECOND
de	S	DE
ses	Ds	SON
rois	Nc	ROI
.	Fs	.
Les	Da	LE
changements	Nc	CHANGEMENT
d'	S	DE
État	Nc	État
que	Pr	QUE
fait	Vvc	FAIRE
l'	Da	LE
ordre	Nc	ORDRE
céleste	Ag	CÉLESTE
Ne	Vvc	Ne
coûtent	Vvc	COÛTER
point	Rg	POINT
de	S	DE
sang	Nc	SANG
,	Fw	,
n'	Rp	NE
ont	Vuc	AVOIR
rien	Pi	RIEN
qui	Pr	QUI
soit	Vuc	ÊTRE
funeste	Ag	FUNESTE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
ordre	Nc	ORDRE
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
qui	Pr	QUI
jamais	Rg	JAMAIS
ne	Rp	NE
se	Pp	IL
rompt	Vvc	ROMPRE
De	Vvc	De
nous	Pp	NOUS
vendre	Vvn	VENDRE
un	Dn	UN
peu	Rg	PEU
cher	Ag	CHER
les	Da	LE
grands	Ag	GRAND
biens	Nc	BIEN
qu'	Pr	QUE
ils	Pp	ILS
nous	Pp	NOUS
font	Vvc	FAIRE
,	Fw	,
L'	Vvc	L'
exil	Nc	EXIL
des	S+Da	DE+LE|DE+LES
Tarquins	Nc	Tarquins
même	Ag	MÊME
ensanglanta	Vvc	ENSANGLANTER
nos	Ds	NOTRE
terres	Nc	TERRE
,	Fw	,
Et	Vvc	Et
nos	Ds	NOTRE
premiers	Ag	PREMIER
Consuls	Nc	CONSUL
nous	Pp	NOUS
ont	Vuc	AVOIR
coûté	Ge	COÛTER
des	S+Da	DE+LE|DE+LES
guerres	Nc	GUERRE
.	Fs	.
Donc	Rg	DONC
votre	Ds	VOTRE
aïeul	Nc	AÏEUL
Pompée	Vvc	Pompée
au	S+Da	À+LE
ciel	Nc	CIEL
a	Vuc	AVOIR
résisté	Ge	RÉSISTER
Quand	Nc	Quand
il	Pp	IL
a	Vuc	AVOIR
combattu	Ge	COMBATTRE
pour	S	POUR
notre	Ds	NOTRE
liberté	Nc	LIBERTÉ
?	Fs	?
Si	Cs	SI
le	Da	LE
ciel	Nc	CIEL
n'	Rp	NE
eût	Vuc	AVOIR
voulu	Ge	VOULOIR
que	Pr	QUE
Rome	Vvc	Rome
l'	Pp	IL
eût	Vuc	AVOIR
perdue	Ge	PERDRE
,	Fw	,
Par	Nc	PAR
les	Da	LE
mains	Nc	MAIN
de	S	DE
Pompée	Nc	Pompée
il	Pp	IL
l'	Pp	IL
aurait	Vuc	AVOIR
défendue	Ge	DÉFENDRE
,	Fw	,
Il	Vvc	Il
a	Vuc	AVOIR
choisi	Ge	CHOISIR
sa	Ds	SON
mort	Nc	MORT
pour	S	POUR
servir	Vvn	SERVIR
dignement	Rg	DIGNEMENT
D'	Nc	D'
une	Dn	UN
marque	Nc	MARQUE
éternelle	Ag	ÉTERNEL
à	S	À
ce	Dd	CE
grand	Ag	GRAND
changement	Nc	CHANGEMENT
,	Fw	,
Et	Vvc	Et
devait	Vvc	DEVOIR
cet	Dd	CE
honneur	Nc	HONNEUR
aux	S+Da	À+LES
mânes	Nc	MÂNE
d'	S	DE
un	Dn	UN
tel	Ag	TEL
homme	Nc	HOMME
D'	Ag	D'
emporter	Vvn	EMPORTER
avec	S	AVEC
eux	Pp	EUX
la	Da	LE
liberté	Nc	LIBERTÉ
de	S	DE
Rome	Nc	Rome
.	Fs	.
Ce	Dd	CE
nom	Nc	NOM
depuis	S	DEPUIS
longtemps	Rg	LONGTEMPS
ne	Rp	NE
sert	Vvc	SERVIR
qu'	Rg	QUE
à	S	À
l'	Pp	IL
éblouir	Vvn	ÉBLOUIR
,	Fw	,
Et	Vvc	Et
sa	Ds	SON
propre	Ag	PROPRE
grandeur	Nc	GRANDEUR
l'	Pp	IL
empêche	Vvc	EMPÊCHER
d'	S	DE
en	Pp	EN
jouir	Vvn	JOUIR
.	Fs	.
Depuis	S	DEPUIS
qu'	Cs	QUE
elle	Pp	IL
se	Pp	IL
voit	Vvc	VOIR
la	Da	LE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
du	S+Da	DE+LE
monde	Nc	MONDE
,	Fw	,
Depuis	Vvc	Depuis
que	Cs	QUE
la	Da	LE
richesse	Nc	RICHESSE
entre	S	ENTRE
ses	Ds	SON
murs	Nc	MUR|MURS
abonde	Vvc	ABONDER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
son	Ds	SON
sein	Nc	SEIN
,	Fw	,
fécond	Ag	FÉCOND
en	S	EN
glorieux	Ag	GLORIEUX
exploits	Nc	EXPLOIT
Produit	Vvc	PRODUIRE
des	Dn	UN
citoyens	Nc	CITOYEN
plus	Rg	PLUS
puissants	Ag	PUISSANT
que	Cs	QUE
des	Dn	UN
rois	Nc	ROI
,	Fw	,
Les	Vvc	Les
grands	Ag	GRAND
pour	S	POUR
s'	Pp	SE
affermir	Vvn	AFFERMIR
achetant	Ga	ACHETER
les	Da	LE
suffrages	Nc	SUFFRAGE
,	Fw	,
Tiennent	Vvc	TENIR
pompeusement	Rg	POMPEUSEMENT
leurs	Ds	LEUR
maîtres	Nc	MAÎTRE
à	S	À
leurs	Ds	LEUR
gages	Nc	GAGE|GAGES
,	Fw	,
Qui	Vvc	Qui
,	Fw	,
par	S	PAR
des	Dn	UN
fers	Nc	FER|FERS
dorés	Ge	DORER
se	Pp	IL
laissant	Ga	LAISSER
enchaîner	Vvn	ENCHAÎNER
Reçoivent	Vvc	Reçoivent
d'	S	DE
eux	Pp	EUX
les	Da	LE
lois	Nc	LOI
qu'	Pr	QUE
ils	Pp	ILS
pensent	Vvc	PENSER
leur	Pp	LEUR
donner	Vvn	DONNER
.	Fs	.
Envieux	Nc	ENVIEUX
l'	Da	LE
un	Pi	UN
de	S	DE
l'	Da	LE
autre	Pi	AUTRE
ils	Pp	ILS
mènent	Vvc	MENER
