Regresaba	VLfin	regresar
un	ART	un
retrato	NC	retrato
con	PREP	con
los	ART	el
antecedentes	NC	antecedente
que	CQUE	que
nos	PPX	nosotros
ha	VHfin	haber
suministrado	VLadj	suministrar
el	ART	el
Señor	NC	señor
Equis	NC	<unknown>
y	CC	y
los	ART	el
que	CQUE	que
sin	PREP	sin
duda	NC	duda
podría	VMfin	poder
agregar	VLinf	agregar
?	FS	?
»	SYM	»
—	DASH	--
«Veremos	VLfin	<unknown>
.	FS	.
Ahora	ADV	ahora
,	CM	,
cuando	CSUBX	cuando
pasemos	VLfin	pasar
a	PREP	a
la	ART	el
sala	NC	sala
,	CM	,
voy	VLfin	ir
a	PREP	a
hacer	VLinf	hacer
un	ART	un
croquis.»	NC	<unknown>
En efecto	ADV	en~efecto
,	CM	,
así	CSUBX	así
se	SE	se
hizo	VLfin	hacer
.	FS	.
Primeramente	ADV	primero
trazó	VLfin	trazar
unas	ART	un
líneas	NC	línea
blandas	ADJ	blando
de	PREP	de
contorno	NC	contorno
,	CM	,
dentro de	PREP	dentro~de
las	ART	el
cuales	REL	cual
perfiló	VLfin	perfilar
poco	ADV	poco
a	PREP	a
poco	QU	pocos
los	ART	el
rasgos	NC	rasgo
indecisos	ADJ	indeciso
de	PREP	de
una	ART	un
cara	NC	cara
nunca	ADV	nunca
vista	VLadj	ver
,	CM	,
y	CC	y
provocando	VLger	provocar
luego	ADV	luego
los	ART	el
relieves	NC	relieve
con	PREP	con
medias	QU	medio
tintas	NC	tinta
esfumadas	VLadj	<unknown>
de	PREP	de
lápiz	NC	lápiz
,	CM	,
presentó	VLfin	presentar
su	PPO	suyo
dibujo	NC	dibujo
al	PAL	al
Señor	NC	señor
Equis	NC	<unknown>
.	FS	.
—	DASH	--
«No,»—dijo	VLfin	<unknown>
este,—«había	NC	<unknown>
más	ADV	más
blandura	ADJ	<unknown>
;	SEMICOLON	;
más	ADV	más
fina	VLfin	finar|finir
la	ART	el
nariz	NC	nariz
;	SEMICOLON	;
la	ART	el
oreja	NC	oreja
más	ADV	más
pequeña	ADJ	pequeño
,	CM	,
y	CC	y
la	ART	el
boca	NC	boca
tenía	VLfin	tener
suavidades	NC	<unknown>
de	PREP	de
mujer	NC	mujer
;	SEMICOLON	;
el	ART	el
bigotito	NC	<unknown>
era	VSfin	ser
más	ADV	más
corto.»	NC	<unknown>
El	ADJ	<unknown>
artista	NC	artista
hizo	VLfin	hacer
las	ART	el
correcciones	NC	corrección
indicadas	VLadj	indicar
.	FS	.
—	DASH	--
«Por	ADJ	<unknown>
ahí	ADV	ahí
,	CM	,
por	PREP	por
ahí»—dijo	VLfin	<unknown>
el	ART	el
Señor	NC	señor
Equis	NC	<unknown>
.	FS	.
—	DASH	--
«Pero	VLfin	<unknown>
estos	DM	este
rasgos	NC	rasgo
...	DOTS	...
.	FS	.
!	FS	!
»	SYM	»
observó	VLfin	observar
Manuel	NP	Manuel
,	CM	,
retocando	VLger	<unknown>
la	ART	el
curva	NC	curva
de	PREP	de
la	ART	el
frente	NC	frente
.	FS	.
—	DASH	--
«No	NC	<unknown>
lo	PPC	él
sé	VLfin	saber|ser
,	CM	,
caballero	NC	caballero
;	SEMICOLON	;
pero	CCAD	pero
Antonio	NP	Antonio
tenía	VLfin	tener
algo	QU	algo
de	PREP	de
esto	DM	este
.	FS	.
Permítame.»	NC	<unknown>
Y	ALFS	Y
volviendo	VLger	volver
a	PREP	a
asomarse	VCLIinf	asomar
al	PAL	al
patio	NC	patio
,	CM	,
llamó	VLfin	llamar
a	PREP	a
la	ART	el
señora	NC	señora
.	FS	.
—	DASH	--
«Díme	VLfin	<unknown>
,	CM	,
Julia	NP	Julio
¿	FS	?
le	PPC	él|le
encuentras	VLfin	encontrar
algo	QU	algo
?	FS	?
»	SYM	»
—	DASH	--
«Mucho	NC	<unknown>
;	SEMICOLON	;
esta	DM	este
parte	NC	parte
de	PREP	de
aquí	ADV	aquí
,	CM	,
bajo	PREP	bajo
la	ART	el
oreja	NC	oreja
,	CM	,
era	VSfin	ser
más	ADV	más
delicada	ADJ	delicado
,	CM	,
sin embargo	ADV	sin~embargo
,	CM	,
y	CC	y
el	ART	el
bigote	NC	bigote
¿	FS	?
no	NEG	no
recuerdas	ADJ	recuerdo
?	FS	?
parecía	VLfin	parecer
que	CQUE	que
le	PPC	él|le
entraba	VLfin	entrabar|entrar
en	PREP	en
la	ART	el
boca	NC	boca
por	PREP	por
los	ART	el
ángulos	NC	ángulo
.	FS	.
Esta	DM	este
parte	NC	parte
,	CM	,
entre	PREP	entre
la	ART	el
frente	NC	frente
y	CC	y
la	ART	el
sien	NC	sien
,	CM	,
no	NEG	no
era	VEfin	ser
tan	ADV	tan
marcada	VLadj	marcar
...	DOTS	...
así	ADV	así
...	DOTS	...
eso	DM	ese
es	VSfin	ser
.	FS	.
La	ART	el
ceja	NC	ceja
muy	ADV	muy
fina	ADJ	fino
;	SEMICOLON	;
pero	CCAD	pero
los	ART	el
anteojos	NC	anteojo
más	ADV	más
grandes	ADJ	grande
...	DOTS	...
de	PREP	de
ese	DM	ese
modo	NC	modo
.	FS	.
No	NEG	no
...	DOTS	...
no	NEG	no
...	DOTS	...
esa	DM	ese
parte	NC	parte
está	VEfin	estar
muy	ADV	muy
bien	ADV	bien
.	FS	.
Vamos	VLfin	ir
a	PREP	a
ver	VLinf	ver
si	CSUBX	si
Julita	NP	<unknown>
lo	PPC	él
conoce.»	VLfin	<unknown>
—	DASH	--
«Sí	VLfin	<unknown>
,	CM	,
...	DOTS	...
pero	CCAD	pero
...	DOTS	...
los	ART	el
niños	NC	niño
...	DOTS	...
podrían	VMfin	poder
reconocerlo	VCLIinf	reconocer
por	PREP	por
los	ART	el
anteojos.»	NC	<unknown>
—	DASH	--
«Ave	VLfin	<unknown>
María	NP	María
!	FS	!
qué	INT	qué
ocurrencia	NC	ocurrencia
!	FS	!
no	NEG	no
era	VSfin	ser
tan	ADV	tan
chica	ADJ	chico
la	ART	el
última	ADJ	último
vez	NC	vez
que	CQUE	que
lo	ART	el
vio.»	NC	<unknown>
Y	ALFS	Y
llamando	VLger	llamar
a	PREP	a
la	ART	el
niña	NC	niño
,	CM	,
le	PPC	él|le
dijo	VLfin	decir
:	COLON	:
—	DASH	--
«Ven	VLfin	<unknown>
un	ART	un
momento	NC	momento
,	CM	,
mira	VLfin	mirar
...	DOTS	...
¿	FS	?
de	PREP	de
quién	INT	quién
es	VSfin	ser
este	DM	este
retrato	NC	retrato
?	FS	?
»	SYM	»
El	NP	<unknown>
artista	NC	artista
le	PPC	él|le
tapó	VLfin	tapar
los	ART	el
anteojos	NC	anteojo
con	PREP	con
una	ART	un
banda	NC	banda
de	PREP	de
papel	NC	papel
,	CM	,
por	PREP	por
si	CSUBX	si
acaso	ADV	acaso
.	FS	.
—	DASH	--
«Este	ADJ	<unknown>
es	VSfin	ser
Antonio	NP	Antonio
!	FS	!
»	SYM	»
—	DASH	--
«¿No	NC	<unknown>
le	PPC	él|le
decía	VLfin	decir
,	CM	,
señor	NC	señor
?	FS	?
sáquele	VCLIfin	sacar
la	ART	el
venda	VLfin	vendar|vender
ahora.»	NC	<unknown>
Hecho	NP	<unknown>
esto	DM	este
,	CM	,
la	ART	el
niña	NC	niño
exclamó	VLfin	exclamar
:	COLON	:
—	DASH	--
«Es	VLfin	<unknown>
él	PPX	él
,	CM	,
es	VSfin	ser
él	PPX	él
mismo	ADJ	mismo
!	FS	!
»	SYM	»
Entonces	NP	<unknown>
me	PPX	yo
puse	VLfin	poner
de	PREP	de
pié	VLfin	piar
,	CM	,
invitando	VLger	invitar
a	PREP	a
mi	PPO	mi|mío
compañero	NC	compañero
a	PREP	a
retirarnos	VCLIinf	retirar
.	FS	.
—	DASH	--
«Voy	VLfin	<unknown>
a	PREP	a
hacer	VLinf	hacer
otro	QU	otro
con	PREP	con
colores»—dijo	NC	<unknown>
.	FS	.
—	DASH	--
«Pero	ADJ	<unknown>
no	NEG	no
vaya	VLfin	ir
a	PREP	a
alterar	VLinf	alterar
este	DM	este
.	FS	.
Una vez que	CSUBF	una~vez~que
así	ADV	así
le	PPC	él|le
reconocen	VLfin	reconocer
,	CM	,
es	VSfin	ser
suficiente.»	ADJ	<unknown>
—	DASH	--
«No	ADJ	<unknown>
hay	VHfin	haber
cuidado»	NC	<unknown>
En	ADJ	<unknown>
seguida	VLadj	seguir
nos	PPX	nosotros
despedimos	VLfin	despedir
de	PREP	de
la	ART	el
familia	NC	familia
Equis	NC	<unknown>
,	CM	,
con	PREP	con
todas	QU	todo
las	ART	el
cortesías	NC	cortesía
que	CQUE	que
la	ART	el
urbanidad	NC	urbanidad
exige	VLfin	exigir
,	CM	,
y	CC	y
con	PREP	con
todas	QU	todo
las	ART	el
expresiones	NC	expresión
de	PREP	de
agradecimiento	NC	agradecimiento
por	PREP	por
los	ART	el
datos	NC	dato
tan	ADV	tan
interesantes	ADJ	interesante
que	CQUE	que
se	SE	se
nos	PPX	nosotros
habían	VHfin	haber
suministrado	VLadj	suministrar
.	FS	.
Al	CSUBI	al
poner	VLinf	poner
el	ART	el
pié	VLfin	piar
en	PREP	en
el	ART	el
estribo	NC	estribo
del	PDEL	del
carruaje	NC	<unknown>
,	CM	,
dije	VLfin	decir
al	PAL	al
cochero	NC	<unknown>
:	COLON	:
—	DASH	--
«A	VLfin	<unknown>
la	ART	el
Facultad	NC	facultad
de	PREP	de
Medicina	NP	<unknown>
!	FS	!
»	SYM	»
Mientras	VLfin	<unknown>
el	ART	el
vehículo	NC	vehículo
rodaba	VLfin	rodar
,	CM	,
mi	PPO	mi|mío
compañero	NC	compañero
estaba	VEfin	estar
inquieto	ADJ	inquieto
.	FS	.
No	NEG	no
sabía	VLfin	saber
qué	INT	qué
hacer	VLinf	hacer
.	FS	.
Le	PPC	él|le
parecía	VLfin	parecer
tan	ADV	tan
extraño	ADJ	extraño
todo	QU	todo
aquello	DM	aquel
,	CM	,
que	CQUE	que
no	NEG	no
se	SE	se
animaba	VLfin	animar
a	PREP	a
romper	VLinf	romper
el	ART	el
fuego	NC	fuego
de	PREP	de
la	ART	el
conversación	NC	conversación
.	FS	.
Pero	CCAD	pero
no	NEG	no
pudo	VMfin	poder
contenerse	VLinf	<unknown>
mucho	ADV	mucho
,	CM	,
y	CC	y
al fin	ADV	al~fin
estalló	VLfin	estallar
.	FS	.
—	DASH	--
«Me	VLfin	<unknown>
parece	VLfin	parecer
que	CQUE	que
usted	PPX	usted
va	VLfin	ir
preocupado»—me	NC	<unknown>
dijo,—«y	NP	<unknown>
mira	VLfin	mirar
a	PREP	a
uno	CARD	uno
y	CC	y
otro	QU	otro
lado	NC	lado
de	PREP	de
la	ART	el
calle	NC	calle
como	CSUBX	como
si	CSUBX	si
buscara	VLfin	buscar
algo	QU	algo
que	CQUE	que
no	NEG	no
es	VSfin	ser
la	ART	el
Facultad.»	NP	<unknown>
—	DASH	--
«Tiene	VLfin	<unknown>
razón	NC	razón
amigo	NC	amigo
;	SEMICOLON	;
voy	VLfin	ir
muy	ADV	muy
preocupado	ADJ	preocupado
;	SEMICOLON	;
pero	CCAD	pero
no	NEG	no
se	SE	se
aflija	VLfin	<unknown>
,	CM	,
porque	CSUBX	porque
inmediatamente	ADV	inmediatamente|inmediato
que	CQUE	que
encuentre	VLfin	encontrar
un	ART	un
taller	NC	taller
fotográfico	ADJ	fotográfico
se	SE	se
me	PPX	yo
pasará.»	VLfin	<unknown>
—	DASH	--
«y	NC	<unknown>
¿	FS	?
para	PREP	para
qué	INT	qué
quiere	VLfin	querer
taller	NC	taller
fotográfico	ADJ	fotográfico
?	FS	?
»	SYM	»
—	DASH	--
«Porque	VLfin	<unknown>
me	PPX	yo
estoy	VEfin	estar
acordando	VLger	acordar
del	PDEL	del
retrato	NC	retrato
de	PREP	de
una	ART	un
linda	ADJ	linda|lindo
sobrina	NC	sobrino
suya	PPO	suyo
,	CM	,
que	CQUE	que
usted	PPX	usted
retrató	VLfin	retratar
idéntica	ADJ	idéntico
de	PREP	de
amazona	NC	<unknown>
,	CM	,
y	CC	y
que	CQUE	que
,	CM	,
a	PREP	a
fuerza	NC	fuerza
de	PREP	de
retocarlo	VLinf	<unknown>
,	CM	,
concluyó	VLfin	concluir
por	PREP	por
darle	VCLIinf	dar|darle
la	ART	el
fisonomía	NC	fisonomía
de	PREP	de
Velez	NP	<unknown>
Sarsfield	NP	<unknown>
.	FS	.
—	DASH	--
«Váyase	VLfin	<unknown>
al	PAL	al
Infierno	NP	<unknown>
con	PREP	con
sus	PPO	suyo
retoques.»	NC	<unknown>
—	DASH	--
«No	NC	<unknown>
;	SEMICOLON	;
eso	DM	ese
no	NEG	no
;	SEMICOLON	;
si	CSUBX	si
alguien	QU	alguien
lo	ART	el
merece	VLfin	merecer
es	VSfin	ser
usted	PPX	usted
,	CM	,
porque	CSUBX	porque
usted	PPX	usted
es	VSfin	ser
el	ART	el
pintor	NC	pintor
de	PREP	de
las	ART	el
inspiraciones	NC	<unknown>
;	SEMICOLON	;
pero	CCAD	pero
creo	VLfin	crear|creer|creer
que	CQUE	que
ya	ADV	ya
no	NEG	no
pule.»	VLfin	<unknown>
—	DASH	--
«¿Cómo	NC	<unknown>
,	CM	,
que	CQUE	que
no	NEG	no
pule	VLfin	<unknown>
?	FS	?
—	DASH	--
«Digo	VLfin	<unknown>
mal	ADV	mal
,	CM	,
pule	VLfin	<unknown>
demasiado	ADV	demasiado
,	CM	,
porque	CSUBX	porque
nunca	ADV	nunca
está	VEfin	estar
contento	ADJ	contento
y	CC	y
sale	VLfin	salar
de	PREP	de
su	PPO	suyo
cuerda	NC	cuerda
.	FS	.
En	PREP	en
estos	DM	este
casos	NC	caso
de	PREP	de
evocaciones	NC	<unknown>
de	PREP	de
un	ART	un
tipo	NC	tipo
desconocido	VLadj	desconocer
,	CM	,
la	ART	el
media	QU	medio
tinta	NC	tinta
,	CM	,
mi	PPO	mi|mío
amigo	NC	amigo
,	CM	,
nada	QU	nada
más	ADV	más
que	CQUE	que
la	ART	el
media	ADJ	medio
tinta.»	NC	<unknown>
—	DASH	--
«Bonita	NC	<unknown>
recomendación	NC	recomendación
la	ART	el
que	CQUE	que
me	PPX	yo
hace.»	VLfin	<unknown>
—	DASH	--
«¿Y	VLfin	<unknown>
qué	INT	qué
?	FS	?
¿	INT	?
No	NEG	no
le	PPC	él|le
basta	VLfin	bastar
ser	VSinf	ser
maestro	ADJ	maestro
en	PREP	en
medias	QU	medio
tintas	NC	tinta
?	FS	?
»	SYM	»
—	DASH	--
«Páre	VLfin	<unknown>
,	CM	,
cochero.»	NC	<unknown>
Allí	NP	<unknown>
estaba	VEfin	estar
el	ART	el
taller	NC	taller
.	FS	.
Al	CSUBI	al
poner	VLinf	poner
el	ART	el
pié	VLfin	piar
en	PREP	en
el	ART	el
umbral	NC	umbral
,	CM	,
mi	PPO	mi|mío
compañero	NC	compañero
,	CM	,
echando	VLger	echar
la	ART	el
cabeza	NC	cabeza
atrás	ADV	atrás
,	CM	,
y	CC	y
mirándome	VCLIger	mirar
por	PREP	por
el	ART	el
través	NC	través
del	PDEL	del
medio	NC	medio
mismo	ADJ	mismo
de	PREP	de
los	ART	el
anteojos	NC	anteojo
que	CQUE	que
llevaba	VLfin	llevar
cerca	ADV	cerca
de	PREP	de
la	ART	el
punta	NC	punta
de	PREP	de
la	ART	el
nariz	NC	nariz
,	CM	,
me	PPX	yo
tomó	VLfin	tomar
del	PDEL	del
brazo	NC	brazo
,	CM	,
y	CC	y
me	PPX	yo
dijo	VLfin	decir
:	COLON	:
—	DASH	--
«¿Y	NC	<unknown>
si	CSUBX	si
después de	PREP	después~de
sus	PPO	suyo
elogios	NC	elogio
no	NEG	no
le	PPC	él|le
diera	VLfin	dar
yo	PPX	yo
el	ART	el
retrato	NC	retrato
?	FS	?
»	SYM	»
—	DASH	--
«Tendría	VLfin	<unknown>
muchos	QU	mucho
medios	NC	medio
para	CSUBI	para
hacérselo	VCLIinf	hacer
entregar.»	VLfin	<unknown>
—	DASH	--
«A	VLfin	<unknown>
ver	VLinf	ver
uno	CARD	uno
?	FS	?
»	SYM	»
—	DASH	--
«Complicarlo	VLfin	<unknown>
en	PREP	en
esta	DM	este
novela	VLfin	novelar
,	CM	,
obligándole	VCLIger	obligar
,	CM	,
por lo menos	ADV	por~lo~menos
,	CM	,
a	PREP	a
declarar	VLinf	declarar
todo	QU	todo
lo	ART	el
que	CQUE	que
ha	VHfin	haber
visto	VLadj	ver
ú	ALFS	ú
oído	NC	oído
desde	PREP	desde
que	CQUE	que
le	PPC	él|le
mandé	VLfin	mandar
la	ART	el
tarjeta.»	NC	<unknown>
—	DASH	--
«Usted	NC	<unknown>
no	NEG	no
haría	VLfin	hacer
semejante	ADJ	semejante
cosa.»	NC	<unknown>
—	DASH	--
«¿Por	VLfin	<unknown>
qué	INT	qué
?	FS	?
Una	ART	un
vez	NC	vez
en	PREP	en
plena	ADJ	pleno
investigación	NC	investigación
,	CM	,
las	ART	el
consideraciones	NC	consideración
se	SE	se
enfrian	VLfin	<unknown>
,	CM	,
y	CC	y
amanece	VLfin	amanecer
en	PREP	en
el	ART	el
espíritu	NC	espíritu
una	ART	un
especie	NC	especie
de	PREP	de
crueldad	NC	crueldad
serena	ADJ	sereno
,	CM	,
que	CQUE	que
es	VSfin	ser
como	ADV	como
la	ART	el
justicia	NC	justicia
personificada.»	NC	<unknown>
—	DASH	--
«A	VLfin	<unknown>
ver	VLinf	ver
otro	QU	otro
?	FS	?
»	SYM	»
—	DASH	--
«Hacer	VLfin	<unknown>
yo	PPX	yo
un	ART	un
nuevo	ADJ	nuevo
retrato	NC	retrato
,	CM	,
ya que	CSUBF	ya~que
he	VHfin	haber
visto	VLadj	ver
el	ART	el
suyo.»	NC	<unknown>
—	DASH	--
«Me	NC	<unknown>
rindo	VLfin	rendir
;	SEMICOLON	;
aquí	ADV	aquí
está.»	NC	<unknown>
El	ADJ	<unknown>
fotógrafo	NC	fotógrafo
atendió	VLfin	atender
nuestro	ADJ	nuestro
deseo	NC	deseo
,	CM	,
y	CC	y
nos	PPX	nosotros
preparó	VLfin	preparar
una	ART	un
tarjeta	NC	tarjeta
del	PDEL	del
tamaño	NC	tamaño
de	PREP	de
las	ART	el
comunes	ADJ	común
.	FS	.
Una	ART	un
vez	NC	vez
hecha	ADJ	hecho
,	CM	,
se	SE	se
adquirió	VLfin	adquirir
el	ART	el
negativo	ADJ	negativo
,	CM	,
que	CQUE	que
fue	VSfin	ser
inmediatamente	ADV	inmediatamente|inmediato
inutilizado	VLadj	inutilizar
.	FS	.
Y	CC	y
en	PREP	en
marcha	NC	marcha
.	FS	.
—	DASH	--
«¿A	VLfin	<unknown>
que	CQUE	que
no	NEG	no
se	SE	se
acuerda	VLfin	acordar
de	PREP	de
una	ART	un
cosa	NC	cosa
?	FS	?
»	SYM	»
—	DASH	--
pregunté	VLfin	preguntar
a	PREP	a
Manuel	NP	Manuel
.	FS	.
—	DASH	--
«No	NC	<unknown>
sé	VLfin	saber|ser
a	PREP	a
lo	ART	el
que	CQUE	que
se	SE	se
refiere.»	VLfin	<unknown>
—	DASH	--
«¿Qué	VLfin	<unknown>
hora	NC	hora
es	VSfin	ser
?	FS	?
»	SYM	»
—	DASH	--
«Las	VLfin	<unknown>
dos	CARD	dos
y	CC	y
media.»	NP	<unknown>
—	DASH	--
«Y	NP	<unknown>
no	NEG	no
hemos	VHfin	haber
almorzado.»	NC	<unknown>
—	DASH	--
«¡Diantre	NC	<unknown>
!	FS	!
tiene	VLfin	tener
razón.»	NC	<unknown>
—	DASH	--
«Y	NC	<unknown>
ahora	ADV	ahora
vamos	VLfin	ir
a	PREP	a
almorzar	VLinf	almorzar
en	PREP	en
la	ART	el
Facultad.»	NP	<unknown>
—	DASH	--
«¿En	VLfin	<unknown>
la	ART	el
Facultad	NC	facultad
?	FS	?
»	SYM	»
—	DASH	--
«Dentro	VLfin	<unknown>
de	PREP	de
dos	CARD	dos
minutos.»	NC	<unknown>
—	DASH	--
«Y	NC	<unknown>
¿	FS	?
por qué	ADV	por~qué
?	FS	?
»	SYM	»
—	DASH	--
«Porque	VLfin	<unknown>
allí	ADV	allí
tienen	VLfin	tener
unos	ART	un
pastelitos	NC	<unknown>
de	PREP	de
hojaldre	NC	hojaldre
muy	ADV	muy
jugosos	ADJ	jugoso
y	CC	y
muy	ADV	muy
nutritivos	ADJ	nutritivo
;	SEMICOLON	;
ahora	ADV	ahora
lo	PPC	él
verá.»	VLfin	<unknown>
—	DASH	--
«¡Pero	VLfin	<unknown>
hombre	NC	hombre
!	FS	!
parece	VLfin	parecer
increíble	ADJ	increíble
!	FS	!
¡	FS	!
las	ART	el
dos	CARD	dos
y	CC	y
media	QU	medio
!	FS	!
»	SYM	»
Nos	NP	<unknown>
apeamos	VLfin	apear
en	PREP	en
la	ART	el
Facultad	NC	facultad
.	FS	.
—	DASH	--
«¿Está	VLfin	<unknown>
el	ART	el
Secretario	NP	Secretario
?	FS	?
»	SYM	»
—	DASH	--
«Sí	VLfin	<unknown>
,	CM	,
señor	NC	señor
;	SEMICOLON	;
pase	NC	pase
adelante.»	NC	<unknown>
—	DASH	--
«¿A	VLfin	<unknown>
qué	INT	qué
se	SE	se
debe	VMfin	deber
esta	DM	este
visita	NC	visita
?	FS	?
»-nos	NC	<unknown>
preguntó	VLfin	preguntar
el	ART	el
Secretario	NP	Secretario
,	CM	,
después de	PREP	después~de
los	ART	el
saludos	NC	saludo
y	CC	y
de	CSUBI	de
tomar	VLinf	tomar
asiento	NC	asiento
.	FS	.
—	DASH	--
«A	VLfin	<unknown>
pedirle	VCLIinf	pedir
un	ART	un
dato	NC	dato
.	FS	.
¿	INT	?
Quiere	VLfin	querer
usted	PPX	usted
decirme	VCLIinf	decir
si	CSUBX	si
ha	VHfin	haber
figurado	VLadj	figurar
en	PREP	en
los	ART	el
cursos	NC	curso
de	PREP	de
estos	DM	este
tres	CARD	tres
últimos	ADJ	último
años	NC	año
un	ART	un
estudiante	NC	estudiante
cuyo	REL	cuyo
nombre	NC	nombre
es	VSfin	ser
Antonio	NP	Antonio
Lapas	NP	<unknown>
?	FS	?
»	SYM	»
—	DASH	--
«¿Qué	VLfin	<unknown>
Lapas	NP	<unknown>
,	CM	,
ni	CCNEG	ni
qué	INT	qué
camarones	NC	camarón
?	FS	?
!	FS	!
Acaba	VLfin	acabar
de	PREP	de
estar	VEinf	estar
aquí	ADV	aquí
el	ART	el
Doctor	NP	<unknown>
Pineal	NP	<unknown>
,	CM	,
y	CC	y
me	PPX	yo
ha	VHfin	haber
preguntado	VLadj	preguntar
lo	ART	el
mismo	ADJ	mismo
.	FS	.
No	NEG	no
sólo	ADV	sólo
le	PPC	él|le
dije	VLfin	decir
que	CQUE	que
no	NEG	no
conocía	VLfin	conocer
tal	QU	tal
nombre	NC	nombre
,	CM	,
sino	CCAD	sino
que	CQUE	que
me	PPX	yo
hizo	VLfin	hacer
revisar	VLinf	revisar
todos	QU	todo
los	ART	el
libros.»	NC	<unknown>
—	DASH	--
«¿El	NC	<unknown>
Doctor	NP	<unknown>
Pineal	ADJ	pineal
ha	VHfin	haber
estado	VEadj	estar
aquí	ADV	aquí
con	PREP	con
ese	DM	ese
objeto	NC	objeto
?	FS	?
»	SYM	»
—	DASH	--
«Como	VLfin	<unknown>
usted	PPX	usted
lo	PPC	él
oye	VLfin	oír
,	CM	,
mi	PPO	mi|mío
querido	NC	querido
doctor.»	NC	<unknown>
—	DASH	--
«Pues	VLfin	<unknown>
bien	ADV	bien
,	CM	,
mi	PPO	mi|mío
querido	NC	querido
Secretario	NP	Secretario
:	COLON	:
el	ART	el
Doctor	NP	<unknown>
Pineal	NP	<unknown>
sabe	VLfin	saber
lo	ART	el
que	CQUE	que
hace	VLfin	hacer
.	FS	.
Y	CC	y
¿	FS	?
para	PREP	para
qué	INT	qué
preguntó	VLfin	preguntar
tal	QU	tal
cosa	NC	cosa
?	FS	?
»	SYM	»
—	DASH	--
«¿Qué	NC	<unknown>
sé	VLfin	saber|ser
yo	PPX	yo
?	FS	?
Me	PPX	yo
contó	VLfin	contar
una	ART	un
historia	NC	historia
de	PREP	de
un	ART	un
estudiante	NC	estudiante
Lapas	NP	<unknown>
,	CM	,
del	PDEL	del
cual	REL	cual
pedía	VLfin	pedir
datos	NC	dato
la	ART	el
familia	NC	familia
que	CQUE	que
está	VEfin	estar
fuera del	PDEL	fuera~del
país.»	NC	<unknown>
—	DASH	--
«¿Eso	NC	<unknown>
dijo	VLfin	decir
el	ART	el
Doctor	NP	<unknown>
Pineal	NP	<unknown>
?	FS	?
»	SYM	»
—	DASH	--
«Eso	VLfin	<unknown>
mismo.»	NP	<unknown>
—	DASH	--
«Pues	VLfin	<unknown>
entonces	ADV	entonces
,	CM	,
Señor	NC	señor
amigo	NC	amigo
y	CC	y
colega	NC	colega
,	CM	,
el	ART	el
Doctor	NP	<unknown>
Pineal	NP	<unknown>
es	VSfin	ser
un	ART	un
hombre	NC	hombre
prevenido	VLadj	prevenir
y	CC	y
que	CQUE	que
sabe	VLfin	saber
tomar	VLinf	tomar
el	ART	el
rumbo	NC	rumbo
.	FS	.
Eso	DM	ese
mismo	ADJ	mismo
me	PPX	yo
trae	VLfin	traer
a	PREP	a
mí	PPX	yo
también.»	VLfin	<unknown>
—	DASH	--
«Siendo	VLfin	<unknown>
así	ADV	así
,	CM	,
ya	ADV	ya
sabe	VLfin	saber
lo	ART	el
que	CQUE	que
hay.»	NC	<unknown>
—	DASH	--
«Ah	NC	<unknown>
!	FS	!
no	NEG	no
!	FS	!
eso	DM	ese
no	NEG	no
.	FS	.
Yo	PPX	yo
no	NEG	no
puedo	VLfin	poder
firmar	VLinf	firmar
una	ART	un
carta	NC	carta
con	PREP	con
datos	NC	dato
que	CQUE	que
se	SE	se
me	PPX	yo
han	VHfin	haber
dado	VLadj	dar
,	CM	,
sino	CCAD	sino
con	PREP	con
datos	NC	dato
recogidos	VLadj	recoger
por	PREP	por
mí.»	NC	<unknown>
—	DASH	--
«¿Y	NC	<unknown>
no	NEG	no
es	VSfin	ser
suficiente	ADJ	suficiente
el	ART	el
que	CQUE	que
le	PPC	él|le
doy	VLfin	dar
?	FS	?
»	SYM	»
—	DASH	--
«Ese	VLfin	<unknown>
es	VSfin	ser
uno	CARD	uno
;	SEMICOLON	;
pero	CCAD	pero
yo	PPX	yo
quiero	VLfin	querer
más.»	NC	<unknown>
—	DASH	--
«Y	NC	<unknown>
¿	FS	?
qué	INT	qué
otro	QU	otro
puedo	VMfin	poder
darle	VCLIinf	dar|darle
?	FS	?
»	SYM	»
Saqué	VLfin	sacar
la	ART	el
cartera	NC	cartera
,	CM	,
y	CC	y
escribí	VLfin	escribir
en	PREP	en
una	ART	un
hoja	NC	hoja
en	PREP	en
blanco	NC	blanco
:	COLON	:
1°	NP	<unknown>
El	NP	<unknown>
Señor	NP	<unknown>
Secretario	NP	Secretario
de	PREP	de
la	ART	el
Facultad	NC	facultad
de	PREP	de
Medicina	NP	<unknown>
no	NEG	no
conoce	VLfin	conocer
al	PAL	al
estudiante	NC	estudiante
Lapas	NP	<unknown>
2°	VLfin	<unknown>
El	VLinf	<unknown>
señor	NC	señor
secretario	ADJ	secretario
afirma	VLfin	afirmar
que	CQUE	que
en	PREP	en
los	ART	el
libros	NC	libro
de	PREP	de
la	ART	el
Facultad	NC	facultad
no	NEG	no
existe	VLfin	existir
tal	QU	tal
nombre	NC	nombre
.	FS	.
3°	VLfin	<unknown>
He	NC	<unknown>
revisado	VLadj	revisar
también	ADV	también
los	ART	el
libros	NC	libro
,	CM	,
y	CC	y
no	NEG	no
figura	VLfin	figurar
en	PREP	en
ellos	PPX	él
.	FS	.
