SCÈNES	Vvc	SCÈNES
.	Fs	.
Son	Ds	SON
honnêteté	Nc	HONNÊTETÉ
me	Pp	JE
fendit	Vvc	FENDRE
le	Da	LE
coeur	Nc	CUR
:	Fw	:
une	Dn	UN
fille	Nc	FILLE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
de	S	DE
bois	Nc	BOIS
;	Fw	;
et	Cc	ET
voyant	Ga	VOIR
que	Cs	QUE
ma	Ds	MON
chambre	Nc	CHAMBRE
lui	Pp	IL
plaisait	Vvc	PLAIRE
si	Rg	SI
fort	Rg	FORT
,	Fw	,
je	Pp	JE
lui	Pp	IL
dis	Vvc	DIRE
...	Fs	...
Mais	Vvc	Mais
vous	Pp	VOUS
allez	Vvc	ALLER
vous	Pp	VOUS
fâcher	Vvn	FÂCHER
.	Fs	.
Non	Rg	NON
,	Fw	,
non	Rg	NON
...	Fs	...
Je	Vvc	Je
lui	Pp	IL
dis	Vvc	DIRE
...	Fs	...
Me	Vvc	Me
promettez	Vvc	PROMETTRE
-vous	Nc	-vous
que	Pr	QUE
vous	Pp	VOUS
ne	Rp	NE
vous	Pp	VOUS
mettrez	Vvc	METTRE
pas	Rg	PAS
en	S	EN
colère	Nc	COLÈRE
?	Fs	?
Ouf	Rg	OUF
!	Fs	!
Gare	Vvc	GARER
la	Da	LE
civilité	Nc	CIVILITÉ
!	Fs	!
Je	Pp	JE
lui	Pp	IL
dis	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
avait	Vuc	AVOIR
qu'	Rg	QUE
à	S	À
se	Pp	IL
coucher	Vvn	COUCHER
dans	S	DANS
mon	Ds	MON
lit	Nc	LIT
.	Fs	.
Par	S	PAR
civilité	Nc	CIVILITÉ
?	Fs	?
Ma	Ds	MON
foi	Nc	FOI
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
là	Rg	LÀ
une	Dn	UN
soeur	Nc	SUR
bien	Rg	BIEN
élevée	Ge	ÉLEVER
.	Fs	.
Oh	I	OH
!	Fs	!
Ma	Ds	MON
soeur	Nc	SUR
sait	Vvc	SAVOIR
vivre	Vvn	VIVRE
;	Fw	;
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
là	Rg	LÀ
un	Dn	UN
grand	Ag	GRAND
malheur	Nc	MALHEUR
...	Fs	...
Tu	Vvc	Tu
allas	Vvc	ALLER
coucher	Vvn	COUCHER
dans	S	DANS
une	Dn	UN
autre	Ag	AUTRE
chambre	Nc	CHAMBRE
?	Fs	?
Bon	Ag	BON
!	Fs	!
Je	Pp	JE
n'	Rp	NE
en	Pp	EN
fus	Vuc	ÊTRE
pas	Rg	PAS
la	Da	LE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
:	Fw	:
il	Pp	IL
ne	Rp	NE
voulut	Vvc	VOULOIR
jamais	Rg	JAMAIS
permettre	Vvn	PERMETTRE
que	Cs	QUE
je	Pp	JE
m'	Pp	JE
incommodasse	Vvc	INCOMMODER
pour	S	POUR
l'	Da	LE
amour	Nc	AMOUR
de	S	DE
lui	Pp	IL
;	Fw	;
il	Pp	IL
dit	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
serait	Vuc	ÊTRE
au	S+Da	À+LE
désespoir	Nc	DÉSESPOIR
de	S	DE
m'	Pp	JE
avoir	Vun	AVOIR
découchée	Ge	DÉCOUCHER
,	Fw	,
et	Cc	ET
...	Fw	...
Que	Vvc	Que
voilà	S	VOILÀ
un	Dn	UN
garçon	Nc	GARÇON
bien	Rg	BIEN
honnête	Ag	HONNÊTE
!	Fs	!
Comment	Pt	COMMENT
donc	Rg	DONC
!	Fs	!
Qu'	Pt	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
cela	Pd	CELA
veut	Vvc	VOULOIR
dire	Vvn	DIRE
?	Fs	?
Il	Pp	IL
me	Pp	JE
dit	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
avait	Vuc	AVOIR
longtemps	Rg	LONGTEMPS
qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
aimait	Vvc	AIMER
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
voulait	Vvc	VOULOIR
être	Vun	ÊTRE
mon	Ds	MON
mari	Nc	MARI
;	Fw	;
et	Cc	ET
il	Pp	IL
m'	Pp	JE
en	Pp	EN
donna	Vvc	DONNER
sa	Ds	SON
promesse	Nc	PROMESSE
,	Fw	,
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
encore	Rg	ENCORE
.	Fs	.
Ah	I	AH
,	Fw	,
malheureuse	Ag	MALHEUREUX
!	Fs	!
Faut-il	Vvc	Faut-il
,	Fw	,
juste	Ag	JUSTE
ciel	Nc	CIEL
!	Fs	!
...	Fs	...
Mais	Vvc	Mais
tu	Pp	TU
n'	Rp	NE
échapperas	Vvc	ÉCHAPPER
pas	Rg	PAS
à	S	À
ma	Ds	MON
vengeance	Nc	VENGEANCE
,	Fw	,
et	Cc	ET
...	Fw	...
Allez	Vvc	ALLER
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
un	Dn	UN
bon	Ag	BON
mariage	Nc	MARIAGE
raccommodera	Vvc	RACCOMMODER
tout	Di	TOUT
cela	Pd	CELA
.	Fs	.
Je	Pp	JE
ne	Rp	NE
vois	Vvc	ALLER|VOIR
pas	Rg	PAS
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
ait	Vuc	AVOIR
un	Dn	UN
grand	Ag	GRAND
mal	Nc	MAL
de	S	DE
coucher	Vvn	COUCHER
avec	S	AVEC
son	Ds	SON
mari	Nc	MARI
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
tâcher	Vvn	TÂCHER
de	S	DE
remédier	Vvn	REMÉDIER
à	S	À
tout	Di	TOUT
ceci	Pd	CECI
.	Fs	.
À	Nc	À
Colombine	Vvc	Colombine
.	Fs	.
Entrez	Vvc	ENTRER
dans	S	DANS
cette	Dd	CE
hôtellerie	Nc	HÔTELLERIE
-là	Vvc	-là
,	Fw	,
et	Cc	ET
prenez	Vvc	PRENDRE
garde	Nc	GARDE
de	S	DE
dire	Vvn	DIRE
que	Cs	QUE
vous	Pp	VOUS
me	Pp	JE
connaissez	Vvc	CONNAÎTRE
.	Fs	.
Ma	Ds	MON
foi	Nc	FOI
,	Fw	,
je	Pp	JE
n'	Rp	NE
en	Pp	EN
saurais	Vvc	SAURER|SAVOIR
revenir	Vvn	REVENIR
:	Fw	:
voilà	S	VOILÀ
une	Dn	UN
fille	Nc	FILLE
bien	Rg	BIEN
civile	Ag	CIVIL
.	Fs	.
Donner	Vvn	DONNER
jusqu'	S	JUSQUE
à	S	À
la	Da	LE
moitié	Nc	MOITIÉ
de	S	DE
son	Ds	SON
lit	Nc	LIT
à	S	À
un	Dn	UN
garçon	Nc	GARÇON
;	Fw	;
la	Da	LE
pauvre	Ag	PAUVRE
enfant	Nc	ENFANT
!	Fs	!
La	Da	LE
pauvre	Ag	PAUVRE
enfant	Nc	ENFANT
!	Fs	!
Il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
ici	Rg	ICI
quelques	Di	QUELQUE
scènes	Nc	SCÈNE
italiennes	Ag	ITALIEN
.	Fs	.
Ghérardi	Nc	Ghérardi
jouait	Vvc	JOUER
ce	Dd	CE
rôle	Nc	RÔLE
à	S	À
visage	Nc	VISAGE
découvert	Ge	DÉCOUVRIR
.	Fs	.
Parbleu	I	PARBLEU
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
plus	Rg	PLUS
aller	Vvn	ALLER
;	Fw	;
j'	Pp	JE
ai	Vuc	AVOIR
les	Da	LE
fesses	Nc	FESSE
tout	Rg	TOUT
écorchées	Ge	ÉCORCHER
.	Fs	.
La	Da	LE
peste	Nc	PESTE
soit	Vuc	ÊTRE
du	Dp	DU
voyage	Nc	VOYAGE
!	Fs	!
On	Pp	ON
vous	Pp	VOUS
envoie	Vvc	ENVOYER
solliciter	Vvn	SOLLICITER
un	Dn	UN
procès	Nc	PROCÈS
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
allez	Vvc	ALLER
voir	Vvn	VOIR
l'	Da	LE
armée	Nc	ARMÉE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
le	Da	LE
coeur	Nc	CUR
martial	Ag	MARTIAL
.	Fs	.
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
monsieur	Nc	MONSIEUR
Croquignolet	Nc	Croquignolet
votre	Ds	VOTRE
père	Nc	PÈRE
et	Cc	ET
madame	Nc	MADAME
Croquignolet	Nc	Croquignolet
votre	Ds	VOTRE
mère	Nc	MÈRE
vont	Vvc	ALLER
être	Vun	ÊTRE
bien	Rg	BIEN
surpris	Ge	SURPRENDRE
,	Fw	,
quand	Cs	QUAND
ils	Pp	ILS
verront	Vvc	VOIR
arriver	Vvn	ARRIVER
dans	S	DANS
leur	Ds	LEUR
boutique	Nc	BOUTIQUE
monsieur	Nc	MONSIEUR
Mathurin	Ag	Mathurin
Blaise	Vvc	Blaise
Croquignolet	Nc	Croquignolet
,	Fw	,
leur	Ds	LEUR
fils	Nc	FIL|FILS
l'	Da	LE
avocat	Nc	AVOCAT
,	Fw	,
qui	Pr	QUI
vient	Vvc	VENIR
de	S	DE
Flandre	Nc	Flandre
.	Fs	.
Oh	I	OH
!	Fs	!
Je	Pp	JE
le	Pp	IL
crois	Vvc	CROIRE|CROÎTRE
.	Fs	.
Tous	Di	TOUT
les	Da	LE
badauds	Nc	BADAUD
du	S+Da	DE+LE
quartier	Nc	QUARTIER
vont	Vvc	ALLER
venir	Vvn	VENIR
fondre	Vvn	FONDRE
dans	S	DANS
votre	Ds	VOTRE
boutique	Nc	BOUTIQUE
,	Fw	,
pour	S	POUR
savoir	Vvn	SAVOIR
de	S	DE
vous	Pp	VOUS
des	Dn	UN
nouvelles	Nc	NOUVEAU|NOUVELLE
du	S+Da	DE+LE
combat	Nc	COMBAT
.	Fs	.
Cela	Pd	CELA
est	Vuc	ÊTRE
assez	Rg	ASSEZ
drôle	Ag	DRÔLE
,	Fw	,
da	Vvc	da
!	Fs	!
À	Vvc	À
un	Dn	UN
jeune	Ag	JEUNE
praticien	Nc	PRATICIEN
comme	S	COMME
moi	Pp	JE
d'	S	DE
avoir	Vun	AVOIR
déjà	Rg	DÉJÀ
vu	Ge	VOIR
une	Dn	UN
bataille	Nc	BATAILLE
contradictoire	Ag	CONTRADICTOIRE
,	Fw	,
et	Cc	ET
d'	S	DE
en	Pp	EN
être	Vun	ÊTRE
revenu	Ge	REVENIR
sain	Ag	SAIN
et	Cc	ET
entier	Ag	ENTIER
.	Fs	.
Oh	I	OH
!	Fs	!
Parbleu	I	PARBLEU
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
pouvez	Vvc	POUVOIR
aller	Vvn	ALLER
à	S	À
toutes	Di	TOUT
les	Da	LE
occasions	Nc	OCCASION
du	S+Da	DE+LE
monde	Nc	MONDE
comme	Cs	COMME
à	S	À
celle	Pd	CELUI
-là	Vvc	-là
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
suis	Vuc	ÊTRE
garant	Ag	GARANT
que	Cs	QUE
vous	Pp	VOUS
n'	Rp	NE
y	Pp	Y
serez	Vuc	ÊTRE
jamais	Rg	JAMAIS
blessé	Ge	BLESSER
.	Fs	.
Il	Pp	IL
y	Pp	Y
faisait	Vvc	FAIRE
pourtant	Rg	POURTANT
chaud	Ag	CHAUD
.	Fs	.
Cela	Pd	CELA
est	Vuc	ÊTRE
vrai	Ag	VRAI
;	Fw	;
mais	Cc	MAIS
vous	Pp	VOUS
preniez	Vvc	PRENDRE
le	Da	LE
frais	Nc	FRAI|FRAIS
sur	S	SUR
le	Da	LE
mont	Nc	MONT
Pagnotte	Vvc	PAGNOTER
,	Fw	,
à	S	À
trois	Nc	TROIS
bonnes	Ag	BON
portées	Ge	PORTER
du	S+Da	DE+LE
canon	Nc	CANON
.	Fs	.
Je	Pp	JE
n'	Rp	NE
y	Pp	Y
allais	Vvc	ALLER
pas	Rg	PAS
pour	S	POUR
m'	Pp	JE
y	Pp	Y
faire	Vvn	FAIRE
tuer	Vvn	TUER
.	Fs	.
Quelque	Di	QUELQUE
niais	Nc	NIAIS
!	Fs	!
...	Fs	...
Cela	Vvc	CELER
n'	Rp	NE
aurait	Vuc	AVOIR
pas	Rg	PAS
été	Ge	ÊTRE
honnête	Ag	HONNÊTE
à	S	À
moi	Pp	JE
d'	S	DE
y	Pp	Y
mourir	Vvn	MOURIR
,	Fw	,
et	Cc	ET
j'	Pp	JE
aurais	Vuc	AVOIR
enragé	Ge	ENRAGER
le	Da	LE
reste	Nc	RESTE
de	S	DE
ma	Ds	MON
vie	Nc	VIE
si	Cs	SI
j'	Pp	JE
étais	Vuc	ÊTRE
mort	Ge	MOURIR
là	Rg	LÀ
comme	S	COMME
un	Dn	UN
sot	Nc	SOT
.	Fs	.
Oh	I	OH
!	Fs	!
Vous	Pp	VOUS
avez	Vuc	AVOIR
raison	Nc	RAISON
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
gagnons	Vvc	GAGNER
pays	Nc	PAYS
,	Fw	,
s'	Cs	SI
il	Pp	IL
vous	Pp	VOUS
plaît	Vvc	PLAIRE
;	Fw	;
allons	Vvc	ALLER
vite	Rg	VITE
chez	S	CHEZ
votre	Ds	VOTRE
père	Nc	PÈRE
,	Fw	,
visiter	Vvn	VISITER
son	Ds	SON
vin	Nc	VIN
de	S	DE
Bourgogne	Nc	BOURGOGNE
;	Fw	;
car	Cc	CAR
je	Pp	JE
sens	Vvc	SENTIR
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
besoin	Nc	BESOIN
de	S	DE
forces	Nc	FORCE|FORCÉ
.	Fs	.
Oh	I	OH
!	Fs	!
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
garde	Nc	GARDE
de	S	DE
descendre	Vvn	DESCENDRE
chez	S	CHEZ
mon	Ds	MON
père	Nc	PÈRE
.	Fs	.
Et	Cc	ET
d'	S	DE
où	Pr	OÙ
vient	Vvc	VENIR
?	Fs	?
On	Pp	ON
m'	Pp	JE
a	Vuc	AVOIR
mandé	Ge	MANDER
à	S	À
l'	Da	LE
armée	Nc	ARMÉE
que	Cs	QUE
ma	Ds	MON
grande	Ag	GRAND
soeur	Nc	SUR
Toinon	Nc	Toinon
avait	Vuc	AVOIR
la	Da	LE
petite	Ag	PETIT
vérole	Nc	VÉROLE|VÉROLÉ
,	Fw	,
et	Cc	ET
je	Pp	JE
ne	Rp	NE
serais	Vuc	ÊTRE
pas	Rg	PAS
bien	Rg	BIEN
aise	Ag	AISE|AISÉ
d'	S	DE
en	Pp	EN
être	Vun	ÊTRE
marqué	Ge	MARQUER
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
,	Fw	,
morbleu	Nc	morbleu
,	Fw	,
bien	Rg	BIEN
fait	Ge	FAIRE
de	S	DE
conserver	Vvn	CONSERVER
votre	Ds	VOTRE
teint	Nc	TEINT
;	Fw	;
et	Cc	ET
il	Pp	IL
serait	Vuc	ÊTRE
fâcheux	Ag	FÂCHEUX
qu'	Cs	QUE
un	Dn	UN
jeune	Ag	JEUNE
homme	Nc	HOMME
que	Cs	QUE
le	Da	LE
canon	Nc	CANON
a	Vuc	AVOIR
respecté	Ge	RESPECTER
fût	Vuc	ÊTRE
exposé	Ge	EXPOSER
au	S+Da	À+LE
caprice	Nc	CAPRICE
d'	S	DE
une	Dn	UN
maladie	Nc	MALADIE
aussi	Rg	AUSSI
insolente	Ag	INSOLENT
.	Fs	.
Entrons	Vvc	ENTRER
donc	Rg	DONC
dans	S	DANS
la	Da	LE
première	Ag	PREMIER
hôtellerie	Nc	HÔTELLERIE
.	Fs	.
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
voilà	S	VOILÀ
notre	Ds	NOTRE
affaire	Nc	AFFAIRE|AFFAIRÉ
...	Fs	...
Il	Vvc	Il
frappe	Nc	FRAPPE|FRAPPÉ
à	S	À
la	Da	LE
porte	Nc	PORTE|PORTÉ
d'	S	DE
Arlequin	Nc	ARLEQUIN
.	Fs	.
Holà	Vvc	Holà
!	Fs	!
Bonjour	I	BONJOUR
,	Fw	,
messieurs	Nc	MONSIEUR
:	Fw	:
que	Cs	QUE
vous	Pp	VOUS
plaît-il	Vvc	plaît-il
?	Fs	?
Allons	Vvc	ALLER
,	Fw	,
ma	Ds	MON
fille	Nc	FILLE
,	Fw	,
une	Dn	UN
chambre	Nc	CHAMBRE
,	Fw	,
du	S+Da	DE+LE
feu	Nc	FEU
et	Cc	ET
grand'chère	Vvc	grand'chère
.	Fs	.
Je	Pp	JE
m'	Pp	JE
arrête	Vvc	ARRÊTER
volontiers	Rg	VOLONTIERS
où	Pr	OÙ
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
bon	Ag	BON
vin	Nc	VIN
et	Cc	ET
jolie	Ag	JOLI
servante	Nc	SERVANT|SERVANTE|SERVITEUR
.	Fs	.
Messieurs	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
allez	Vvc	ALLER
avoir	Vun	AVOIR
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
vous	Pp	VOUS
faut	Vvc	FAILLIR|FALLOIR
:	Fw	:
on	Pp	ON
ne	Rp	NE
manque	Vvc	MANQUER
de	S	DE
rien	Pi	RIEN
chez	S	CHEZ
nous	Pp	NOUS
.	Fs	.
Allons	Vvc	ALLER
,	Fw	,
ma	Ds	MON
fille	Nc	FILLE
,	Fw	,
viens	Vvc	VENIR
me	Pp	JE
débotter	Vvn	DÉBOTTER
.	Fs	.
Il	Pp	IL
présente	Vvc	PRÉSENTER
son	Ds	SON
pied	Nc	PIED
botté	Ge	BOTTER
à	S	À
Isabelle	Nc	Isabelle
.	Fs	.
Vous	Pp	VOUS
débotter	Vvn	DÉBOTTER
!	Fs	!
Pardi	Ge	Pardi
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
cherchez	Vvc	CHERCHER
vos	Ds	VOTRE
débotteuses	Nc	débotteuses
;	Fw	;
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
là	Rg	LÀ
mon	Ds	MON
affaire	Nc	AFFAIRE|AFFAIRÉ
.	Fs	.
Est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
tu	Pp	TU
n'	Rp	NE
es	Vuc	ÊTRE
pas	Rg	PAS
aussi	Rg	AUSSI
le	Da	LE
valet	Nc	VALET
d'	S	DE
écurie	Nc	ÉCURIE
?	Fs	?
Monsieur	Nc	MONSIEUR
,	Fw	,
voilà	S	VOILÀ
une	Dn	UN
dondon	Nc	DONDON
qui	Pr	QUI
me	Pp	JE
paraît	Vvc	PARAÎTRE
assez	Rg	ASSEZ
résolue	Ge	RÉSOUDRE
;	Fw	;
mais	Cc	MAIS
il	Pp	IL
me	Pp	JE
semble	Vvc	SEMBLER
qu'	Cs	QUE
elle	Pp	IL
vous	Pp	VOUS
saboule	Vvc	SABOULER
un	Dn	UN
peu	Rg	PEU
.	Fs	.
La	Da	LE
friponne	Nc	FRIPON
est	Vuc	ÊTRE
,	Fw	,
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
jolie	Ag	JOLI
.	Fs	.
Viens	Vvc	VENIR
çà	Nc	çà
,	Fw	,
ma	Ds	MON
fille	Nc	FILLE
;	Fw	;
es	Vuc	ÊTRE
-tu	Ge	-tu
mariée	Ge	MARIER
?	Fs	?
Non	Rg	NON
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
Dieu	Nc	DIEU
merci	Nc	MERCI
;	Fw	;
à	S	À
moi	Pp	JE
n'	Rp	NE
appartient	Vvc	APPARTENIR
pas	Rg	PAS
tant	Rg	TANT
d'	S	DE
honneur	Nc	HONNEUR
:	Fw	:
l'	Da	LE
année	Nc	ANNÉE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
bonne	Ag	BON
pour	S	POUR
les	Da	LE
filles	Nc	FILLE
;	Fw	;
tous	Di	TOUT
les	Da	LE
garçons	Nc	GARÇON
sont	Vuc	ÊTRE
à	S	À
la	Da	LE
guerre	Nc	GUERRE
.	Fs	.
En	S	EN
voilà	S	VOILÀ
pourtant	Rg	POURTANT
encore	Rg	ENCORE
un	Dn	UN
qui	Pr	QUI
n'	Rp	NE
y	Pp	Y
est	Vuc	ÊTRE
pas	Rg	PAS
.	Fs	.
Si	Cs	SI
cette	Dd	CE
friponne	Nc	FRIPON
-là	Ag	-là
voulait	Vvc	VOULOIR
,	Fw	,
nous	Pp	NOUS
aurions	Vuc	AVOIR
bientôt	Rg	BIENTÔT
conclu	Ge	CONCLURE
l'	Da	LE
affaire	Nc	AFFAIRE|AFFAIRÉ
.	Fs	.
Je	Pp	JE
sens	Vvc	SENTIR
quelque	Di	QUELQUE
chose	Nc	CHOSE
...	Fs	...
là	Rg	LÀ
,	Fw	,
qui	Pr	QUI
me	Pp	JE
chatouille	Vvc	CHATOUILLER
...	Fs	...
Hé	Vvc	Hé
!	Fs	!
...	Fs	...
Tu	Vvc	Tu
m'	Pp	JE
entends	Vvc	ENTENDRE
bien	Rg	BIEN
?	Fs	?
Isabelle	Nc	Isabelle
hausse	Vvc	HAUSSER
les	Da	LE
épaules	Nc	ÉPAULE|ÉPAULÉ
.	Fs	.
Voilà	Vvc	Voilà
un	Dn	UN
vrai	Ag	VRAI
niquedouille	Nc	NIQUEDOUILLE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
Nicodème	Nc	Nicodème
qui	Pr	QUI
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
le	Da	LE
sens	Nc	SENS
commun	Ag	COMMUN
.	Fs	.
Si	Cs	SI
tu	Pp	TU
voulais	Vvc	VOULOIR
un	Dn	UN
peu	Rg	PEU
,	Fw	,
pour	S	POUR
me	Pp	JE
délasser	Vvn	DÉLACER|DÉLASSER
de	S	DE
mes	Ds	MON
exploits	Nc	EXPLOIT
guerriers	Ag	GUERRIER
...	Fs	...
J'	Vvc	J'
ai	Vuc	AVOIR
de	S	DE
l'	Da	LE
argent	Nc	ARGENT
,	Fw	,
oui	Ge	OUÏR
.	Fs	.
Bon	Ag	BON
!	Fs	!
Me	Pp	JE
voilà	S	VOILÀ
bien	Rg	BIEN
chanceuse	Ag	CHANCEUX
avec	S	AVEC
votre	Ds	VOTRE
argent	Nc	ARGENT
!	Fs	!
Ce	Pd	CE
n'	Rp	NE
a	Vuc	AVOIR
jamais	Rg	JAMAIS
été	Ge	ÊTRE
ça	Pd	ÇA|CELA
qui	Pr	QUI
m'	Pp	JE
a	Vuc	AVOIR
tentée	Ge	TENTER
:	Fw	:
j'	Pp	JE
aime	Vvc	AIMER
mieux	Rg	MIEUX
un	Dn	UN
homme	Nc	HOMME
qui	Pr	QUI
me	Pp	JE
plaît	Vvc	PLAIRE
que	Cs	QUE
tous	Di	TOUT
les	Da	LE
trésors	Nc	TRÉSOR
du	S+Da	DE+LE
inonde	Nc	INONDÉ
;	Fw	;
et	Cc	ET
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
voulez	Vvc	VOULOIR
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
parle	Vvc	PARLER
franchement	Rg	FRANCHEMENT
,	Fw	,
j'	Pp	JE
aimerais	Vvc	AIMER
mieux	Rg	MIEUX
votre	Ds	VOTRE
valet	Nc	VALET
que	Pr	QUE
vous	Pp	VOUS
.	Fs	.
La	Da	LE
coquine	Nc	COQUIN
est	Vuc	ÊTRE
,	Fw	,
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
de	S	DE
bon	Ag	BON
goût	Nc	GOÛT
.	Fs	.
Allons	Vvc	ALLER
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
retirez	Vvc	RETIRER
-vous	Nc	-vous
;	Fw	;
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
là	Rg	LÀ
de	S	DE
la	Da	LE
viande	Nc	VIANDE
pour	S	POUR
vos	Ds	VOTRE
oiseaux	Nc	OISEAU
.	Fs	.
Sais	Vvc	SAVOIR
-tu	Vvn	-tu
bien	Rg	BIEN
,	Fw	,
petite	Ag	PETIT
scélérate	Nc	SCÉLÉRAT
,	Fw	,
que	Cs	QUE
je	Pp	JE
viens	Vvc	VENIR
de	S	DE
l'	Da	LE
armée	Nc	ARMÉE
?	Fs	?
Vous	Pp	VOUS
,	Fw	,
de	S	DE
l'	Da	LE
armée	Nc	ARMÉE
!	Fs	!
Vous	Pp	VOUS
voilà	S	VOILÀ
plaisamment	Rg	PLAISAMMENT
fagoté	Ge	FAGOTER
,	Fw	,
avec	S	AVEC
votre	Ds	VOTRE
habit	Nc	HABIT
noir	Ag	NOIR
!	Fs	!
C'	Pd	CE
était	Vuc	ÊTRE
donc	Rg	DONC
vous	Pp	VOUS
qui	Pr	QUI
portiez	Vvc	PORTER
les	Da	LE
billets	Nc	BILLET
d'	S	DE
enterrement	Nc	ENTERREMENT
des	S+Da	DE+LE|DE+LES
Hollandais	Vvc	Hollandais
qu'	Cs	QUE
on	Pp	ON
y	Pp	Y
a	Vuc	AVOIR
tués	Ge	TUER
?	Fs	?
Comment	Rt	COMMENT
,	Fw	,
morbleu	Nc	morbleu
!	Fs	!
Si	Cs	SI
quelqu'un	Pi	QUELQU'UN
en	Pp	EN
doutait	Vvc	DOUTER
,	Fw	,
je	Pp	JE
lui	Pp	IL
ferais	Vvc	FAIRE|FERRER
bien	Rg	BIEN
voir	Vvn	VOIR
ce	Pd	CE
que	Pr	QUE
c'	Pd	CE
est	Vuc	ÊTRE
que	Rg	QUE
Mathurin	Ag	Mathurin
Croquignolet	Nc	Croquignolet
,	Fw	,
volontaire	Ag	VOLONTAIRE
en	S	EN
pied	Nc	PIED
,	Fw	,
suivant	Ga	SUIVRE
l'	Da	LE
armée	Nc	ARMÉE
.	Fs	.
Et	Cc	ET
avocat	Nc	AVOCAT
en	S	EN
parlement	Nc	PARLEMENT
.	Fs	.
Oli	Vvc	Oli
!	Fs	!
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
un	Dn	UN
valeureux	Ag	VALEUREUX
personnage	Nc	PERSONNAGE
!	Fs	!
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
faudrait	Vvc	FAILLIR|FALLOIR
encore	Rg	ENCORE
qu'	Cs	QUE
un	Dn	UN
Mathurin	Ag	Mathurin
Croquignolet	Nc	Croquignolet
pour	S	POUR
faire	Vvn	FAIRE
fuir	Vvn	FUIR
tous	Di	TOUT
les	Da	LE
poulets	Nc	POULET
de	S	DE
notre	Ds	NOTRE
basse-cour	Nc	BASSE-COUR
.	Fs	.
Cette	Dd	CE
friponne	Nc	FRIPON
-là	Vvc	-là
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
prévenue	Ge	PRÉVENIR
de	S	DE
mon	Ds	MON
mérite	Nc	MÉRITE
...	Fs	...
Je	Vvc	Je
suis	Vuc	ÊTRE
pourtant	Rg	POURTANT
un	Dn	UN
drôle	Nc	DRÔLE
avec	S	AVEC
les	Da	LE
filles	Nc	FILLE
...	Fs	...
Il	Vvc	Il
