Hé	Vvc	Hé
le	Pp	IL
raser	Vvn	RASER
.	Fs	.
Qu'	Pt	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
cela	Pd	CELA
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
bassin	Nc	BASSIN
à	S	À
deux	Nc	DEUX
mains	Nc	MAIN
.	Fs	.
Arlequin	Nc	ARLEQUIN
le	Pp	IL
lave	Vvc	LAVER
,	Fw	,
en	S	EN
lui	Pp	IL
donnant	Ga	DONNER
de	S	DE
temps	Nc	TEMPS
en	S	EN
temps	Nc	TEMPS
des	S+Da	DE+LE|DE+LES
soufflets	Nc	SOUFFLET
;	Fw	;
puis	Vvc	POUVOIR
tire	Vvc	TIRER
une	Dn	UN
grosse	Ag	GROS
boule	Nc	BOULE|BOULÉ|BOULÊ
,	Fw	,
dont	Pr	DONT
il	Pp	IL
se	Pp	IL
sert	Vvc	SERVIR
pour	S	POUR
savonnette	Nc	SAVONNETTE
,	Fw	,
et	Cc	ET
après	S	APRÈS
en	Pp	EN
avoir	Vun	AVOIR
bien	Rg	BIEN
frotté	Ge	FROTTER
le	Da	LE
visage	Nc	VISAGE
de	S	DE
Sotinet	Nc	Sotinet
,	Fw	,
il	Pp	IL
la	Pp	IL
lui	Pp	IL
laisse	Vvc	LAISSER
tomber	Vvn	TOMBER
sur	S	SUR
un	Dn	UN
pied	Nc	PIED
.	Fs	.
Qu'	Pt	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
donc	Rg	DONC
que	Cs	QUE
cela	Pd	CELA
signifie	Vvc	SIGNIFIER
?	Fs	?
Avez	Vuc	AVOIR
-vous	Nc	-vous
entrepris	Ge	ENTREPRENDRE
de	S	DE
m'	Pp	JE
estropier	Vvn	ESTROPIER
?	Fs	?
Il	Pp	IL
se	Pp	IL
lève	Vvc	LEVER
.	Fs	.
Que	Cs	QUE
de	S	DE
babil	Nc	BABIL
!	Fs	!
Tenez	Vvc	TENIR
-vous	Nc	-vous
donc	Rg	DONC
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
voulez	Vvc	VOULOIR
;	Fw	;
croyez	Vvc	CROIRE
-vous	Nc	-vous
que	Pr	QUE
je	Pp	JE
n'	Rp	NE
aie	Vuc	AVOIR
que	Cs	QUE
vous	Pp	VOUS
à	S	À
raser	Vvn	RASER
?	Fs	?
Il	Pp	IL
le	Pp	IL
rase	Vvc	RASER
avec	S	AVEC
un	Dn	UN
rasoir	Nc	RASOIR
d'	S	DE
une	Dn	UN
grandeur	Nc	GRANDEUR
à	S	À
faire	Vvn	FAIRE
peur	Nc	PEUR
.	Fs	.
Allez	Vvc	ALLER
tout	Rg	TOUT
doucement	Rg	DOUCEMENT
;	Fw	;
vous	Pp	VOUS
m'	Pp	JE
écorchez	Vvc	ÉCORCHER
tout	Di	TOUT
vif	Ag	VIF
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
vous	Pp	VOUS
avez	Vuc	AVOIR
le	Da	LE
cuir	Nc	CUIR
si	Rg	SI
dur	Ag	DUR
,	Fw	,
que	Cs	QUE
vous	Pp	VOUS
ébréchez	Vvc	ÉBRÉCHER
tous	Di	TOUT
mes	Ds	MON
rasoirs	Nc	RASOIR
.	Fs	.
Il	Pp	IL
prend	Vvc	PRENDRE
un	Dn	UN
cuir	Nc	CUIR
à	S	À
repasser	Vvn	REPASSER
,	Fw	,
et	Cc	ET
l'	Da	LE
accroche	Nc	ACCROCHE
par	S	PAR
un	Dn	UN
bout	Nc	BOUT
au	S+Da	À+LE
cou	Nc	COU
de	S	DE
Sotinet	Nc	Sotinet
,	Fw	,
tenant	Ga	TENIR
l'	Da	LE
autre	Ag	AUTRE
bout	Nc	BOUT
de	S	DE
la	Da	LE
main	Nc	MAIN
gauche	Ag	GAUCHE
;	Fw	;
et	Cc	ET
pour	S	POUR
avoir	Vun	AVOIR
plus	Rg	PLUS
de	S	DE
force	Nc	FORCE|FORCÉ
à	S	À
repasser	Vvn	REPASSER
son	Ds	SON
rasoir	Nc	RASOIR
qu'	Pr	QUE
il	Pp	IL
tient	Vvc	TENIR
de	S	DE
la	Da	LE
main	Nc	MAIN
droite	Ag	DROIT
,	Fw	,
il	Pp	IL
lève	Vvc	LEVER
un	Pi	UN
de	S	DE
ses	Ds	SON
pieds	Nc	PIED
et	Cc	ET
l'	Pp	IL
appuie	Vvc	APPUYER
rudement	Rg	RUDEMENT
sur	S	SUR
l'	Da	LE
estomac	Nc	ESTOMAC
de	S	DE
Sotinet	Nc	Sotinet
;	Fw	;
puis	Vvc	POUVOIR
,	Fw	,
tirant	Ga	TIRER
le	Da	LE
bout	Nc	BOUT
du	S+Da	DE+LE
cuir	Nc	CUIR
de	S	DE
toute	Di	TOUT
sa	Ds	SON
force	Nc	FORCE|FORCÉ
,	Fw	,
il	Pp	IL
repasse	Vvc	REPASSER
dessus	S	DESSUS
son	Ds	SON
rasoir	Nc	RASOIR
,	Fw	,
de	S	DE
manière	Nc	MANIÈRE
qu'	Pr	QUE
il	Pp	IL
étrangle	Vvc	ÉTRANGLER
Sotinet	Nc	Sotinet
,	Fw	,
qui	Pr	QUI
à	S	À
peine	Nc	PEINE
peut	Vvc	POUVOIR
crier	Vvn	CRIER
.	Fs	.
Miséricorde	Vvc	Miséricorde
!	Fs	!
Je	Pp	JE
suis	Vuc	ÊTRE
mort	Ge	MOURIR
!	Fs	!
Au	S+Da	À+LE
secours	Nc	SECOURS
!	Fs	!
On	Pp	ON
m'	Pp	JE
étrangle	Vvc	ÉTRANGLER
!	Fs	!
Il	Pp	IL
se	Pp	IL
lève	Vvc	LEVER
pour	S	POUR
appeler	Vvn	APPELER
du	S+Da	DE+LE
monde	Nc	MONDE
.	Fs	.
La	Da	LE
peste	Nc	PESTE
m'	Pp	JE
étouffe	Vvc	ÉTOUFFER
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
branlez	Vvc	BRANLER
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
coupe	Vvc	COUPER
la	Da	LE
gorge	Nc	GORGE
.	Fs	.
Quel	Dt	QUEL
homme	Nc	HOMME
êtes	Vuc	ÊTRE
-vous	Ge	-vous
donc	Rg	DONC
?	Fs	?
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
filer	Vvn	FILER
doux	Ag	DOUX
;	Fw	;
ce	Dd	CE
coquin	Ag	COQUIN
-là	Nc	-là
le	Pp	IL
ferait	Vvc	FAIRE|FERRER
comme	Cs	COMME
il	Pp	IL
le	Pp	IL
dit	Vvc	DIRE
:	Fw	:
il	Pp	IL
a	Vuc	AVOIR
une	Dn	UN
mauvaise	Ag	MAUVAIS
physionomie	Nc	PHYSIONOMIE
.	Fs	.
Haut	Nc	HAUT
,	Fw	,
pendant	Ga	PENDRE
qu'	Cs	QUE
Arlequin	Nc	ARLEQUIN
le	Pp	IL
rase	Vvc	RASER
.	Fs	.
Dis	Vvc	DIRE
-moi	Vvc	-moi
,	Fw	,
mon	Ds	MON
ami	Nc	AMI
,	Fw	,
de	S	DE
quel	Dt	QUEL
pays	Nc	PAYS
es	Vuc	ÊTRE
-tu	Ge	-tu
?	Fs	?
Limousin	Nc	LIMOUSIN
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
pour	S	POUR
vous	Pp	VOUS
rendre	Vvn	RENDRE
service	Nc	SERVICE
.	Fs	.
Limousin	Nc	LIMOUSIN
!	Fs	!
Et	Cc	ET
y	Pp	Y
a-t-il	V	AVOIR
des	Dn	UN
barbiers	Nc	BARBIER
de	S	DE
ce	Dd	CE
pays	Nc	PAYS
-là	Vvc	-là
?	Fs	?
Je	Pp	JE
croyais	Vvc	CROIRE
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
y	Pp	Y
en	Pp	EN
avait	Vuc	AVOIR
que	Rg	QUE
de	S	DE
gascons	Nc	GASCON
.	Fs	.
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
aussi	Rg	AUSSI
être	Vun	ÊTRE
le	Da	LE
premier	Nc	PREMIER
de	S	DE
mon	Ds	MON
pays	Nc	PAYS
qui	Pr	QUI
ait	Vuc	AVOIR
embrassé	Ge	EMBRASSER
le	Da	LE
parti	Nc	PARTI
de	S	DE
la	Da	LE
savonnette	Nc	SAVONNETTE
.	Fs	.
J'	Pp	JE
étais	Vuc	ÊTRE
auparavant	Rg	AUPARAVANT
tailleur	Nc	TAILLEUR
de	S	DE
pierres	Nc	PIERRE
;	Fw	;
et	Cc	ET
comme	Cs	COMME
on	Pp	ON
disait	Vvc	DIRE
que	Cs	QUE
j'	Pp	JE
avais	Vuc	AVOIR
beaucoup	Rg	BEAUCOUP
de	S	DE
légèreté	Nc	LÉGÈRETÉ
dans	S	DANS
la	Da	LE
main	Nc	MAIN
,	Fw	,
je	Pp	JE
crus	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
je	Pp	JE
serais	Vuc	ÊTRE
plus	Rg	PLUS
propre	Ag	PROPRE
à	S	À
ce	Dd	CE
métier	Nc	MÉTIER
-ci	Ag	-ci
.	Fs	.
Il	Pp	IL
lui	Pp	IL
met	Vvc	METTRE
la	Da	LE
main	Nc	MAIN
dans	S	DANS
la	Da	LE
poche	Nc	POCHE
Et	Vvc	Et
de	S	DE
tailleur	Nc	TAILLEUR
de	S	DE
pierres	Nc	PIERRE
,	Fw	,
je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
fait	Ge	FAIRE
tailleur	Nc	TAILLEUR
de	S	DE
barbes	Nc	BARBE
.	Fs	.
Il	Pp	IL
me	Pp	JE
semble	Vvc	SEMBLER
que	Cs	QUE
vous	Pp	VOUS
avez	Vuc	AVOIR
la	Da	LE
main	Nc	MAIN
gauche	Ag	GAUCHE
bien	Rg	BIEN
plus	Rg	PLUS
légère	Ag	LÉGER
que	Cs	QUE
la	Da	LE
droite	Nc	DROITE
.	Fs	.
Ah	I	AH
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
vous	Pp	VOUS
moquez	Vvc	MOQUER
!	Fs	!
Ce	Pd	CE
sont	Vuc	ÊTRE
de	Dn	UN
petits	Ag	PETIT
talents	Nc	TALENT
qu'	Pr	QUE
on	Pp	ON
reçoit	Vvc	RECEVOIR
de	S	DE
la	Da	LE
nature	Nc	NATURE
,	Fw	,
et	Cc	ET
dont	Pr	DONT
un	Dn	UN
honnête	Ag	HONNÊTE
homme	Nc	HOMME
ne	Rp	NE
doit	Vvc	DEVOIR
pas	Rg	PAS
se	Pp	IL
glorifier	Vvn	GLORIFIER
.	Fs	.
Avez	Vuc	AVOIR
-vous	Ge	-vous
bien	Rg	BIEN
des	Dn	UN
pratiques	Nc	PRATIQUE
?	Fs	?
Tant	Rg	TANT
,	Fw	,
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
y	Pp	Y
saurais	Vvc	SAURER|SAVOIR
suffire	Vvn	SUFFIRE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
qui	Pr	QUI
fais	Vvc	FAIRE
la	Da	LE
barbe	Nc	BARBE
et	Cc	ET
les	Da	LE
cheveux	Nc	CHEVEU|CHEVEUX
à	S	À
tous	Di	TOUT
les	Da	LE
limousins	Nc	LIMOUSIN
qui	Pr	QUI
viennent	Vvc	VENIR
ici	Rg	ICI
travailler	Vvn	TRAVAILLER
,	Fw	,
et	Cc	ET
j'	Pp	JE
ai	Vuc	AVOIR
une	Dn	UN
pension	Nc	PENSION
de	S	DE
la	Da	LE
ville	Nc	VILLE
pour	S	POUR
faire	Vvn	FAIRE
tous	Di	TOUT
les	Da	LE
quinze	Nc	QUINZE
jours	Nc	JOUR|JOURS
le	Da	LE
crin	Nc	CRIN
au	S+Da	À+LE
cheval	Nc	CHEVAL
de	S	DE
bronze	Nc	BRONZE
.	Fs	.
Il	Pp	IL
lui	Pp	IL
vole	Vvc	VOLER
sa	Ds	SON
bourse	Nc	BOURSE
sans	S	SANS
qu'	Cs	QUE
il	Pp	IL
s'	Pp	SE
en	Pp	EN
aperçoive	Vvc	APERCEVOIR
,	Fw	,
et	Cc	ET
cesse	Vvc	CESSER
de	S	DE
le	Pp	IL
raser	Vvn	RASER
en	S	EN
criant	Ga	CRIER
:	Fw	:
Hai	Ge	HAÏR
!	Fs	!
Hai	Ge	HAÏR
!	Fs	!
Qu'	Pt	QUE
avez	Vuc	AVOIR
-vous	Nc	-vous
?	Fs	?
Vous	Pp	VOUS
trouvez	Vvc	TROUVER
-vous	Nc	-vous
mal	Ag	MAL
?	Fs	?
Point	Rg	POINT
,	Fw	,
point	Rg	POINT
;	Fw	;
voilà	S	VOILÀ
qui	Pr	QUI
est	Vuc	ÊTRE
passé	Ge	PASSER
.	Fs	.
Il	Pp	IL
le	Pp	IL
rase	Vvc	RASER
,	Fw	,
puis	Cs	PUIS
se	Pp	IL
met	Vvc	METTRE
à	S	À
crier	Vvn	CRIER
:	Fw	:
Hai	Ge	HAÏR
!	Fs	!
Hai	Ge	HAÏR
!	Fs	!
Comment	Pt	COMMENT
donc	Rg	DONC
?	Fs	?
Mais	Cc	MAIS
vous	Pp	VOUS
avez	Vuc	AVOIR
quelque	Di	QUELQUE
chose	Nc	CHOSE
?	Fs	?
Oh	I	OH
!	Fs	!
Pour	S	POUR
le	Da	LE
coup	Nc	COUP
,	Fw	,
je	Pp	JE
n'	Rp	NE
y	Pp	Y
puis	Vvc	POUVOIR
plus	Rg	PLUS
tenir	Vvn	TENIR
.	Fs	.
Hai	Ge	HAÏR
!	Fs	!
Hai	Ge	HAÏR
!	Fs	!
Hai	Ge	HAÏR
!	Fs	!
Une	Dn	UN
colique	Nc	COLIQUE
épouvantable	Ag	ÉPOUVANTABLE
qui	Pr	QUI
me	Pp	JE
prend	Vvc	PRENDRE
...	Fs	...
Je	Vvc	Je
suis	Vuc	ÊTRE
à	S	À
vous	Pp	VOUS
tout-à-l'heure	Nc	tout-à-l'heure
.	Fs	.
Hai	Ge	HAÏR
!	Fs	!
Hai	Ge	HAÏR
!	Fs	!
Hai	Ge	HAÏR
!	Fs	!
Il	Pp	IL
s'	Pp	SE
en	Pp	EN
va	Vvc	ALLER
,	Fw	,
et	Cc	ET
revient	Vvc	REVENIR
sur	S	SUR
ses	Ds	SON
pas	Nc	PAS
.	Fs	.
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
jamais	Rg	JAMAIS
vu	Ge	VOIR
un	Dn	UN
pareil	Nc	PAREIL
original	Ag	ORIGINAL
...	Fs	...
Mais	Vvc	Mais
vous	Pp	VOUS
voilà	S	VOILÀ
?	Fs	?
Avez	Vuc	AVOIR
-vous	Ge	-vous
déjà	Rg	DÉJÀ
été	Ge	ÊTRE
à	S	À
la	Da	LE
garde-robe	Nc	GARDE-ROBE
?	Fs	?
Point	Rg	POINT
du	S+Da	DE+LE
tout	Pi	TOUT
,	Fw	,
monsieur	Nc	MONSIEUR
;	Fw	;
cela	Pd	CELA
n'	Rp	NE
en	Pp	EN
valait	Vvc	VALOIR
pas	Rg	PAS
la	Da	LE
peine	Nc	PEINE
:	Fw	:
j'	Pp	JE
ai	Vuc	AVOIR
changé	Ge	CHANGER
d'	S	DE
avis	Nc	AVIS
,	Fw	,
et	Cc	ET
j'	Pp	JE
ai	Vuc	AVOIR
mieux	Rg	MIEUX
aimé	Ge	AIMER
insulter	Vvn	INSULTER
la	Da	LE
doublure	Nc	DOUBLURE
de	S	DE
ma	Ds	MON
culotte	Nc	CULOTTE
que	Cs	QUE
de	S	DE
vous	Pp	VOUS
faire	Vvn	FAIRE
attendre	Vvn	ATTENDRE
plus	Rg	PLUS
longtemps	Rg	LONGTEMPS
.	Fs	.
Comment	Rt	COMMENT
,	Fw	,
impudent	Ag	IMPUDENT
!	Fs	!
Je	Pp	JE
vous	Pp	VOUS
trouve	Vvc	TROUVER
bien	Rg	BIEN
hardi	Ag	HARDI
de	S	DE
vous	Pp	VOUS
approcher	Vvn	APPROCHER
de	S	DE
moi	Pp	JE
en	S	EN
l'	Da	LE
état	Nc	ÉTAT
où	Pr	OÙ
vous	Pp	VOUS
êtes	Vuc	ÊTRE
.	Fs	.
Qu'	Pt	QUE
appelez	Vvc	APPELER
-vous	Nc	-vous
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
s'	Cs	SI
il	Pp	IL
vous	Pp	VOUS
plaît	Vvc	PLAIRE
?	Fs	?
Chacun	Pi	CHACUN
ne	Rp	NE
fait-il	V	FAIRE
pas	Rg	PAS
de	S	DE
sa	Ds	SON
culotte	Nc	CULOTTE
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
lui	Pp	IL
plaît	Vvc	PLAIRE
?	Fs	?
Sortez	Vvc	SORTIR
,	Fw	,
insolent	Ag	INSOLENT
!	Fs	!
Si	Cs	SI
je	Pp	JE
faisais	Vvc	FAIRE
bien	Rg	BIEN
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
ferais	Vvc	FAIRE|FERRER
jeter	Vvn	JETER
par	S	PAR
les	Da	LE
fenêtres	Nc	FENÊTRE
.	Fs	.
Comment	Rt	COMMENT
,	Fw	,
mardi	Rg	MARDI
,	Fw	,
par	S	PAR
les	Da	LE
fenêtres	Nc	FENÊTRE
!	Fs	!
Est	Vuc	ÊTRE
-ce	Vvc	-ce
ainsi	Rg	AINSI
qu'	Cs	QUE
on	Pp	ON
insulte	Vvc	INSULTER
un	Dn	UN
officier	Nc	OFFICIER
public	Ag	PUBLIC
?	Fs	?
Il	Pp	IL
s'	Pp	SE
approche	Vvc	APPROCHER
de	S	DE
Sotinet	Nc	Sotinet
,	Fw	,
qui	Pr	QUI
veut	Vvc	VOULOIR
le	Pp	IL
battre	Vvn	BATTRE
,	Fw	,
et	Cc	ET
lui	Pp	IL
fait	Vvc	FAIRE
un	Dn	UN
collier	Nc	COLLIER
de	S	DE
son	Ds	SON
bassin	Nc	BASSIN
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
lui	Pp	IL
casse	Vvc	CASSER
sur	S	SUR
la	Da	LE
tête	Nc	TÊTE
,	Fw	,
et	Cc	ET
s'	Pp	SE
enfuit	Vvc	ENFUIR
.	Fs	.
Arrête	Vvc	Arrête
!	Fs	!
Arrête	Vvc	Arrête
!	Fs	!
Arrête	Vvc	Arrête
!	Fs	!
Le	Da	LE
théâtre	Nc	THÉÂTRE
représente	Vvc	REPRÉSENTER
l'	Da	LE
appartement	Nc	APPARTEMENT
d'	S	DE
Isabelle	Nc	Isabelle
.	Fs	.
Ah	I	AH
!	Fs	!
Colombine	Ag	COLOMBIN
,	Fw	,
quel	Dt	QUEL
bruit	Nc	BRUIT
épouvantable	Ag	ÉPOUVANTABLE
!	Fs	!
Quelle	Dt	QUEL
rumeur	Nc	RUMEUR
!	Fs	!
Mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
on	Pp	ON
ait	Vuc	AVOIR
perdu	Ge	PERDRE
l'	Da	LE
esprit	Nc	ESPRIT
,	Fw	,
de	S	DE
faire	Vvn	FAIRE
un	Dn	UN
tintamarre	Nc	TINTAMARRE
semblable	Ag	SEMBLABLE
dans	S	DANS
mon	Ds	MON
antichambre	Nc	ANTICHAMBRE
!	Fs	!
Quelle	Dt	QUEL
brutalité	Nc	BRUTALITÉ
de	S	DE
m'	Pp	JE
éveiller	Vvn	ÉVEILLER
à	S	À
l'	Da	LE
heure	Nc	HEURE|HURE
qu'	Pr	QUE
il	Pp	IL
est	Vuc	ÊTRE
!	Fs	!
Non	Rg	NON
,	Fw	,
je	Pp	JE
ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
pas	Rg	PAS
qu'	Cs	QUE
il	Pp	IL
soit	Vuc	ÊTRE
encore	Rg	ENCORE
midi	Nc	MIDI
;	Fw	;
il	Pp	IL
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
pas	Rg	PAS
trois	Vvc	TRAIRE
heures	Nc	HEURE|HURE
que	Pr	QUE
je	Pp	JE
suis	Vuc	ÊTRE
rentrée	Ge	RENTRER
.	Fs	.
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
Colombine	Vvc	Colombine
,	Fw	,
que	Cs	QUE
je	Pp	JE
suis	Vuc	ÊTRE
faite	Ge	FAIRE
d'	S	DE
une	Dn	UN
jolie	Ag	JOLI
manière	Nc	MANIÈRE
.	Fs	.
Elle	Pp	IL
se	Pp	IL
regarde	Vvc	REGARDER
dans	S	DANS
un	Dn	UN
miroir	Nc	MIROIR
.	Fs	.
Ah	I	AH
!	Fs	!
L'	Da	LE
horreur	Nc	HORREUR
!	Fs	!
Quelle	Dt	QUEL
extinction	Nc	EXTINCTION
de	S	DE
teint	Nc	TEINT
!	Fs	!
Eh	I	EH
!	Fs	!
Là	Vvc	Là
,	Fw	,
là	Rg	LÀ
;	Fw	;
consolez	Vvc	CONSOLER
-vous	Nc	-vous
,	Fw	,
madame	Nc	MADAME
;	Fw	;
vous	Pp	VOUS
avez	Vuc	AVOIR
des	Dn	UN
yeux	Nc	OEIL|YEUX
à	S	À
défrayer	Vvn	DÉFRAYER
tout	Rg	TOUT
un	Dn	UN
visage	Nc	VISAGE
.	Fs	.
Et	Cc	ET
de	S	DE
quoi	Pr	QUE|QUOI
vous	Pp	VOUS
embarrassez	Vvc	EMBARRASSER
-vous	Nc	-vous
de	S	DE
votre	Ds	VOTRE
teint	Nc	TEINT
?	Fs	?
Il	Pp	IL
ne	Rp	NE
tiendra	Vvc	TENIR
qu'	Rg	QUE
à	S	À
vous	Pp	VOUS
de	S	DE
l'	Pp	IL
avoir	Vun	AVOIR
comme	S	COMME
il	Pp	IL
vous	Pp	VOUS
plaira	Vvc	PLAIRE
.	Fs	.
Que	Pt	QUE
ne	Rp	NE
me	Pp	JE
laissez	Vvc	LAISSER
-vous	Nc	-vous
faire	Vvn	FAIRE
?	Fs	?
Je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
qu'	Rg	QUE
une	Dn	UN
petite	Ag	PETIT
couche	Nc	COUCHE
de	S	DE
rouge	Ag	ROUGE
pour	S	POUR
réparer	Vvn	RÉPARER
de	S	DE
trente	Nc	TRENTE
méchantes	Ga	MÉCHER
nuits	Nc	NUIT
la	Da	LE
plus	Rg	PLUS
obstinée	Ge	OBSTINER
.	Fs	.
Ah	I	AH
!	Fs	!
Fi	Rg	FI
,	Fw	,
Colombine	Vvc	Colombine
,	Fw	,
avec	S	AVEC
ton	Ds	TON
rouge	Ag	ROUGE
!	Fs	!
Tu	Pp	TU
me	Pp	JE
mets	Vvc	METTRE
au	S+Da	À+LE
désespoir	Nc	DÉSESPOIR
.	Fs	.
Crois	Vvc	CROIRE|CROÎTRE
-tu	Vvn	-tu
que	Cs	QUE
je	Pp	JE
puisse	Vvc	POUVOIR
me	Pp	JE
résoudre	Vvn	RÉSOUDRE
à	S	À
donner	Vvn	DONNER
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
un	Dn	UN
habit	Nc	HABIT
neuf	Ag	NEUF
à	S	À
mes	Ds	MON
appas	Nc	APPAS
?	Fs	?
J'	Pp	JE
ai	Vuc	AVOIR
une	Dn	UN
conscience	Nc	CONSCIENCE
si	Rg	SI
délicate	Ag	DÉLICAT
,	Fw	,
que	Cs	QUE
je	Pp	JE
me	Pp	JE
reprocherais	Vvc	REPROCHER
les	Da	LE
conquêtes	Nc	CONQUÊTE
qui	Pr	QUI
ne	Rp	NE
se	Pp	IL
seraient	Vuc	ÊTRE
pas	Rg	PAS
faites	Ge	FAIRE
de	S	DE
bonne	Ag	BON
guerre	Nc	GUERRE
,	Fw	,
et	Cc	ET
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
je	Pp	JE
mourrais	Vvc	MOURIR
de	S	DE
honte	Nc	HONTE
d'	S	DE
avoir	Vun	AVOIR
dix	Nc	DIX
années	Nc	ANNÉE
de	S	DE
plus	Rg	PLUS
que	Cs	QUE
mon	Ds	MON
visage	Nc	VISAGE
.	Fs	.
Bon	Ag	BON
,	Fw	,
bon	Ag	BON
,	Fw	,
mademoiselle	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
là	Rg	LÀ
un	Dn	UN
plaisant	Ag	PLAISANT
scrupule	Nc	SCRUPULE
;	Fw	;
la	Da	LE
beauté	Nc	BEAUTÉ
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
achète	Vvc	ACHETER
n'	Rp	NE
est-elle	V	est-elle
pas	Rg	PAS
à	S	À
soi	Pp	IL
?	Fs	?
Qu'	Pt	QUE
importe	Vvc	IMPORTER
que	Cs	QUE
vos	Ds	VOTRE
joues	Nc	JOUE
portent	Vvc	PORTER
les	Da	LE
couleurs	Nc	COULEUR
d'	S	DE
un	Dn	UN
marchand	Nc	MARCHAND
ou	Cc	OU
les	Da	LE
vôtres	As#Ps	VÔTRE
,	Fw	,
pourvu	Ge	POURVOIR
que	Cs	QUE
cela	Pd	CELA
vous	Pp	VOUS
fasse	Vvc	FAIRE
honneur	Nc	HONNEUR
?	Fs	?
Pour	S	POUR
moi	Pp	JE
,	Fw	,
je	Pp	JE
trouve	Vvc	TROUVER
quelques	Di	QUELQUE
femmes	Nc	FEMME
d'	S	DE
aujourd'hui	Rg	AUJOURD'HUI
d'	S	DE
un	Dn	UN
parfaitement	Rg	PARFAITEMENT
bon	Ag	BON
goût	Nc	GOÛT
;	Fw	;
de	S	DE
toute	Di	TOUT
l'	Da	LE
année	Nc	ANNÉE
elles	Pp	ILS
en	Pp	EN
ont	Vuc	AVOIR
fait	Ge	FAIRE
un	Dn	UN
carnaval	Nc	CARNAVAL
perpétuel	Ag	PERPÉTUEL
;	Fw	;
elles	Pp	ILS
peuvent	Vvc	POUVOIR
aller	Vvn	ALLER
au	S+Da	À+LE
bal	Nc	BAL
à	S	À
coup	Nc	COUP
sûr	Ag	SÛR
,	Fw	,
sans	S	SANS
crainte	Nc	CRAINTE
d'	S	DE
être	Vun	ÊTRE
connues	Ge	CONNAÎTRE
.	Fs	.
Mon	Ds	MON
dieu	Nc	DIEU
!	Fs	!
Les	Da	LE
femmes	Nc	FEMME
ne	Rp	NE
sont	Vuc	ÊTRE
-elles	Vvc	-elles
pas	Rg	PAS
assez	Rg	ASSEZ
déguisées	Ge	DÉGUISER
sans	S	SANS
se	Pp	IL
masquer	Vvn	MASQUER
encore	Rg	ENCORE
?	Fs	?
Et	Cc	ET
pourquoi	Rt	POURQUOI
veulent	Vvc	VOULOIR
-elles	Vvc	-elles
peindre	Vvn	PEINDRE
leur	Ds	LEUR
peu	Rg	PEU
de	S	DE
sincérité	Nc	SINCÉRITÉ
jusque	S	JUSQUE
sur	S	SUR
leur	Ds	LEUR
visage	Nc	VISAGE
?	Fs	?
Pour	S	POUR
moi	Pp	JE
,	Fw	,
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
point	Rg	POINT
de	S	DE
ce	Dd	CE
nombre	Nc	NOMBRE
-là	Vvc	-là
;	Fw	;
j'	Pp	JE
aime	Vvc	AIMER
mieux	Rg	MIEUX
qu'	Cs	QUE
on	Pp	ON
me	Pp	JE
trouve	Vvc	TROUVER
un	Dn	UN
peu	Rg	PEU
moins	Rg	MOINS
jolie	Ag	JOLI
,	Fw	,
et	Cc	ET
être	Vun	ÊTRE
un	Dn	UN
peu	Rg	PEU
plus	Rg	PLUS
vraie	Ag	VRAI
.	Fs	.
Ho	Nc	Ho
!	Fs	!
Par	S	PAR
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
voilà	S	VOILÀ
une	Dn	UN
belle	Ag	BEAU
