Crispe	Vvc	CRISPER
vous	Pp	VOUS
favorisez	Vvc	FAVORISER
.	Fs	.
Opposons	Vvc	OPPOSER
la	Da	LE
constance	Nc	CONSTANCE
aux	S+Da	À+LES
périls	Nc	PÉRIL
opposés	Ge	OPPOSER
.	Fs	.
Je	Pp	JE
vais	Vvc	ALLER
près	Rg	PRÈS
de	S	DE
Phocas	Vvc	Phocas
essayer	Vvn	ESSAYER
la	Da	LE
prière	Nc	PRIÈRE
,	Fw	,
Et	Vvc	Et
,	Fw	,
si	Cs	SI
je	Pp	JE
n'	Rp	NE
en	Pp	EN
obtiens	Vvc	OBTENIR
la	Da	LE
grâce	Nc	GRÂCE
tout	Rg	TOUT
entière	Ag	ENTIER
,	Fw	,
Malgré	Vvc	Malgré
le	Da	LE
nom	Nc	NOM
de	S	DE
père	Nc	PÈRE
,	Fw	,
et	Cc	ET
le	Da	LE
titre	Nc	TITRE
de	S	DE
fils	Nc	FIL|FILS
,	Fw	,
Je	Vvc	Je
deviens	Vvc	DEVENIR
le	Da	LE
plus	Rg	PLUS
grand	Ag	GRAND
de	S	DE
tous	Di	TOUT
ses	Ds	SON
ennemis	Nc	ENNEMI
.	Fs	.
Oui	Rg	OUI
,	Fw	,
si	Cs	SI
sa	Ds	SON
cruauté	Nc	CRUAUTÉ
s'	Pp	SE
obstine	Vvc	OBSTINER
à	S	À
votre	Ds	VOTRE
perte	Nc	PERTE
,	Fw	,
J'	Vvc	J'
irai	Vvc	ALLER
pour	S	POUR
l'	Pp	IL
empêcher	Vvn	EMPÊCHER
jusqu'	S	JUSQUE
à	S	À
la	Da	LE
force	Nc	FORCE|FORCÉ
ouverte	Ge	OUVRIR
;	Fw	;
Et	Vvc	Et
puisse	Vvc	POUVOIR
,	Fw	,
si	Cs	SI
le	Da	LE
ciel	Nc	CIEL
m'	Pp	JE
y	Pp	Y
voit	Vvc	VOIR
rien	Pi	RIEN
épargner	Vvn	ÉPARGNER
,	Fw	,
Un	Vvc	Un
faux	Ag	FAUX
Héraclius	Nc	Héraclius
en	S	EN
ma	Ds	MON
place	Nc	PLACE|PLACÉ
régner	Vvn	RÉGNER
!	Fs	!
Adieu	Nc	ADIEU
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Adieu	Nc	ADIEU
,	Fw	,
Prince	Vvc	Prince
trop	Rg	TROP
magnanime	Ag	MAGNANIME
.	Fs	.
Héraclius	Nc	Héraclius
s'	Pp	SE
en	Pp	EN
va	Vvc	ALLER
,	Fw	,
et	Cc	ET
Pulchérie	Vvc	Pulchérie
continue	Ag	CONTINU
.	Fs	.
Prince	Nc	PRINCE
digne	Ag	DIGNE
en	S	EN
effet	Nc	EFFET
d'	S	DE
un	Dn	UN
trône	Nc	TRÔNE
acquis	Nc	ACQUIS|ACQUIT
sans	S	SANS
crime	Nc	CRIME
,	Fw	,
Digne	Vvc	Digne
d'	S	DE
un	Dn	UN
autre	Ag	AUTRE
père	Nc	PÈRE
.	Fs	.
Ah	I	AH
!	Fs	!
Phocas	Nc	Phocas
!	Fs	!
Ah	I	AH
!	Fs	!
Tyran	Nc	TYRAN
!	Fs	!
Se	Pp	IL
peut-il	Rg	peut-il
que	Cs	QUE
ton	Ds	TON
sang	Nc	SANG
ait	Vuc	AVOIR
formé	Ge	FORMER
Martian	Vvc	Martian
?	Fs	?
Mais	Cc	MAIS
allons	Vvc	ALLER
,	Fw	,
cher	Ag	CHER
Léonce	Vvc	Léonce
,	Fw	,
admirant	Ga	ADMIRER
son	Ds	SON
courage	Nc	COURAGE
,	Fw	,
Tâcher	Nc	Tâcher
de	S	DE
notre	Ds	NOTRE
part	Nc	PART
à	S	À
repousser	Vvn	REPOUSSER
l'	Da	LE
orage	Nc	ORAGE
:	Fw	:
Tu	Pp	TU
t'	Pp	TU
es	Vuc	ÊTRE
fait	Ge	FAIRE
des	S+Da	DE+LE|DE+LES
amis	Nc	AMI
,	Fw	,
je	Pp	JE
sais	Vvc	SAVOIR
des	Dn	UN
mécontents	Nc	MÉCONTENT
,	Fw	,
Le	Vvc	Le
peuple	Nc	PEUPLE
est	Vuc	ÊTRE
ébranlé	Ge	ÉBRANLER
,	Fw	,
ne	Rp	NE
perdons	Vvc	PERDRE
point	Rg	POINT
de	S	DE
temps	Nc	TEMPS
.	Fs	.
L'	Da	LE
honneur	Nc	HONNEUR
te	Pp	TU
le	Pp	IL
commande	Vvc	COMMANDER
et	Cc	ET
l'	Da	LE
amour	Nc	AMOUR
t'	Pp	TU
y	Pp	Y
convie	Vvc	CONVIER
.	Fs	.
Pour	S	POUR
otage	Nc	OTAGE
en	S	EN
ses	Ds	SON
mains	Nc	MAIN
ce	Dd	CE
tigre	Nc	TIGRE
a	Vuc	AVOIR
votre	Ds	VOTRE
vie	Nc	VIE
Et	Vvc	Et
je	Pp	JE
n'	Rp	NE
oserai	Vvc	OSER
rien	Pi	RIEN
qu'	Cs	QUE
avec	S	AVEC
un	Dn	UN
juste	Ag	JUSTE
effroi	Nc	EFFROI
Qu'	Vvc	Qu'
il	Pp	IL
ne	Rp	NE
venge	Vvc	VENGER
sur	S	SUR
vous	Pp	VOUS
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
craindra	Vvc	CRAINDRE
de	S	DE
moi	Pp	JE
.	Fs	.
N'	Rp	NE
importe	Vvc	IMPORTER
.	Fs	.
A	Vuc	AVOIR
tout	Pi	TOUT
oser	Vvn	OSER
le	Da	LE
péril	Nc	PÉRIL
doit	Vvc	DEVOIR
contraindre	Vvn	CONTRAINDRE
.	Fs	.
Il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
craindre	Vvn	CRAINDRE
rien	Pi	RIEN
quand	Cs	QUAND
on	Pp	ON
a	Vuc	AVOIR
tout	Pi	TOUT
à	S	À
craindre	Vvn	CRAINDRE
.	Fs	.
Allons	Vvc	ALLER
examiner	Vvn	EXAMINER
pour	S	POUR
ce	Dd	CE
coup	Nc	COUP
généreux	Ag	GÉNÉREUX
Les	Vvc	Les
moyens	Nc	MOYEN|MOYENS
les	Da	LE
plus	Rg	PLUS
prompts	Ag	PROMPT
et	Cc	ET
les	Da	LE
moins	Nc	MOINS
dangereux	Ag	DANGEREUX
.	Fs	.
Voilà	Vvc	Voilà
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
craint	Vvc	CRAINDRE
de	S	DE
son	Ds	SON
âme	Nc	ÂME
enflammée	Ge	ENFLAMMER
.	Fs	.
S'	Cs	SI
il	Pp	IL
m'	Pp	JE
eût	Vuc	AVOIR
caché	Ge	CACHER
son	Ds	SON
sort	Nc	SORT
,	Fw	,
il	Pp	IL
m'	Pp	JE
aurait	Vuc	AVOIR
mal	Rg	MAL
aimée	Ge	AIMER
.	Fs	.
Avec	S	AVEC
trop	Rg	TROP
d'	S	DE
imprudence	Nc	IMPRUDENCE
il	Pp	IL
vous	Pp	VOUS
l'	Pp	IL
a	Vuc	AVOIR
révélé	Ge	RÉVÉLER
.	Fs	.
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
fille	Nc	FILLE
,	Fw	,
Eudoxe	Nc	Eudoxe
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
avez	Vuc	AVOIR
parlé	Ge	PARLER
;	Fw	;
Vous	Nc	Vous
n'	Rp	NE
avez	Vuc	AVOIR
pu	Ge	POUVOIR
savoir	Vvn	SAVOIR
cette	Dd	CE
grande	Ag	GRAND
nouvelle	Nc	NOUVEAU|NOUVELLE
Sans	Vvc	Sans
la	Pp	IL
dire	Vvn	DIRE
à	S	À
l'	Da	LE
oreille	Nc	OREILLE
à	S	À
quelque	Di	QUELQUE
âme	Nc	ÂME
infidèle	Ag	INFIDÈLE
,	Fw	,
À	Nc	À
quelque	Di	QUELQUE
esprit	Nc	ESPRIT
léger	Ag	LÉGER
,	Fw	,
ou	Cc	OU
de	S	DE
votre	Ds	VOTRE
heur	Nc	HEUR
jaloux	Ag	JALOUX
,	Fw	,
À	Nc	À
qui	Pr	QUI
ce	Dd	CE
grand	Ag	GRAND
secret	Nc	SECRET
a	Vuc	AVOIR
pesé	Ge	PESER
comme	Cs	COMME
à	S	À
vous	Pp	VOUS
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
là	Rg	LÀ
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
su	Ge	SAVOIR
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
là	Rg	LÀ
qu'	Cs	QUE
on	Pp	ON
publie	Vvc	PUBLIER
Ce	Ag	Ce
prodige	Nc	PRODIGE
étonnant	Ga	ÉTONNER
d'	S	DE
Héraclius	Nc	Héraclius
en	S	EN
vie	Nc	VIE
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
par	S	PAR
là	Rg	LÀ
qu'	Cs	QUE
un	Dn	UN
tyran	Nc	TYRAN
,	Fw	,
plus	Rg	PLUS
instruit	Ge	INSTRUIRE
que	Rg	QUE
troublé	Ge	TROUBLER
De	Vvc	De
l'	Da	LE
ennemi	Nc	ENNEMI
secret	Ag	SECRET
qui	Pr	QUI
l'	Pp	IL
aurait	Vuc	AVOIR
accablé	Ge	ACCABLER
,	Fw	,
Ajoutera	Vvc	AJOUTER
bientôt	Rg	BIENTÔT
sa	Ds	SON
mort	Nc	MORT
à	S	À
tant	Rg	TANT
de	S	DE
crimes	Nc	CRIME
,	Fw	,
Et	Vvc	Et
se	Pp	IL
sacrifiera	Vvc	SACRIFIER
pour	S	POUR
nouvelles	Ag	NOUVEAU
victimes	Nc	VICTIME
Ce	Vvc	Ce
prince	Nc	PRINCE
dans	S	DANS
son	Ds	SON
sein	Nc	SEIN
pour	S	POUR
son	Ds	SON
fils	Nc	FIL|FILS
élevé	Ge	ÉLEVER
,	Fw	,
Vous	Nc	Vous
qu'	Pr	QUE
adore	Vvc	ADORER
son	Ds	SON
âme	Nc	ÂME
,	Fw	,
et	Cc	ET
moi	Pp	JE
qui	Pr	QUI
l'	Pp	IL
ai	Vuc	AVOIR
sauvé	Ge	SAUVER
.	Fs	.
Voyez	Vvc	VOIR
combien	Rg	COMBIEN
de	S	DE
maux	Nc	MAL
pour	S	POUR
n'	Rp	NE
avoir	Vun	AVOIR
su	Ge	SAVOIR
vous	Pp	VOUS
taire	Vvn	TAIRE
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
mon	Ds	MON
respect	Nc	RESPECT
souffre	Vvc	SOUFFRIR
tout	Rg	TOUT
d'	S	DE
une	Dn	UN
mère	Nc	MÈRE
,	Fw	,
Qui	Vvc	Qui
,	Fw	,
pour	S	POUR
peu	Rg	PEU
qu'	Cs	QUE
elle	Pp	IL
veuille	Vvc	VOULOIR
écouter	Vvn	ÉCOUTER
la	Da	LE
raison	Nc	RAISON
,	Fw	,
Ne	Vvc	Ne
m'	Pp	JE
accusera	Vvc	ACCUSER
plus	Rg	PLUS
de	S	DE
cette	Dd	CE
trahison	Nc	TRAHISON
;	Fw	;
Car	Nc	CAR
c'	Pd	CE
en	Pp	EN
est	Vuc	ÊTRE
une	Dn	UN
enfin	Rg	ENFIN
bien	Rg	BIEN
digne	Ag	DIGNE
de	S	DE
supplice	Nc	SUPPLICE
Qu'	Vvc	Qu'
avoir	Vun	AVOIR
d'	S	DE
un	Dn	UN
tel	Ag	TEL
secret	Nc	SECRET
donné	Ge	DONNER
le	Da	LE
moindre	Ag	MOINDRE
indice	Nc	INDICE
.	Fs	.
Et	Cc	ET
qui	Pr	QUI
donc	Rg	DONC
aujourd'hui	Rg	AUJOURD'HUI
le	Pp	IL
fait	Vvc	FAIRE
connaître	Vvn	CONNAÎTRE
à	S	À
tous	Pi	TOUT
?	Fs	?
Est	Vuc	ÊTRE
-ce	Vvc	-ce
le	Da	LE
prince	Nc	PRINCE
,	Fw	,
ou	Cc	OU
moi	Pp	JE
?	Fs	?
Ni	Cc	NI
le	Da	LE
prince	Nc	PRINCE
,	Fw	,
ni	Cc	NI
vous	Pp	VOUS
.	Fs	.
De	S	DE
grâce	Nc	GRÂCE
,	Fw	,
examinez	Vvc	EXAMINER
ce	Dd	CE
bruit	Nc	BRUIT
qui	Pr	QUI
vous	Pp	VOUS
alarme	Vvc	ALARMER
.	Fs	.
On	Pp	ON
dit	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
en	S	EN
vie	Nc	VIE
,	Fw	,
et	Cc	ET
son	Ds	SON
nom	Nc	NOM
seul	Ag	SEUL
les	Da	LE
charme	Nc	CHARME
;	Fw	;
On	Vvc	On
ne	Rp	NE
dit	Vvc	DIRE
point	Rg	POINT
comment	Rt	COMMENT
vous	Pp	VOUS
trompâtes	Vvc	TROMPER
Phocas	Vvc	Phocas
,	Fw	,
Livrant	Ga	LIVRER
un	Pi	UN
de	S	DE
vos	Ds	VOTRE
fils	Nc	FIL|FILS
pour	S	POUR
ce	Dd	CE
prince	Nc	PRINCE
au	S+Da	À+LE
trépas	Nc	TRÉPAS
,	Fw	,
Ni	Vvc	Ni
comme	Cs	COMME
après	S	APRÈS
,	Fw	,
du	S+Da	DE+LE
sien	Ps	SIEN
étant	Ga	ÊTRE
la	Da	LE
gouvernante	Nc	GOUVERNANT|GOUVERNANTE
,	Fw	,
Par	Nc	PAR
une	Dn	UN
tromperie	Nc	TROMPERIE
encor	Nc	encor
plus	Rg	PLUS
importante	Ag	IMPORTANT
,	Fw	,
Vous	Nc	Vous
en	Pp	EN
fîtes	Vvc	FAIRE
l'	Da	LE
échange	Nc	ÉCHANGE
,	Fw	,
et	Cc	ET
,	Fw	,
prenant	Ga	PRENDRE
Martian	Vvc	Martian
,	Fw	,
Vous	Nc	Vous
laissâtes	Vvc	LAISSER
pour	S	POUR
fils	Nc	FIL|FILS
ce	Dd	CE
prince	Nc	PRINCE
à	S	À
son	Ds	SON
tyran	Nc	TYRAN
.	Fs	.
En	Pp	EN
sorte	Vvc	SORTIR
que	Cs	QUE
le	Da	LE
sien	Ps	SIEN
passe	Vvc	PASSER
ici	Rg	ICI
pour	S	POUR
mon	Ds	MON
frère	Nc	FRÈRE
,	Fw	,
Cependant	Ga	Cependant
que	Cs	QUE
de	S	DE
l'	Da	LE
autre	Pi	AUTRE
il	Pp	IL
croit	Vvc	CROIRE|CROÎTRE
être	Vun	ÊTRE
le	Da	LE
père	Nc	PÈRE
,	Fw	,
Et	Vvc	Et
voit	Vvc	VOIR
en	S	EN
Martian	Nc	Martian
Léonce	Vvc	Léonce
qui	Pr	QUI
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
,	Fw	,
Tandis	Vvc	Tandis
que	Cs	QUE
sous	S	SOUS
ce	Dd	CE
nom	Nc	NOM
il	Pp	IL
aime	Vvc	AIMER
Héraclius	Nc	Héraclius
.	Fs	.
On	Pp	ON
dirait	Vvc	DIRE
tout	Di	TOUT
cela	Pd	CELA
si	Rg	SI
,	Fw	,
par	S	PAR
quelque	Di	QUELQUE
imprudence	Nc	IMPRUDENCE
,	Fw	,
Il	Vvc	Il
m'	Pp	JE
était	Vuc	ÊTRE
échappé	Ge	ÉCHAPPER
d'	S	DE
en	Pp	EN
faire	Vvn	FAIRE
confidence	Nc	CONFIDENCE
.	Fs	.
Mais	Cc	MAIS
pour	S	POUR
toute	Di	TOUT
nouvelle	Nc	NOUVEAU|NOUVELLE
on	Pp	ON
dit	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
vivant	Ga	VIVRE
:	Fw	:
Aucun	Pi	AUCUN
n'	Rp	NE
ose	Vvc	OSER
pousser	Vvn	POUSSER
l'	Da	LE
histoire	Nc	HISTOIRE
plus	Rg	PLUS
avant	Rg	AVANT
.	Fs	.
Comme	Cs	COMME
ce	Pd	CE
sont	Vuc	ÊTRE
pour	S	POUR
tous	Pi	TOUT
des	S+Da	DE+LE|DE+LES
routes	Nc	ROUTE
inconnues	Ag	INCONNU
,	Fw	,
Il	Vvc	Il
semble	Vvc	SEMBLER
à	S	À
quelques-uns	Pi	QUELQU'UN
qu'	Pr	QUE
il	Pp	IL
doit	Vvc	DEVOIR
tomber	Vvn	TOMBER
des	Dn	UN
nues	Nc	NUE
,	Fw	,
Et	Vvc	Et
j'	Pp	JE
en	Pp	EN
sais	Vvc	SAVOIR
tel	Di	TEL
qui	Pr	QUI
croit	Vvc	CROIRE|CROÎTRE
,	Fw	,
dans	S	DANS
sa	Ds	SON
simplicité	Nc	SIMPLICITÉ
,	Fw	,
Que	Vvc	Que
pour	S	POUR
punir	Vvn	PUNIR
Phocas	Vvc	Phocas
,	Fw	,
Dieu	Nc	DIEU
l'	Pp	IL
a	Vuc	AVOIR
ressuscité	Ge	RESSUSCITER
.	Fs	.
Mais	Cc	MAIS
le	Da	LE
voici	I	VOICI
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
temps	Nc	TEMPS
de	S	DE
taire	Vvn	TAIRE
D'	Nc	D'
un	Dn	UN
si	Rg	SI
profond	Ag	PROFOND
secret	Nc	SECRET
le	Da	LE
dangereux	Ag	DANGEREUX
mystère	Nc	MYSTÈRE
.	Fs	.
Le	Da	LE
tyran	Nc	TYRAN
,	Fw	,
alarmé	Ge	ALARMER
du	S+Da	DE+LE
bruit	Nc	BRUIT
qui	Pr	QUI
le	Pp	IL
surprend	Vvc	SURPRENDRE
,	Fw	,
Rend	Vvc	RENDRE
ma	Ds	MON
crainte	Nc	CRAINTE
trop	Rg	TROP
juste	Ag	JUSTE
,	Fw	,
et	Cc	ET
le	Da	LE
péril	Nc	PÉRIL
trop	Rg	TROP
grand	Ag	GRAND
;	Fw	;
Non	Vvc	Non
que	Cs	QUE
de	S	DE
ma	Ds	MON
naissance	Nc	NAISSANCE
il	Pp	IL
fasse	Vvc	FAIRE
conjecture	Nc	CONJECTURE
,	Fw	,
Au	Vvc	Au
contraire	Ag	CONTRAIRE
,	Fw	,
il	Pp	IL
prend	Vvc	PRENDRE
tout	Rg	TOUT
pour	S	POUR
grossière	Ag	GROSSIER
imposture	Nc	IMPOSTURE
,	Fw	,
Et	Vvc	Et
me	Pp	JE
connaît	Vvc	CONNAÎTRE
si	Rg	SI
peu	Rg	PEU
,	Fw	,
que	Pr	QUE
,	Fw	,
pour	S	POUR
la	Pp	IL
renverser	Vvn	RENVERSER
,	Fw	,
À	Nc	À
l'	Da	LE
hymen	Nc	HYMEN
qu'	Pr	QUE
il	Pp	IL
souhaite	Vvc	SOUHAITER
il	Pp	IL
prétend	Vvc	PRÉTENDRE
me	Pp	JE
forcer	Vvn	FORCER
.	Fs	.
Il	Pp	IL
m'	Pp	JE
oppose	Vvc	OPPOSER
à	S	À
mon	Ds	MON
nom	Nc	NOM
qui	Pr	QUI
le	Pp	IL
vient	Vvc	VENIR
de	S	DE
surprendre	Vvn	SURPRENDRE
:	Fw	:
Je	Pp	JE
suis	Vuc	ÊTRE
fils	Nc	FIL|FILS
de	S	DE
Maurice	Nc	Maurice
,	Fw	,
il	Pp	IL
m'	Pp	JE
en	Pp	EN
veut	Vvc	VOULOIR
faire	Vvn	FAIRE
gendre	Nc	GENDRE
,	Fw	,
Et	Vvc	Et
s'	Pp	SE
acquérir	Vvn	ACQUÉRIR
les	Da	LE
droits	Nc	DROIT|DROITS
d'	S	DE
un	Dn	UN
prince	Nc	PRINCE
si	Rg	SI
chéri	Ge	CHÉRIR
En	Vvc	En
me	Pp	JE
donnant	Ga	DONNER
moi-même	Pp	LUI-MÊME
à	S	À
ma	Ds	MON
sœur	Nc	sœur
pour	S	POUR
mari	Nc	MARI
!	Fs	!
En	Pp	EN
vain	Ag	VAIN
nous	Pp	NOUS
résistons	Vvc	RÉSISTER
à	S	À
son	Ds	SON
impatience	Nc	IMPATIENCE
,	Fw	,
Elle	Vvc	Elle
par	S	PAR
haine	Nc	HAINE
aveugle	Ag	AVEUGLE
,	Fw	,
et	Cc	ET
moi	Pp	JE
par	S	PAR
connaissance	Nc	CONNAISSANCE
;	Fw	;
Lui	Nc	Lui
,	Fw	,
qui	Pr	QUI
ne	Rp	NE
conçoit	Vvc	CONCEVOIR
rien	Pi	RIEN
de	S	DE
l'	Da	LE
obstacle	Nc	OBSTACLE
éternel	Ag	ÉTERNEL
Qu'	Vvc	Qu'
oppose	Vvc	OPPOSER
la	Da	LE
nature	Nc	NATURE
à	S	À
ce	Dd	CE
nœud	Nc	nœud
criminel	Ag	CRIMINEL
,	Fw	,
Menace	Vvc	MENACER
Pulchérie	Vvc	Pulchérie
,	Fw	,
au	S+Da	À+LE
refus	Nc	REFUS
obstinée	Ge	OBSTINER
,	Fw	,
Lui	Nc	Lui
propose	Vvc	PROPOSER
à	S	À
demain	Rg	DEMAIN
la	Da	LE
mort	Nc	MORT
ou	Cc	OU
l'	Da	LE
hyménée	Nc	HYMÉNÉE
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
pour	S	POUR
le	Pp	IL
fléchir	Vvn	FLÉCHIR
un	Dn	UN
inutile	Ag	INUTILE
effort	Nc	EFFORT
:	Fw	:
Pour	S	POUR
éviter	Vvn	ÉVITER
l'	Da	LE
inceste	Nc	INCESTE
,	Fw	,
elle	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
que	Rg	QUE
la	Da	LE
mort	Nc	MORT
.	Fs	.
Jugez	Vvc	JUGER
s'	Cs	SI
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
temps	Nc	TEMPS
de	S	DE
montrer	Vvn	MONTRER
qui	Pr	QUI
nous	Pp	NOUS
sommes	Vuc	ÊTRE
,	Fw	,
De	Vvc	De
cesser	Vvn	CESSER
d'	S	DE
être	Vun	ÊTRE
fils	Nc	FIL|FILS
du	S+Da	DE+LE
plus	Rg	PLUS
méchant	Ag	MÉCHANT
des	S+Da	DE+LE|DE+LES
hommes	Nc	HOMME
,	Fw	,
D'	Vvc	D'
immoler	Vvn	IMMOLER
mon	Ds	MON
tyran	Nc	TYRAN
aux	S+Da	À+LES
périls	Nc	PÉRIL
de	S	DE
ma	Ds	MON
sœur	Nc	sœur
,	Fw	,
Et	Vvc	Et
de	S	DE
rendre	Vvn	RENDRE
à	S	À
mon	Ds	MON
père	Nc	PÈRE
un	Dn	UN
juste	Ag	JUSTE
successeur	Nc	SUCCESSEUR
.	Fs	.
Puisque	Cs	PUISQUE
vous	Pp	VOUS
ne	Rp	NE
craignez	Vvc	CRAINDRE
que	Cs	QUE
sa	Ds	SON
mort	Nc	MORT
ou	Cc	OU
l'	Da	LE
inceste	Nc	INCESTE
,	Fw	,
Je	Vvc	Je
rends	Vvc	RENDRE
grâce	Nc	GRÂCE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
à	S	À
la	Da	LE
bonté	Nc	BONTÉ
céleste	Ag	CÉLESTE
De	Vvc	De
ce	Pd	CE
qu'	Pr	QUE
en	S	EN
ce	Dd	CE
grand	Ag	GRAND
bruit	Nc	BRUIT
le	Da	LE
sort	Nc	SORT
nous	Pp	NOUS
est	Vuc	ÊTRE
si	Rg	SI
doux	Ag	DOUX
Que	Nc	Que
nous	Pp	NOUS
n'	Rp	NE
avons	Vuc	AVOIR
encor	Nc	encor
rien	Pi	RIEN
à	S	À
craindre	Vvn	CRAINDRE
pour	S	POUR
vous	Pp	VOUS
.	Fs	.
Votre	Ds	VOTRE
courage	Nc	COURAGE
seul	Ag	SEUL
nous	Pp	NOUS
donne	Vvc	DONNER
lieu	Nc	LIEU
de	S	DE
craindre	Vvn	CRAINDRE
:	Fw	:
Modérez	Vvc	Modérez
-en	Vvn	-en
l'	Da	LE
ardeur	Nc	ARDEUR
,	Fw	,
daignez	Vvc	DAIGNER
vous	Pp	VOUS
y	Pp	Y
contraindre	Vvn	CONTRAINDRE
,	Fw	,
Et	Vvc	Et
puisqu'aucun	Di	puisqu'aucun
soupçon	Nc	SOUPÇON
ne	Rp	NE
dit	Vvc	DIRE
rien	Pi	RIEN
à	S	À
Phocas	Nc	Phocas
,	Fw	,
Soyez	Vvc	Soyez
encor	Nc	encor
son	Ds	SON
fils	Nc	FIL|FILS
,	Fw	,
et	Cc	ET
ne	Rp	NE
vous	Pp	VOUS
montrez	Vvc	MONTRER
pas	Rg	PAS
.	Fs	.
De	S	DE
quoi	Pt	QUE|QUOI
que	Cs	QUE
ce	Dd	CE
tyran	Nc	TYRAN
menace	Vvc	MENACER
Pulchérie	Vvc	Pulchérie
,	Fw	,
J'	Vvc	J'
aurai	Vuc	AVOIR
trop	Rg	TROP
de	S	DE
moyens	Nc	MOYEN|MOYENS
d'	S	DE
arrêter	Vvn	ARRÊTER
sa	Ds	SON
furie	Nc	FURIE
,	Fw	,
De	Vvc	De
rompre	Vvn	ROMPRE
cet	Dd	CE
hymen	Nc	HYMEN
ou	Cc	OU
de	S	DE
le	Pp	IL
retarder	Vvn	RETARDER
,	Fw	,
Pourvu	Ge	POURVOIR
que	Cs	QUE
vous	Pp	VOUS
veuillez	Vvc	VOULOIR
ne	Rp	NE
vous	Pp	VOUS
point	Rg	POINT
hasarder	Vvn	HASARDER
.	Fs	.
Répondez	Vvc	Répondez
-moi	Vvc	-moi
de	S	DE
vous	Pp	VOUS
et	Cc	ET
je	Pp	JE
vous	Pp	VOUS
réponds	Vvc	RÉPONDRE
d'	S	DE
elle	Pp	IL
.	Fs	.
Jamais	Rg	JAMAIS
l'	Da	LE
occasion	Nc	OCCASION
ne	Rp	NE
s'	Pp	SE
offrira	Vvc	OFFRIR
si	Rg	SI
belle	Ag	BEAU
.	Fs	.
Vous	Pp	VOUS
voyez	Vvc	VOIR
un	Dn	UN
grand	Ag	GRAND
peuple	Nc	PEUPLE
à	S	À
demi	Ag	DEMI
révolté	Nc	RÉVOLTÉ
,	Fw	,
Sans	Vvc	Sans
qu'	Cs	QUE
on	Pp	ON
sache	Vvc	SAVOIR
l'	Da	LE
auteur	Nc	AUTEUR
de	S	DE
cette	Dd	CE
nouveauté	Nc	NOUVEAUTÉ
.	Fs	.
Il	Pp	IL
semble	Vvc	SEMBLER
que	Cs	QUE
de	S	DE
Dieu	Nc	DIEU
la	Da	LE
main	Nc	MAIN
appesantie	Ge	APPESANTIR
,	Fw	,
Se	Vvc	Se
faisant	Ga	FAIRE
du	S+Da	DE+LE
tyran	Nc	TYRAN
l'	Da	LE
effroyable	Ag	EFFROYABLE
partie	Nc	PARTIE
,	Fw	,
Veuille	Vvc	VOULOIR
avancer	Vvn	AVANCER
par	S	PAR
là	Rg	LÀ
son	Ds	SON
juste	Ag	JUSTE
châtiment	Nc	CHÂTIMENT
;	Fw	;
Que	Vvc	Que
,	Fw	,
par	S	PAR
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
bruit	Nc	BRUIT
,	Fw	,
semé	Ge	SEMER
confusément	Rg	CONFUSÉMENT
,	Fw	,
Il	Vvc	Il
dispose	Vvc	DISPOSER
les	Da	LE
cœurs	Nc	cœurs
à	S	À
prendre	Vvn	PRENDRE
un	Dn	UN
nouveau	Ag	NOUVEAU
maître	Nc	MAÎTRE
,	Fw	,
Et	Vvc	Et
presse	Vvc	PRESSER
Héraclius	Nc	Héraclius
de	S	DE
se	Pp	IL
faire	Vvn	FAIRE
connaître	Vvn	CONNAÎTRE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
à	S	À
nous	Pp	NOUS
de	S	DE
répondre	Vvn	RÉPONDRE
à	S	À
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
en	Pp	EN
prétend	Vvc	PRÉTENDRE
:	Fw	:
Montrons	Vvc	MONTRER
Héraclius	Nc	Héraclius
