Écoutez	Nc	Écoutez
!	Fs	!
Me	Pp	JE
voilà	S	VOILÀ
déboutée	Ge	DÉBOUTER
.	Fs	.
Déboutée	Nc	Déboutée
!	Fs	!
Oui	Rg	OUI
;	Fw	;
l'	Da	LE
ingrat	Nc	INGRAT
vous	Pp	VOUS
est	Vuc	ÊTRE
promis	Ge	PROMETTRE
.	Fs	.
On	Pp	ON
me	Pp	JE
déboute	Vvc	DÉBOUTER
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Je	Pp	JE
suis	Vuc	ÊTRE
bien	Rg	BIEN
pis	Nc	PIS
.	Fs	.
De	S	DE
mes	Ds	MON
chagrins	Ag	CHAGRIN
mon	Ds	MON
âme	Nc	ÂME
est	Vuc	ÊTRE
oppressée	Ge	OPPRESSER
;	Fw	;
Ma	Vvc	Ma
chaîne	Nc	CHAÎNE
est	Vuc	ÊTRE
prête	Ag	PRÊT
,	Fw	,
et	Cc	ET
je	Pp	JE
suis	Vuc	ÊTRE
fiancée	Ge	FIANCER
,	Fw	,
Ou	Vvc	Ou
je	Pp	JE
vais	Vvc	ALLER
l'	Pp	IL
être	Vun	ÊTRE
au	S+Da	À+LE
moins	Nc	MOINS
dans	S	DANS
un	Dn	UN
moment	Nc	MOMENT
.	Fs	.
Ne	Rp	NE
hais	Vvc	HAÏR
-tu	Vvn	-tu
pas	Rg	PAS
mon	Ds	MON
lâche	Nc	LÂCHE|LÂCHÉ
?	Fs	?
Honnêtement	Nc	Honnêtement
.	Fs	.
Entre	S	ENTRE
nous	Pp	NOUS
deux	Nc	DEUX
,	Fw	,
juges	Nc	JUGE
-tu	Vvc	-tu
sur	S	SUR
ma	Ds	MON
mine	Nc	MINE
Qu'	Vvc	Qu'
il	Pp	IL
soit	Vuc	ÊTRE
bien	Rg	BIEN
doux	Ag	DOUX
d'	S	DE
être	Vun	ÊTRE
ici	Rg	ICI
Mathurine	Vvc	Mathurine
?	Fs	?
Non	Rg	NON
pas	Rg	PAS
pour	S	POUR
toi	Pp	TU
;	Fw	;
tu	Pp	TU
portes	Vvc	PORTER
dans	S	DANS
ton	Ds	TON
air	Nc	AIR
Je	Vvc	Je
ne	Rp	NE
sais	Vvc	SAVOIR
quoi	Pt	QUE|QUOI
de	S	DE
brillant	Ga	BRILLER
et	Cc	ET
de	S	DE
fier	Ag	FIER
:	Fw	:
À	Vvc	À
Mathurin	Ag	Mathurin
cela	Pd	CELA
ne	Rp	NE
convient	Vvc	CONVENIR|CONVIER
guère	Rg	GUÈRE
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
maraud	Nc	MARAUD
était	Vuc	ÊTRE
mieux	Rg	MIEUX
mon	Ds	MON
affaire	Nc	AFFAIRE|AFFAIRÉ
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
par	S	PAR
malheur	Nc	MALHEUR
de	S	DE
trop	Rg	TROP
hauts	Ag	HAUT
sentiments	Nc	SENTIMENT
.	Fs	.
Dis	Vvc	DIRE
-moi	Vvc	-moi
,	Fw	,
Colette	Vvc	Colette
,	Fw	,
as	Vuc	AVOIR
-tu	Ge	-tu
lu	Ge	LIRE
des	S+Da	DE+LE|DE+LES
romans	Nc	ROMAN
?	Fs	?
Moi	Pp	JE
?	Fs	?
non	Rg	NON
,	Fw	,
jamais	Rg	JAMAIS
.	Fs	.
Le	Da	LE
baillif	Nc	BAILLI
Métaprose	Ag	Métaprose
M'	Vvc	M'
en	Pp	EN
a	Vuc	AVOIR
prêté	Ge	PRÊTER
...	Fs	...
Mon	Nc	Mon
Dieu	Nc	DIEU
,	Fw	,
la	Da	LE
belle	Ag	BEAU
chose	Nc	CHOSE
!	Fs	!
En	S	EN
quoi	Pr	QUE|QUOI
si	Rg	SI
belle	Ag	BEAU
?	Fs	?
On	Pp	ON
y	Pp	Y
voit	Vvc	VOIR
des	Dn	UN
amants	Nc	AMANT
Si	Vvc	Si
courageux	Ag	COURAGEUX
,	Fw	,
si	Rg	SI
tendres	Ag	TENDRE
,	Fw	,
si	Rg	SI
galants	Ag	GALANT
!	Fs	!
Oh	I	OH
!	Fs	!
Mathurin	Nc	MATHURIN
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
comme	S	COMME
eux	Pp	EUX
.	Fs	.
Colette	Nc	Colette
,	Fw	,
Que	Vvc	Que
les	Da	LE
romans	Nc	ROMAN
rendent	Vvc	RENDRE
l'	Da	LE
âme	Nc	ÂME
inquiète	Ag	INQUIET
!	Fs	!
Et	Cc	ET
d'	S	DE
où	Pr	OÙ
vient	Vvc	VENIR
donc	Rg	DONC
?	Fs	?
Ils	Pp	ILS
forment	Vvc	FORMER
trop	Rg	TROP
l'	Da	LE
esprit	Nc	ESPRIT
:	Fw	:
En	S	EN
les	Pp	ILS
lisant	Ga	LIRE
le	Da	LE
mien	Ps	MIEN
bientôt	Rg	BIENTÔT
s'	Pp	SE
ouvrit	Vvc	OUVRIR
;	Fw	;
À	Nc	À
réfléchir	Vvn	RÉFLÉCHIR
que	Cs	QUE
de	S	DE
nuits	Nc	NUIT
j'	Pp	JE
ai	Vuc	AVOIR
passées	Ge	PASSER
!	Fs	!
Que	Cs	QUE
les	Da	LE
romans	Nc	ROMAN
font	Vvc	FAIRE
naître	Vvn	NAÎTRE
de	S	DE
pensées	Nc	PENSÉE
!	Fs	!
Que	Cs	QUE
les	Da	LE
héros	Nc	HÉROS
de	S	DE
ces	Dd	CE
livres	Nc	LIURE|LIVRE
charmants	Ga	CHARMER
Ressemblent	Vvc	RESSEMBLER
peu	Rg	PEU
,	Fw	,
Colette	Vvc	Colette
,	Fw	,
aux	S+Da	À+LES
autres	Ag	AUTRE
gens	Nc	GENS|GENT
!	Fs	!
Cette	Dd	CE
lumière	Nc	LUMIÈRE
était	Vuc	ÊTRE
pour	S	POUR
moi	Pp	JE
féconde	Ag	FÉCOND
;	Fw	;
Je	Vvc	Je
me	Pp	JE
voyais	Vvc	VOIR
dans	S	DANS
un	Dn	UN
tout	Di	TOUT
autre	Ag	AUTRE
monde	Nc	MONDE
;	Fw	;
J'	Vvc	J'
étais	Vuc	ÊTRE
au	S+Da	À+LE
ciel	Nc	CIEL
!	Fs	!
...	Fs	...
Ah	Vvc	Ah
!	Fs	!
Qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
était	Vuc	ÊTRE
bien	Rg	BIEN
dur	Ag	DUR
De	Vvc	De
retomber	Vvn	RETOMBER
dans	S	DANS
mon	Ds	MON
état	Nc	ÉTAT
obscur	Ag	OBSCUR
;	Fw	;
Le	Vvc	Le
coeur	Nc	CUR
tout	Rg	TOUT
plein	Ag	PLEIN
de	S	DE
ce	Dd	CE
grand	Ag	GRAND
étalage	Nc	ÉTALAGE
,	Fw	,
De	Vvc	De
me	Pp	JE
trouver	Vvn	TROUVER
au	S+Da	À+LE
fond	Nc	FOND
de	S	DE
mon	Ds	MON
village	Nc	VILLAGE
,	Fw	,
Et	Vvc	Et
de	S	DE
descendre	Vvn	DESCENDRE
,	Fw	,
après	S	APRÈS
ce	Dd	CE
vol	Nc	VOL
divin	Ag	DIVIN
,	Fw	,
Des	Vvc	Des
Amadis	Vvc	Amadis
à	S	À
maître	Nc	MAÎTRE
Mathurin	Ag	Mathurin
!	Fs	!
Votre	Ds	VOTRE
propos	Nc	PROPOS
me	Pp	JE
ravit	Vvc	RAVIR
;	Fw	;
et	Cc	ET
je	Pp	JE
jure	Vvc	JURER
Que	Vvc	Que
j'	Pp	JE
ai	Vuc	AVOIR
déjà	Rg	DÉJÀ
du	S+Da	DE+LE
goût	Nc	GOÛT
pour	S	POUR
la	Da	LE
lecture	Nc	LECTURE
.	Fs	.
T'	Pp	TU
en	Pp	EN
souvient-il	Vvc	souvient-il
autant	Rg	AUTANT
qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
en	Pp	EN
souvient	Vvc	SOUVENIR
,	Fw	,
Que	Vvc	Que
ce	Dd	CE
marquis	Nc	MARQUIS
,	Fw	,
ce	Dd	CE
beau	Ag	BEAU
seigneur	Nc	SEIGNEUR
,	Fw	,
qui	Pr	QUI
tient	Vvc	TENIR
Dans	Vvc	Dans
le	Da	LE
pays	Nc	PAYS
le	Da	LE
rang	Nc	RANG
,	Fw	,
l'	Da	LE
état	Nc	ÉTAT
d'	S	DE
un	Dn	UN
prince	Nc	PRINCE
,	Fw	,
De	Vvc	De
sa	Ds	SON
présence	Nc	PRÉSENCE
honora	Vvc	HONORER
la	Da	LE
province	Nc	PROVINCE
?	Fs	?
Il	Pp	IL
s'	Pp	SE
est	Vuc	ÊTRE
passé	Ge	PASSER
juste	Rg	JUSTE
un	Dn	UN
an	Nc	AN
et	Cc	ET
deux	Nc	DEUX
mois	Nc	MOI|MOIS
Depuis	Vvc	Depuis
qu'	Cs	QUE
il	Pp	IL
vint	Vvc	VENIR
pour	S	POUR
cette	Dd	CE
seule	Ag	SEUL
fois	Nc	FOI|FOIS
.	Fs	.
T'	Pp	TU
en	Pp	EN
souvient-il	Vvc	souvient-il
?	Fs	?
Nous	Pp	NOUS
le	Pp	IL
vîmes	Vvc	VOIR
à	S	À
table	Nc	TABLE
,	Fw	,
Il	Vvc	Il
m'	Pp	JE
accueillit	Vvc	ACCUEILLIR
:	Fw	:
ah	I	AH
!	Fs	!
Qu'	Cs	QUE
il	Pp	IL
était	Vuc	ÊTRE
affable	Ag	AFFABLE
!	Fs	!
Tous	Di	TOUT
ses	Ds	SON
discours	Nc	DISCOURS
étaient	Vuc	ÊTRE
des	Dn	UN
mots	Nc	MOT|MOTS
choisis	Vvc	CHOISIR
,	Fw	,
Que	Vvc	Que
l'	Da	LE
on	Pp	ON
n'	Rp	NE
entend	Vvc	ENTENDRE
jamais	Rg	JAMAIS
dans	S	DANS
ce	Dd	CE
pays	Nc	PAYS
:	Fw	:
C'	Pd	CE
était	Vuc	ÊTRE
,	Fw	,
Colette	Vvc	Colette
,	Fw	,
une	Dn	UN
langue	Nc	LANGUE
nouvelle	Ag	NOUVEAU
,	Fw	,
Supérieure	Vvc	Supérieure
et	Cc	ET
pourtant	Rg	POURTANT
naturelle	Ag	NATUREL
;	Fw	;
J'	Vvc	J'
aurais	Vuc	AVOIR
voulu	Ge	VOULOIR
l'	Da	LE
entendre	Vvn	ENTENDRE
tout	Di	TOUT
le	Da	LE
jour	Nc	JOUR
.	Fs	.
Tu	Pp	TU
l'	Pp	IL
entendras	Vvc	ENTENDRE
,	Fw	,
sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
à	S	À
son	Ds	SON
retour	Nc	RETOUR
.	Fs	.
Ce	Dd	CE
jour	Nc	JOUR
,	Fw	,
Colette	Vvc	Colette
,	Fw	,
occupe	Vvc	OCCUPER
ta	Ds	TON
mémoire	Nc	MÉMOIRE
,	Fw	,
Où	Vvc	Où
monseigneur	Nc	MONSEIGNEUR
,	Fw	,
tout	Rg	TOUT
rayonnant	Ga	RAYONNER
de	S	DE
gloire	Nc	GLOIRE
,	Fw	,
Dans	Vvc	Dans
nos	Ds	NOTRE
forêts	Nc	FORÊT
,	Fw	,
suivi	Ge	SUIVRE
d'	S	DE
un	Dn	UN
peuple	Nc	PEUPLE
entier	Ag	ENTIER
,	Fw	,
Le	Vvc	Le
fer	Nc	FER
en	S	EN
main	Nc	MAIN
,	Fw	,
courait	Vvc	COURIR
le	Da	LE
sanglier	Nc	SANGLIER
?	Fs	?
Oui	Rg	OUI
,	Fw	,
quelque	Di	QUELQUE
idée	Nc	IDÉE
et	Cc	ET
confuse	Ag	CONFUS
et	Cc	ET
légère	Ag	LÉGER
Peut	Vvc	POUVOIR
m'	Pp	JE
en	S	EN
rester	Vvn	RESTER
.	Fs	.
Je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
distincte	Ag	DISTINCT
et	Cc	ET
claire	Ag	CLAIR
;	Fw	;
Je	Vvc	Je
crois	Vvc	CROIRE|CROÎTRE
le	Pp	IL
voir	Vvn	VOIR
avec	S	AVEC
cet	Dd	CE
air	Nc	AIR
si	Rg	SI
grand	Ag	GRAND
,	Fw	,
Sur	Nc	Sur
ce	Dd	CE
cheval	Nc	CHEVAL
superbe	Ag	SUPERBE
et	Cc	ET
bondissant	Ag	BONDISSANT
;	Fw	;
Près	Vvc	Près
d'	S	DE
un	Dn	UN
gros	Ag	GROS
chêne	Nc	CHÊNE
il	Pp	IL
perce	Vvc	PERCER
de	S	DE
sa	Ds	SON
lance	Nc	LANCE|LANCÉ
Le	Vvc	Le
sanglier	Nc	SANGLIER
qui	Pr	QUI
contre	S	CONTRE
lui	Pp	IL
s'	Pp	SE
élance	Vvc	ÉLANCER
Dans	Vvc	Dans
ce	Dd	CE
moment	Nc	MOMENT
j'	Pp	JE
entendis	Vvc	ENTENDRE
mille	Nc	MILLE
voix	Nc	VOIX
,	Fw	,
Que	Vvc	Que
répétaient	Vvc	RÉPÉTER
les	Da	LE
échos	Nc	ÉCHO|ÉCHOS
de	S	DE
nos	Ds	NOTRE
bois	Nc	BOIS
;	Fw	;
Et	Vvc	Et
de	S	DE
bon	Ag	BON
coeur	Nc	CUR
(	Fw	(
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
j'	Pp	JE
en	Pp	EN
convienne	Vvc	CONVENIR
)	Fw	)
J'	Vvc	J'
aurais	Vuc	AVOIR
voulu	Ge	VOULOIR
qu'	Cs	QUE
il	Pp	IL
démêlât	Vvc	DÉMÊLER
la	Da	LE
mienne	Ps	MIEN
.	Fs	.
De	S	DE
son	Ds	SON
départ	Nc	DÉPART
je	Pp	JE
fus	Vuc	ÊTRE
encor	Nc	encor
témoin	Ag	TÉMOIN
:	Fw	:
On	Pp	ON
l'	Pp	IL
entourait	Vvc	ENTOURER
,	Fw	,
je	Pp	JE
n'	Rp	NE
étais	Vuc	ÊTRE
pas	Rg	PAS
bien	Rg	BIEN
loin	Rg	LOIN
.	Fs	.
Il	Pp	IL
me	Pp	JE
parla	Vvc	PARLER
...	Fs	...
Depuis	Vvc	Depuis
ce	Dd	CE
jour	Nc	JOUR
,	Fw	,
ma	Ds	MON
chère	Nc	CHÈRE
,	Fw	,
Tous	Nc	TOUX
les	Da	LE
romans	Nc	ROMAN
ont	Vuc	AVOIR
le	Da	LE
don	Nc	DON
de	S	DE
me	Pp	JE
plaire	Vvn	PLAIRE
Quand	Nc	Quand
je	Pp	JE
les	Pp	ILS
lis	Vvc	LIRE
,	Fw	,
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
jamais	Rg	JAMAIS
d'	S	DE
ennui	Nc	ENNUI
;	Fw	;
Il	Vvc	Il
me	Pp	JE
paraît	Vvc	PARAÎTRE
qu'	Cs	QUE
ils	Pp	ILS
me	Pp	JE
parlent	Vvc	PARLER
de	S	DE
lui	Pp	IL
.	Fs	.
Ah	I	AH
!	Fs	!
Qu'	Cs	QUE
un	Dn	UN
roman	Nc	ROMAN
est	Vuc	ÊTRE
beau	Ag	BEAU
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
la	Da	LE
peinture	Nc	PEINTURE
Du	Vvc	Du
coeur	Nc	CUR
humain	Ag	HUMAIN
,	Fw	,
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
d'après	Ag	d'après
nature	Nc	NATURE
.	Fs	.
D'après	Ag	D'après
nature	Nc	NATURE
!	Fs	!
...	Fs	...
Entre	Vvc	ENTRER
nous	Pp	NOUS
deux	Nc	DEUX
,	Fw	,
ton	Ds	TON
coeur	Nc	CUR
N'	Ag	N'
aime-t-il	Vvc	aime-t-il
pas	Rg	PAS
en	S	EN
secret	Ag	SECRET
monseigneur	Nc	MONSEIGNEUR
?	Fs	?
Oh	I	OH
!	Fs	!
Non	Rg	NON
,	Fw	,
je	Pp	JE
n'	Rp	NE
ose	Vvc	OSER
,	Fw	,
et	Cc	ET
je	Pp	JE
sens	Vvc	SENTIR
la	Da	LE
distance	Nc	DISTANCE
Qu'	Vvc	Qu'
entre	S	ENTRE
nous	Pp	NOUS
deux	Nc	DEUX
met	Vvc	METTRE
son	Ds	SON
rang	Nc	RANG
,	Fw	,
sa	Ds	SON
naissance	Nc	NAISSANCE
.	Fs	.
Crois	Vvc	CROIRE|CROÎTRE
-tu	Vvn	-tu
qu'	Cs	QUE
on	Pp	ON
ait	Vuc	AVOIR
des	Dn	UN
sentiments	Nc	SENTIMENT
si	Rg	SI
doux	Ag	DOUX
Pour	Nc	POUR
ceux	Pd	CELUI
qui	Pr	QUI
sont	Vuc	ÊTRE
trop	Rg	TROP
au-dessus	Rg	AU-DESSUS
de	S	DE
nous	Pp	NOUS
?	Fs	?
À	Vvc	À
cette	Dd	CE
erreur	Nc	ERREUR
trop	Rg	TROP
de	S	DE
raison	Nc	RAISON
s'	Pp	SE
oppose	Vvc	OPPOSER
.	Fs	.
Non	Rg	NON
,	Fw	,
je	Pp	JE
ne	Rp	NE
l'	Pp	IL
aime	Vvc	AIMER
point	Rg	POINT
...	Fs	...
mais	Cc	MAIS
il	Pp	IL
est	Vuc	ÊTRE
cause	Nc	CAUSE
Que	Vvc	Que
,	Fw	,
l'	Pp	IL
ayant	Ga	AVOIR
vu	Ge	VOIR
,	Fw	,
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
à	S	À
présent	Nc	PRÉSENT
En	Vvc	En
aimer	Vvn	AIMER
d'	S	DE
autre	Pi	AUTRE
...	Fs	...
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
grand	Ag	GRAND
tourment	Nc	TOURMENT
.	Fs	.
Mais	Cc	MAIS
de	S	DE
tous	Di	TOUT
ceux	Pd	CELUI
qui	Pr	QUI
le	Pp	IL
suivaient	Vvc	SUIVRE
,	Fw	,
ma	Ds	MON
bonne	Ag	BON
,	Fw	,
Aucun	Pi	AUCUN
n'	Rp	NE
a-t-il	V	AVOIR
cajolé	Ge	CAJOLER
ta	Ds	TON
personne	Nc	PERSONNE
?	Fs	?
J'	Pp	JE
avouerai	Vvc	AVOUER
,	Fw	,
moi	Pp	JE
,	Fw	,
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
m'	Pp	JE
en	Pp	EN
a	Vuc	AVOIR
conté	Ge	CONTER
.	Fs	.
Un	Dn	UN
étourdi	Nc	ÉTOURDI
prit	Vvc	PRENDRE
quelque	Di	QUELQUE
liberté	Nc	LIBERTÉ
;	Fw	;
Il	Vvc	Il
s'	Pp	SE
appelait	Vvc	APPELER
le	Da	LE
chevalier	Nc	CHEVALIER
Germance	Nc	Germance
:	Fw	:
Son	Ds	SON
fier	Ag	FIER
maintien	Nc	MAINTIEN
,	Fw	,
ses	Ds	SON
airs	Nc	AIR
,	Fw	,
son	Ds	SON
insolence	Nc	INSOLENCE
,	Fw	,
Me	Vvc	Me
révoltaient	Vvc	RÉVOLTER
,	Fw	,
loin	Rg	LOIN
de	S	DE
m'	Pp	JE
en	S	EN
imposer	Vvn	IMPOSER
.	Fs	.
Il	Pp	IL
fut	Vuc	ÊTRE
surpris	Ge	SURPRENDRE
de	S	DE
se	Pp	IL
voir	Vvn	VOIR
mépriser	Vvn	MÉPRISER
;	Fw	;
Et	Vvc	Et
,	Fw	,
réprimant	Ga	RÉPRIMER
sa	Ds	SON
poursuite	Nc	POURSUITE
hardie	Ag	HARDI
,	Fw	,
Je	Vvc	Je
lui	Pp	IL
fis	Vvc	FAIRE
voir	Vvn	VOIR
combien	Rg	COMBIEN
la	Da	LE
modestie	Nc	MODESTIE
Était	Vvc	Était
plus	Rg	PLUS
fière	Ag	FIER
,	Fw	,
et	Cc	ET
pouvait	Vvc	POUVOIR
d'	S	DE
un	Dn	UN
coup	Nc	COUP
d'	S	DE
oeil	Nc	IL
Faire	Vvc	Faire
trembler	Vvn	TREMBLER
l'	Da	LE
impudence	Nc	IMPUDENCE
et	Cc	ET
l'	Da	LE
orgueil	Nc	ORGUEIL
.	Fs	.
Ce	Dd	CE
chevalier	Nc	CHEVALIER
serait	Vuc	ÊTRE
assez	Rg	ASSEZ
passable	Ag	PASSABLE
,	Fw	,
Et	Vvc	Et
d'	S	DE
autres	Ag	AUTRE
moeurs	Nc	MURS
l'	Pp	IL
auraient	Vuc	AVOIR
pu	Ge	POUVOIR
rendre	Vvn	RENDRE
aimable	Ag	AIMABLE
:	Fw	:
Ah	I	AH
!	Fs	!
La	Da	LE
douceur	Nc	DOUCEUR
est	Vuc	ÊTRE
l'	Da	LE
appât	Nc	APPÂT
qui	Pr	QUI
nous	Pp	NOUS
prend	Vvc	PRENDRE
.	Fs	.
Que	Cs	QUE
monseigneur	Nc	MONSEIGNEUR
,	Fw	,
ô	I	OH
ciel	Nc	CIEL
,	Fw	,
est	Vuc	ÊTRE
différent	Ag	DIFFÉRENT
!	Fs	!
Ce	Dd	CE
chevalier	Nc	CHEVALIER
n'	Rp	NE
était	Vuc	ÊTRE
donc	Rg	DONC
guère	Rg	GUÈRE
sage	Ag	SAGE
?	Fs	?
Çà	Nc	Çà
,	Fw	,
qui	Pr	QUI
des	Dn	UN
deux	Nc	DEUX
te	Pp	TU
déplaît	Vvc	DÉPLAIRE
davantage	Rg	DAVANTAGE
,	Fw	,
De	Vvc	De
Mathurin	Nc	MATHURIN
ou	Cc	OU
de	S	DE
cet	Dd	CE
effronté	Nc	EFFRONTÉ
?	Fs	?
Oh	I	OH
!	Fs	!
Mathurin	Nc	MATHURIN
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
sans	S	SANS
difficulté	Nc	DIFFICULTÉ
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
monseigneur	Nc	MONSEIGNEUR
est	Vuc	ÊTRE
bon	Ag	BON
il	Pp	IL
est	Vuc	ÊTRE
le	Da	LE
maître	Nc	MAÎTRE
;	Fw	;
Pourrait-il	Vvc	Pourrait-il
pas	Rg	PAS
te	Pp	TU
dépêtrer	Vvn	DÉPÊTRER
du	S+Da	DE+LE
traître	Nc	TRAÎTRE
!	Fs	!
Tu	Pp	TU
me	Pp	JE
parais	Vvc	PARAÎTRE|PARER
si	Rg	SI
belle	Ag	BEAU
Hélas	Vvc	Hélas
!	Fs	!
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
Que	Vvc	Que
tu	Pp	TU
pourras	Vvc	POUVOIR
mieux	Rg	MIEUX
réussir	Vvn	RÉUSSIR
que	Cs	QUE
moi	Pp	JE
.	Fs	.
Est-il	Vvc	Est-il
bien	Rg	BIEN
vrai	Ag	VRAI
qu'	Cs	QUE
il	Pp	IL
arrive	Vvc	ARRIVER
?	Fs	?
Sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
Car	Nc	CAR
on	Pp	ON
le	Pp	IL
dit	Vvc	DIRE
,	Fw	,
Penses	Vvc	PENSER
-tu	Vvn	-tu
qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
écoute	Vvc	ÉCOUTER
?	Fs	?
J'	Pp	JE
en	Pp	EN
suis	Vuc	ÊTRE
certaine	Ag	CERTAIN
,	Fw	,
et	Cc	ET
je	Pp	JE
retiens	Vvc	RETENIR
ma	Ds	MON
part	Nc	PART
De	Vvc	De
ses	Ds	SON
bontés	Nc	BONTÉ
.	Fs	.
Nous	Pp	NOUS
le	Pp	IL
verrons	Vvc	VOIR
trop	Rg	TROP
tard	Rg	TARD
;	Fw	;
Il	Vvc	Il
n'	Rp	NE
arrivera	Vvc	ARRIVER
point	Rg	POINT
;	Fw	;
on	Pp	ON
me	Pp	JE
fiance	Vvc	FIANCER
,	Fw	,
Tout	Vvc	Tout
est	Vuc	ÊTRE
conclu	Ge	CONCLURE
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
sans	S	SANS
espérance	Nc	ESPÉRANCE
.	Fs	.
Berthe	Nc	BERTHE
est	Vuc	ÊTRE
terrible	Ag	TERRIBLE
en	S	EN
sa	Ds	SON
mauvaise	Ag	MAUVAIS
humeur	Nc	HUMEUR
;	Fw	;
Mathurin	Nc	MATHURIN
presse	Vvc	PRESSER
,	Fw	,
et	Cc	ET
je	Pp	JE
meurs	Vvc	MOURIR
de	S	DE
douleur	Nc	DOULEUR
.	Fs	.
Eh	I	EH
!	Fs	!
Moque	Vvc	MOQUER
-toi	Vvc	-toi
de	S	DE
Berthe	Nc	BERTHE
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Dormène	Vvc	Dormène
,	Fw	,
Si	Vvc	Si
je	Pp	JE
lui	Pp	IL
parle	Vvc	PARLER
,	Fw	,
entrera	Vvc	ENTRER
dans	S	DANS
ma	Ds	MON
peine	Nc	PEINE
:	Fw	:
Je	Pp	JE
veux	Vvc	VOULOIR
prier	Vvn	PRIER
Dormène	Vvc	Dormène
de	S	DE
m'	Pp	JE
aider	Vvn	AIDER
De	Vvc	De
son	Ds	SON
appui	Nc	APPUI
,	Fw	,
qu'	Cs	QUE
elle	Pp	IL
daigne	Vvc	DAIGNER
accorder	Vvn	ACCORDER
Aux	Vvc	Aux
malheureux	Ag	MALHEUREUX
;	Fw	;
cette	Dd	CE
dame	Nc	DAME
est	Vuc	ÊTRE
si	Rg	SI
bonne	Ag	BON
!	Fs	!
Laure	Nc	LAURE
,	Fw	,
surtout	Rg	SURTOUT
,	Fw	,
cette	Dd	CE
vieille	Ag	VIEUX
personne	Nc	PERSONNE
,	Fw	,
Par	Nc	PAR
le	Da	LE
malheur	Nc	MALHEUR
sensible	Ag	SENSIBLE
à	S	À
la	Da	LE
pitié	Nc	PITIÉ
,	Fw	,
Qui	Vvc	Qui
m'	Pp	JE
a	Vuc	AVOIR
souvent	Rg	SOUVENT
montré	Ge	MONTRER
tant	Rg	TANT
d'	S	DE
amitié	Nc	AMITIÉ
,	Fw	,
Me	Vvc	Me
donnera	Vvc	DONNER
ses	Ds	SON
conseils	Nc	CONSEIL
.	Fs	.
À	Vvc	À
notre	Ds	NOTRE
âge	Nc	ÂGE
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
de	S	DE
bons	Ag	BON
amis	Nc	AMI
,	Fw	,
rien	Pi	RIEN
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
sage	Ag	SAGE
.	Fs	.
Tu	Pp	TU
trembles	Vvc	TREMBLER
.	Fs	.
Oui	Rg	OUI
.	Fs	.
Par	S	PAR
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
détournés	Ge	DÉTOURNER
Viens	Vvc	VENIR
avec	S	AVEC
moi	Pp	JE
.	Fs	.
Quel	Dt	QUEL
chemin	Nc	CHEMIN
vous	Pp	VOUS
prenez	Vvc	PRENDRE
!	Fs	!
Êtes	Vvc	Êtes
-vous	Nc	-vous
folle	Ag	FOU
?	Fs	?
Et	Cc	ET
quand	Cs	QUAND
on	Pp	ON
doit	Vvc	DEVOIR
se	Pp	IL
rendre	Vvn	RENDRE
À	Nc	À
son	Ds	SON
devoir	Nc	DEVOIR
,	Fw	,
faut-il	Vvc	faut-il
se	Pp	IL
faire	Vvn	FAIRE
attendre	Vvn	ATTENDRE
?	Fs	?
Vous	Pp	VOUS
me	Pp	JE
glacez	Vvc	GLACER
:	Fw	:
votre	Ds	VOTRE
mauvaise	Ag	MAUVAIS
humeur	Nc	HUMEUR
Jusqu'	Vvc	Jusqu'
à	S	À
la	Da	LE
fin	Nc	FIN
vous	Pp	VOUS
sera	Vuc	ÊTRE
reprochée	Ge	REPROCHER
.	Fs	.
On	Pp	ON
vous	Pp	VOUS
marie	Vvc	MARIER
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
êtes	Vuc	ÊTRE
fâchée	Ge	FÂCHER
.	Fs	.
Hom	Nc	Hom
,	Fw	,
l'	Da	LE
idiote	Nc	IDIOT
!	Fs	!
Allons	Vvc	ALLER
