Clorinde	Vvc	Clorinde
avez	Vuc	AVOIR
jusqu'	S	JUSQUE
ici	Rg	ICI
débaptisé	Ge	DÉBAPTISER
personne	Pi	PERSONNE
,	Fw	,
Humaine	Ag	HUMAIN
,	Fw	,
pitoyable	Ag	PITOYABLE
,	Fw	,
aumônière	Nc	AUMÔNIÈRE
,	Fw	,
et	Cc	ET
trop	Rg	TROP
bonne	Ag	BON
.	Fs	.
Doncque	Rg	DONC
vous	Pp	VOUS
en	Pp	EN
contez	Vvc	CONTER
,	Fw	,
agréable	Ag	AGRÉABLE
Moqueur	Nc	MOQUEUR
?	Fs	?
Ce	Pd	CE
ne	Rp	NE
sont	Vuc	ÊTRE
pas	Rg	PAS
de	S	DE
ceux	Pd	CELUI
qui	Pr	QUI
touchent	Vvc	TOUCHER
votre	Ds	VOTRE
coeur	Nc	CUR
;	Fw	;
Ces	Vvc	Ces
grands	Ag	GRAND
conteurs	Nc	CONTEUR
ne	Rp	NE
font	Vvc	FAIRE
rien	Pi	RIEN
moins	Rg	MOINS
que	Cs	QUE
votre	Ds	VOTRE
conte	Nc	CONTE|CONTÉ
,	Fw	,
Qui	Vvc	Qui
laissent	Vvc	LAISSER
,	Fw	,
au	S+Da	À+LE
lieu	Nc	LIEU
d'	S	DE
or	Nc	OR
,	Fw	,
du	S+Da	DE+LE
vent	Nc	VENT
et	Cc	ET
de	S	DE
la	Da	LE
honte	Nc	HONTE
:	Fw	:
Le	Da	LE
meilleur	Ag	MEILLEUR
qu'	Cs	QUE
il	Pp	IL
vous	Pp	VOUS
faut	Vvc	FAILLIR|FALLOIR
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
Comte	Nc	COMTE|COMTÉ
Allemand	Ag	ALLEMAND
;	Fw	;
Je	Vvc	Je
veux	Vvc	VOULOIR
qu'	Cs	QUE
il	Pp	IL
soit	Vuc	ÊTRE
cheval	Nc	CHEVAL
,	Fw	,
et	Cc	ET
parle	Vvc	PARLER
vieux	Ag	VIEUX
Roman	Nc	ROMAN
;	Fw	;
Et	Vvc	Et
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
ait	Vuc	AVOIR
rien	Pi	RIEN
de	S	DE
noble	Nc	NOBLE
,	Fw	,
excepté	S	EXCEPTÉ
la	Da	LE
dépense	Nc	DÉPENSE
;	Fw	;
Si	Vvc	Si
la	Da	LE
crasse	Nc	CRASSE
en	Pp	EN
est	Vuc	ÊTRE
jaune	Ag	JAUNE
,	Fw	,
on	Pp	ON
le	Pp	IL
frotte	Vvc	FROTTER
,	Fw	,
on	Pp	ON
le	Pp	IL
panse	Vvc	PANSER
;	Fw	;
On	Vvc	On
devient	Vvc	DEVENIR|DÉVIER
honnête	Ag	HONNÊTE
homme	Nc	HOMME
à	S	À
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
par	S	PAR
le	Da	LE
coût	Nc	COÛT
:	Fw	:
Est-il	Vvc	Est-il
froid	Ag	FROID
d'	S	DE
appétit	Nc	APPÉTIT
,	Fw	,
lui	Pp	IL
faut-il	Vvc	faut-il
un	Dn	UN
ragoût	Nc	RAGOÛT
?	Fs	?
Aussitôt	Nc	Aussitôt
on	Pp	ON
mettra	Vvc	METTRE
la	Da	LE
céruse	Nc	CÉRUSE
en	S	EN
campagne	Nc	CAMPAGNE
,	Fw	,
Les	Vvc	Les
essences	Nc	ESSENCE
,	Fw	,
le	Da	LE
blanc	Ag	BLANC
et	Cc	ET
vermillon	Nc	VERMILLON
d'	S	DE
Espagne	Nc	Espagne
,	Fw	,
Ou	Vvc	Ou
les	Da	LE
plus	Rg	PLUS
raffinés	Ge	RAFFINER
qui	Pr	QUI
baisent	Vvc	BAISER
en	Pp	EN
Français	Vvc	Français
,	Fw	,
De	Vvc	De
peur	Nc	PEUR
de	S	DE
s'	Pp	SE
engraisser	Vvn	ENGRAISSER
,	Fw	,
n'	Rp	NE
y	Pp	Y
mettent	Vvc	METTRE
pas	Rg	PAS
les	Da	LE
doigts	Nc	DOIGT
.	Fs	.
Si	Cs	SI
l'	Da	LE
ennui	Nc	ENNUI
du	S+Da	DE+LE
logis	Nc	LOGIS
vous	Pp	VOUS
chasse	Vvc	CHASSER
dans	S	DANS
le	Da	LE
Temple	Nc	TEMPLE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
mieux	Rg	MIEUX
faire	Vvn	FAIRE
un	Dn	UN
mal	Nc	MAL
dessus	S	DESSUS
un	Dn	UN
bon	Ag	BON
exemple	Nc	EXEMPLE
;	Fw	;
Au	Vvc	Au
milieu	Nc	MILIEU
du	S+Da	DE+LE
respect	Nc	RESPECT
,	Fw	,
des	S+Da	DE+LE|DE+LES
voeux	Nc	VU
,	Fw	,
de	S	DE
l'	Da	LE
oraison	Nc	ORAISON
Vous	Nc	Vous
mêlez	Vvc	MÊLER
des	Dn	UN
attraits	Nc	ATTRAIT
,	Fw	,
des	S+Da	DE+LE|DE+LES
feux	Nc	FEU|FEUX
,	Fw	,
et	Cc	ET
du	S+Da	DE+LE
poison	Nc	POISON
;	Fw	;
Vous	Nc	Vous
savez	Vvc	SAVOIR
mollement	Rg	MOLLEMENT
jouer	Vvn	JOUER
de	S	DE
la	Da	LE
prunelle	Nc	PRUNELLE
,	Fw	,
L'	Vvc	L'
un	Pi	UN
des	S+Da	DE+LE|DE+LES
yeux	Nc	OEIL|YEUX
contre	S	CONTRE
terre	Nc	TERRE
,	Fw	,
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
en	S	EN
sentinelle	Nc	SENTINELLE
;	Fw	;
Ne	Vvc	Ne
trouvant	Ga	TROUVER
pas	Rg	PAS
Roger	Nc	Roger
,	Fw	,
vous	Pp	VOUS
songez	Vvc	SONGER
à	S	À
Roland	Nc	Roland
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
allez	Vvc	ALLER
à	S	À
Dieu	Nc	DIEU
pour	S	POUR
chercher	Vvn	CHERCHER
un	Dn	UN
galant	Nc	GALANT
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
peu	Rg	PEU
de	S	DE
se	Pp	IL
farder	Vvn	FARDER
jusques	Nc	jusques
dans	S	DANS
les	Da	LE
yeux	Nc	OEIL|YEUX
même	Ag	MÊME
,	Fw	,
Se	Vvc	Se
pincer	Vvn	PINCER
,	Fw	,
s'	Pp	SE
embellir	Vvn	EMBELLIR
par	S	PAR
un	Dn	UN
tourment	Nc	TOURMENT
extrême	Ag	EXTRÊME
,	Fw	,
Porter	Nc	PORTER
au	S+Da	À+LE
lieu	Nc	LIEU
de	S	DE
mouche	Nc	MOUCHE
,	Fw	,
et	Cc	ET
comme	S	COMME
incisions	Nc	INCISION
,	Fw	,
Des	Vvc	Des
sièges	Nc	SIÈGE
sur	S	SUR
la	Da	LE
joue	Nc	JOUE
et	Cc	ET
des	S+Da	DE+LE|DE+LES
occasions	Nc	OCCASION
;	Fw	;
Vous	Nc	Vous
feriez	Vvc	FAIRE|FERRER
comme	S	COMME
Iris	Nc	IRIS
,	Fw	,
qui	Pr	QUI
docte	Ag	DOCTE
en	S	EN
votre	Ds	VOTRE
vie	Nc	VIE
Se	Ag	Se
fit	Vvc	FAIRE
même	Rg	MÊME
fouetter	Vvn	FOUETTER
pour	S	POUR
en	Pp	EN
donner	Vvn	DONNER
envie	Nc	ENVIE
.	Fs	.
C'	Pd	CE
était	Vuc	ÊTRE
de	S	DE
nos	Ds	NOTRE
froideurs	Nc	FROIDEUR
,	Fw	,
sur	S	SUR
elle	Pp	IL
se	Pp	IL
venger	Vvn	VENGER
:	Fw	:
Iris	Nc	IRIS
,	Fw	,
est-elle	Ag	est-elle
ici	Rg	ICI
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
nom	Nc	NOM
étranger	Ag	ÉTRANGER
.	Fs	.
Je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
connue	Ge	CONNAÎTRE
à	S	À
Rome	Nc	Rome
,	Fw	,
et	Cc	ET
quoique	Cs	QUOIQUE
plus	Rg	PLUS
novice	Nc	NOVICE
,	Fw	,
Avec	Vvc	Avec
elle	Pp	IL
j'	Pp	JE
étais	Vuc	ÊTRE
...	Fs	...
Compagne	Vvc	Compagne
d'	S	DE
exercice	Nc	EXERCICE
?	Fs	?
Peu	Rg	PEU
d'	S	DE
autres	Pi	AUTRE
la	Pp	IL
voudraient	Vvc	VOULOIR
imiter	Vvn	IMITER
à	S	À
ce	Dd	CE
prix	Nc	PRIX
.	Fs	.
D'	S	DE
elle	Pp	IL
viennent	Vvc	VENIR
ces	Dd	CE
traits	Nc	TRAIT|TRAITS
que	Pr	QUE
vous	Pp	VOUS
avez	Vuc	AVOIR
appris	Ge	APPRENDRE
.	Fs	.
L'	Da	LE
usage	Nc	USAGE
fait	Ge	FAIRE
cet	Dd	CE
art	Nc	ART
;	Fw	;
qu'	Cs	QUE
y	Pp	Y
pouvais	Vvc	POUVOIR
-je	Vvc	-je
connaître	Vvn	CONNAÎTRE
?	Fs	?
Je	Pp	JE
n'	Rp	NE
avais	Vuc	AVOIR
pas	Rg	PAS
douze	Nc	DOUZE
ans	Nc	AN
,	Fw	,
et	Cc	ET
commençais	Vvc	COMMENCER
à	S	À
naître	Vvn	NAÎTRE
.	Fs	.
Naître	Nc	Naître
,	Fw	,
en	S	EN
termes	Nc	TERME
d'	S	DE
honneur	Nc	HONNEUR
et	Cc	ET
pour	S	POUR
bien	Rg	BIEN
discourir	Vvn	DISCOURIR
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
lorsqu'	Cs	LORSQUE
un	Dn	UN
pucelage	Nc	PUCELAGE
est	Vuc	ÊTRE
éclos	Ge	ÉCLORE
pour	S	POUR
mourir	Vvn	MOURIR
;	Fw	;
Selon	Nc	Selon
vous	Pp	VOUS
c'	Pd	CE
est	Vuc	ÊTRE
le	Da	LE
point	Nc	POINT
où	Pr	OÙ
l'	Pp	IL
on	Pp	ON
commence	Vvc	COMMENCER
à	S	À
vivre	Vvn	VIVRE
.	Fs	.
Mais	Cc	MAIS
Iris	Nc	IRIS
,	Fw	,
Beaurocher	Nc	Beaurocher
,	Fw	,
n'	Rp	NE
était	Vuc	ÊTRE
pas	Rg	PAS
sur	S	SUR
son	Ds	SON
livre	Nc	LIURE|LIVRE
;	Fw	;
Vous	Nc	Vous
tenez	Vvc	TENIR
en	S	EN
Greffiers	Nc	GREFFIER
registres	Nc	REGISTRE
des	S+Da	DE+LE|DE+LES
Berlans	Nc	Berlans
,	Fw	,
Et	Vvc	Et
semblez	Vvc	SEMBLER
ces	Dd	CE
Oiseaux	Nc	OISEAU
qu'	Pr	QUE
on	Pp	ON
met	Vvc	METTRE
pour	S	POUR
appelants	Ga	APPELER
.	Fs	.
Appelants	Nc	APPELANT
?	Fs	?
Cette	Dd	CE
secte	Nc	SECTE
est	Vuc	ÊTRE
trop	Rg	TROP
mon	Ds	MON
ennemie	Ag	ENNEMI
;	Fw	;
Si	Vvc	Si
je	Pp	JE
passe	Vvc	PASSER
mon	Ds	MON
temps	Nc	TEMPS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
hors	S	HORS
de	S	DE
l'	Da	LE
infamie	Nc	INFAMIE
;	Fw	;
Noble	Vvc	Noble
...	Fs	...
Un	Vvc	Un
peu	Rg	PEU
malaisé	Ag	MALAISÉ
.	Fs	.
Ce	Dd	CE
plaisir	Nc	PLAISIR
m'	Pp	JE
est	Vuc	ÊTRE
permis	Ge	PERMETTRE
:	Fw	:
Laissons	Vvc	LAISSER
toute	Di	TOUT
riotte	Vvc	RIOTER
,	Fw	,
et	Cc	ET
vivons	Vvc	VIVRE
en	S	EN
amis	Nc	AMI
.	Fs	.
Je	Pp	JE
le	Pp	IL
veux	Vvc	VOULOIR
;	Fw	;
et	Cc	ET
du	S+Da	DE+LE
moins	Nc	MOINS
le	Da	LE
sujet	Nc	SUJET
qui	Pr	QUI
m'	Pp	JE
amène	Ag	AMÈNE
Te	Nc	TÉ
servira	Vvc	SERVIR
de	S	DE
foi	Nc	FOI
d'	S	DE
une	Dn	UN
amitié	Nc	AMITIÉ
certaine	Ag	CERTAIN
.	Fs	.
Tu	Pp	TU
sais	Vvc	SAVOIR
que	Cs	QUE
mon	Ds	MON
humeur	Nc	HUMEUR
est	Vuc	ÊTRE
de	S	DE
rire	Vvn	RIRE
en	S	EN
tous	Di	TOUT
lieux	Nc	LIEU|LIEUX
,	Fw	,
Que	Vvc	Que
je	Pp	JE
vois	Vvc	ALLER|VOIR
du	S+Da	DE+LE
faux	Ag	FAUX
or	Nc	OR
aux	S+Da	À+LES
Idoles	Nc	IDOLE
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
était	Vuc	ÊTRE
que	Rg	QUE
le	Da	LE
Ciel	Nc	CIEL
ou	Pr	OÙ
s'	Pp	SE
éloigne	Vvc	ÉLOIGNER
ou	Cc	OU
se	Pp	IL
cache	Vvc	CACHER
Que	Vvc	Que
je	Pp	JE
m'	Pp	JE
efforcerais	Vvc	EFFORCER
d'	S	DE
y	Pp	Y
trouver	Vvn	TROUVER
quelque	Di	QUELQUE
tache	Nc	TACHE|TÂCHE
:	Fw	:
N'	Rp	NE
aimant	Ga	AIMER
pas	Rg	PAS
la	Da	LE
fureur	Nc	FUREUR
d'	S	DE
aller	Vvn	ALLER
mordre	Vvn	MORDRE
si	Rg	SI
haut	Ag	HAUT
,	Fw	,
Pour	Nc	POUR
tomber	Vvn	TOMBER
de	S	DE
plus	Rg	PLUS
bas	Rg	BAS
j'	Pp	JE
élève	Vvc	ÉLEVER
moins	Rg	MOINS
le	Da	LE
saut	Nc	SAUT
;	Fw	;
Je	Vvc	Je
regarde	Vvc	REGARDER
le	Da	LE
Monde	Nc	MONDE
en	S	EN
diverse	Ag	DIVERS
posture	Nc	POSTURE
D'	Ag	D'
âge	Nc	ÂGE
,	Fw	,
de	S	DE
qualité	Nc	QUALITÉ
,	Fw	,
de	S	DE
sexe	Nc	SEXE
,	Fw	,
et	Cc	ET
de	S	DE
nature	Nc	NATURE
;	Fw	;
Riche	Vvc	Riche
,	Fw	,
pauvre	Ag	PAUVRE
,	Fw	,
vilain	Ag	VILAIN
,	Fw	,
le	Da	LE
noble	Nc	NOBLE
,	Fw	,
tout	Rg	TOUT
me	Pp	JE
sert	Vvc	SERVIR
;	Fw	;
Et	Vvc	Et
je	Pp	JE
passe	Vvc	PASSER
mon	Ds	MON
temps	Nc	TEMPS
à	S	À
voir	Vvn	VOIR
comme	Cs	COMME
on	Pp	ON
le	Pp	IL
perd	Vvc	PERDRE
:	Fw	:
Je	Pp	JE
m'	Pp	JE
attache	Vvc	ATTACHER
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
,	Fw	,
depuis	S	DEPUIS
peu	Rg	PEU
chez	S	CHEZ
Clytie	Nc	Clytie
,	Fw	,
Dont	Vvc	Dont
je	Pp	JE
trouve	Vvc	TROUVER
l'	Da	LE
humeur	Nc	HUMEUR
à	S	À
la	Da	LE
mienne	Ps	MIEN
assortie	Ge	ASSORTIR
;	Fw	;
Du	Vvc	Du
dessein	Nc	DESSEIN
?	Fs	?
Que	Cs	QUE
j'	Pp	JE
en	Pp	EN
ai	Vuc	AVOIR
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
où	Pr	OÙ
je	Pp	JE
pense	Vvc	PENSER
moins	Rg	MOINS
;	Fw	;
Et	Vvc	Et
je	Pp	JE
pourrais	Vvc	POUVOIR
tous	Di	TOUT
deux	Nc	DEUX
vous	Pp	VOUS
en	Pp	EN
faire	Vvn	FAIRE
témoins	Nc	TÉMOIN
.	Fs	.
On	Pp	ON
en	Pp	EN
parle	Vvc	PARLER
pourtant	Rg	POURTANT
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
prophétie	Nc	PROPHÉTIE
...	Fs	...
Que	Vvc	Que
ce	Dd	CE
siècle	Nc	SIÈCLE
jamais	Rg	JAMAIS
ne	Rp	NE
verra	Vvc	VOIR
réussie	Ge	RÉUSSIR
.	Fs	.
On	Pp	ON
y	Pp	Y
parle	Vvc	PARLER
Gazette	Nc	GAZETTE
,	Fw	,
et	Cc	ET
d'	S	DE
Intrigue	Nc	INTRIGUE
,	Fw	,
et	Cc	ET
de	S	DE
Cour	Nc	COUR
,	Fw	,
Les	Vvc	Les
plus	Rg	PLUS
polis	Nc	POLI
du	S+Da	DE+LE
temps	Nc	TEMPS
y	Pp	Y
font	Vvc	FAIRE
leçon	Nc	LEÇON
d'	S	DE
amour	Nc	AMOUR
;	Fw	;
Mais	Vvc	Mais
la	Da	LE
meilleure	Ag	MEILLEUR
pièce	Nc	PIÈCE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
vaut	Vvc	VALOIR
plus	Rg	PLUS
à	S	À
rire	Vvn	RIRE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
d'	S	DE
un	Dn	UN
vain	Ag	VAIN
Capitan	Nc	CAPITAN
...	Fs	...
Aidez	Nc	Aidez
-moi	Vvc	-moi
pour	S	POUR
le	Pp	IL
dire	Vvn	DIRE
.	Fs	.
Est	Vuc	ÊTRE
-ce	Vvc	-ce
un	Pi	UN
de	S	DE
ceux	Pd	CELUI
qu'	Pr	QUE
on	Pp	ON
doit	Vvc	DEVOIR
jouer	Vvn	JOUER
à	S	À
ces	Dd	CE
jours	Nc	JOUR|JOURS
gras	Ag	GRAS
?	Fs	?
Rodomont	Nc	RODOMONT
,	Fw	,
Scanderberg	Nc	Scanderberg
,	Fw	,
Fracasse	Vvc	FRACASSER
,	Fw	,
ou	Cc	OU
Taillebras	Vvc	Taillebras
?	Fs	?
Ce	Dd	CE
dernier	Nc	DERNIER
.	Fs	.
Je	Pp	JE
connais	Vvc	CONNAÎTRE
le	Da	LE
galant	Nc	GALANT
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
lui-même	Pp	LUI-MÊME
:	Fw	:
Un	Dn	UN
Poète	Nc	Poète
avec	S	AVEC
lui	Pp	IL
,	Fw	,
froid	Ag	FROID
,	Fw	,
d'	S	DE
un	Dn	UN
visage	Nc	VISAGE
blême	Ag	BLÊME
,	Fw	,
Mais	Vvc	Mais
fantasque	Ag	FANTASQUE
d'	S	DE
humeur	Nc	HUMEUR
autant	Rg	AUTANT
que	Cs	QUE
l'	Da	LE
autre	Pi	AUTRE
est	Vuc	ÊTRE
prompt	Ag	PROMPT
,	Fw	,
Sont	Vvc	Sont
les	Da	LE
deux	Nc	DEUX
d'	S	DE
aujourd'hui	Rg	AUJOURD'HUI
je	Pp	JE
veux	Vvc	VOULOIR
te	Pp	TU
mettre	Vvn	METTRE
en	S	EN
front	Nc	FRONT
:	Fw	:
Souffrez	Vvc	SOUFFRIR
pour	S	POUR
un	Dn	UN
moment	Nc	MOMENT
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
dérobe	Vvc	DÉROBER
.	Fs	.
Monsieur	Nc	MONSIEUR
,	Fw	,
à	S	À
tout	Di	TOUT
besoin	Nc	BESOIN
disposez	Vvc	DISPOSER
de	S	DE
ma	Ds	MON
robe	Nc	ROBE
.	Fs	.
Ces	Dd	CE
deux	Nc	DEUX
visages	Nc	VISAGE
sont	Vuc	ÊTRE
pièces	Nc	PIÈCE
de	S	DE
Cabinet	Nc	CABINET
.	Fs	.
Voyons	Vvc	VOIR
-les	Vvn	-les
,	Fw	,
qu'	Cs	QUE
à	S	À
chacun	Pi	CHACUN
je	Pp	JE
leur	Pp	LEUR
taille	Vvc	TAILLER
un	Dn	UN
bonnet	Nc	BONNET
.	Fs	.
Vos	Ds	VOTRE
vers	Nc	VER|VERS|VERT
trop	Rg	TROP
élevés	Ge	ÉLEVER
vont	Vvc	ALLER
dans	S	DANS
l'	Da	LE
idolâtrie	Nc	IDOLÂTRIE
;	Fw	;
J'	Vvc	J'
y	Pp	Y
vois	Vvc	ALLER|VOIR
beaucoup	Rg	BEAUCOUP
d'	S	DE
esprit	Nc	ESPRIT
,	Fw	,
mais	Cc	MAIS
plus	Rg	PLUS
de	S	DE
flatterie	Nc	FLATTERIE
.	Fs	.
Pour	S	POUR
n'	Rp	NE
y	Pp	Y
rien	Pi	RIEN
affecter	Vvn	AFFECTER
,	Fw	,
parmi	S	PARMI
les	Da	LE
traits	Nc	TRAIT|TRAITS
polis	Nc	POLI
J'	Ag	J'
ai	Vuc	AVOIR
pourtant	Rg	POURTANT
évité	Ge	ÉVITER
les	Da	LE
roses	Nc	ROSE|ROSÉ
et	Cc	ET
les	Da	LE
lys	Nc	LYS
;	Fw	;
J'	Vvc	J'
ai	Vuc	AVOIR
cherché	Ge	CHERCHER
dans	S	DANS
le	Da	LE
doux	Ag	DOUX
la	Da	LE
cadence	Nc	CADENCE
et	Cc	ET
la	Da	LE
rime	Nc	RIME
;	Fw	;
On	Vvc	On
n'	Rp	NE
y	Pp	Y
trouvera	Vvc	TROUVER
pas	Rg	PAS
une	Dn	UN
voyelle	Nc	VOYELLE
en	S	EN
crime	Nc	CRIME
:	Fw	:
La	Da	LE
Consonne	Nc	CONSONNE
n'	Rp	NE
a	Vuc	AVOIR
rien	Pi	RIEN
de	S	DE
rude	Ag	RUDE
ou	Cc	OU
discordant	Ag	DISCORDANT
;	Fw	;
J'	Vvc	J'
ai	Vuc	AVOIR
passé	Ge	PASSER
le	Da	LE
bas	Ag	BAS
style	Nc	STYLE
,	Fw	,
et	Cc	ET
fui	Ge	FUIR
le	Da	LE
pédant	Nc	PÉDANT
;	Fw	;
Comme	Vvc	Comme
vous	Pp	VOUS
n'	Rp	NE
êtes	Vuc	ÊTRE
pas	Rg	PAS
seule	Ag	SEUL
dedans	Nc	DEDANS
le	Da	LE
Monde	Nc	MONDE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
décrit	Ge	DÉCRIRE
vos	Ds	VOTRE
beautés	Nc	BEAUTÉ
sans	S	SANS
dire	Vvn	DIRE
sans	S	SANS
seconde	Nc	SECOND|SECONDE
.	Fs	.
Que	Cs	QUE
tout	Pi	TOUT
y	Pp	Y
soit	Vuc	ÊTRE
divin	Ag	DIVIN
,	Fw	,
les	Da	LE
couleurs	Nc	COULEUR
et	Cc	ET
le	Da	LE
trait	Nc	TRAIT
;	Fw	;
On	Vvc	On
ne	Rp	NE
me	Pp	JE
connaîtra	Vvc	CONNAÎTRE
jamais	Rg	JAMAIS
à	S	À
ce	Dd	CE
portrait	Nc	PORTRAIT
:	Fw	:
Souvent	Rg	SOUVENT
,	Fw	,
pour	S	POUR
trop	Rg	TROP
flatter	Vvn	FLATTER
,	Fw	,
le	Da	LE
mensonge	Nc	MENSONGE
importune	Ag	IMPORTUN
;	Fw	;
Vous	Nc	Vous
m'	Pp	JE
y	Pp	Y
dépeignez	Vvc	DÉPEIGNER|DÉPEINDRE
blanche	Ag	BLANC
,	Fw	,
et	Cc	ET
voyez	Vvc	VOIR
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
brune	Ag	BRUN
:	Fw	:
Vous	Pp	VOUS
deviez	Vvc	DEVOIR|DÉVIER
accorder	Vvn	ACCORDER
votre	Ds	VOTRE
esprit	Nc	ESPRIT
à	S	À
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
,	Fw	,
Me	Vvc	Me
mettre	Vvn	METTRE
sur	S	SUR
la	Da	LE
terre	Nc	TERRE
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
dans	S	DANS
les	Da	LE
Cieux	Nc	CIEL|CIEUX
.	Fs	.
Où	Vvc	Où
pourriez	Vvc	POUVOIR
vous	Pp	VOUS
mieux	Rg	MIEUX
être	Vun	ÊTRE
,	Fw	,
étant	Ga	ÊTRE
un	Dn	UN
si	Rg	SI
bel	Ag	BEAU
Ange	Vvc	Ange
?	Fs	?
Dans	S	DANS
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
comme	Cs	COMME
un	Dn	UN
lieu	Nc	LIEU
de	S	DE
plus	Rg	PLUS
digne	Ag	DIGNE
louange	Nc	LOUANGE
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
où	Pr	OÙ
l'	Da	LE
Honneur	Nc	HONNEUR
réside	Vvc	RÉSIDER
en	S	EN
un	Dn	UN
trône	Nc	TRÔNE
élevé	Ge	ÉLEVER
;	Fw	;
Où	Vvc	Où
le	Da	LE
Sultan	Nc	SULTAN
ferait	Vvc	FAIRE|FERRER
gloire	Nc	GLOIRE
d'	S	DE
être	Vun	ÊTRE
gravé	Ge	GRAVER
;	Fw	;
Où	Vvc	Où
même	Rg	MÊME
l'	Da	LE
Empereur	Nc	EMPEREUR
,	Fw	,
et	Cc	ET
les	Da	LE
plus	Rg	PLUS
grands	Ag	GRAND
Monarques	Nc	MONARQUE
Viennent	Vvc	VENIR
pour	S	POUR
s'	Pp	SE
exempter	Vvn	EXEMPTER
de	S	DE
la	Da	LE
rigueur	Nc	RIGUEUR
des	S+Da	DE+LE|DE+LES
Parques	Nc	PARQUE
:	Fw	:
Mais	Cc	MAIS
si	Cs	SI
je	Pp	JE
les	Pp	ILS
admets	Vvc	ADMETTRE
dans	S	DANS
ce	Dd	CE
noble	Ag	NOBLE
séjour	Nc	SÉJOUR
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
y	Pp	Y
respecter	Vvn	RESPECTER
vos	Ds	VOTRE
traits	Nc	TRAIT|TRAITS
,	Fw	,
et	Cc	ET
mon	Ds	MON
amour	Nc	AMOUR
;	Fw	;
On	Vvc	On
les	Pp	ILS
y	Pp	Y
voit	Vvc	VOIR
tremblants	Ag	TREMBLANT
,	Fw	,
afin	S	AFIN
de	S	DE
me	Pp	JE
complaire	Vvn	COMPLAIRE
,	Fw	,
Adorer	Nc	ADORER
à	S	À
genoux	Nc	GENOU
ce	Dd	CE
bel	Ag	BEAU
oeil	Nc	IL
qui	Pr	QUI
m'	Pp	JE
éclaire	Vvc	ÉCLAIRER
,	Fw	,
Offrir	Nc	OFFRIR
à	S	À
votre	Ds	VOTRE
Image	Nc	IMAGE
,	Fw	,
avecque	Vvc	avecque
mon	Ds	MON
ardeur	Nc	ARDEUR
,	Fw	,
Titres	Vvc	TITRER
,	Fw	,
et	Cc	ET
Majesté	Vvc	Majesté
,	Fw	,
Couronnes	Vvc	COURONNER
,	Fw	,
et	Cc	ET
Grandeur	Nc	GRANDEUR
.	Fs	.
Couronnes	Nc	COURONNE
?	Fs	?
Je	Pp	JE
serais	Vuc	ÊTRE
à	S	À
ce	Dd	CE
compte	Nc	COMPTE
une	Dn	UN
Reine	Nc	REINE|ROI
.	Fs	.
Sur	S	SUR
toutes	Di	TOUT
la	Da	LE
première	Nc	PREMIER|PREMIÈRE
,	Fw	,
et	Cc	ET
la	Da	LE
plus	Rg	PLUS
souveraine	Ag	SOUVERAIN
.	Fs	.
Mon	Ds	MON
extrême	Ag	EXTRÊME
regret	Nc	REGRET
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
de	S	DE
tant	Rg	TANT
de	S	DE
bien	Rg	BIEN
Tout	Ag	TOUT
soit	Vuc	ÊTRE
à	S	À
mon	Ds	MON
portrait	Nc	PORTRAIT
,	Fw	,
et	Cc	ET
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
en	Pp	EN
ai	Vuc	AVOIR
rien	Pi	RIEN
,	Fw	,
Passant	Ga	PASSER
pour	S	POUR
mon	Ds	MON
Image	Nc	IMAGE
,	Fw	,
ah	I	AH
!	Fs	!
L'	Da	LE
accident	Nc	ACCIDENT
étrange	Ag	ÉTRANGE
