Pendant	S	PENDANT
un	Dn	UN
certain	Ag	CERTAIN
Falaise	Nc	FALAISE
nous	Pp	NOUS
nuira	Vvc	NUIRE
?	Fs	?
En	S	EN
tout	Di	TOUT
cas	Nc	CAS
cet	Dd	CE
ami	Nc	AMI
nous	Pp	NOUS
en	Pp	EN
garantira	Vvc	GARANTIR
,	Fw	,
Quoique	Nc	Quoique
enjoué	Ge	ENJOUER
,	Fw	,
badin	Ag	BADIN
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
prudent	Ag	PRUDENT
et	Cc	ET
sage	Ag	SAGE
.	Fs	.
Je	Pp	JE
veux	Vvc	VOULOIR
l'	Da	LE
appartement	Nc	APPARTEMENT
que	Pr	QUE
j'	Pp	JE
eus	Vuc	AVOIR
l'	Da	LE
autre	Ag	AUTRE
voyage	Nc	VOYAGE
.	Fs	.
Préparez-le	Nc	Préparez-le
-moi	Vvc	-moi
vite	Rg	VITE
,	Fw	,
il	Pp	IL
me	Pp	JE
convient	Vvc	CONVENIR|CONVIER
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Tristes	Ag	TRISTE
déjà	Rg	DÉJÀ
tous	Di	TOUT
deux	Nc	DEUX
pour	S	POUR
un	Dn	UN
mot	Nc	MOT
,	Fw	,
sur	S	SUR
un	Dn	UN
rien	Pi	RIEN
,	Fw	,
Sur	Nc	Sur
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
dis	Vvc	DIRE
qu'	Cs	QUE
un	Dn	UN
certain	Ag	CERTAIN
Procinville	Nc	Procinville
Veut	Vvc	VOULOIR
tout	Rg	TOUT
brouiller	Vvn	BROUILLER
?	Fs	?
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
sa	Ds	SON
brigue	Nc	BRIGUE
est	Vuc	ÊTRE
inutile	Ag	INUTILE
:	Fw	:
Dans	S	DANS
cette	Dd	CE
affaire	Nc	AFFAIRE|AFFAIRÉ
-ci	Ag	-ci
j'	Pp	JE
agirai	Vvc	AGIR
puissamment	Rg	PUISSAMMENT
;	Fw	;
Mais	Vvc	Mais
faites	Vvc	FAIRE
comme	S	COMME
moi	Pp	JE
,	Fw	,
traitons	Vvc	TRAITER
ceci	Pd	CECI
gaiement	Nc	gaiement
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
toujours	Rg	TOUJOURS
l'	Da	LE
âme	Nc	ÂME
en	S	EN
joie	Nc	JOIE
,	Fw	,
heureux	Ag	HEUREUX
don	Nc	DON
de	S	DE
nature	Nc	NATURE
!	Fs	!
J'	Pp	JE
y	Pp	Y
joins	Vvc	JOINDRE
même	Rg	MÊME
quelque	Di	QUELQUE
art	Nc	ART
,	Fw	,
car	Cc	CAR
dans	S	DANS
une	Dn	UN
aventure	Nc	AVENTURE
Je	Vvc	Je
n'	Rp	NE
observe	Vvc	OBSERVER
jamais	Rg	JAMAIS
que	Cs	QUE
le	Da	LE
côté	Nc	CÔTÉ
plaisant	Ga	PLAIRE
,	Fw	,
J'	Vvc	J'
élude	Vvc	ÉLUDER
l'	Da	LE
ennuyeux	Ag	ENNUYEUX
,	Fw	,
je	Pp	JE
saisis	Vvc	SAISIR
l'	Da	LE
amusant	Nc	AMUSANT
,	Fw	,
Et	Vvc	Et
cela	Pd	CELA
par	S	PAR
raison	Nc	RAISON
,	Fw	,
étant	Ga	ÊTRE
né	Ge	NAÎTRE
sans	S	SANS
fortune	Nc	FORTUNE
.	Fs	.
Sans	S	SANS
bien	Rg	BIEN
,	Fw	,
pour	S	POUR
secouer	Vvn	SECOUER
cette	Dd	CE
idée	Nc	IDÉE
importune	Ag	IMPORTUN
,	Fw	,
Je	Vvc	Je
trouve	Vvc	TROUVER
un	Dn	UN
patrimoine	Nc	PATRIMOINE
,	Fw	,
au	S+Da	À+LE
moins	Nc	MOINS
dans	S	DANS
ma	Ds	MON
gaîté	Nc	GAÎTÉ
.	Fs	.
Tout	Pi	TOUT
en	S	EN
riant	Ga	RIRE
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
,	Fw	,
tu	Pp	TU
m'	Pp	JE
avais	Vuc	AVOIR
attristé	Ge	ATTRISTER
;	Fw	;
Tu	Vvc	Tu
nous	Pp	NOUS
dis	Vvc	DIRE
qu'	Cs	QUE
un	Dn	UN
Falaise	Nc	FALAISE
arrive	Vvc	ARRIVER
exprès	Rg	EXPRÈS
du	S+Da	DE+LE
Maine	Ag	Maine
Pour	Nc	POUR
rompre	Vvn	ROMPRE
cette	Dd	CE
paix	Nc	PAIX
que	Pr	QUE
nous	Pp	NOUS
croyons	Vvc	CROIRE
certaine	Ag	CERTAIN
?	Fs	?
De	S	DE
cette	Dd	CE
paix	Nc	PAIX
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
tout	Di	TOUT
mon	Ds	MON
bonheur	Nc	BONHEUR
dépend	Vvc	DÉPENDRE
;	Fw	;
Ils	Vvc	Ils
me	Pp	JE
rendent	Vvc	RENDRE
mes	Ds	MON
biens	Nc	BIEN
en	S	EN
se	Pp	IL
réunissant	Ga	RÉUNIR
.	Fs	.
Mon	Ds	MON
ami	Nc	AMI
prend	Vvc	PRENDRE
sur	S	SUR
lui	Pp	IL
tout	Di	TOUT
ce	Pd	CE
qui	Pr	QUI
nous	Pp	NOUS
regarde	Vvc	REGARDER
,	Fw	,
Je	Vvc	Je
devais	Vvc	DEVOIR
leur	Pp	LEUR
parler	Vvn	PARLER
,	Fw	,
il	Pp	IL
veut	Vvc	VOULOIR
que	Cs	QUE
je	Pp	JE
retarde	Vvc	RETARDER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
d'abord	Nc	d'abord
on	Pp	ON
songe	Vvc	SONGER
à	S	À
les	Da	LE
bien	Rg	BIEN
réunir	Vvn	RÉUNIR
.	Fs	.
J'	Pp	JE
adoucirai	Vvc	ADOUCIR
mon	Ds	MON
oncle	Nc	ONCLE
.	Fs	.
Exhortez-le	Vvc	Exhortez-le
à	S	À
finir	Vvn	FINIR
.	Fs	.
En	Pp	EN
attendant	Ga	ATTENDRE
,	Fw	,
sachez	Vvc	SAVOIR
que	Cs	QUE
voulant	Ga	VOULOIR
qu'	Cs	QUE
on	Pp	ON
finisse	Vvc	FINIR
,	Fw	,
Je	Vvc	Je
contrains	Vvc	CONTRAINDRE
la	Da	LE
Marquise	Nc	MARQUIS|MARQUISE
à	S	À
vous	Pp	VOUS
rendre	Vvn	RENDRE
justice	Nc	JUSTICE
.	Fs	.
L'	Pp	IL
on	Pp	ON
m'	Pp	JE
a	Vuc	AVOIR
dit	Ge	DIRE
vos	Ds	VOTRE
bontés	Nc	BONTÉ
,	Fw	,
monsieur	Nc	MONSIEUR
le	Pp	IL
Chevalier	Vvc	Chevalier
.	Fs	.
Mon	Ds	MON
procédé	Nc	PROCÉDÉ
du	S+Da	DE+LE
moins	Nc	MOINS
est	Vuc	ÊTRE
assez	Rg	ASSEZ
singulier	Ag	SINGULIER
!	Fs	!
Car	Cc	CAR
je	Pp	JE
n'	Rp	NE
épouse	Vvc	ÉPOUSER
point	Rg	POINT
en	S	EN
fraude	Nc	FRAUDE
votre	Ds	VOTRE
tante	Nc	TANTE
,	Fw	,
La	Vvc	La
famille	Nc	FAMILLE
sous	S	SOUS
main	Nc	MAIN
en	Pp	EN
est	Vuc	ÊTRE
très	Rg	TRÈS
consentante	Ag	CONSENTANT
:	Fw	:
La	Da	LE
Marquise	Nc	MARQUIS|MARQUISE
aurait	Vuc	AVOIR
pris	Ge	PRENDRE
quelque	Di	QUELQUE
dissipateur	Ag	DISSIPATEUR
;	Fw	;
Ils	Vvc	Ils
me	Pp	JE
regardent	Vvc	REGARDER
,	Fw	,
moi	Pp	JE
,	Fw	,
comme	Cs	COMME
un	Dn	UN
mari	Nc	MARI
tuteur	Nc	TUTEUR
.	Fs	.
Ils	Pp	ILS
savent	Vvc	SAVOIR
l'	Da	LE
ascendant	Nc	ASCENDANT
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
sur	S	SUR
la	Da	LE
Marquise	Nc	MARQUIS|MARQUISE
,	Fw	,
Sa	Vvc	Sa
passion	Nc	PASSION
pour	S	POUR
moi	Pp	JE
la	Pp	IL
rend	Vvc	RENDRE
bonne	Ag	BON
et	Cc	ET
soumise	Ge	SOUMETTRE
,	Fw	,
Sensée	Vvc	Sensée
,	Fw	,
indifférente	Ag	INDIFFÉRENT
.	Fs	.
Amitié	Vvc	Amitié
de	S	DE
sang-froid	Nc	SANG-FROID
Domine	Vvc	DOMINER
sur	S	SUR
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
sur	S	SUR
elle	Pp	IL
j'	Pp	JE
ai	Vuc	AVOIR
ce	Dd	CE
droit	Nc	DROIT
,	Fw	,
Et	Vvc	Et
je	Pp	JE
m'	Pp	JE
en	Pp	EN
servirai	Vvc	SERVIR
,	Fw	,
car	Cc	CAR
épousant	Ga	ÉPOUSER
la	Da	LE
tante	Nc	TANTE
.	Fs	.
Oncle	Nc	ONCLE
par	S	PAR
conséquent	Ag	CONSÉQUENT
de	S	DE
la	Da	LE
nièce	Nc	NIÈCE
charmante	Ga	CHARMER
,	Fw	,
Je	Vvc	Je
te	Pp	TU
fais	Vvc	FAIRE
mon	Ds	MON
neveu	Nc	NEVEU
,	Fw	,
respecte	Vvc	RESPECTER
un	Dn	UN
oncle	Nc	ONCLE
en	S	EN
moi	Pp	JE
;	Fw	;
Pour	Nc	POUR
ma	Ds	MON
nièce	Nc	NIÈCE
je	Pp	JE
sais	Vvc	SAVOIR
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
lui	Pp	IL
dois	Vvc	DEVOIR
;	Fw	;
Épouser	Nc	Épouser
une	Dn	UN
tante	Nc	TANTE
est	Vuc	ÊTRE
une	Dn	UN
hardiesse	Nc	HARDIESSE
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
ne	Rp	NE
peut	Vvc	POUVOIR
expier	Vvn	EXPIER
qu'	Cs	QUE
en	Pp	EN
mariant	Ga	MARIER
la	Da	LE
nièce	Nc	NIÈCE
.	Fs	.
Dorante	Ga	DORER
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
le	Da	LE
plus	Rg	PLUS
adorable	Ag	ADORABLE
ami	Nc	AMI
...	Fs	...
Et	Vvc	Et
qui	Pr	QUI
ne	Rp	NE
sert	Vvc	SERVIR
jamais	Rg	JAMAIS
ses	Ds	SON
amis	Nc	AMI
à	S	À
demi	Nc	DEMI
:	Fw	:
Comme	Cs	COMME
de	S	DE
la	Da	LE
Marquise	Nc	MARQUIS|MARQUISE
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
rien	Pi	RIEN
qu'	Pr	QUE
il	Pp	IL
n'	Rp	NE
obtienne	Vvc	OBTENIR
,	Fw	,
Il	Vvc	Il
parlera	Vvc	PARLER
pour	S	POUR
nous	Pp	NOUS
.	Fs	.
Oh	I	OH
!	Fs	!
Qu'	Cs	QUE
à	S	À
cela	Pd	CELA
ne	Rp	NE
tienne	Vvc	TENIR
.	Fs	.
À	Vvc	À
la	Da	LE
nièce	Nc	NIÈCE
d'abord	Nc	d'abord
je	Pp	JE
fais	Vvc	FAIRE
rendre	Vvn	RENDRE
les	Da	LE
biens	Nc	BIEN
,	Fw	,
Et	Vvc	Et
la	Da	LE
tante	Nc	TANTE
par	S	PAR
moi	Pp	JE
conservera	Vvc	CONSERVER
les	Da	LE
siens	Ps	SIEN
.	Fs	.
À	Vvc	À
se	Pp	IL
remarier	Vvn	REMARIER
elle	Pp	IL
était	Vuc	ÊTRE
résolue	Ge	RÉSOUDRE
,	Fw	,
À	Nc	À
d'	S	DE
autres	Pi	AUTRE
elle	Pp	IL
offrait	Vvc	OFFRIR
la	Da	LE
main	Nc	MAIN
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
reçue	Ge	RECEVOIR
;	Fw	;
Elle	Vvc	Elle
veut	Vvc	VOULOIR
un	Dn	UN
mari	Nc	MARI
jeune	Ag	JEUNE
,	Fw	,
qui	Pr	QUI
n'	Rp	NE
ayant	Ga	AVOIR
rien	Pi	RIEN
,	Fw	,
Frustre	Vvc	FRUSTRER
ses	Ds	SON
héritiers	Nc	HÉRITIER
en	S	EN
mangeant	Ga	MANGER
tout	Di	TOUT
son	Ds	SON
bien	Nc	BIEN
;	Fw	;
Je	Vvc	Je
ferai	Vvc	FAIRE|FERRER
son	Ds	SON
affaire	Nc	AFFAIRE|AFFAIRÉ
,	Fw	,
et	Cc	ET
si	Cs	SI
je	Pp	JE
puis	Vvc	POUVOIR
,	Fw	,
la	Da	LE
vôtre	As#Ps	VÔTRE
,	Fw	,
En	Vvc	En
vous	Pp	VOUS
déshéritant	Ga	DÉSHÉRITER
plus	Rg	PLUS
sobrement	Rg	SOBREMENT
qu'	Cs	QUE
un	Dn	UN
autre	Pi	AUTRE
:	Fw	:
Économe	Nc	Économe
des	S+Da	DE+LE|DE+LES
biens	Nc	BIEN
,	Fw	,
dont	Pr	DONT
pourtant	Rg	POURTANT
je	Pp	JE
vivrai	Vvc	VIVRE
,	Fw	,
Pour	Nc	POUR
vos	Ds	VOTRE
enfants	Nc	ENFANT
,	Fw	,
à	S	À
vous	Pp	VOUS
je	Pp	JE
les	Pp	ILS
conserverai	Vvc	CONSERVER
.	Fs	.
La	Pp	IL
Marquise	Vvc	Marquise
de	S	DE
tout	Pi	TOUT
me	Pp	JE
fait	Vvc	FAIRE
encor	Nc	encor
mystère	Nc	MYSTÈRE
;	Fw	;
Éloignez	Nc	Éloignez
-vous	Vvc	-vous
tous	Di	TOUT
deux	Nc	DEUX
,	Fw	,
je	Pp	JE
vois	Vvc	ALLER|VOIR
venir	Vvn	VENIR
son	Ds	SON
frère	Nc	FRÈRE
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
avec	S	AVEC
cet	Dd	CE
homme	Nc	HOMME
,	Fw	,
et	Cc	ET
je	Pp	JE
veux	Vvc	VOULOIR
l'	Pp	IL
observer	Vvn	OBSERVER
.	Fs	.
À	Vvc	À
ton	Ds	TON
amour	Nc	AMOUR
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
,	Fw	,
chez	S	CHEZ
moi	Pp	JE
va	Vvc	ALLER
t'	Pp	TU
en	S	EN
rêver	Vvn	RÊVER
,	Fw	,
Et	Vvc	Et
Nérine	Vvc	Nérine
,	Fw	,
et	Cc	ET
ma	Ds	MON
nièce	Nc	NIÈCE
adouciront	Vvc	ADOUCIR
le	Da	LE
Comte	Nc	COMTE|COMTÉ
;	Fw	;
Je	Vvc	Je
ferai	Vvc	FAIRE|FERRER
la	Da	LE
demande	Nc	DEMANDE|DEMANDÉ
après	S	APRÈS
.	Fs	.
Sur	S	SUR
toi	Pp	TU
je	Pp	JE
compte	Vvc	COMPTER
.	Fs	.
Cet	Dd	CE
homme	Nc	HOMME
a	Vuc	AVOIR
là-dedans	Rg	LÀ-DEDANS
vu	Ge	VOIR
ma	Ds	MON
tante	Nc	TANTE
en	S	EN
secret	Nc	SECRET
,	Fw	,
Il	Vvc	Il
voit	Vvc	VOIR
mon	Ds	MON
oncle	Nc	ONCLE
après	S	APRÈS
!	Fs	!
Comme	Cs	COMME
un	Dn	UN
fourbe	Nc	FOURBE
il	Pp	IL
est	Vuc	ÊTRE
fait	Ge	FAIRE
.	Fs	.
Serait	Vuc	ÊTRE
-ce	Vvc	-ce
ce	Dd	CE
Normand	Nc	NORMAND
?	Fs	?
L'	Da	LE
apparence	Nc	APPARENCE
en	Pp	EN
est	Vuc	ÊTRE
grande	Ag	GRAND
.	Fs	.
Du	S+Da	DE+LE
Falaise	Nc	FALAISE
,	Fw	,
il	Pp	IL
a	Vuc	AVOIR
l'	Da	LE
air	Nc	AIR
;	Fw	;
sa	Ds	SON
parure	Nc	PARURE
est	Vuc	ÊTRE
Normande	Vvc	Normande
,	Fw	,
Parure	Nc	PARURE
à	S	À
double	Ag	DOUBLE
entente	Nc	ENTENTE
,	Fw	,
on	Pp	ON
ne	Rp	NE
sait	Vvc	SAVOIR
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
est	Vuc	ÊTRE
.	Fs	.
Vous	Pp	VOUS
faites	Vvc	FAIRE
pour	S	POUR
la	Da	LE
nièce	Nc	NIÈCE
un	Dn	UN
excellent	Ag	EXCELLENT
acquêt	Nc	ACQUÊT
;	Fw	;
Mon	Nc	Mon
maître	Nc	MAÎTRE
est	Vuc	ÊTRE
à	S	À
bon	Ag	BON
droit	Nc	DROIT
Marquis	Vvc	Marquis
de	S	DE
Procinville	Nc	Procinville
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
brave	Ag	BRAVE
guerrier	Nc	GUERRIER
,	Fw	,
et	Cc	ET
plaideur	Nc	PLAIDEUR
très	Rg	TRÈS
habile	Ag	HABILE
;	Fw	;
Tels	Vvc	Tels
étaient	Vuc	ÊTRE
ses	Ds	SON
aïeux	Nc	AÏEUL
,	Fw	,
la	Da	LE
terreur	Nc	TERREUR
des	S+Da	DE+LE|DE+LES
humains	Nc	HUMAINS
,	Fw	,
À	Nc	À
la	Da	LE
plume	Nc	PLUME
,	Fw	,
à	S	À
l'	Da	LE
épée	Nc	ÉPÉE
,	Fw	,
exploiteurs	Nc	EXPLOITEUR
à	S	À
deux	Nc	DEUX
mains	Nc	MAIN
.	Fs	.
La	Da	LE
noblesse	Nc	NOBLESSE
normande	Nc	NORMAND|NORMANDE
ainsi	Rg	AINSI
court	Ag	COURT
à	S	À
la	Da	LE
gloire	Nc	GLOIRE
:	Fw	:
Exploits	Nc	EXPLOIT
guerriers	Nc	GUERRIER
gravés	Ge	GRAVER
au	S+Da	À+LE
temple	Nc	TEMPLE
de	S	DE
mémoire	Nc	MÉMOIRE
;	Fw	;
Exploits	Nc	EXPLOIT
enregistrés	Ge	ENREGISTRER
dans	S	DANS
les	Da	LE
greffes	Nc	GREFFE|GREFFÉ
du	S+Da	DE+LE
Mans	Nc	Mans
.	Fs	.
Certain	Ag	CERTAIN
Robert	Nc	ROBERT
le	Da	LE
Roux	Nc	ROUX
,	Fw	,
général	Nc	GÉNÉRAL
des	S+Da	DE+LE|DE+LES
Normands	Nc	NORMAND
,	Fw	,
Conquérant	Ga	Conquérant
renommé	Ge	RENOMMER
surtout	Rg	SURTOUT
en	S	EN
procédures	Nc	PROCÉDURE
,	Fw	,
Au	Vvc	Au
sortir	Vvn	SORTIR
des	Dn	UN
combats	Nc	COMBAT
faisait	Vvc	FAIRE
ses	Ds	SON
écritures	Nc	ÉCRITURE
Lui	Nc	Lui
-même	Vvc	-même
.	Fs	.
Oui	Rg	OUI
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
besoin	Nc	BESOIN
d'	S	DE
un	Dn	UN
vrai	Ag	VRAI
Robert	Nc	ROBERT
le	Da	LE
Roux	Nc	ROUX
Pour	Nc	POUR
ma	Ds	MON
nièce	Nc	NIÈCE
.	Fs	.
Allons	Vvc	ALLER
donc	Rg	DONC
tromper	Vvn	TROMPER
la	Da	LE
soeur	Nc	SUR
pour	S	POUR
nous	Pp	NOUS
,	Fw	,
Et	Vvc	Et
pour	S	POUR
nous	Pp	NOUS
de	S	DE
la	Da	LE
nièce	Nc	NIÈCE
enfin	Rg	ENFIN
rendez-vous	Nc	RENDEZ-VOUS
maître	Nc	MAÎTRE
;	Fw	;
Moi	Vvc	Moi
,	Fw	,
j'	Pp	JE
observerai	Vvc	OBSERVER
tout	Rg	TOUT
sans	S	SANS
rien	Pi	RIEN
faire	Vvn	FAIRE
connaître	Vvn	CONNAÎTRE
;	Fw	;
Pour	Nc	POUR
les	Da	LE
espionner	Nc	ESPIONNER
je	Pp	JE
jouerai	Vvc	JOUER
bien	Rg	BIEN
mon	Ds	MON
jeu	Nc	JEU
.	Fs	.
Avant	S	AVANT
que	Cs	QUE
de	S	DE
la	Pp	IL
voir	Vvn	VOIR
,	Fw	,
j'	Pp	JE
y	Pp	Y
vais	Vvc	ALLER
rêver	Vvn	RÊVER
un	Dn	UN
peu	Rg	PEU
.	Fs	.
Ici	Rg	ICI
une	Dn	UN
Scène	Nc	Scène
muette	Ag	MUET
de	S	DE
Falaise	Nc	FALAISE
qui	Pr	QUI
voit	Vvc	VOIR
le	Da	LE
Chevalier	Nc	CHEVALIER
avec	S	AVEC
Angélique	Nc	Angélique
,	Fw	,
et	Cc	ET
le	Pp	IL
soupçonne	Vvc	SOUPÇONNER
.	Fs	.
Il	Pp	IL
regarde	Vvc	REGARDER
ensuite	Rg	ENSUITE
Nérine	Ag	Nérine
,	Fw	,
et	Cc	ET
feint	Vvc	FEINDRE
d'	S	DE
en	Pp	EN
être	Vun	ÊTRE
charmé	Ge	CHARMER
;	Fw	;
après	S	APRÈS
quoi	Pr	QUE|QUOI
il	Pp	IL
se	Pp	IL
retire	Vvc	RETIRER
d'	S	DE
un	Dn	UN
côté	Nc	CÔTÉ
et	Cc	ET
le	Da	LE
Chevalier	Nc	CHEVALIER
d'	S	DE
un	Dn	UN
autre	Pi	AUTRE
.	Fs	.
Que	Pt	QUE
vois	Vvc	ALLER|VOIR
-je	Nc	-je
?	Fs	?
Vous	Pp	VOUS
voilà	S	VOILÀ
hors	S	HORS
du	S+Da	DE+LE
Couvent	Nc	COUVENT
,	Fw	,
ma	Ds	MON
nièce	Nc	NIÈCE
?	Fs	?
Pardon	Nc	PARDON
si	Rg	SI
d'	S	DE
en	Pp	EN
sortir	Vvn	SORTIR
elle	Pp	IL
a	Vuc	AVOIR
la	Da	LE
hardiesse	Nc	HARDIESSE
;	Fw	;
Mais	Vvc	Mais
le	Da	LE
désir	Nc	DÉSIR
d'	S	DE
hymen	Nc	HYMEN
,	Fw	,
subtil	Ag	SUBTIL
comme	S	COMME
le	Da	LE
vent	Nc	VENT
,	Fw	,
S'	Vvc	S'
est	Vuc	ÊTRE
par	S	PAR
malheur	Nc	MALHEUR
glissé	Ge	GLISSER
jusques	Nc	jusques
dans	S	DANS
son	Ds	SON
couvent	Nc	COUVENT
,	Fw	,
Je	Vvc	Je
l'	Pp	IL
ai	Vuc	AVOIR
laissé	Ge	LAISSER
souffler	Vvn	SOUFFLER
.	Fs	.
À	Vvc	À
mes	Ds	MON
ordres	Nc	ORDRE
rebelle	Ag	REBELLE
,	Fw	,
Vous	Nc	Vous
voyez	Vvc	VOIR
votre	Ds	VOTRE
tante	Nc	TANTE
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
voilà	S	VOILÀ
chez	S	CHEZ
elle	Pp	IL
;	Fw	;
Avec	Vvc	Avec
elle	Pp	IL
sans	S	SANS
doute	Nc	DOUTE
vous	Pp	VOUS
complotez	Vvc	COMPLOTER
,	Fw	,
Quand	Nc	Quand
elle	Pp	IL
est	Vuc	ÊTRE
à	S	À
Paris	Nc	PARI
,	Fw	,
enfin	Rg	ENFIN
vous	Pp	VOUS
la	Pp	IL
hantez	Vvc	HANTER
?	Fs	?
Ma	Ds	MON
foi	Nc	FOI
,	Fw	,
très	Rg	TRÈS
rarement	Rg	RAREMENT
elle	Pp	IL
hante	Vvc	HANTER
sa	Ds	SON
tante	Nc	TANTE
.	Fs	.
Taisez	Vvc	TAIRE
-vous	Nc	-vous
.	Fs	.
Pardon	Nc	PARDON
.	Fs	.
Mais	Cc	MAIS
...	Fw	...
Taisez	Vvc	TAIRE
-vous	Nc	-vous
,	Fw	,
insolente	Ag	INSOLENT
.	Fs	.
Nous	Pp	NOUS
sommes	Vuc	ÊTRE
avec	S	AVEC
elle	Pp	IL
assez	Rg	ASSEZ
mal	Rg	MAL
,	Fw	,
Dieu	Nc	DIEU
merci	Nc	MERCI
,	Fw	,
Quel	Vvc	Quel
esprit	Nc	ESPRIT
!	Fs	!
Quelle	Dt	QUEL
humeur	Nc	HUMEUR
!	Fs	!
Et	Cc	ET
le	Da	LE
coeur	Nc	CUR
endurci	Ge	ENDURCIR
.	Fs	.
Tu	Pp	TU
dis	Vvc	DIRE
que	Rg	QUE
...	Fs	...
Je	Vvc	Je
dis	Vvc	DIRE
que	Cs	QUE
par	S	PAR
malice	Nc	MALICE
je	Pp	JE
pense	Vvc	PENSER
,	Fw	,
Elle	Vvc	Elle
se	Pp	IL
remarie	Vvc	REMARIER
.	Fs	.
Oui	Rg	OUI
par	S	PAR
pure	Ag	PUR
vengeance	Nc	VENGEANCE
.	Fs	.
La	Da	LE
vengeance	Nc	VENGEANCE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
son	Ds	SON
unique	Ag	UNIQUE
motif	Nc	MOTIF
,	Fw	,
Cette	Vvc	Cette
veuve	Nc	VEUF|VEUVE
a	Vuc	AVOIR
le	Da	LE
sang	Nc	SANG
plus	Rg	PLUS
que	Cs	QUE
vindicatif	Ag	VINDICATIF
.	Fs	.
Tu	Pp	TU
lui	Pp	IL
rends	Vvc	RENDRE
bien	Rg	BIEN
justice	Nc	JUSTICE
!	Fs	!
En	S	EN
cela	Pd	CELA
je	Pp	JE
t'	Pp	TU
estime	Vvc	ESTIMER
.	Fs	.
Il	Pp	IL
suffit	Vvc	SUFFIRE
d'	S	DE
être	Vun	ÊTRE
bon	Ag	BON
pour	S	POUR
être	Vun	ÊTRE
sa	Ds	SON
victime	Nc	VICTIME
.	Fs	.
Pardon	Nc	PARDON
,	Fw	,
si	Cs	SI
je	Pp	JE
la	Pp	IL
hais	Vvc	HAÏR
.	Fs	.
Va	Vvc	ALLER
,	Fw	,
je	Pp	JE
t'	Pp	TU
en	Pp	EN
aime	Vvc	AIMER
mieux	Rg	MIEUX
.	Fs	.
Nous	Pp	NOUS
n'	Rp	NE
avons	Vuc	AVOIR
presque	Rg	PRESQUE
osé	Ge	OSER
nous	Pp	NOUS
montrer	Vvn	MONTRER
à	S	À
ses	Ds	SON
yeux	Nc	OEIL|YEUX
;	Fw	;
Eh	Nc	Eh
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
aujourd'hui	Rg	AUJOURD'HUI
protégez-nous	Vvc	protégez-nous
contre	S	CONTRE
elle	Pp	IL
,	Fw	,
On	Vvc	On
lui	Pp	IL
voit	Vvc	VOIR
pour	S	POUR
sa	Ds	SON
nièce	Nc	NIÈCE
une	Dn	UN
haine	Nc	HAINE
mortelle	Ag	MORTEL
,	Fw	,
Parce	Vvc	Parce
qu'	Cs	QUE
elle	Pp	IL
est	Vuc	ÊTRE
la	Da	LE
vôtre	As#Ps	VÔTRE
,	Fw	,
ainsi	Rg	AINSI
qu'	Cs	QUE
on	Pp	ON
voit	Vvc	VOIR
souvent	Rg	SOUVENT
Une	Ag	Une
femme	Nc	FEMME
de	S	DE
bien	Rg	BIEN
haïr	Vvn	HAÏR
son	Ds	SON
propre	Ag	PROPRE
enfant	Nc	ENFANT
,	Fw	,
Parce	Vvc	Parce
que	Cs	QUE
son	Ds	SON
mari	Nc	MARI
peut-être	Rg	PEUT-ÊTRE
en	Pp	EN
est	Vuc	ÊTRE
le	Da	LE
père	Nc	PÈRE
.	Fs	.
Ma	Ds	MON
nièce	Nc	NIÈCE
,	Fw	,
embrassez	Vvc	EMBRASSER
-moi	Vvc	-moi
:	Fw	:
voyons	Vvc	VOIR
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
peut	Vvc	POUVOIR
faire	Vvn	FAIRE
?	Fs	?
Au	S+Da	À+LE
fond	Nc	FOND
j'	Pp	JE
aime	Vvc	AIMER
Angélique	Ag	Angélique
,	Fw	,
elle	Pp	IL
me	Pp	JE
fait	Vvc	FAIRE
pitié	Nc	PITIÉ
.	Fs	.
Ah	I	AH
!	Fs	!
Je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
de	S	DE
