Tiens	Vvc	TENIR
le	Da	LE
neveu	Nc	NEVEU
de	S	DE
mon	Ds	MON
fermier	Nc	FERMIER
qui	Pr	QUI
cherche	Vvc	CHERCHER
en	S	EN
mariage	Nc	MARIAGE
une	Dn	UN
jeune	Ag	JEUNE
paysanne	Nc	PAYSAN
de	S	DE
chez	S	CHEZ
vous	Pp	VOUS
.	Fs	.
Ils	Pp	ILS
ont	Vuc	AVOIR
peur	Nc	PEUR
que	Pr	QUE
vous	Pp	VOUS
ne	Rp	NE
consentiez	Vvc	CONSENTIR
pas	Rg	PAS
à	S	À
ce	Dd	CE
mariage	Nc	MARIAGE
:	Fw	:
ils	Pp	ILS
m'	Pp	JE
ont	Vuc	AVOIR
priée	Ge	PRIER
de	S	DE
vous	Pp	VOUS
engager	Vvn	ENGAGER
à	S	À
les	Pp	ILS
aider	Vvn	AIDER
de	S	DE
quelque	Di	QUELQUE
libéralité	Nc	LIBÉRALITÉ
,	Fw	,
comme	Cs	COMME
de	S	DE
mon	Ds	MON
côté	Nc	CÔTÉ
j'	Pp	JE
ai	Vuc	AVOIR
dessein	Nc	DESSEIN
de	S	DE
le	Pp	IL
faire	Vvn	FAIRE
.	Fs	.
Voilà	Vvc	Voilà
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
avais	Vuc	AVOIR
à	S	À
vous	Pp	VOUS
dire	Vvn	DIRE
quand	Cs	QUAND
vous	Pp	VOUS
vous	Pp	VOUS
êtes	Vuc	ÊTRE
retiré	Ge	RETIRER
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
j'	Pp	JE
aurai	Vuc	AVOIR
tous	Di	TOUT
les	Da	LE
égards	Nc	ÉGARD
que	Pr	QUE
mérite	Vvc	MÉRITER
votre	Ds	VOTRE
recommandation	Nc	RECOMMANDATION
,	Fw	,
et	Cc	ET
je	Pp	JE
vous	Pp	VOUS
prie	Vvc	PRIER
de	S	DE
m'	Pp	JE
excuser	Vvn	EXCUSER
si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
fui	Ge	FUIR
;	Fw	;
mais	Cc	MAIS
je	Pp	JE
vous	Pp	VOUS
avoue	Vvc	AVOUER
que	Cs	QUE
vous	Pp	VOUS
êtes	Vuc	ÊTRE
d'	S	DE
un	Dn	UN
sexe	Nc	SEXE
avec	S	AVEC
qui	Pr	QUI
j'	Pp	JE
ai	Vuc	AVOIR
cru	Ge	CROIRE|CROÎTRE
devoir	Vvn	DEVOIR
rompre	Vvn	ROMPRE
pour	S	POUR
toute	Di	TOUT
ma	Ds	MON
vie	Nc	VIE
:	Fw	:
cela	Pd	CELA
vous	Pp	VOUS
paraîtra	Vvc	PARAÎTRE
bien	Rg	BIEN
bizarre	Ag	BIZARRE
;	Fw	;
je	Pp	JE
ne	Rp	NE
chercherai	Vvc	CHERCHER
point	Rg	POINT
à	S	À
me	Pp	JE
justifier	Vvn	JUSTIFIER
;	Fw	;
car	Cc	CAR
il	Pp	IL
me	Pp	JE
reste	Vvc	RESTER
un	Dn	UN
peu	Rg	PEU
de	S	DE
politesse	Nc	POLITESSE
,	Fw	,
et	Cc	ET
je	Pp	JE
craindrais	Vvc	CRAINDRE
d'	S	DE
entamer	Vvn	ENTAMER
une	Dn	UN
matière	Nc	MATIÈRE
qui	Pr	QUI
me	Pp	JE
met	Vvc	METTRE
toujours	Rg	TOUJOURS
de	S	DE
mauvaise	Ag	MAUVAIS
humeur	Nc	HUMEUR
;	Fw	;
et	Cc	ET
si	Cs	SI
je	Pp	JE
parlais	Vvc	PARLER
,	Fw	,
il	Pp	IL
pourrait	Vvc	POUVOIR
,	Fw	,
malgré	S	MALGRÉ
moi	Pp	JE
,	Fw	,
m'	Pp	JE
échapper	Vvn	ÉCHAPPER
des	Dn	UN
traits	Nc	TRAIT|TRAITS
d'	S	DE
une	Dn	UN
incivilité	Nc	INCIVILITÉ
qui	Pr	QUI
vous	Pp	VOUS
déplairait	Vvc	DÉPLAIRE
,	Fw	,
et	Cc	ET
que	Cs	QUE
mon	Ds	MON
respect	Nc	RESPECT
vous	Pp	VOUS
épargne	Vvc	ÉPARGNER
.	Fs	.
Mort	Nc	MORT
de	S	DE
ma	Ds	MON
vie	Nc	VIE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
ce	Dd	CE
discours	Nc	DISCOURS
-là	Vvc	-là
ne	Rp	NE
vous	Pp	VOUS
remue	Vvc	REMUER
pas	Rg	PAS
la	Da	LE
bile	Nc	BILE
?	Fs	?
Allez	I	ALLEZ
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
tous	Di	TOUT
les	Da	LE
renégats	Nc	RENÉGAT
font	Vvc	FAIRE
mauvaise	Ag	MAUVAIS
fin	Nc	FIN
:	Fw	:
vous	Pp	VOUS
viendrez	Vvc	VENIR
quelque	Di	QUELQUE
jour	Nc	JOUR
crier	Vvn	CRIER
miséricorde	Nc	MISÉRICORDE
et	Cc	ET
ramper	Vvn	RAMPER
aux	S+Da	À+LES
pieds	Nc	PIED
de	S	DE
vos	Ds	VOTRE
maîtres	Nc	MAÎTRE
,	Fw	,
et	Cc	ET
ils	Pp	ILS
vous	Pp	VOUS
écraseront	Vvc	ÉCRASER
comme	S	COMME
un	Dn	UN
serpent	Nc	SERPENT
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
bien	Rg	BIEN
que	Cs	QUE
justice	Nc	JUSTICE
se	Pp	IL
fasse	Vvc	FAIRE
.	Fs	.
Si	Cs	SI
Madame	Nc	MADAME
n'	Rp	NE
était	Vuc	ÊTRE
pas	Rg	PAS
présente	Ag	PRÉSENT
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
dirais	Vvc	DIRE
franchement	Rg	FRANCHEMENT
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
crains	Vvc	CRAINDRE
ni	Cc	NI
ne	Rp	NE
vous	Pp	VOUS
aime	Vvc	AIMER
.	Fs	.
Ne	Rp	NE
vous	Pp	VOUS
gênez	Vvc	GÊNER
point	Rg	POINT
,	Fw	,
Monsieur	Nc	MONSIEUR
.	Fs	.
Tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
nous	Pp	NOUS
disons	Vvc	DIRE
ici	Rg	ICI
ne	Rp	NE
s'	Pp	SE
adresse	Vvc	ADRESSER
point	Rg	POINT
à	S	À
vous	Pp	VOUS
;	Fw	;
regardons-nous	Vvc	regardons-nous
comme	Cs	COMME
hors	S	HORS
d'	Dn	UN
intérêt	Nc	INTÉRÊT
.	Fs	.
Et	Cc	ET
sur	S	SUR
ce	Dd	CE
pied	Nc	PIED
-là	Vvc	-là
,	Fw	,
peut	Vvc	POUVOIR
-on	Nc	-on
vous	Pp	VOUS
demander	Vvn	DEMANDER
ce	Pd	CE
qui	Pr	QUI
vous	Pp	VOUS
fâche	Vvc	FÂCHER
si	Rg	SI
fort	Rg	FORT
contre	S	CONTRE
les	Da	LE
femmes	Nc	FEMME
?	Fs	?
Ah	I	AH
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
dispensez	Nc	DISPENSÉ
-moi	Vvc	-moi
de	S	DE
vous	Pp	VOUS
le	Pp	IL
dire	Vvn	DIRE
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
récit	Nc	RÉCIT
que	Pr	QUE
j'	Pp	JE
accompagne	Vvc	ACCOMPAGNER
ordinairement	Rg	ORDINAIREMENT
de	S	DE
réflexions	Nc	RÉFLEXION
où	Pr	OÙ
votre	Ds	VOTRE
sexe	Nc	SEXE
ne	Rp	NE
trouve	Vvc	TROUVER
pas	Rg	PAS
son	Ds	SON
compte	Nc	COMPTE
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
devine	Vvc	DEVINER
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
infidélité	Nc	INFIDÉLITÉ
qui	Pr	QUI
vous	Pp	VOUS
a	Vuc	AVOIR
donné	Ge	DONNER
tant	Rg	TANT
de	S	DE
colère	Nc	COLÈRE
.	Fs	.
Oui	Rg	OUI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
infidélité	Nc	INFIDÉLITÉ
;	Fw	;
mais	Cc	MAIS
affreuse	Ag	AFFREUX
,	Fw	,
mais	Cc	MAIS
détestable	Ag	DÉTESTABLE
.	Fs	.
N'	Rp	NE
allons	Vvc	ALLER
point	Rg	POINT
si	Rg	SI
vite	Rg	VITE
.	Fs	.
Votre	Ds	VOTRE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
cessa-t-elle	Vvc	cessa-t-elle
de	S	DE
vous	Pp	VOUS
aimer	Vvn	AIMER
pour	S	POUR
en	Pp	EN
aimer	Vvn	AIMER
un	Dn	UN
autre	Pi	AUTRE
?	Fs	?
En	Pp	EN
doutez	Vvc	DOUTER
-vous	Nc	-vous
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
La	Da	LE
simple	Ag	SIMPLE
infidélité	Nc	INFIDÉLITÉ
serait	Vuc	ÊTRE
insipide	Ag	INSIPIDE
et	Cc	ET
ne	Rp	NE
tenterait	Vvc	TENTER
pas	Rg	PAS
une	Dn	UN
femme	Nc	FEMME
sans	S	SANS
l'	Da	LE
assaisonnement	Nc	ASSAISONNEMENT
de	S	DE
la	Da	LE
perfidie	Nc	PERFIDIE
.	Fs	.
Quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
eûtes	Vuc	AVOIR
un	Dn	UN
successeur	Nc	SUCCESSEUR
?	Fs	?
Elle	Pp	IL
en	Pp	EN
aima	Vvc	AIMER
un	Dn	UN
autre	Pi	AUTRE
?	Fs	?
Oui	Rg	OUI
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Comment	Rt	COMMENT
,	Fw	,
cela	Pd	CELA
vous	Pp	VOUS
étonne	Vvc	ÉTONNER
?	Fs	?
Voilà	Vvc	Voilà
pourtant	Rg	POURTANT
les	Da	LE
femmes	Nc	FEMME
,	Fw	,
et	Cc	ET
ces	Dd	CE
actions	Nc	ACTION
doivent	Vvc	DEVOIR
vous	Pp	VOUS
mettre	Vvn	METTRE
en	S	EN
pays	Nc	PAYS
de	S	DE
connaissance	Nc	CONNAISSANCE
.	Fs	.
Le	Da	LE
petit	Rg	PETIT
blasphémateur	Ag	BLASPHÉMATEUR
!	Fs	!
Oui	Rg	OUI
,	Fw	,
votre	Ds	VOTRE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
est	Vuc	ÊTRE
une	Dn	UN
indigne	Ag	INDIGNE
,	Fw	,
et	Cc	ET
l'	Pp	IL
on	Pp	ON
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
trop	Rg	TROP
la	Da	LE
mépriser	Nc	MÉPRISER
.	Fs	.
D'accord	Nc	D'accord
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
la	Pp	IL
méprise	Vvc	MÉPRISER
,	Fw	,
il	Pp	IL
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
pas	Rg	PAS
à	S	À
tortiller	Vvn	TORTILLER
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
coquine	Nc	COQUIN
celle	Pd	CELUI
-là	Vvc	-là
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
cru	Ge	CROIRE|CROÎTRE
d'abord	Nc	d'abord
,	Fw	,
moi	Pp	JE
,	Fw	,
qu'	Cs	QUE
elle	Pp	IL
n'	Rp	NE
avait	Vuc	AVOIR
fait	Ge	FAIRE
que	Cs	QUE
se	Pp	IL
dégoûter	Vvn	DÉGOÛTER
de	S	DE
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
et	Cc	ET
je	Pp	JE
lui	Pp	IL
pardonnais	Vvc	PARDONNER
en	S	EN
faveur	Nc	FAVEUR
de	S	DE
cela	Pd	CELA
la	Da	LE
sottise	Nc	SOTTISE
qu'	Pr	QUE
elle	Pp	IL
avait	Vuc	AVOIR
eue	Ge	AVOIR
de	S	DE
vous	Pp	VOUS
aimer	Vvn	AIMER
.	Fs	.
Quand	Cs	QUAND
je	Pp	JE
dis	Vvc	DIRE
vous	Pp	VOUS
,	Fw	,
je	Pp	JE
parle	Vvc	PARLER
des	Dn	UN
hommes	Nc	HOMME
en	S	EN
général	Nc	GÉNÉRAL
.	Fs	.
Prenez	Vvc	PRENDRE
,	Fw	,
prenez	Vvc	PRENDRE
toujours	Rg	TOUJOURS
cela	Pd	CELA
en	S	EN
attendant	Ga	ATTENDRE
mieux	Rg	MIEUX
.	Fs	.
Comment	Rt	COMMENT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
donc	Rg	DONC
rien	Pi	RIEN
,	Fw	,
à	S	À
votre	Ds	VOTRE
compte	Nc	COMPTE
,	Fw	,
que	Cs	QUE
de	S	DE
cesser	Vvn	CESSER
sans	S	SANS
raison	Nc	RAISON
d'	S	DE
avoir	Vun	AVOIR
de	S	DE
la	Da	LE
tendresse	Nc	TENDRESSE
pour	S	POUR
un	Dn	UN
homme	Nc	HOMME
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
beaucoup	Rg	BEAUCOUP
,	Fw	,
au	S+Da	À+LE
contraire	Nc	CONTRAIRE
;	Fw	;
cesser	Vvn	CESSER
d'	S	DE
avoir	Vun	AVOIR
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
pour	S	POUR
un	Dn	UN
homme	Nc	HOMME
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
à	S	À
mon	Ds	MON
compte	Nc	COMPTE
connaître	Vvn	CONNAÎTRE
sa	Ds	SON
faute	Nc	FAUTE
,	Fw	,
s'	Pp	SE
en	Pp	EN
repentir	Vvn	REPENTIR
,	Fw	,
en	S	EN
avoir	Vun	AVOIR
honte	Nc	HONTE
,	Fw	,
sentir	Vvn	SENTIR
la	Da	LE
misère	Nc	MISÈRE
de	S	DE
l'	Da	LE
idole	Nc	IDOLE
qu'	Pr	QUE
on	Pp	ON
adorait	Vvc	ADORER
,	Fw	,
et	Cc	ET
rentrer	Vvn	RENTRER
dans	S	DANS
le	Da	LE
respect	Nc	RESPECT
qu'	Cs	QUE
une	Dn	UN
femme	Nc	FEMME
se	Pp	IL
doit	Vvc	DEVOIR
à	S	À
elle	Pp	IL
-même	Vvc	-même
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
bien	Rg	BIEN
vu	Ge	VOIR
que	Cs	QUE
nous	Pp	NOUS
ne	Rp	NE
nous	Pp	NOUS
entendions	Vvc	ENTENDRE
point	Rg	POINT
:	Fw	:
si	Cs	SI
votre	Ds	VOTRE
maîtresse	Nc	MAÎTRE|MAÎTRESSE
n'	Rp	NE
avait	Vuc	AVOIR
fait	Ge	FAIRE
que	Rg	QUE
renoncer	Vvn	RENONCER
à	S	À
son	Ds	SON
attachement	Nc	ATTACHEMENT
ridicule	Ag	RIDICULE
,	Fw	,
eh	I	EH
!	Fs	!
Il	Pp	IL
n'	Rp	NE
y	Pp	Y
aurait	Vuc	AVOIR
rien	Pi	RIEN
de	S	DE
plus	Rg	PLUS
louable	Ag	LOUABLE
;	Fw	;
mais	Cc	MAIS
ne	Rp	NE
faire	Vvn	FAIRE
que	Cs	QUE
changer	Vvn	CHANGER
d'	S	DE
objet	Nc	OBJET
,	Fw	,
ne	Rp	NE
guérir	Vvn	GUÉRIR
d'	S	DE
une	Dn	UN
folie	Nc	FOLIE
que	Cs	QUE
par	S	PAR
une	Dn	UN
extravagance	Nc	EXTRAVAGANCE
,	Fw	,
eh	I	EH
fi	Rg	FI
!	Fs	!
Je	Pp	JE
suis	Vuc	ÊTRE
de	S	DE
votre	Ds	VOTRE
sentiment	Nc	SENTIMENT
,	Fw	,
cette	Dd	CE
femme	Nc	FEMME
-là	Ag	-là
est	Vuc	ÊTRE
tout	Pi	TOUT
à	S	À
fait	Nc	FAIT
méprisable	Ag	MÉPRISABLE
.	Fs	.
Amant	Nc	AMANT
pour	S	POUR
amant	Nc	AMANT
,	Fw	,
il	Pp	IL
valait	Vvc	VALOIR
autant	Rg	AUTANT
que	Cs	QUE
vous	Pp	VOUS
déshonorassiez	Vvc	DÉSHONORER
sa	Ds	SON
raison	Nc	RAISON
qu'	Cs	QUE
un	Dn	UN
autre	Pi	AUTRE
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
avoue	Vvc	AVOUER
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
m'	Pp	JE
attendais	Vvc	ATTENDRE
pas	Rg	PAS
à	S	À
cette	Dd	CE
chute	Nc	CHUTE
-là	Vvc	-là
.	Fs	.
Ah	I	AH
,	Fw	,
ah	I	AH
,	Fw	,
ah	I	AH
,	Fw	,
il	Pp	IL
faudrait	Vvc	FAILLIR|FALLOIR
bien	Rg	BIEN
des	Dn	UN
conversations	Nc	CONVERSATION
comme	Cs	COMME
celle	Pd	CELUI
-là	Vvc	-là
pour	S	POUR
en	Pp	EN
faire	Vvn	FAIRE
une	Dn	UN
raisonnable	Ag	RAISONNABLE
.	Fs	.
Courage	Nc	COURAGE
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
voilà	S	VOILÀ
tout	Pi	TOUT
déferré	Ge	DÉFERRER
:	Fw	:
décochez	Vvc	DÉCOCHER
-lui	Nc	-lui
-moi	Vvc	-moi
quelque	Di	QUELQUE
trait	Nc	TRAIT
bien	Rg	BIEN
hétéroclite	Ag	HÉTÉROCLITE
,	Fw	,
qui	Pr	QUI
sente	Vvc	SENTIR
bien	Rg	BIEN
l'	Da	LE
original	Nc	ORIGINAL
.	Fs	.
Eh	I	EH
!	Fs	!
Vous	Pp	VOUS
avez	Vuc	AVOIR
fait	Ge	FAIRE
des	S+Da	DE+LE|DE+LES
merveilles	Nc	MERVEILLE
d'	S	DE
abord	Nc	ABORD
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
assurément	Rg	ASSURÉMENT
mettre	Vvn	METTRE
les	Da	LE
hommes	Nc	HOMME
bien	Rg	BIEN
bas	Ag	BAS
,	Fw	,
que	Cs	QUE
de	S	DE
les	Pp	ILS
juger	Vvn	JUGER
indignes	Ag	INDIGNE
de	S	DE
la	Da	LE
tendresse	Nc	TENDRESSE
d'	S	DE
une	Dn	UN
femme	Nc	FEMME
:	Fw	:
l'	Da	LE
idée	Nc	IDÉE
est	Vuc	ÊTRE
neuve	Ag	NEUF
.	Fs	.
Elle	Pp	IL
ne	Rp	NE
fera	Vvc	FAIRE|FERRER
pas	Rg	PAS
fortune	Nc	FORTUNE
chez	S	CHEZ
vous	Pp	VOUS
.	Fs	.
On	Pp	ON
voit	Vvc	VOIR
bien	Rg	BIEN
que	Cs	QUE
vous	Pp	VOUS
êtes	Vuc	ÊTRE
fâchée	Ge	FÂCHER
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Moi	Pp	JE
,	Fw	,
Monsieur	Nc	MONSIEUR
!	Fs	!
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
point	Rg	POINT
à	S	À
me	Pp	JE
plaindre	Vvn	PLAINDRE
des	Dn	UN
hommes	Nc	HOMME
;	Fw	;
je	Pp	JE
ne	Rp	NE
les	Pp	ILS
hais	Vvc	HAÏR
point	Rg	POINT
non	Rg	NON
plus	Rg	PLUS
.	Fs	.
Hélas	Vvc	Hélas
,	Fw	,
la	Da	LE
pauvre	Ag	PAUVRE
espèce	Nc	ESPÈCE
!	Fs	!
Elle	Pp	IL
est	Vuc	ÊTRE
,	Fw	,
pour	S	POUR
qui	Pr	QUI
l'	Pp	IL
examine	Vvc	EXAMINER
,	Fw	,
encore	Rg	ENCORE
plus	Rg	PLUS
comique	Ag	COMIQUE
que	Cs	QUE
haïssable	Ag	HAÏSSABLE
.	Fs	.
Oui-da	Nc	Oui-da
,	Fw	,
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
nous	Pp	NOUS
trouverons	Vvc	TROUVER
plus	Rg	PLUS
de	S	DE
ressource	Nc	RESSOURCE
à	S	À
nous	Pp	NOUS
en	S	EN
divertir	Vvn	DIVERTIR
,	Fw	,
qu'	Cs	QUE
à	S	À
nous	Pp	NOUS
fâcher	Vvn	FÂCHER
contre	S	CONTRE
elle	Pp	IL
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
qu'	Cs	QUE
a-t-elle	V	AVOIR
donc	Rg	DONC
de	S	DE
si	Rg	SI
comique	Ag	COMIQUE
?	Fs	?
Ce	Pd	CE
qu'	Pr	QUE
elle	Pp	IL
a	Vuc	AVOIR
de	S	DE
comique	Nc	COMIQUE
?	Fs	?
Mais	Cc	MAIS
y	Pp	Y
songez	Vvc	SONGER
-vous	Nc	-vous
,	Fw	,
Monsieur	Nc	MONSIEUR
?	Fs	?
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
bien	Rg	BIEN
curieux	Ag	CURIEUX
d'	S	DE
être	Vun	ÊTRE
humilié	Ge	HUMILIER
dans	S	DANS
vos	Ds	VOTRE
confrères	Nc	CONFRÈRE
.	Fs	.
Si	Cs	SI
je	Pp	JE
parlais	Vvc	PARLER
,	Fw	,
vous	Pp	VOUS
seriez	Vuc	ÊTRE
tout	Rg	TOUT
étonné	Ge	ÉTONNER
de	S	DE
vous	Pp	VOUS
trouver	Vvn	TROUVER
de	S	DE
cent	Nc	CENT
piques	Vvc	PIQUER
au-dessous	Rg	AU-DESSOUS
de	S	DE
nous	Pp	NOUS
.	Fs	.
Vous	Pp	VOUS
demandez	Vvc	DEMANDER
ce	Pd	CE
que	Pr	QUE
votre	Ds	VOTRE
espèce	Nc	ESPÈCE
a	Vuc	AVOIR
de	S	DE
comique	Nc	COMIQUE
,	Fw	,
qui	Pr	QUI
,	Fw	,
pour	S	POUR
se	Pp	IL
mettre	Vvn	METTRE
à	S	À
son	Ds	SON
aise	Nc	AISE
,	Fw	,
a	Vuc	AVOIR
eu	Ge	AVOIR
besoin	Nc	BESOIN
de	S	DE
se	Pp	IL
réserver	Vvn	RÉSERVER
un	Dn	UN
privilège	Nc	PRIVILÈGE
d'	S	DE
indiscrétion	Nc	INDISCRÉTION
,	Fw	,
d'	S	DE
impertinence	Nc	IMPERTINENCE
et	Cc	ET
de	S	DE
fatuité	Nc	FATUITÉ
;	Fw	;
qui	Pr	QUI
suffoquerait	Vvc	SUFFOQUER
si	Cs	SI
elle	Pp	IL
n'	Rp	NE
était	Vuc	ÊTRE
babillarde	Ag	BABILLARD
,	Fw	,
si	Cs	SI
sa	Ds	SON
misérable	Ag	MISÉRABLE
vanité	Nc	VANITÉ
n'	Rp	NE
avait	Vuc	AVOIR
pas	Rg	PAS
ses	Ds	SON
coudées	Nc	COUDÉE
franches	Ag	FRANC
;	Fw	;
s'	Cs	SI
il	Pp	IL
ne	Rp	NE
lui	Pp	IL
était	Vuc	ÊTRE
pas	Rg	PAS
permis	Ge	PERMETTRE
de	S	DE
déshonorer	Vvn	DÉSHONORER
un	Dn	UN
sexe	Nc	SEXE
qu'	Pr	QUE
elle	Pp	IL
ose	Vvc	OSER
mépriser	Vvn	MÉPRISER
pour	S	POUR
les	Da	LE
mêmes	Ag	MÊME
choses	Nc	CHOSE
dont	Pr	DONT
l'	Pp	IL
indigne	Vvc	INDIGNER
qu'	Cs	QUE
elle	Pp	IL
est	Vuc	ÊTRE
fait	Ge	FAIRE
sa	Ds	SON
gloire	Nc	GLOIRE
.	Fs	.
Oh	I	OH
!	Fs	!
L'	Da	LE
admirable	Ag	ADMIRABLE
engeance	Nc	ENGEANCE
qui	Pr	QUI
a	Vuc	AVOIR
trouvé	Ge	TROUVER
la	Da	LE
raison	Nc	RAISON
et	Cc	ET
la	Da	LE
vertu	Nc	VERTU
des	S+Da	DE+LE|DE+LES
fardeaux	Nc	FARDEAU
trop	Rg	TROP
pesants	Ga	PESER
pour	S	POUR
elle	Pp	IL
,	Fw	,
et	Cc	ET
qui	Pr	QUI
nous	Pp	NOUS
a	Vuc	AVOIR
chargées	Ge	CHARGER
du	S+Da	DE+LE
soin	Nc	SOIN
de	S	DE
les	Pp	ILS
porter	Vvn	PORTER
:	Fw	:
ne	Rp	NE
voilà-t-il	Vvc	voilà-t-il
pas	Rg	PAS
de	S	DE
beaux	Ag	BEAU
titres	Nc	TITRE
de	S	DE
supériorité	Nc	SUPÉRIORITÉ
sur	S	SUR
nous	Pp	NOUS
?	Fs	?
Et	Cc	ET
de	S	DE
pareilles	Nc	PAREIL|PAREILLE
gens	Nc	GENS|GENT
ne	Rp	NE
sont	Vuc	ÊTRE
-ils	Ge	-ils
pas	Rg	PAS
risibles	Ag	RISIBLE
!	Fs	!
Fiez	Vvc	FIER
-vous	Nc	-vous
à	S	À
moi	Pp	JE
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
ne	Rp	NE
connaissez	Vvc	CONNAÎTRE
pas	Rg	PAS
votre	Ds	VOTRE
misère	Nc	MISÈRE
,	Fw	,
j'	Pp	JE
oserai	Vvc	OSER
vous	Pp	VOUS
le	Pp	IL
dire	Vvn	DIRE
:	Fw	:
vous	Pp	VOUS
voilà	S	VOILÀ
bien	Rg	BIEN
irrité	Ge	IRRITER
contre	S	CONTRE
les	Da	LE
femmes	Nc	FEMME
;	Fw	;
je	Pp	JE
suis	Vuc	ÊTRE
peut-être	Rg	PEUT-ÊTRE
,	Fw	,
moi	Pp	JE
,	Fw	,
la	Da	LE
moins	Nc	MOINS
aimable	Ag	AIMABLE
de	S	DE
toutes	Pi	TOUT
.	Fs	.
Tout	Pi	TOUT
hérissé	Ge	HÉRISSER
de	S	DE
rancune	Nc	RANCUNE
que	Pr	QUE
vous	Pp	VOUS
croyez	Vvc	CROIRE
être	Vun	ÊTRE
,	Fw	,
moyennant	S	MOYENNANT
deux	Nc	DEUX
ou	Pr	OÙ
trois	Vvc	TRAIRE
coups	Nc	COUP
d'	S	DE
oeil	Nc	IL
flatteurs	Ag	FLATTEUR
qu'	Pr	QUE
il	Pp	IL
m'	Pp	JE
en	Pp	EN
coûterait	Vvc	COÛTER
,	Fw	,
grâce	Nc	GRÂCE
à	S	À
la	Da	LE
tournure	Nc	TOURNURE
grotesque	Ag	GROTESQUE
de	S	DE
l'	Da	LE
esprit	Nc	ESPRIT
de	S	DE
l'	Da	LE
homme	Nc	HOMME
,	Fw	,
vous	Pp	VOUS
m'	Pp	JE
allez	Vvc	ALLER
donner	Vvn	DONNER
la	Da	LE
comédie	Nc	COMÉDIE
.	Fs	.
Oh	I	OH
!	Fs	!
Je	Pp	JE
vous	Pp	VOUS
défie	Vvc	DÉFIER
de	S	DE
me	Pp	JE
faire	Vvn	FAIRE
payer	Vvn	PAYER
ce	Dd	CE
tribut	Nc	TRIBUT
de	S	DE
folie	Nc	FOLIE
-là	Vvc	-là
.	Fs	.
Ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
cette	Dd	CE
expérience	Nc	EXPÉRIENCE
-là	Vvc	-là
vous	Pp	VOUS
porterait	Vvc	PORTER
malheur	Nc	MALHEUR
.	Fs	.
Ah	I	AH
,	Fw	,
ah	I	AH
,	Fw	,
cela	Pd	CELA
est	Vuc	ÊTRE
plaisant	Ga	PLAIRE
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
peu	Rg	PEU
de	S	DE
femmes	Nc	FEMME
