March	NP	March
muscular	JJ	muscular
fibre	NN	fibre
seen	VVN	see
under	IN	under
a	DT	a
300-diameter	JJ	300-diameter
lens	NN	lens
,	,	,
fill	VV	fill
me	PP	me
with	IN	with
exultation	NN	exultation
.	SENT	.
How	WRB	How
petty	JJ	petty
do	VVP	do
such	JJ	such
researches	NNS	research
seem	VVP	seem
when	WRB	when
compared	VVN	compare
with	IN	with
this	DT	this
one	CD	one
which	WDT	which
strikes	VVZ	strike
at	IN	at
the	DT	the
very	JJ	very
roots	NNS	root
of	IN	of
life	NN	life
and	CC	and
the	DT	the
nature	NN	nature
of	IN	of
the	DT	the
soul	NN	soul
!	SENT	!
I	PP	I
had	VHD	have
always	RB	always
looked	VVN	look
upon	IN	upon
spirit	NN	spirit
as	IN	as
a	DT	a
product	NN	product
of	IN	of
matter	NN	matter
.	SENT	.
The	DT	the
brain	NN	brain
,	,	,
I	PP	I
thought	VVD	think
,	,	,
secreted	VVD	secrete
the	DT	the
mind	NN	mind
,	,	,
as	IN	as
the	DT	the
liver	NN	liver
does	VVZ	do
the	DT	the
bile	NN	bile
.	SENT	.
But	CC	but
how	WRB	how
can	MD	can
this	RB	this
be	VB	be
when	WRB	when
I	PP	I
see	VVP	see
mind	NN	mind
working	VVG	work
from	IN	from
a	DT	a
distance	NN	distance
and	CC	and
playing	VVG	play
upon	IN	upon
matter	NN	matter
as	IN	as
a	DT	a
musician	NN	musician
might	NN	might
upon	IN	upon
a	DT	a
violin	NN	violin
?	SENT	?
The	DT	the
body	NN	body
does	VVZ	do
not	RB	not
give	VV	give
rise	NN	rise
to	TO	to
the	DT	the
soul	NN	soul
,	,	,
then	RB	then
,	,	,
but	CC	but
is	VBZ	be
rather	RB	rather
the	DT	the
rough	JJ	rough
instrument	NN	instrument
by	IN	by
which	WDT	which
the	DT	the
spirit	NN	spirit
manifests	VVZ	manifest
itself	PP	itself
.	SENT	.
The	DT	the
windmill	NN	windmill
does	VVZ	do
not	RB	not
give	VV	give
rise	NN	rise
to	TO	to
the	DT	the
wind	NN	wind
,	,	,
but	CC	but
only	RB	only
indicates	VVZ	indicate
it	PP	it
.	SENT	.
It	PP	it
was	VBD	be
opposed	VVN	oppose
to	TO	to
my	PP$	my
whole	JJ	whole
habit	NN	habit
of	IN	of
thought	NN	thought
,	,	,
and	CC	and
yet	RB	yet
it	PP	it
was	VBD	be
undeniably	RB	undeniably
possible	JJ	possible
and	CC	and
worthy	JJ	worthy
of	IN	of
replaced-dns	NNS	replaced-dns
"<repdns text=""investigation.And"" />"
why	WRB	why
should	MD	should
I	PP	I
not	RB	not
investigate	VV	investigate
it	PP	it
?	SENT	?
I	PP	I
see	VVP	see
that	IN/that	that
under	IN	under
yesterday	NN	yesterday
's	POS	's
date	NN	date
I	PP	I
said	VVD	say
:	:	:
""""	``	""""
If	IN	if
I	PP	I
could	MD	could
see	VV	see
something	NN	something
positive	JJ	positive
and	CC	and
objective	JJ	objective
,	,	,
I	PP	I
might	MD	might
be	VB	be
tempted	VVN	tempt
to	TO	to
approach	VV	approach
it	PP	it
from	IN	from
the	DT	the
physiological	JJ	physiological
aspect	NN	aspect
.	SENT	.
""""	''	""""
Well	RB	well
,	,	,
I	PP	I
have	VHP	have
got	VVN	get
my	PP$	my
test	NN	test
.	SENT	.
I	PP	I
shall	MD	shall
be	VB	be
as	RB	as
good	JJ	good
as	IN	as
my	PP$	my
word	NN	word
.	SENT	.
The	DT	the
investigation	NN	investigation
would	MD	would
,	,	,
I	PP	I
am	VBP	be
sure	RB	sure
,	,	,
be	VB	be
of	IN	of
immense	JJ	immense
interest	NN	interest
.	SENT	.
Some	DT	some
of	IN	of
my	PP$	my
colleagues	NNS	colleague
might	MD	might
look	VV	look
askance	RB	askance
at	IN	at
it	PP	it
,	,	,
for	IN	for
science	NN	science
is	VBZ	be
full	JJ	full
of	IN	of
unreasoning	JJ	unreasoning
prejudices	NNS	prejudice
,	,	,
but	CC	but
if	IN	if
Wilson	NP	Wilson
has	VHZ	have
the	DT	the
courage	NN	courage
of	IN	of
his	PP$	his
convictions	NNS	conviction
,	,	,
I	PP	I
can	MD	can
afford	VV	afford
to	TO	to
have	VH	have
it	PP	it
also	RB	also
.	SENT	.
I	PP	I
shall	MD	shall
go	VV	go
to	TO	to
him	PP	him
to-morrow	NN	to-morrow
morning	NN	morning
---	NN	---
to	TO	to
him	PP	him
and	CC	and
to	TO	to
Miss	NP	Miss
Penclosa	NP	Penclosa
.	SENT	.
If	IN	if
she	PP	she
can	MD	can
show	VV	show
us	PP	us
so	RB	so
much	RB	much
,	,	,
it	PP	it
is	VBZ	be
probable	JJ	probable
that	IN/that	that
she	PP	she
can	MD	can
show	VV	show
us	PP	us
replaced-dns	VVZ	replaced-dns
"<repdns text=""more.March"" />"
26.	CD	@ord@
Wilson	NP	Wilson
was	VBD	be
,	,	,
as	IN	as
I	PP	I
had	VHD	have
anticipated	VVN	anticipate
,	,	,
very	RB	very
exultant	JJ	exultant
over	IN	over
my	PP$	my
conversion	NN	conversion
,	,	,
and	CC	and
Miss	NP	Miss
Penclosa	NP	Penclosa
was	VBD	be
also	RB	also
demurely	RB	demurely
pleased	VVN	please
at	IN	at
the	DT	the
result	NN	result
of	IN	of
her	PP$	her
experiment	NN	experiment
.	SENT	.
Strange	JJ	strange
what	WP	what
a	DT	a
silent	JJ	silent
,	,	,
colorless	JJ	colorless
creature	NN	creature
she	PP	she
is	VBZ	be
save	VV	save
only	RB	only
when	WRB	when
she	PP	she
exercises	VVZ	exercise
her	PP$	her
power	NN	power
!	SENT	!
Even	RB	even
talking	VVG	talk
about	IN	about
it	PP	it
gives	VVZ	give
her	PP$	her
color	NN	color
and	CC	and
life	NN	life
.	SENT	.
She	PP	she
seems	VVZ	seem
to	TO	to
take	VV	take
a	DT	a
singular	JJ	singular
interest	NN	interest
in	IN	in
me	PP	me
.	SENT	.
I	PP	I
cannot	MD	can
help	VV	help
observing	VVG	observe
how	WRB	how
her	PP$	her
eyes	NNS	eye
follow	VV	follow
me	PP	me
about	IN	about
the	DT	the
replaced-dns	NNS	replaced-dns
"<repdns text=""room.We"" />"
had	VHD	have
the	DT	the
most	RBS	most
interesting	JJ	interesting
conversation	NN	conversation
about	IN	about
her	PP$	her
own	JJ	own
powers	NNS	power
.	SENT	.
It	PP	it
is	VBZ	be
just	RB	just
as	RB	as
well	RB	well
to	TO	to
put	VV	put
her	PP$	her
views	NNS	view
on	IN	on
record	NN	record
,	,	,
though	IN	though
they	PP	they
cannot	MD	can
,	,	,
of	IN	of
course	NN	course
,	,	,
claim	VVP	claim
any	DT	any
scientific	JJ	scientific
weight	NN	weight
.	SENT	.
""""	``	""""
You	PP	you
are	VBP	be
on	IN	on
the	DT	the
very	JJ	very
fringe	NN	fringe
of	IN	of
the	DT	the
subject	NN	subject
,	,	,
""""	''	""""
said	VVD	say
she	PP	she
,	,	,
when	WRB	when
I	PP	I
had	VHD	have
expressed	VVN	express
wonder	NN	wonder
at	IN	at
the	DT	the
remarkable	JJ	remarkable
instance	NN	instance
of	IN	of
suggestion	NN	suggestion
which	WDT	which
she	PP	she
had	VHD	have
shown	VVN	show
me	PP	me
.	SENT	.
""""	``	""""
I	PP	I
had	VHD	have
no	DT	no
direct	JJ	direct
influence	NN	influence
upon	IN	upon
Miss	NP	Miss
Marden	NP	Marden
when	WRB	when
she	PP	she
came	VVD	come
round	NN	round
to	TO	to
you	PP	you
.	SENT	.
I	PP	I
was	VBD	be
not	RB	not
even	RB	even
thinking	VVG	think
of	IN	of
her	PP	her
that	DT	that
morning	NN	morning
.	SENT	.
What	WP	What
I	PP	I
did	VVD	do
was	VBD	be
to	TO	to
set	VV	set
her	PP$	her
mind	NN	mind
as	IN	as
I	PP	I
might	MD	might
set	VV	set
the	DT	the
alarum	NN	alarum
of	IN	of
a	DT	a
clock	NN	clock
so	RB	so
that	IN/that	that
at	IN	at
the	DT	the
hour	NN	hour
named	VVD	name
it	PP	it
would	MD	would
go	VV	go
off	RP	off
of	IN	of
its	PP$	its
own	JJ	own
accord	NN	accord
.	SENT	.
If	IN	if
six	CD	six
months	NNS	month
instead	RB	instead
of	IN	of
twelve	NN	twelve
hours	NNS	hour
had	VHD	have
been	VBN	be
suggested	VVN	suggest
,	,	,
it	PP	it
would	MD	would
have	VH	have
been	VBN	be
the	DT	the
same	JJ	same
.	SENT	.
""""	''	""""
""""	``	""""
And	CC	and
if	IN	if
the	DT	the
suggestion	NN	suggestion
had	VHD	have
been	VBN	be
to	TO	to
assassinate	VV	assassinate
me	PP	me
?	SENT	?
""""	''	""""
""""	``	""""
She	PP	she
would	MD	would
most	RBS	most
inevitably	RB	inevitably
have	VHP	have
done	VVN	do
so	RB	so
.	SENT	.
""""	''	""""
""""	``	""""
But	CC	but
this	DT	this
is	VBZ	be
a	DT	a
terrible	JJ	terrible
power	NN	power
!	SENT	!
""""	''	""""
I	PP	I
cried	VVD	cry
.	SENT	.
""""	``	""""
It	PP	it
is	VBZ	be
,	,	,
as	IN	as
you	PP	you
say	VVP	say
,	,	,
a	DT	a
terrible	JJ	terrible
power	NN	power
,	,	,
""""	''	""""
she	PP	she
answered	VVD	answer
gravely	RB	gravely
,	,	,
""""	''	""""
and	CC	and
the	DT	the
more	JJR	more
you	PP	you
know	VVP	know
of	IN	of
it	PP	it
the	DT	the
more	RBR	more
terrible	JJ	terrible
will	NN	will
it	PP	it
seem	VVP	seem
to	TO	to
you	PP	you
.	SENT	.
""""	''	""""
""""	``	""""
May	MD	May
I	PP	I
ask	VV	ask
,	,	,
""""	''	""""
said	VVD	say
I	PP	I
,	,	,
""""	``	""""
what	WP	what
you	PP	you
meant	VVD	mean
when	WRB	when
you	PP	you
said	VVD	say
that	IN/that	that
this	DT	this
matter	NN	matter
of	IN	of
suggestion	NN	suggestion
is	VBZ	be
only	RB	only
at	IN	at
the	DT	the
fringe	NN	fringe
of	IN	of
it	PP	it
?	SENT	?
What	WP	What
do	VVP	do
you	PP	you
consider	VV	consider
the	DT	the
essential	JJ	essential
?	SENT	?
""""	''	""""
""""	``	""""
I	PP	I
had	VHD	have
rather	RB	rather
not	RB	not
tell	VV	tell
you	PP	you
.	SENT	.
""""	``	""""
I	PP	I
was	VBD	be
surprised	VVN	surprise
at	IN	at
the	DT	the
decision	NN	decision
of	IN	of
her	PP$	her
answer	NN	answer
.	SENT	.
""""	``	""""
You	PP	you
understand	VVP	understand
,	,	,
""""	''	""""
said	VVD	say
I	PP	I
,	,	,
""""	''	""""
that	WDT	that
it	PP	it
is	VBZ	be
not	RB	not
out	RB	out
of	IN	of
curiosity	NN	curiosity
I	PP	I
ask	VVP	ask
,	,	,
but	CC	but
in	IN	in
the	DT	the
hope	NN	hope
that	IN/that	that
I	PP	I
may	MD	may
find	VV	find
some	DT	some
scientific	JJ	scientific
explanation	NN	explanation
for	IN	for
the	DT	the
facts	NNS	fact
with	IN	with
which	WDT	which
you	PP	you
furnish	VVP	furnish
me	PP	me
.	SENT	.
""""	''	""""
""""	''	""""
Frankly	RB	frankly
,	,	,
Professor	NP	Professor
Gilroy	NP	Gilroy
,	,	,
""""	''	""""
said	VVD	say
she	PP	she
,	,	,
""""	``	""""
I	PP	I
am	VBP	be
not	RB	not
at	IN	at
all	DT	all
interested	JJ	interested
in	IN	in
science	NN	science
,	,	,
nor	CC	nor
do	VVP	do
I	PP	I
care	VVP	care
whether	IN	whether
it	PP	it
can	MD	can
or	CC	or
cannot	MD	can
classify	VV	classify
these	DT	these
powers	NNS	power
.	SENT	.
""""	''	""""
""""	``	""""
But	CC	but
I	PP	I
was	VBD	be
hoping	VVG	hope
---	NN	---
---	NN	---
""""	''	""""
""""	``	""""
Ah	UH	ah
,	,	,
that	WDT	that
is	VBZ	be
quite	RB	quite
another	DT	another
thing	NN	thing
.	SENT	.
If	IN	if
you	PP	you
make	VVP	make
it	PP	it
a	DT	a
personal	JJ	personal
matter	NN	matter
,	,	,
""""	''	""""
said	VVD	say
she	PP	she
,	,	,
with	IN	with
the	DT	the
pleasantest	JJS	pleasant
of	IN	of
smiles	NNS	smile
,	,	,
""""	''	""""
I	PP	I
shall	MD	shall
be	VB	be
only	RB	only
too	RB	too
happy	JJ	happy
to	TO	to
tell	VV	tell
you	PP	you
any	DT	any
thing	NN	thing
you	PP	you
wish	VVP	wish
to	TO	to
know	VV	know
.	SENT	.
Let	VV	let
me	PP	me
see	VV	see
;	:	;
what	WP	what
was	VBD	be
it	PP	it
you	PP	you
asked	VVD	ask
me	PP	me
?	SENT	?
Oh	UH	oh
,	,	,
about	IN	about
the	DT	the
further	JJR	further
powers	NNS	power
.	SENT	.
Professor	NP	Professor
Wilson	NP	Wilson
wo	MD	wo
n't	RB	n't
believe	VV	believe
in	IN	in
them	PP	them
,	,	,
but	CC	but
they	PP	they
are	VBP	be
quite	RB	quite
true	JJ	true
all	PDT	all
the	DT	the
same	JJ	same
.	SENT	.
For	IN	for
example	NN	example
,	,	,
it	PP	it
is	VBZ	be
possible	JJ	possible
for	IN	for
an	DT	an
operator	NN	operator
to	TO	to
gain	VV	gain
complete	JJ	complete
command	NN	command
over	IN	over
his	PP$	his
subject	JJ	subject
---	NN	---
presuming	VVG	presume
that	IN/that	that
the	DT	the
latter	NN	latter
is	VBZ	be
a	DT	a
good	JJ	good
one	CD	one
.	SENT	.
Without	IN	without
any	DT	any
previous	JJ	previous
suggestion	NN	suggestion
he	PP	he
may	MD	may
make	VV	make
him	PP	him
do	VV	do
whatever	WDT	whatever
he	PP	he
likes	VVZ	like
.	SENT	.
""""	''	""""
""""	``	""""
Without	IN	without
the	DT	the
subject	NN	subject
's	POS	's
knowledge	NN	knowledge
?	SENT	?
""""	''	""""
""""	``	""""
That	DT	that
depends	VVZ	depend
.	SENT	.
If	IN	if
the	DT	the
force	NN	force
were	VBD	be
strongly	RB	strongly
exerted	VVN	exert
,	,	,
he	PP	he
would	MD	would
know	VV	know
no	RB	no
more	JJR	more
about	IN	about
it	PP	it
than	IN	than
Miss	NP	Miss
Marden	NP	Marden
did	VVD	do
when	WRB	when
she	PP	she
came	VVD	come
round	NN	round
and	CC	and
frightened	VVD	frighten
you	PP	you
so	RB	so
.	SENT	.
Or	CC	or
,	,	,
if	IN	if
the	DT	the
influence	NN	influence
was	VBD	be
less	RBR	less
powerful	JJ	powerful
,	,	,
he	PP	he
might	MD	might
be	VB	be
conscious	JJ	conscious
of	IN	of
what	WP	what
he	PP	he
was	VBD	be
doing	VVG	do
,	,	,
but	CC	but
be	VB	be
quite	RB	quite
unable	JJ	unable
to	TO	to
prevent	VV	prevent
himself	PP	himself
from	IN	from
doing	VVG	do
it	PP	it
.	SENT	.
""""	''	""""
""""	``	""""
Would	MD	Would
he	PP	he
have	VHP	have
lost	VVN	lose
his	PP$	his
own	JJ	own
will	NN	will
power	NN	power
,	,	,
then	RB	then
?	SENT	?
""""	''	""""
""""	``	""""
It	PP	it
would	MD	would
be	VB	be
over-ridden	VVN	over-ridden
by	IN	by
another	DT	another
stronger	JJR	strong
one	CD	one
.	SENT	.
""""	''	""""
""""	``	""""
Have	VH	have
you	PP	you
ever	RB	ever
exercised	VVD	exercise
this	DT	this
power	NN	power
yourself	PP	yourself
?	SENT	?
""""	''	""""
""""	``	""""
Several	JJ	several
times	NNS	time
.	SENT	.
""""	''	""""
""""	``	""""
Is	VBZ	be
your	PP$	your
own	JJ	own
will	NN	will
so	IN	so
strong	JJ	strong
,	,	,
then	RB	then
?	SENT	?
""""	''	""""
""""	``	""""
Well	UH	Well
,	,	,
it	PP	it
does	VVZ	do
not	RB	not
entirely	RB	entirely
depend	VV	depend
upon	IN	upon
that	DT	that
.	SENT	.
Many	JJ	many
have	VHP	have
strong	JJ	strong
wills	NNS	will
which	WDT	which
are	VBP	be
not	RB	not
detachable	JJ	detachable
from	IN	from
themselves	PP	themselves
.	SENT	.
The	DT	the
thing	NN	thing
is	VBZ	be
to	TO	to
have	VH	have
the	DT	the
gift	NN	gift
of	IN	of
projecting	VVG	project
it	PP	it
into	IN	into
another	DT	another
person	NN	person
and	CC	and
superseding	VVG	supersede
his	PP$	his
own	JJ	own
.	SENT	.
I	PP	I
find	VVP	find
that	IN/that	that
the	DT	the
power	NN	power
varies	VVZ	vary
with	IN	with
my	PP$	my
own	JJ	own
strength	NN	strength
and	CC	and
health	NN	health
.	SENT	.
""""	''	""""
""""	''	""""
Practically	RB	practically
,	,	,
you	PP	you
send	VVP	send
your	PP$	your
soul	NN	soul
into	IN	into
another	DT	another
person	NN	person
's	POS	's
body	NN	body
.	SENT	.
""""	''	""""
""""	``	""""
Well	UH	Well
,	,	,
you	PP	you
might	MD	might
put	VV	put
it	PP	it
that	DT	that
way	NN	way
.	SENT	.
""""	''	""""
""""	''	""""
And	CC	and
what	WP	what
does	VVZ	do
your	PP$	your
own	JJ	own
body	NN	body
do	VVP	do
?	SENT	?
""""	''	""""
""""	``	""""
It	PP	it
merely	RB	merely
feels	VVZ	feel
lethargic	JJ	lethargic
.	SENT	.
""""	''	""""
""""	``	""""
Well	UH	Well
,	,	,
but	CC	but
is	VBZ	be
there	RB	there
no	DT	no
danger	NN	danger
to	TO	to
your	PP$	your
own	JJ	own
health	NN	health
?	SENT	?
""""	''	""""
I	PP	I
asked	VVD	ask
.	SENT	.
""""	``	""""
There	EX	there
might	MD	might
be	VB	be
a	DT	a
little	JJ	little
.	SENT	.
You	PP	you
have	VHP	have
to	TO	to
be	VB	be
careful	JJ	careful
never	RB	never
to	TO	to
let	VV	let
your	PP$	your
own	JJ	own
consciousness	NN	consciousness
absolutely	RB	absolutely
go	VV	go
;	:	;
otherwise	RB	otherwise
,	,	,
you	PP	you
might	MD	might
experience	VV	experience
some	DT	some
difficulty	NN	difficulty
in	IN	in
finding	VVG	find
your	PP$	your
way	NN	way
back	RB	back
again	RB	again
.	SENT	.
You	PP	you
must	MD	must
always	RB	always
preserve	VV	preserve
the	DT	the
connection	NN	connection
,	,	,
as	IN	as
it	PP	it
were	VBD	be
.	SENT	.
I	PP	I
am	VBP	be
afraid	JJ	afraid
I	PP	I
express	VVP	express
myself	PP	myself
very	RB	very
badly	RB	badly
,	,	,
Professor	NP	Professor
Gilroy	NP	Gilroy
,	,	,
but	CC	but
of	IN	of
course	NN	course
I	PP	I
do	VVP	do
n't	RB	n't
know	VV	know
how	WRB	how
to	TO	to
put	VV	put
these	DT	these
things	NNS	thing
in	IN	in
a	DT	a
scientific	JJ	scientific
way	NN	way
.	SENT	.
I	PP	I
am	VBP	be
just	RB	just
giving	VVG	give
you	PP	you
my	PP$	my
own	JJ	own
experiences	NNS	experience
and	CC	and
my	PP$	my
own	JJ	own
explanations	NNS	explanation
.	SENT	.
""""	''	""""
Well	RB	well
,	,	,
I	PP	I
read	VVD	read
this	DT	this
over	RP	over
now	RB	now
at	IN	at
my	PP$	my
leisure	NN	leisure
,	,	,
and	CC	and
I	PP	I
marvel	VVP	marvel
at	IN	at
myself	PP	myself
!	SENT	!
Is	VBZ	be
this	DT	this
Austin	NP	Austin
Gilroy	NP	Gilroy
,	,	,
the	DT	the
man	NN	man
who	WP	who
has	VHZ	have
won	VVN	win
his	PP$	his
way	NN	way
to	TO	to
the	DT	the
front	NN	front
by	IN	by
his	PP$	his
hard	JJ	hard
reasoning	NN	reasoning
power	NN	power
and	CC	and
by	IN	by
his	PP$	his
devotion	NN	devotion
to	TO	to
fact	NN	fact
?	SENT	?
Here	RB	here
I	PP	I
am	VBP	be
gravely	RB	gravely
retailing	VVG	retail
the	DT	the
gossip	NN	gossip
of	IN	of
a	DT	a
woman	NN	woman
who	WP	who
tells	VVZ	tell
me	PP	me
how	WRB	how
her	PP$	her
soul	NN	soul
may	MD	may
be	VB	be
projected	VVN	project
from	IN	from
her	PP$	her
body	NN	body
,	,	,
and	CC	and
how	WRB	how
,	,	,
while	IN	while
she	PP	she
lies	VVZ	lie
in	IN	in
a	DT	a
lethargy	NN	lethargy
,	,	,
she	PP	she
can	MD	can
control	VV	control
the	DT	the
actions	NNS	action
of	IN	of
people	NNS	people
at	IN	at
a	DT	a
distance	NN	distance
.	SENT	.
Do	VV	do
I	PP	I
accept	VV	accept
it	PP	it
?	SENT	?
Certainly	RB	certainly
not	RB	not
.	SENT	.
She	PP	she
must	MD	must
prove	VV	prove
and	CC	and
re-prove	NNS	re-prove
before	IN	before
I	PP	I
yield	VVP	yield
a	DT	a
point	NN	point
.	SENT	.
But	CC	but
if	IN	if
I	PP	I
am	VBP	be
still	RB	still
a	DT	a
sceptic	NN	sceptic
,	,	,
I	PP	I
have	VHP	have
at	IN	at
least	JJS	least
ceased	VVD	cease
to	TO	to
be	VB	be
a	DT	a
scoffer	NN	scoffer
.	SENT	.
We	PP	we
are	VBP	be
to	TO	to
have	VH	have
a	DT	a
sitting	VVG	sit
this	DT	this
evening	NN	evening
,	,	,
and	CC	and
she	PP	she
is	VBZ	be
to	TO	to
try	VV	try
if	IN	if
she	PP	she
can	MD	can
produce	VV	produce
any	DT	any
mesmeric	JJ	mesmeric
effect	NN	effect
upon	IN	upon
me	PP	me
.	SENT	.
If	IN	if
she	PP	she
can	MD	can
,	,	,
it	PP	it
will	MD	will
make	VV	make
an	DT	an
excellent	JJ	excellent
starting-point	NN	starting-point
for	IN	for
our	PP$	our
investigation	NN	investigation
.	SENT	.
No	DT	no
one	CD	one
can	MD	can
accuse	VV	accuse
me	PP	me
,	,	,
at	IN	at
any	DT	any
rate	NN	rate
,	,	,
of	IN	of
complicity	NN	complicity
.	SENT	.
If	IN	if
she	PP	she
cannot	MD	can
,	,	,
we	PP	we
must	MD	must
try	VV	try
and	CC	and
find	VV	find
some	DT	some
subject	NN	subject
who	WP	who
will	MD	will
be	VB	be
like	IN	like
Caesar	NP	Caesar
's	POS	's
wife	NN	wife
.	SENT	.
Wilson	NP	Wilson
is	VBZ	be
perfectly	RB	perfectly
impervious.10	JJ	impervious.10
P.	NP	P.
M	NP	M
.	SENT	.
I	PP	I
believe	VVP	believe
that	IN/that	that
I	PP	I
am	VBP	be
on	IN	on
the	DT	the
threshold	NN	threshold
of	IN	of
an	DT	an
epoch-making	NN	epoch-making
investigation	NN	investigation
.	SENT	.
To	TO	To
have	VH	have
the	DT	the
power	NN	power
of	IN	of
examining	VVG	examine
these	DT	these
phenomena	NNS	phenomenon
from	IN	from
inside	JJ	inside
---	NN	---
to	TO	to
have	VH	have
an	DT	an
organism	NN	organism
which	WDT	which
will	MD	will
respond	VV	respond
,	,	,
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
a	DT	a
brain	NN	brain
which	WDT	which
will	MD	will
appreciate	VV	appreciate
and	CC	and
criticise	VV	criticise
---	NN	---
that	WDT	that
is	VBZ	be
surely	RB	surely
a	DT	a
unique	JJ	unique
advantage	NN	advantage
.	SENT	.
I	PP	I
am	VBP	be
quite	RB	quite
sure	JJ	sure
that	IN/that	that
Wilson	NP	Wilson
would	MD	would
give	VV	give
five	CD	five
years	NNS	year
of	IN	of
his	PP$	his
life	NN	life
to	TO	to
be	VB	be
as	RB	as
susceptible	JJ	susceptible
as	IN	as
I	PP	I
have	VHP	have
proved	VVN	prove
myself	PP	myself
to	TO	to
replaced-dns	NNS	replaced-dns
"<repdns text=""be.There"" />"
was	VBD	be
no	RB	no
one	CD	one
present	NN	present
except	IN	except
Wilson	NP	Wilson
and	CC	and
his	PP$	his
wife	NN	wife
.	SENT	.
I	PP	I
was	VBD	be
seated	VVN	seat
with	IN	with
my	PP$	my
head	NN	head
leaning	VVG	lean
back	RB	back
,	,	,
and	CC	and
Miss	NP	Miss
Penclosa	NP	Penclosa
,	,	,
standing	NN	standing
in	IN	in
front	NN	front
and	CC	and
a	DT	a
little	JJ	little
to	TO	to
the	DT	the
left	NN	left
,	,	,
used	VVD	use
the	DT	the
same	JJ	same
long	JJ	long
,	,	,
sweeping	JJ	sweeping
strokes	NNS	stroke
as	IN	as
with	IN	with
Agatha	NP	Agatha
.	SENT	.
At	IN	at
each	DT	each
of	IN	of
them	PP	them
a	DT	a
warm	JJ	warm
current	NN	current
of	IN	of
air	NN	air
seemed	VVD	seem
to	TO	to
strike	VV	strike
me	PP	me
,	,	,
and	CC	and
to	TO	to
suffuse	VV	suffuse
a	DT	a
thrill	NN	thrill
and	CC	and
glow	VV	glow
all	DT	all
through	IN	through
me	PP	me
from	IN	from
head	NN	head
to	TO	to
foot	VV	foot
.	SENT	.
My	PP$	my
eyes	NNS	eye
were	VBD	be
fixed	VVN	fix
upon	IN	upon
Miss	NP	Miss
Penclosa	NP	Penclosa
's	POS	's
face	NN	face
,	,	,
but	CC	but
as	IN	as
I	PP	I
gazed	VVD	gaze
the	DT	the
features	NNS	feature
seemed	VVD	seem
to	TO	to
blur	VV	blur
and	CC	and
to	TO	to
fade	VV	fade
away	RB	away
.	SENT	.
I	PP	I
was	VBD	be
conscious	JJ	conscious
only	RB	only
of	IN	of
her	PP$	her
own	JJ	own
eyes	NNS	eye
looking	VVG	look
down	RP	down
at	IN	at
me	PP	me
,	,	,
gray	JJ	gray
,	,	,
deep	JJ	deep
,	,	,
inscrutable	JJ	inscrutable
.	SENT	.
Larger	JJR	large
they	PP	they
grew	VVD	grow
and	CC	and
larger	JJR	large
,	,	,
until	IN	until
they	PP	they
changed	VVD	change
suddenly	RB	suddenly
into	IN	into
two	CD	two
mountain	NN	mountain
lakes	NNS	lake
toward	IN	toward
which	WDT	which
I	PP	I
seemed	VVD	seem
to	TO	to
be	VB	be
falling	VVG	fall
with	IN	with
horrible	JJ	horrible
rapidity	NN	rapidity
.	SENT	.
I	PP	I
shuddered	VVD	shudder
,	,	,
and	CC	and
as	IN	as
I	PP	I
did	VVD	do
so	RB	so
some	DT	some
deeper	JJR	deep
stratum	NN	stratum
of	IN	of
thought	NN	thought
told	VVD	tell
me	PP	me
that	IN/that	that
the	DT	the
shudder	NN	shudder
represented	VVD	represent
the	DT	the
rigor	NN	rigor
which	WDT	which
I	PP	I
had	VHD	have
observed	VVN	observe
in	IN	in
Agatha	NP	Agatha
.	SENT	.
An	DT	an
instant	NN	instant
later	RBR	later
I	PP	I
struck	VVD	strike
the	DT	the
surface	NN	surface
of	IN	of
the	DT	the
lakes	NNS	lake
,	,	,
now	RB	now
joined	VVN	join
into	IN	into
one	CD	one
,	,	,
and	CC	and
down	RB	down
I	PP	I
went	VVD	go
beneath	IN	beneath
the	DT	the
water	NN	water
with	IN	with
a	DT	a
fulness	NN	fulness
in	IN	in
my	PP$	my
head	NN	head
and	CC	and
a	DT	a
buzzing	VVG	buzz
in	IN	in
my	PP$	my
ears	NNS	ear
.	SENT	.
Down	RB	down
I	PP	I
went	VVD	go
,	,	,
down	RB	down
,	,	,
down	RB	down
,	,	,
and	CC	and
then	RB	then
with	IN	with
a	DT	a
swoop	NN	swoop
up	RB	up
again	RB	again
until	IN	until
I	PP	I
could	MD	could
see	VV	see
the	DT	the
light	NN	light
streaming	VVG	stream
brightly	RB	brightly
through	IN	through
the	DT	the
green	JJ	green
water	NN	water
.	SENT	.
I	PP	I
was	VBD	be
almost	RB	almost
at	IN	at
the	DT	the
surface	NN	surface
when	WRB	when
the	DT	the
word	NN	word
""""	``	""""
Awake	NP	Awake
!	SENT	!
""""	''	""""
rang	VVD	ring
through	IN	through
my	PP$	my
head	NN	head
,	,	,
and	CC	and
,	,	,
with	IN	with
a	DT	a
start	NN	start
,	,	,
I	PP	I
found	VVD	find
myself	PP	myself
back	RB	back
in	IN	in
the	DT	the
arm-chair	NN	arm-chair
,	,	,
with	IN	with
Miss	NP	Miss
Penclosa	NP	Penclosa
leaning	VVG	lean
on	IN	on
her	PP$	her
crutch	NN	crutch
,	,	,
and	CC	and
Wilson	NP	Wilson
,	,	,
his	PP$	his
note	NN	note
